45
12.2555	-13.8264
12.3397	-13.7422
12.46	-13.5907
12.5683	-13.429
12.7611	-13.0894
13.0984	-12.4808
13.3995	-11.9573
13.6042	-11.6369
13.7366	-11.4467
13.881	-11.2667
14.0013	-11.1375
14.1576	-10.9723
14.35	-10.7932
14.5302	-10.6531
14.7224	-10.5276
14.8786	-10.447
15.1307	-10.3551
15.3948	-10.2867
15.7667	-10.2529
16.0425	-10.3018
16.1624	-10.3065
16.2344	-10.2834
16.3065	-10.2335
16.3787	-10.1658
16.4629	-10.0593
16.5471	-9.944
16.6194	-9.8139
16.7158	-9.6507
16.8964	-9.35
17.089	-9.0507
17.2214	-8.8738
17.3658	-8.6983
17.474	-8.5856
17.5582	-8.5059
17.6663	-8.4244
17.7624	-8.3595
17.8705	-8.3137
17.9665	-8.2933
18.1344	-8.3167
18.326	-8.4454
18.4456	-8.5927
18.6008	-8.8956
18.7557	-9.3324
18.8744	-9.872
18.9098	-10.0813
