11
16	-6.98404
16.5	-7.14662
17	-7.30921
17.5	-7.4718
18	-7.63438
18.5	-7.75303
19	-7.91732
19.5	-8.16015
20	-8.55872
20.5	-9.37225
21	-10.9857
