10
16      -9.15268
16.5    -8.57325
17      -7.83756
17.5    -7.33963
18      -6.97357
18.5    -6.82357
19      -6.92357
19.5    -6.98756
20      -7.47357
20.5    -7.94897
21	-8.5     #this is a makeup
