n3
1.37536e+2	1.78129e+0
1.59026e+2	1.78104e+0
1.80516e+2	1.78095e+0
2.02006e+2	1.78095e+0
2.19198e+2	1.78112e+0
2.40688e+2	1.78122e+0
2.57880e+2	1.78122e+0
2.79370e+2	1.78129e+0
3.00860e+2	1.78139e+0
3.18052e+2	1.78109e+0
3.39542e+2	1.78114e+0
3.56734e+2	1.78092e+0
3.78223e+2	1.78090e+0
3.99713e+2	1.78124e+0
4.21203e+2	1.78124e+0
4.38395e+2	1.78117e+0
4.59885e+2	1.78095e+0
4.81375e+2	1.78104e+0
4.98567e+2	1.78095e+0
5.20057e+2	1.78100e+0
5.41547e+2	1.78097e+0
5.54441e+2	1.78109e+0
5.75931e+2	1.78100e+0
5.97421e+2	1.78097e+0
6.14613e+2	1.78097e+0
6.36103e+2	1.78117e+0
6.57593e+2	1.78114e+0
6.79083e+2	1.78119e+0
6.96275e+2	1.78100e+0
7.17765e+2	1.78114e+0
7.34957e+2	1.78119e+0
7.56447e+2	1.78117e+0
7.77937e+2	1.78122e+0
7.95129e+2	1.78117e+0
8.16619e+2	1.78127e+0
8.38109e+2	1.78114e+0
8.55301e+2	1.78124e+0
8.76791e+2	1.78144e+0
8.98281e+2	1.78136e+0
9.15473e+2	1.78124e+0
9.36963e+2	1.78139e+0
9.58453e+2	1.78163e+0
9.75645e+2	1.78168e+0
9.97135e+2	1.78168e+0
1.01862e+3	1.78149e+0
1.03582e+3	1.78158e+0
1.05731e+3	1.78180e+0
1.07450e+3	1.78163e+0
1.09599e+3	1.78176e+0
1.11748e+3	1.78153e+0
1.13897e+3	1.78153e+0
1.16046e+3	1.78153e+0
1.17765e+3	1.78153e+0
1.19914e+3	1.78156e+0
1.22063e+3	1.78180e+0
1.23782e+3	1.78163e+0
1.25931e+3	1.78188e+0
1.28080e+3	1.78180e+0
1.29799e+3	1.78178e+0
1.31948e+3	1.78178e+0
1.34097e+3	1.78185e+0
1.35817e+3	1.78163e+0
1.37966e+3	1.78188e+0
1.40115e+3	1.78163e+0
1.41834e+3	1.78161e+0
1.43983e+3	1.78171e+0
1.46132e+3	1.78176e+0
1.47851e+3	1.78193e+0
1.50000e+3	1.78180e+0
1.51719e+3	1.78158e+0
1.53868e+3	1.78173e+0
1.56017e+3	1.78183e+0
1.58166e+3	1.78198e+0
1.59885e+3	1.78171e+0
1.61605e+3	1.78195e+0
1.63754e+3	1.78193e+0
1.65903e+3	1.78166e+0
1.68052e+3	1.78168e+0
1.69771e+3	1.78185e+0
1.71920e+3	1.78163e+0
1.73639e+3	1.78161e+0
