n : 1.0
freq : 83.33 MHz
SWR : 9.207
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
  5  15   -16.039     0.024892     -22033.294
 10  15   -11.575     0.069587     -22031.593
 15  15    -8.823     0.131133     -22031.946
 20  15    -6.657     0.215944     -22031.018
 25  15    -4.802     0.331010     -22033.050
 30  15    -3.447     0.452190     -22034.390
 35  15    -2.213     0.600691     -22036.016
 40  15    -1.321     0.737753     -22035.470
 45  15    -0.283     0.936981     -22039.543
 50  15     0.253     1.060037     -22042.315
 55  15     0.904     1.231377     -22044.344
 60  15     1.341     1.361667     -22047.043
 65  15     1.630     1.455462     -22048.436
 70  15     2.040     1.599709     -22050.270
 75  15     2.268     1.685742     -22052.209
 80  15     2.235     1.672827     -22052.907
 85  15     2.010     1.588550     -22053.647
 90  15     1.682     1.473096     -22054.052
 95  15     1.826     1.522793     -22052.132
100  15     2.071     1.611169     -22051.614
105  15     2.246     1.677301     -22049.998
110  15     2.070     1.610798     -22049.063
115  15     1.691     1.476050     -22047.809
120  15     1.381     1.374267     -22047.616
125  15     1.046     1.272451     -22047.144
130  15     0.478     1.116454     -22047.751
135  15    -0.022     0.994972     -22049.499
140  15    -1.040     0.786975     -22047.587
145  15    -2.016     0.628653     -22047.609
150  15    -3.442     0.452721     -21688.605
155  15    -4.682     0.340268     -21685.844
160  15    -6.602     0.218671     -21685.691
165  15    -8.386     0.145018     -22043.870
170  15   -10.944     0.080455     -21688.090
175  15   -14.334     0.036866     -21691.557
180  15   -19.613     0.010933     -21692.185
  0  20   -22.146     0.006101     -22033.756
  5  20   -16.039     0.024892     -22033.294
 10  20   -11.575     0.069587     -22031.593
 15  20    -8.823     0.131133     -22031.946
 20  20    -6.657     0.215944     -22031.018
 25  20    -4.802     0.331010     -22033.050
 30  20    -3.447     0.452190     -22034.390
 35  20    -2.213     0.600691     -22036.016
 40  20    -1.321     0.737753     -22035.470
 45  20    -0.283     0.936981     -22039.543
 50  20     0.253     1.060037     -22042.315
 55  20     0.904     1.231377     -22044.344
 60  20     1.341     1.361667     -22047.043
 65  20     1.630     1.455462     -22048.436
 70  20     2.040     1.599709     -22050.270
 75  20     2.268     1.685742     -22052.209
 80  20     2.235     1.672827     -22052.907
 85  20     2.010     1.588550     -22053.647
 90  20     1.682     1.473096     -22054.052
 95  20     1.826     1.522793     -22052.132
100  20     2.071     1.611169     -22051.614
105  20     2.246     1.677301     -22049.998
110  20     2.070     1.610798     -22049.063
115  20     1.691     1.476050     -22047.809
120  20     1.381     1.374267     -22047.616
125  20     1.046     1.272451     -22047.144
130  20     0.478     1.116454     -22047.751
135  20    -0.022     0.994972     -22049.499
140  20    -1.040     0.786975     -22047.587
145  20    -2.016     0.628653     -22047.609
150  20    -3.442     0.452721     -21688.605
155  20    -4.682     0.340268     -21685.844
160  20    -6.602     0.218671     -21685.691
165  20    -8.386     0.145018     -22043.870
170  20   -10.944     0.080455     -21688.090
175  20   -14.334     0.036866     -21691.557
180  20   -19.613     0.010933     -21692.185
  0  25   -22.146     0.006101     -22033.756
  5  25   -16.039     0.024892     -22033.294
 10  25   -11.575     0.069587     -22031.593
 15  25    -8.823     0.131133     -22031.946
 20  25    -6.657     0.215944     -22031.018
 25  25    -4.802     0.331010     -22033.050
 30  25    -3.447     0.452190     -22034.390
 35  25    -2.213     0.600691     -22036.016
 40  25    -1.321     0.737753     -22035.470
 45  25    -0.283     0.936981     -22039.543
 50  25     0.253     1.060037     -22042.315
 55  25     0.904     1.231377     -22044.344
 60  25     1.341     1.361667     -22047.043
 65  25     1.630     1.455462     -22048.436
 70  25     2.040     1.599709     -22050.270
 75  25     2.268     1.685742     -22052.209
 80  25     2.235     1.672827     -22052.907
 85  25     2.010     1.588550     -22053.647
 90  25     1.682     1.473096     -22054.052
 95  25     1.826     1.522793     -22052.132
100  25     2.071     1.611169     -22051.614
105  25     2.246     1.677301     -22049.998
110  25     2.070     1.610798     -22049.063
115  25     1.691     1.476050     -22047.809
120  25     1.381     1.374267     -22047.616
125  25     1.046     1.272451     -22047.144
130  25     0.478     1.116454     -22047.751
135  25    -0.022     0.994972     -22049.499
140  25    -1.040     0.786975     -22047.587
145  25    -2.016     0.628653     -22047.609
150  25    -3.442     0.452721     -21688.605
155  25    -4.682     0.340268     -21685.844
160  25    -6.602     0.218671     -21685.691
165  25    -8.386     0.145018     -22043.870
170  25   -10.944     0.080455     -21688.090
175  25   -14.334     0.036866     -21691.557
180  25   -19.613     0.010933     -21692.185
  0  30   -22.146     0.006101     -22033.756
  5  30   -16.039     0.024892     -22033.294
 10  30   -11.575     0.069587     -22031.593
 15  30    -8.823     0.131133     -22031.946
 20  30    -6.657     0.215944     -22031.018
 25  30    -4.802     0.331010     -22033.050
 30  30    -3.447     0.452190     -22034.390
 35  30    -2.213     0.600691     -22036.016
 40  30    -1.321     0.737753     -22035.470
 45  30    -0.283     0.936981     -22039.543
 50  30     0.253     1.060037     -22042.315
 55  30     0.904     1.231377     -22044.344
 60  30     1.341     1.361667     -22047.043
 65  30     1.630     1.455462     -22048.436
 70  30     2.040     1.599709     -22050.270
 75  30     2.268     1.685742     -22052.209
 80  30     2.235     1.672827     -22052.907
 85  30     2.010     1.588550     -22053.647
 90  30     1.682     1.473096     -22054.052
 95  30     1.826     1.522793     -22052.132
100  30     2.071     1.611169     -22051.614
105  30     2.246     1.677301     -22049.998
110  30     2.070     1.610798     -22049.063
115  30     1.691     1.476050     -22047.809
120  30     1.381     1.374267     -22047.616
125  30     1.046     1.272451     -22047.144
130  30     0.478     1.116454     -22047.751
135  30    -0.022     0.994972     -22049.499
140  30    -1.040     0.786975     -22047.587
145  30    -2.016     0.628653     -22047.609
150  30    -3.442     0.452721     -21688.605
155  30    -4.682     0.340268     -21685.844
160  30    -6.602     0.218671     -21685.691
165  30    -8.386     0.145018     -22043.870
170  30   -10.944     0.080455     -21688.090
175  30   -14.334     0.036866     -21691.557
180  30   -19.613     0.010933     -21692.185
  0  35   -22.146     0.006101     -22033.756
  5  35   -16.039     0.024892     -22033.294
 10  35   -11.575     0.069587     -22031.593
 15  35    -8.823     0.131133     -22031.946
 20  35    -6.657     0.215944     -22031.018
 25  35    -4.802     0.331010     -22033.050
 30  35    -3.447     0.452190     -22034.390
 35  35    -2.213     0.600691     -22036.016
 40  35    -1.321     0.737753     -22035.470
 45  35    -0.283     0.936981     -22039.543
 50  35     0.253     1.060037     -22042.315
 55  35     0.904     1.231377     -22044.344
 60  35     1.341     1.361667     -22047.043
 65  35     1.630     1.455462     -22048.436
 70  35     2.040     1.599709     -22050.270
 75  35     2.268     1.685742     -22052.209
 80  35     2.235     1.672827     -22052.907
 85  35     2.010     1.588550     -22053.647
 90  35     1.682     1.473096     -22054.052
 95  35     1.826     1.522793     -22052.132
100  35     2.071     1.611169     -22051.614
105  35     2.246     1.677301     -22049.998
110  35     2.070     1.610798     -22049.063
115  35     1.691     1.476050     -22047.809
120  35     1.381     1.374267     -22047.616
125  35     1.046     1.272451     -22047.144
130  35     0.478     1.116454     -22047.751
135  35    -0.022     0.994972     -22049.499
140  35    -1.040     0.786975     -22047.587
145  35    -2.016     0.628653     -22047.609
150  35    -3.442     0.452721     -21688.605
155  35    -4.682     0.340268     -21685.844
160  35    -6.602     0.218671     -21685.691
165  35    -8.386     0.145018     -22043.870
170  35   -10.944     0.080455     -21688.090
175  35   -14.334     0.036866     -21691.557
180  35   -19.613     0.010933     -21692.185
  0  40   -22.146     0.006101     -22033.756
  5  40   -16.039     0.024892     -22033.294
 10  40   -11.575     0.069587     -22031.593
 15  40    -8.823     0.131133     -22031.946
 20  40    -6.657     0.215944     -22031.018
 25  40    -4.802     0.331010     -22033.050
 30  40    -3.447     0.452190     -22034.390
 35  40    -2.213     0.600691     -22036.016
 40  40    -1.321     0.737753     -22035.470
 45  40    -0.283     0.936981     -22039.543
 50  40     0.253     1.060037     -22042.315
 55  40     0.904     1.231377     -22044.344
 60  40     1.341     1.361667     -22047.043
 65  40     1.630     1.455462     -22048.436
 70  40     2.040     1.599709     -22050.270
 75  40     2.268     1.685742     -22052.209
 80  40     2.235     1.672827     -22052.907
 85  40     2.010     1.588550     -22053.647
 90  40     1.682     1.473096     -22054.052
 95  40     1.826     1.522793     -22052.132
100  40     2.071     1.611169     -22051.614
105  40     2.246     1.677301     -22049.998
110  40     2.070     1.610798     -22049.063
115  40     1.691     1.476050     -22047.809
120  40     1.381     1.374267     -22047.616
125  40     1.046     1.272451     -22047.144
130  40     0.478     1.116454     -22047.751
135  40    -0.022     0.994972     -22049.499
140  40    -1.040     0.786975     -22047.587
145  40    -2.016     0.628653     -22047.609
150  40    -3.442     0.452721     -21688.605
155  40    -4.682     0.340268     -21685.844
160  40    -6.602     0.218671     -21685.691
165  40    -8.386     0.145018     -22043.870
170  40   -10.944     0.080455     -21688.090
175  40   -14.334     0.036866     -21691.557
180  40   -19.613     0.010933     -21692.185
  0  45   -22.146     0.006101     -22033.756
  5  45   -16.039     0.024892     -22033.294
 10  45   -11.575     0.069587     -22031.593
 15  45    -8.823     0.131133     -22031.946
 20  45    -6.657     0.215944     -22031.018
 25  45    -4.802     0.331010     -22033.050
 30  45    -3.447     0.452190     -22034.390
 35  45    -2.213     0.600691     -22036.016
 40  45    -1.321     0.737753     -22035.470
 45  45    -0.283     0.936981     -22039.543
 50  45     0.253     1.060037     -22042.315
 55  45     0.904     1.231377     -22044.344
 60  45     1.341     1.361667     -22047.043
 65  45     1.630     1.455462     -22048.436
 70  45     2.040     1.599709     -22050.270
 75  45     2.268     1.685742     -22052.209
 80  45     2.235     1.672827     -22052.907
 85  45     2.010     1.588550     -22053.647
 90  45     1.682     1.473096     -22054.052
 95  45     1.826     1.522793     -22052.132
100  45     2.071     1.611169     -22051.614
105  45     2.246     1.677301     -22049.998
110  45     2.070     1.610798     -22049.063
115  45     1.691     1.476050     -22047.809
120  45     1.381     1.374267     -22047.616
125  45     1.046     1.272451     -22047.144
130  45     0.478     1.116454     -22047.751
135  45    -0.022     0.994972     -22049.499
140  45    -1.040     0.786975     -22047.587
145  45    -2.016     0.628653     -22047.609
150  45    -3.442     0.452721     -21688.605
155  45    -4.682     0.340268     -21685.844
160  45    -6.602     0.218671     -21685.691
165  45    -8.386     0.145018     -22043.870
170  45   -10.944     0.080455     -21688.090
175  45   -14.334     0.036866     -21691.557
180  45   -19.613     0.010933     -21692.185
  0  50   -22.146     0.006101     -22033.756
  5  50   -16.039     0.024892     -22033.294
 10  50   -11.575     0.069587     -22031.593
 15  50    -8.823     0.131133     -22031.946
 20  50    -6.657     0.215944     -22031.018
 25  50    -4.802     0.331010     -22033.050
 30  50    -3.447     0.452190     -22034.390
 35  50    -2.213     0.600691     -22036.016
 40  50    -1.321     0.737753     -22035.470
 45  50    -0.283     0.936981     -22039.543
 50  50     0.253     1.060037     -22042.315
 55  50     0.904     1.231377     -22044.344
 60  50     1.341     1.361667     -22047.043
 65  50     1.630     1.455462     -22048.436
 70  50     2.040     1.599709     -22050.270
 75  50     2.268     1.685742     -22052.209
 80  50     2.235     1.672827     -22052.907
 85  50     2.010     1.588550     -22053.647
 90  50     1.682     1.473096     -22054.052
 95  50     1.826     1.522793     -22052.132
100  50     2.071     1.611169     -22051.614
105  50     2.246     1.677301     -22049.998
110  50     2.070     1.610798     -22049.063
115  50     1.691     1.476050     -22047.809
120  50     1.381     1.374267     -22047.616
125  50     1.046     1.272451     -22047.144
130  50     0.478     1.116454     -22047.751
135  50    -0.022     0.994972     -22049.499
140  50    -1.040     0.786975     -22047.587
145  50    -2.016     0.628653     -22047.609
150  50    -3.442     0.452721     -21688.605
155  50    -4.682     0.340268     -21685.844
160  50    -6.602     0.218671     -21685.691
165  50    -8.386     0.145018     -22043.870
170  50   -10.944     0.080455     -21688.090
175  50   -14.334     0.036866     -21691.557
180  50   -19.613     0.010933     -21692.185
  0  55   -22.146     0.006101     -22033.756
  5  55   -16.039     0.024892     -22033.294
 10  55   -11.575     0.069587     -22031.593
 15  55    -8.823     0.131133     -22031.946
 20  55    -6.657     0.215944     -22031.018
 25  55    -4.802     0.331010     -22033.050
 30  55    -3.447     0.452190     -22034.390
 35  55    -2.213     0.600691     -22036.016
 40  55    -1.321     0.737753     -22035.470
 45  55    -0.283     0.936981     -22039.543
 50  55     0.253     1.060037     -22042.315
 55  55     0.904     1.231377     -22044.344
 60  55     1.341     1.361667     -22047.043
 65  55     1.630     1.455462     -22048.436
 70  55     2.040     1.599709     -22050.270
 75  55     2.268     1.685742     -22052.209
 80  55     2.235     1.672827     -22052.907
 85  55     2.010     1.588550     -22053.647
 90  55     1.682     1.473096     -22054.052
 95  55     1.826     1.522793     -22052.132
100  55     2.071     1.611169     -22051.614
105  55     2.246     1.677301     -22049.998
110  55     2.070     1.610798     -22049.063
115  55     1.691     1.476050     -22047.809
120  55     1.381     1.374267     -22047.616
125  55     1.046     1.272451     -22047.144
130  55     0.478     1.116454     -22047.751
135  55    -0.022     0.994972     -22049.499
140  55    -1.040     0.786975     -22047.587
145  55    -2.016     0.628653     -22047.609
150  55    -3.442     0.452721     -21688.605
155  55    -4.682     0.340268     -21685.844
160  55    -6.602     0.218671     -21685.691
165  55    -8.386     0.145018     -22043.870
170  55   -10.944     0.080455     -21688.090
175  55   -14.334     0.036866     -21691.557
180  55   -19.613     0.010933     -21692.185
  0  60   -22.146     0.006101     -22033.756
  5  60   -16.039     0.024892     -22033.294
 10  60   -11.575     0.069587     -22031.593
 15  60    -8.823     0.131133     -22031.946
 20  60    -6.657     0.215944     -22031.018
 25  60    -4.802     0.331010     -22033.050
 30  60    -3.447     0.452190     -22034.390
 35  60    -2.213     0.600691     -22036.016
 40  60    -1.321     0.737753     -22035.470
 45  60    -0.283     0.936981     -22039.543
 50  60     0.253     1.060037     -22042.315
 55  60     0.904     1.231377     -22044.344
 60  60     1.341     1.361667     -22047.043
 65  60     1.630     1.455462     -22048.436
 70  60     2.040     1.599709     -22050.270
 75  60     2.268     1.685742     -22052.209
 80  60     2.235     1.672827     -22052.907
 85  60     2.010     1.588550     -22053.647
 90  60     1.682     1.473096     -22054.052
 95  60     1.826     1.522793     -22052.132
100  60     2.071     1.611169     -22051.614
105  60     2.246     1.677301     -22049.998
110  60     2.070     1.610798     -22049.063
115  60     1.691     1.476050     -22047.809
120  60     1.381     1.374267     -22047.616
125  60     1.046     1.272451     -22047.144
130  60     0.478     1.116454     -22047.751
135  60    -0.022     0.994972     -22049.499
140  60    -1.040     0.786975     -22047.587
145  60    -2.016     0.628653     -22047.609
150  60    -3.442     0.452721     -21688.605
155  60    -4.682     0.340268     -21685.844
160  60    -6.602     0.218671     -21685.691
165  60    -8.386     0.145018     -22043.870
170  60   -10.944     0.080455     -21688.090
175  60   -14.334     0.036866     -21691.557
180  60   -19.613     0.010933     -21692.185
  0  65   -22.146     0.006101     -22033.756
  5  65   -16.039     0.024892     -22033.294
 10  65   -11.575     0.069587     -22031.593
 15  65    -8.823     0.131133     -22031.946
 20  65    -6.657     0.215944     -22031.018
 25  65    -4.802     0.331010     -22033.050
 30  65    -3.447     0.452190     -22034.390
 35  65    -2.213     0.600691     -22036.016
 40  65    -1.321     0.737753     -22035.470
 45  65    -0.283     0.936981     -22039.543
 50  65     0.253     1.060037     -22042.315
 55  65     0.904     1.231377     -22044.344
 60  65     1.341     1.361667     -22047.043
 65  65     1.630     1.455462     -22048.436
 70  65     2.040     1.599709     -22050.270
 75  65     2.268     1.685742     -22052.209
 80  65     2.235     1.672827     -22052.907
 85  65     2.010     1.588550     -22053.647
 90  65     1.682     1.473096     -22054.052
 95  65     1.826     1.522793     -22052.132
100  65     2.071     1.611169     -22051.614
105  65     2.246     1.677301     -22049.998
110  65     2.070     1.610798     -22049.063
115  65     1.691     1.476050     -22047.809
120  65     1.381     1.374267     -22047.616
125  65     1.046     1.272451     -22047.144
130  65     0.478     1.116454     -22047.751
135  65    -0.022     0.994972     -22049.499
140  65    -1.040     0.786975     -22047.587
145  65    -2.016     0.628653     -22047.609
150  65    -3.442     0.452721     -21688.605
155  65    -4.682     0.340268     -21685.844
160  65    -6.602     0.218671     -21685.691
165  65    -8.386     0.145018     -22043.870
170  65   -10.944     0.080455     -21688.090
175  65   -14.334     0.036866     -21691.557
180  65   -19.613     0.010933     -21692.185
  0  70   -22.146     0.006101     -22033.756
  5  70   -16.039     0.024892     -22033.294
 10  70   -11.575     0.069587     -22031.593
 15  70    -8.823     0.131133     -22031.946
 20  70    -6.657     0.215944     -22031.018
 25  70    -4.802     0.331010     -22033.050
 30  70    -3.447     0.452190     -22034.390
 35  70    -2.213     0.600691     -22036.016
 40  70    -1.321     0.737753     -22035.470
 45  70    -0.283     0.936981     -22039.543
 50  70     0.253     1.060037     -22042.315
 55  70     0.904     1.231377     -22044.344
 60  70     1.341     1.361667     -22047.043
 65  70     1.630     1.455462     -22048.436
 70  70     2.040     1.599709     -22050.270
 75  70     2.268     1.685742     -22052.209
 80  70     2.235     1.672827     -22052.907
 85  70     2.010     1.588550     -22053.647
 90  70     1.682     1.473096     -22054.052
 95  70     1.826     1.522793     -22052.132
100  70     2.071     1.611169     -22051.614
105  70     2.246     1.677301     -22049.998
110  70     2.070     1.610798     -22049.063
115  70     1.691     1.476050     -22047.809
120  70     1.381     1.374267     -22047.616
125  70     1.046     1.272451     -22047.144
130  70     0.478     1.116454     -22047.751
135  70    -0.022     0.994972     -22049.499
140  70    -1.040     0.786975     -22047.587
145  70    -2.016     0.628653     -22047.609
150  70    -3.442     0.452721     -21688.605
155  70    -4.682     0.340268     -21685.844
160  70    -6.602     0.218671     -21685.691
165  70    -8.386     0.145018     -22043.870
170  70   -10.944     0.080455     -21688.090
175  70   -14.334     0.036866     -21691.557
180  70   -19.613     0.010933     -21692.185
  0  75   -22.146     0.006101     -22033.756
  5  75   -16.039     0.024892     -22033.294
 10  75   -11.575     0.069587     -22031.593
 15  75    -8.823     0.131133     -22031.946
 20  75    -6.657     0.215944     -22031.018
 25  75    -4.802     0.331010     -22033.050
 30  75    -3.447     0.452190     -22034.390
 35  75    -2.213     0.600691     -22036.016
 40  75    -1.321     0.737753     -22035.470
 45  75    -0.283     0.936981     -22039.543
 50  75     0.253     1.060037     -22042.315
 55  75     0.904     1.231377     -22044.344
 60  75     1.341     1.361667     -22047.043
 65  75     1.630     1.455462     -22048.436
 70  75     2.040     1.599709     -22050.270
 75  75     2.268     1.685742     -22052.209
 80  75     2.235     1.672827     -22052.907
 85  75     2.010     1.588550     -22053.647
 90  75     1.682     1.473096     -22054.052
 95  75     1.826     1.522793     -22052.132
100  75     2.071     1.611169     -22051.614
105  75     2.246     1.677301     -22049.998
110  75     2.070     1.610798     -22049.063
115  75     1.691     1.476050     -22047.809
120  75     1.381     1.374267     -22047.616
125  75     1.046     1.272451     -22047.144
130  75     0.478     1.116454     -22047.751
135  75    -0.022     0.994972     -22049.499
140  75    -1.040     0.786975     -22047.587
145  75    -2.016     0.628653     -22047.609
150  75    -3.442     0.452721     -21688.605
155  75    -4.682     0.340268     -21685.844
160  75    -6.602     0.218671     -21685.691
165  75    -8.386     0.145018     -22043.870
170  75   -10.944     0.080455     -21688.090
175  75   -14.334     0.036866     -21691.557
180  75   -19.613     0.010933     -21692.185
  0  80   -22.146     0.006101     -22033.756
  5  80   -16.039     0.024892     -22033.294
 10  80   -11.575     0.069587     -22031.593
 15  80    -8.823     0.131133     -22031.946
 20  80    -6.657     0.215944     -22031.018
 25  80    -4.802     0.331010     -22033.050
 30  80    -3.447     0.452190     -22034.390
 35  80    -2.213     0.600691     -22036.016
 40  80    -1.321     0.737753     -22035.470
 45  80    -0.283     0.936981     -22039.543
 50  80     0.253     1.060037     -22042.315
 55  80     0.904     1.231377     -22044.344
 60  80     1.341     1.361667     -22047.043
 65  80     1.630     1.455462     -22048.436
 70  80     2.040     1.599709     -22050.270
 75  80     2.268     1.685742     -22052.209
 80  80     2.235     1.672827     -22052.907
 85  80     2.010     1.588550     -22053.647
 90  80     1.682     1.473096     -22054.052
 95  80     1.826     1.522793     -22052.132
100  80     2.071     1.611169     -22051.614
105  80     2.246     1.677301     -22049.998
110  80     2.070     1.610798     -22049.063
115  80     1.691     1.476050     -22047.809
120  80     1.381     1.374267     -22047.616
125  80     1.046     1.272451     -22047.144
130  80     0.478     1.116454     -22047.751
135  80    -0.022     0.994972     -22049.499
140  80    -1.040     0.786975     -22047.587
145  80    -2.016     0.628653     -22047.609
150  80    -3.442     0.452721     -21688.605
155  80    -4.682     0.340268     -21685.844
160  80    -6.602     0.218671     -21685.691
165  80    -8.386     0.145018     -22043.870
170  80   -10.944     0.080455     -21688.090
175  80   -14.334     0.036866     -21691.557
180  80   -19.613     0.010933     -21692.185
  0  85   -22.146     0.006101     -22033.756
  5  85   -16.039     0.024892     -22033.294
 10  85   -11.575     0.069587     -22031.593
 15  85    -8.823     0.131133     -22031.946
 20  85    -6.657     0.215944     -22031.018
 25  85    -4.802     0.331010     -22033.050
 30  85    -3.447     0.452190     -22034.390
 35  85    -2.213     0.600691     -22036.016
 40  85    -1.321     0.737753     -22035.470
 45  85    -0.283     0.936981     -22039.543
 50  85     0.253     1.060037     -22042.315
 55  85     0.904     1.231377     -22044.344
 60  85     1.341     1.361667     -22047.043
 65  85     1.630     1.455462     -22048.436
 70  85     2.040     1.599709     -22050.270
 75  85     2.268     1.685742     -22052.209
 80  85     2.235     1.672827     -22052.907
 85  85     2.010     1.588550     -22053.647
 90  85     1.682     1.473096     -22054.052
 95  85     1.826     1.522793     -22052.132
100  85     2.071     1.611169     -22051.614
105  85     2.246     1.677301     -22049.998
110  85     2.070     1.610798     -22049.063
115  85     1.691     1.476050     -22047.809
120  85     1.381     1.374267     -22047.616
125  85     1.046     1.272451     -22047.144
130  85     0.478     1.116454     -22047.751
135  85    -0.022     0.994972     -22049.499
140  85    -1.040     0.786975     -22047.587
145  85    -2.016     0.628653     -22047.609
150  85    -3.442     0.452721     -21688.605
155  85    -4.682     0.340268     -21685.844
160  85    -6.602     0.218671     -21685.691
165  85    -8.386     0.145018     -22043.870
170  85   -10.944     0.080455     -21688.090
175  85   -14.334     0.036866     -21691.557
180  85   -19.613     0.010933     -21692.185
  0  90   -22.146     0.006101     -22033.756
  5  90   -16.039     0.024892     -22033.294
 10  90   -11.575     0.069587     -22031.593
 15  90    -8.823     0.131133     -22031.946
 20  90    -6.657     0.215944     -22031.018
 25  90    -4.802     0.331010     -22033.050
 30  90    -3.447     0.452190     -22034.390
 35  90    -2.213     0.600691     -22036.016
 40  90    -1.321     0.737753     -22035.470
 45  90    -0.283     0.936981     -22039.543
 50  90     0.253     1.060037     -22042.315
 55  90     0.904     1.231377     -22044.344
 60  90     1.341     1.361667     -22047.043
 65  90     1.630     1.455462     -22048.436
 70  90     2.040     1.599709     -22050.270
 75  90     2.268     1.685742     -22052.209
 80  90     2.235     1.672827     -22052.907
 85  90     2.010     1.588550     -22053.647
 90  90     1.682     1.473096     -22054.052
 95  90     1.826     1.522793     -22052.132
100  90     2.071     1.611169     -22051.614
105  90     2.246     1.677301     -22049.998
110  90     2.070     1.610798     -22049.063
115  90     1.691     1.476050     -22047.809
120  90     1.381     1.374267     -22047.616
125  90     1.046     1.272451     -22047.144
130  90     0.478     1.116454     -22047.751
135  90    -0.022     0.994972     -22049.499
140  90    -1.040     0.786975     -22047.587
145  90    -2.016     0.628653     -22047.609
150  90    -3.442     0.452721     -21688.605
155  90    -4.682     0.340268     -21685.844
160  90    -6.602     0.218671     -21685.691
165  90    -8.386     0.145018     -22043.870
170  90   -10.944     0.080455     -21688.090
175  90   -14.334     0.036866     -21691.557
180  90   -19.613     0.010933     -21692.185
  0  95   -22.146     0.006101     -22033.756
  5  95   -16.039     0.024892     -22033.294
 10  95   -11.575     0.069587     -22031.593
 15  95    -8.823     0.131133     -22031.946
 20  95    -6.657     0.215944     -22031.018
 25  95    -4.802     0.331010     -22033.050
 30  95    -3.447     0.452190     -22034.390
 35  95    -2.213     0.600691     -22036.016
 40  95    -1.321     0.737753     -22035.470
 45  95    -0.283     0.936981     -22039.543
 50  95     0.253     1.060037     -22042.315
 55  95     0.904     1.231377     -22044.344
 60  95     1.341     1.361667     -22047.043
 65  95     1.630     1.455462     -22048.436
 70  95     2.040     1.599709     -22050.270
 75  95     2.268     1.685742     -22052.209
 80  95     2.235     1.672827     -22052.907
 85  95     2.010     1.588550     -22053.647
 90  95     1.682     1.473096     -22054.052
 95  95     1.826     1.522793     -22052.132
100  95     2.071     1.611169     -22051.614
105  95     2.246     1.677301     -22049.998
110  95     2.070     1.610798     -22049.063
115  95     1.691     1.476050     -22047.809
120  95     1.381     1.374267     -22047.616
125  95     1.046     1.272451     -22047.144
130  95     0.478     1.116454     -22047.751
135  95    -0.022     0.994972     -22049.499
140  95    -1.040     0.786975     -22047.587
145  95    -2.016     0.628653     -22047.609
150  95    -3.442     0.452721     -21688.605
155  95    -4.682     0.340268     -21685.844
160  95    -6.602     0.218671     -21685.691
165  95    -8.386     0.145018     -22043.870
170  95   -10.944     0.080455     -21688.090
175  95   -14.334     0.036866     -21691.557
180  95   -19.613     0.010933     -21692.185
  0 100   -22.146     0.006101     -22033.756
  5 100   -16.039     0.024892     -22033.294
 10 100   -11.575     0.069587     -22031.593
 15 100    -8.823     0.131133     -22031.946
 20 100    -6.657     0.215944     -22031.018
 25 100    -4.802     0.331010     -22033.050
 30 100    -3.447     0.452190     -22034.390
 35 100    -2.213     0.600691     -22036.016
 40 100    -1.321     0.737753     -22035.470
 45 100    -0.283     0.936981     -22039.543
 50 100     0.253     1.060037     -22042.315
 55 100     0.904     1.231377     -22044.344
 60 100     1.341     1.361667     -22047.043
 65 100     1.630     1.455462     -22048.436
 70 100     2.040     1.599709     -22050.270
 75 100     2.268     1.685742     -22052.209
 80 100     2.235     1.672827     -22052.907
 85 100     2.010     1.588550     -22053.647
 90 100     1.682     1.473096     -22054.052
 95 100     1.826     1.522793     -22052.132
100 100     2.071     1.611169     -22051.614
105 100     2.246     1.677301     -22049.998
110 100     2.070     1.610798     -22049.063
115 100     1.691     1.476050     -22047.809
120 100     1.381     1.374267     -22047.616
125 100     1.046     1.272451     -22047.144
130 100     0.478     1.116454     -22047.751
135 100    -0.022     0.994972     -22049.499
140 100    -1.040     0.786975     -22047.587
145 100    -2.016     0.628653     -22047.609
150 100    -3.442     0.452721     -21688.605
155 100    -4.682     0.340268     -21685.844
160 100    -6.602     0.218671     -21685.691
165 100    -8.386     0.145018     -22043.870
170 100   -10.944     0.080455     -21688.090
175 100   -14.334     0.036866     -21691.557
180 100   -19.613     0.010933     -21692.185
  0 105   -22.146     0.006101     -22033.756
  5 105   -16.039     0.024892     -22033.294
 10 105   -11.575     0.069587     -22031.593
 15 105    -8.823     0.131133     -22031.946
 20 105    -6.657     0.215944     -22031.018
 25 105    -4.802     0.331010     -22033.050
 30 105    -3.447     0.452190     -22034.390
 35 105    -2.213     0.600691     -22036.016
 40 105    -1.321     0.737753     -22035.470
 45 105    -0.283     0.936981     -22039.543
 50 105     0.253     1.060037     -22042.315
 55 105     0.904     1.231377     -22044.344
 60 105     1.341     1.361667     -22047.043
 65 105     1.630     1.455462     -22048.436
 70 105     2.040     1.599709     -22050.270
 75 105     2.268     1.685742     -22052.209
 80 105     2.235     1.672827     -22052.907
 85 105     2.010     1.588550     -22053.647
 90 105     1.682     1.473096     -22054.052
 95 105     1.826     1.522793     -22052.132
100 105     2.071     1.611169     -22051.614
105 105     2.246     1.677301     -22049.998
110 105     2.070     1.610798     -22049.063
115 105     1.691     1.476050     -22047.809
120 105     1.381     1.374267     -22047.616
125 105     1.046     1.272451     -22047.144
130 105     0.478     1.116454     -22047.751
135 105    -0.022     0.994972     -22049.499
140 105    -1.040     0.786975     -22047.587
