n : 1.0
freq : 83.33 MHz
SWR : 9.207
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
  5 315   -11.318     0.073825     -73763.718
 10 315    -9.106     0.122865     -73765.468
 15 315    -7.028     0.198241     -73764.279
 20 315    -6.014     0.250382     -73761.654
 25 315    -5.589     0.276141     -73760.457
 30 315    -5.322     0.293640     -73763.851
 35 315    -4.451     0.358855     -73763.575
 40 315    -4.881     0.325044     -73762.479
 45 315    -3.931     0.404513     -73761.890
 50 315    -2.934     0.508899     -73761.141
 55 315    -2.303     0.588396     -73761.997
 60 315    -2.011     0.629391     -73759.246
 65 315    -2.683     0.539130     -73760.180
 70 315    -3.656     0.430963     -73758.038
 75 315    -4.526     0.352674     -73757.965
 80 315    -5.450     0.285099     -73756.646
 85 315    -6.841     0.206977     -73755.623
 90 315    -6.963     0.201240     -73756.913
 95 315    -6.532     0.222253     -73758.494
100 315    -5.732     0.267157     -73760.662
105 315    -5.553     0.278394     -73760.585
110 315    -3.660     0.430495     -73758.738
115 315    -3.179     0.480948     -73758.087
120 315    -2.251     0.595548     -73754.923
125 315    -2.428     0.571709     -73755.146
130 315    -3.149     0.484308     -73758.012
135 315    -3.631     0.433449     -73755.733
140 315    -4.805     0.330777     -73755.375
145 315    -5.108     0.308448     -73754.328
150 315    -4.843     0.327865     -73395.118
155 315    -5.471     0.283742     -73397.025
160 315    -6.158     0.242238     -73398.496
165 315    -7.055     0.197003     -73757.033
170 315    -8.835     0.130757     -73395.998
175 315   -12.762     0.052937     -73395.109
180 315   -20.857     0.008210     -73393.800
  0 320   -22.422     0.005725     -73765.288
  5 320   -11.318     0.073825     -73763.718
 10 320    -9.106     0.122865     -73765.468
 15 320    -7.028     0.198241     -73764.279
 20 320    -6.014     0.250382     -73761.654
 25 320    -5.589     0.276141     -73760.457
 30 320    -5.322     0.293640     -73763.851
 35 320    -4.451     0.358855     -73763.575
 40 320    -4.881     0.325044     -73762.479
 45 320    -3.931     0.404513     -73761.890
 50 320    -2.934     0.508899     -73761.141
 55 320    -2.303     0.588396     -73761.997
 60 320    -2.011     0.629391     -73759.246
 65 320    -2.683     0.539130     -73760.180
 70 320    -3.656     0.430963     -73758.038
 75 320    -4.526     0.352674     -73757.965
 80 320    -5.450     0.285099     -73756.646
 85 320    -6.841     0.206977     -73755.623
 90 320    -6.963     0.201240     -73756.913
 95 320    -6.532     0.222253     -73758.494
100 320    -5.732     0.267157     -73760.662
105 320    -5.553     0.278394     -73760.585
110 320    -3.660     0.430495     -73758.738
115 320    -3.179     0.480948     -73758.087
120 320    -2.251     0.595548     -73754.923
125 320    -2.428     0.571709     -73755.146
130 320    -3.149     0.484308     -73758.012
135 320    -3.631     0.433449     -73755.733
140 320    -4.805     0.330777     -73755.375
145 320    -5.108     0.308448     -73754.328
150 320    -4.843     0.327865     -73395.118
155 320    -5.471     0.283742     -73397.025
160 320    -6.158     0.242238     -73398.496
165 320    -7.055     0.197003     -73757.033
170 320    -8.835     0.130757     -73395.998
175 320   -12.762     0.052937     -73395.109
180 320   -20.857     0.008210     -73393.800
  0 325   -22.422     0.005725     -73765.288
  5 325   -11.318     0.073825     -73763.718
 10 325    -9.106     0.122865     -73765.468
 15 325    -7.028     0.198241     -73764.279
 20 325    -6.014     0.250382     -73761.654
 25 325    -5.589     0.276141     -73760.457
 30 325    -5.322     0.293640     -73763.851
 35 325    -4.451     0.358855     -73763.575
 40 325    -4.881     0.325044     -73762.479
 45 325    -3.931     0.404513     -73761.890
 50 325    -2.934     0.508899     -73761.141
 55 325    -2.303     0.588396     -73761.997
 60 325    -2.011     0.629391     -73759.246
 65 325    -2.683     0.539130     -73760.180
 70 325    -3.656     0.430963     -73758.038
 75 325    -4.526     0.352674     -73757.965
 80 325    -5.450     0.285099     -73756.646
 85 325    -6.841     0.206977     -73755.623
 90 325    -6.963     0.201240     -73756.913
 95 325    -6.532     0.222253     -73758.494
100 325    -5.732     0.267157     -73760.662
105 325    -5.553     0.278394     -73760.585
110 325    -3.660     0.430495     -73758.738
115 325    -3.179     0.480948     -73758.087
120 325    -2.251     0.595548     -73754.923
125 325    -2.428     0.571709     -73755.146
130 325    -3.149     0.484308     -73758.012
135 325    -3.631     0.433449     -73755.733
140 325    -4.805     0.330777     -73755.375
145 325    -5.108     0.308448     -73754.328
150 325    -4.843     0.327865     -73395.118
155 325    -5.471     0.283742     -73397.025
160 325    -6.158     0.242238     -73398.496
165 325    -7.055     0.197003     -73757.033
170 325    -8.835     0.130757     -73395.998
175 325   -12.762     0.052937     -73395.109
180 325   -20.857     0.008210     -73393.800
  0 330   -22.422     0.005725     -73765.288
  5 330   -11.318     0.073825     -73763.718
 10 330    -9.106     0.122865     -73765.468
 15 330    -7.028     0.198241     -73764.279
 20 330    -6.014     0.250382     -73761.654
 25 330    -5.589     0.276141     -73760.457
 30 330    -5.322     0.293640     -73763.851
 35 330    -4.451     0.358855     -73763.575
 40 330    -4.881     0.325044     -73762.479
 45 330    -3.931     0.404513     -73761.890
 50 330    -2.934     0.508899     -73761.141
 55 330    -2.303     0.588396     -73761.997
 60 330    -2.011     0.629391     -73759.246
 65 330    -2.683     0.539130     -73760.180
 70 330    -3.656     0.430963     -73758.038
 75 330    -4.526     0.352674     -73757.965
 80 330    -5.450     0.285099     -73756.646
 85 330    -6.841     0.206977     -73755.623
 90 330    -6.963     0.201240     -73756.913
 95 330    -6.532     0.222253     -73758.494
100 330    -5.732     0.267157     -73760.662
105 330    -5.553     0.278394     -73760.585
110 330    -3.660     0.430495     -73758.738
115 330    -3.179     0.480948     -73758.087
120 330    -2.251     0.595548     -73754.923
125 330    -2.428     0.571709     -73755.146
130 330    -3.149     0.484308     -73758.012
135 330    -3.631     0.433449     -73755.733
140 330    -4.805     0.330777     -73755.375
145 330    -5.108     0.308448     -73754.328
150 330    -4.843     0.327865     -73395.118
155 330    -5.471     0.283742     -73397.025
160 330    -6.158     0.242238     -73398.496
165 330    -7.055     0.197003     -73757.033
170 330    -8.835     0.130757     -73395.998
175 330   -12.762     0.052937     -73395.109
180 330   -20.857     0.008210     -73393.800
  0 335   -22.422     0.005725     -73765.288
  5 335   -11.318     0.073825     -73763.718
 10 335    -9.106     0.122865     -73765.468
 15 335    -7.028     0.198241     -73764.279
 20 335    -6.014     0.250382     -73761.654
 25 335    -5.589     0.276141     -73760.457
 30 335    -5.322     0.293640     -73763.851
 35 335    -4.451     0.358855     -73763.575
 40 335    -4.881     0.325044     -73762.479
 45 335    -3.931     0.404513     -73761.890
 50 335    -2.934     0.508899     -73761.141
 55 335    -2.303     0.588396     -73761.997
 60 335    -2.011     0.629391     -73759.246
 65 335    -2.683     0.539130     -73760.180
 70 335    -3.656     0.430963     -73758.038
 75 335    -4.526     0.352674     -73757.965
 80 335    -5.450     0.285099     -73756.646
 85 335    -6.841     0.206977     -73755.623
 90 335    -6.963     0.201240     -73756.913
 95 335    -6.532     0.222253     -73758.494
100 335    -5.732     0.267157     -73760.662
105 335    -5.553     0.278394     -73760.585
110 335    -3.660     0.430495     -73758.738
115 335    -3.179     0.480948     -73758.087
120 335    -2.251     0.595548     -73754.923
125 335    -2.428     0.571709     -73755.146
130 335    -3.149     0.484308     -73758.012
135 335    -3.631     0.433449     -73755.733
140 335    -4.805     0.330777     -73755.375
145 335    -5.108     0.308448     -73754.328
150 335    -4.843     0.327865     -73395.118
155 335    -5.471     0.283742     -73397.025
160 335    -6.158     0.242238     -73398.496
165 335    -7.055     0.197003     -73757.033
170 335    -8.835     0.130757     -73395.998
175 335   -12.762     0.052937     -73395.109
180 335   -20.857     0.008210     -73393.800
  0 340   -22.422     0.005725     -73765.288
  5 340   -11.318     0.073825     -73763.718
 10 340    -9.106     0.122865     -73765.468
 15 340    -7.028     0.198241     -73764.279
 20 340    -6.014     0.250382     -73761.654
 25 340    -5.589     0.276141     -73760.457
 30 340    -5.322     0.293640     -73763.851
 35 340    -4.451     0.358855     -73763.575
 40 340    -4.881     0.325044     -73762.479
 45 340    -3.931     0.404513     -73761.890
 50 340    -2.934     0.508899     -73761.141
 55 340    -2.303     0.588396     -73761.997
 60 340    -2.011     0.629391     -73759.246
 65 340    -2.683     0.539130     -73760.180
 70 340    -3.656     0.430963     -73758.038
 75 340    -4.526     0.352674     -73757.965
 80 340    -5.450     0.285099     -73756.646
 85 340    -6.841     0.206977     -73755.623
 90 340    -6.963     0.201240     -73756.913
 95 340    -6.532     0.222253     -73758.494
100 340    -5.732     0.267157     -73760.662
105 340    -5.553     0.278394     -73760.585
110 340    -3.660     0.430495     -73758.738
115 340    -3.179     0.480948     -73758.087
120 340    -2.251     0.595548     -73754.923
125 340    -2.428     0.571709     -73755.146
130 340    -3.149     0.484308     -73758.012
135 340    -3.631     0.433449     -73755.733
140 340    -4.805     0.330777     -73755.375
145 340    -5.108     0.308448     -73754.328
150 340    -4.843     0.327865     -73395.118
155 340    -5.471     0.283742     -73397.025
160 340    -6.158     0.242238     -73398.496
165 340    -7.055     0.197003     -73757.033
170 340    -8.835     0.130757     -73395.998
175 340   -12.762     0.052937     -73395.109
180 340   -20.857     0.008210     -73393.800
  0 345   -22.422     0.005725     -73765.288
  5 345   -11.318     0.073825     -73763.718
 10 345    -9.106     0.122865     -73765.468
 15 345    -7.028     0.198241     -73764.279
 20 345    -6.014     0.250382     -73761.654
 25 345    -5.589     0.276141     -73760.457
 30 345    -5.322     0.293640     -73763.851
 35 345    -4.451     0.358855     -73763.575
 40 345    -4.881     0.325044     -73762.479
 45 345    -3.931     0.404513     -73761.890
 50 345    -2.934     0.508899     -73761.141
 55 345    -2.303     0.588396     -73761.997
 60 345    -2.011     0.629391     -73759.246
 65 345    -2.683     0.539130     -73760.180
 70 345    -3.656     0.430963     -73758.038
 75 345    -4.526     0.352674     -73757.965
 80 345    -5.450     0.285099     -73756.646
 85 345    -6.841     0.206977     -73755.623
 90 345    -6.963     0.201240     -73756.913
 95 345    -6.532     0.222253     -73758.494
100 345    -5.732     0.267157     -73760.662
105 345    -5.553     0.278394     -73760.585
110 345    -3.660     0.430495     -73758.738
115 345    -3.179     0.480948     -73758.087
120 345    -2.251     0.595548     -73754.923
125 345    -2.428     0.571709     -73755.146
130 345    -3.149     0.484308     -73758.012
135 345    -3.631     0.433449     -73755.733
140 345    -4.805     0.330777     -73755.375
145 345    -5.108     0.308448     -73754.328
150 345    -4.843     0.327865     -73395.118
155 345    -5.471     0.283742     -73397.025
160 345    -6.158     0.242238     -73398.496
165 345    -7.055     0.197003     -73757.033
170 345    -8.835     0.130757     -73395.998
175 345   -12.762     0.052937     -73395.109
180 345   -20.857     0.008210     -73393.800
  0 350   -22.422     0.005725     -73765.288
  5 350   -11.318     0.073825     -73763.718
 10 350    -9.106     0.122865     -73765.468
 15 350    -7.028     0.198241     -73764.279
 20 350    -6.014     0.250382     -73761.654
 25 350    -5.589     0.276141     -73760.457
 30 350    -5.322     0.293640     -73763.851
 35 350    -4.451     0.358855     -73763.575
 40 350    -4.881     0.325044     -73762.479
 45 350    -3.931     0.404513     -73761.890
 50 350    -2.934     0.508899     -73761.141
 55 350    -2.303     0.588396     -73761.997
 60 350    -2.011     0.629391     -73759.246
 65 350    -2.683     0.539130     -73760.180
 70 350    -3.656     0.430963     -73758.038
 75 350    -4.526     0.352674     -73757.965
 80 350    -5.450     0.285099     -73756.646
 85 350    -6.841     0.206977     -73755.623
 90 350    -6.963     0.201240     -73756.913
 95 350    -6.532     0.222253     -73758.494
100 350    -5.732     0.267157     -73760.662
105 350    -5.553     0.278394     -73760.585
110 350    -3.660     0.430495     -73758.738
115 350    -3.179     0.480948     -73758.087
120 350    -2.251     0.595548     -73754.923
125 350    -2.428     0.571709     -73755.146
130 350    -3.149     0.484308     -73758.012
135 350    -3.631     0.433449     -73755.733
140 350    -4.805     0.330777     -73755.375
145 350    -5.108     0.308448     -73754.328
150 350    -4.843     0.327865     -73395.118
155 350    -5.471     0.283742     -73397.025
160 350    -6.158     0.242238     -73398.496
165 350    -7.055     0.197003     -73757.033
170 350    -8.835     0.130757     -73395.998
175 350   -12.762     0.052937     -73395.109
180 350   -20.857     0.008210     -73393.800
  0 355   -22.422     0.005725     -73765.288
  5 355   -11.318     0.073825     -73763.718
 10 355    -9.106     0.122865     -73765.468
 15 355    -7.028     0.198241     -73764.279
 20 355    -6.014     0.250382     -73761.654
 25 355    -5.589     0.276141     -73760.457
 30 355    -5.322     0.293640     -73763.851
 35 355    -4.451     0.358855     -73763.575
 40 355    -4.881     0.325044     -73762.479
 45 355    -3.931     0.404513     -73761.890
 50 355    -2.934     0.508899     -73761.141
 55 355    -2.303     0.588396     -73761.997
 60 355    -2.011     0.629391     -73759.246
 65 355    -2.683     0.539130     -73760.180
 70 355    -3.656     0.430963     -73758.038
 75 355    -4.526     0.352674     -73757.965
 80 355    -5.450     0.285099     -73756.646
 85 355    -6.841     0.206977     -73755.623
 90 355    -6.963     0.201240     -73756.913
 95 355    -6.532     0.222253     -73758.494
100 355    -5.732     0.267157     -73760.662
105 355    -5.553     0.278394     -73760.585
110 355    -3.660     0.430495     -73758.738
115 355    -3.179     0.480948     -73758.087
120 355    -2.251     0.595548     -73754.923
125 355    -2.428     0.571709     -73755.146
130 355    -3.149     0.484308     -73758.012
135 355    -3.631     0.433449     -73755.733
140 355    -4.805     0.330777     -73755.375
145 355    -5.108     0.308448     -73754.328
150 355    -4.843     0.327865     -73395.118
155 355    -5.471     0.283742     -73397.025
160 355    -6.158     0.242238     -73398.496
165 355    -7.055     0.197003     -73757.033
170 355    -8.835     0.130757     -73395.998
175 355   -12.762     0.052937     -73395.109
180 355   -20.857     0.008210     -73393.800
freq : 950.00 MHz
SWR : 4.644
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
  0   0   -18.018     0.015783     -75147.476
  5   0   -13.161     0.048300     -75148.298
 10   0   -11.464     0.071382     -75149.701
 15   0    -7.798     0.166042     -75151.960
 20   0    -6.371     0.230599     -75151.271
 25   0    -4.965     0.318792     -75148.985
 30   0    -5.825     0.261522     -75149.704
 35   0    -6.454     0.226239     -75146.010
 40   0    -5.134     0.306639     -75144.551
 45   0    -4.979     0.317730     -75143.954
 50   0    -3.171     0.481801     -75139.900
 55   0    -2.821     0.522334     -75135.132
 60   0    -2.850     0.518774     -75134.442
 65   0    -3.589     0.437611     -75133.976
 70   0    -4.356     0.366807     -75138.298
 75   0    -5.285     0.296154     -75138.340
 80   0    -6.773     0.210212     -75137.817
 85   0    -6.358     0.231307     -75136.183
 90   0    -7.467     0.179183     -75138.974
 95   0    -6.806     0.208640     -75140.195
100   0    -6.127     0.243977     -75141.348
105   0    -5.998     0.251309     -75145.399
110   0    -4.365     0.366006     -75145.244
115   0    -2.678     0.539757     -75145.098
120   0    -2.796     0.525301     -75147.735
125   0    -2.804     0.524334     -75149.418
130   0    -3.327     0.464791     -75152.875
135   0    -4.230     0.377544     -75155.834
140   0    -4.797     0.331397     -75156.848
145   0    -5.751     0.266022     -75157.756
150   0    -5.839     0.260650     -74795.510
155   0    -5.971     0.252870     -74793.602
160   0    -6.134     0.243567     -74798.537
165   0    -6.843     0.206889     -75156.885
170   0    -9.656     0.108255     -74795.147
175   0   -12.762     0.052938     -74794.403
180   0   -18.833     0.013083     -74795.265
  0   5   -18.018     0.015783     -75147.476
  5   5   -13.161     0.048300     -75148.298
 10   5   -11.464     0.071382     -75149.701
 15   5    -7.798     0.166042     -75151.960
 20   5    -6.371     0.230599     -75151.271
 25   5    -4.965     0.318792     -75148.985
 30   5    -5.825     0.261522     -75149.704
 35   5    -6.454     0.226239     -75146.010
 40   5    -5.134     0.306639     -75144.551
 45   5    -4.979     0.317730     -75143.954
 50   5    -3.171     0.481801     -75139.900
 55   5    -2.821     0.522334     -75135.132
 60   5    -2.850     0.518774     -75134.442
 65   5    -3.589     0.437611     -75133.976
 70   5    -4.356     0.366807     -75138.298
 75   5    -5.285     0.296154     -75138.340
 80   5    -6.773     0.210212     -75137.817
 85   5    -6.358     0.231307     -75136.183
 90   5    -7.467     0.179183     -75138.974
 95   5    -6.806     0.208640     -75140.195
100   5    -6.127     0.243977     -75141.348
105   5    -5.998     0.251309     -75145.399
110   5    -4.365     0.366006     -75145.244
115   5    -2.678     0.539757     -75145.098
120   5    -2.796     0.525301     -75147.735
125   5    -2.804     0.524334     -75149.418
130   5    -3.327     0.464791     -75152.875
135   5    -4.230     0.377544     -75155.834
140   5    -4.797     0.331397     -75156.848
145   5    -5.751     0.266022     -75157.756
150   5    -5.839     0.260650     -74795.510
155   5    -5.971     0.252870     -74793.602
160   5    -6.134     0.243567     -74798.537
165   5    -6.843     0.206889     -75156.885
170   5    -9.656     0.108255     -74795.147
175   5   -12.762     0.052938     -74794.403
180   5   -18.833     0.013083     -74795.265
  0  10   -18.018     0.015783     -75147.476
  5  10   -13.161     0.048300     -75148.298
 10  10   -11.464     0.071382     -75149.701
 15  10    -7.798     0.166042     -75151.960
 20  10    -6.371     0.230599     -75151.271
 25  10    -4.965     0.318792     -75148.985
 30  10    -5.825     0.261522     -75149.704
 35  10    -6.454     0.226239     -75146.010
 40  10    -5.134     0.306639     -75144.551
 45  10    -4.979     0.317730     -75143.954
 50  10    -3.171     0.481801     -75139.900
 55  10    -2.821     0.522334     -75135.132
 60  10    -2.850     0.518774     -75134.442
 65  10    -3.589     0.437611     -75133.976
 70  10    -4.356     0.366807     -75138.298
 75  10    -5.285     0.296154     -75138.340
 80  10    -6.773     0.210212     -75137.817
 85  10    -6.358     0.231307     -75136.183
 90  10    -7.467     0.179183     -75138.974
 95  10    -6.806     0.208640     -75140.195
100  10    -6.127     0.243977     -75141.348
105  10    -5.998     0.251309     -75145.399
110  10    -4.365     0.366006     -75145.244
115  10    -2.678     0.539757     -75145.098
120  10    -2.796     0.525301     -75147.735
125  10    -2.804     0.524334     -75149.418
130  10    -3.327     0.464791     -75152.875
135  10    -4.230     0.377544     -75155.834
140  10    -4.797     0.331397     -75156.848
145  10    -5.751     0.266022     -75157.756
150  10    -5.839     0.260650     -74795.510
155  10    -5.971     0.252870     -74793.602
160  10    -6.134     0.243567     -74798.537
165  10    -6.843     0.206889     -75156.885
170  10    -9.656     0.108255     -74795.147
175  10   -12.762     0.052938     -74794.403
180  10   -18.833     0.013083     -74795.265
  0  15   -18.018     0.015783     -75147.476
  5  15   -13.161     0.048300     -75148.298
 10  15   -11.464     0.071382     -75149.701
 15  15    -7.798     0.166042     -75151.960
 20  15    -6.371     0.230599     -75151.271
 25  15    -4.965     0.318792     -75148.985
 30  15    -5.825     0.261522     -75149.704
 35  15    -6.454     0.226239     -75146.010
 40  15    -5.134     0.306639     -75144.551
 45  15    -4.979     0.317730     -75143.954
 50  15    -3.171     0.481801     -75139.900
 55  15    -2.821     0.522334     -75135.132
 60  15    -2.850     0.518774     -75134.442
 65  15    -3.589     0.437611     -75133.976
 70  15    -4.356     0.366807     -75138.298
 75  15    -5.285     0.296154     -75138.340
 80  15    -6.773     0.210212     -75137.817
 85  15    -6.358     0.231307     -75136.183
 90  15    -7.467     0.179183     -75138.974
 95  15    -6.806     0.208640     -75140.195
100  15    -6.127     0.243977     -75141.348
105  15    -5.998     0.251309     -75145.399
110  15    -4.365     0.366006     -75145.244
115  15    -2.678     0.539757     -75145.098
120  15    -2.796     0.525301     -75147.735
125  15    -2.804     0.524334     -75149.418
130  15    -3.327     0.464791     -75152.875
135  15    -4.230     0.377544     -75155.834
140  15    -4.797     0.331397     -75156.848
145  15    -5.751     0.266022     -75157.756
150  15    -5.839     0.260650     -74795.510
155  15    -5.971     0.252870     -74793.602
160  15    -6.134     0.243567     -74798.537
165  15    -6.843     0.206889     -75156.885
170  15    -9.656     0.108255     -74795.147
175  15   -12.762     0.052938     -74794.403
180  15   -18.833     0.013083     -74795.265
  0  20   -18.018     0.015783     -75147.476
  5  20   -13.161     0.048300     -75148.298
 10  20   -11.464     0.071382     -75149.701
 15  20    -7.798     0.166042     -75151.960
 20  20    -6.371     0.230599     -75151.271
 25  20    -4.965     0.318792     -75148.985
 30  20    -5.825     0.261522     -75149.704
 35  20    -6.454     0.226239     -75146.010
 40  20    -5.134     0.306639     -75144.551
 45  20    -4.979     0.317730     -75143.954
 50  20    -3.171     0.481801     -75139.900
 55  20    -2.821     0.522334     -75135.132
 60  20    -2.850     0.518774     -75134.442
 65  20    -3.589     0.437611     -75133.976
 70  20    -4.356     0.366807     -75138.298
 75  20    -5.285     0.296154     -75138.340
 80  20    -6.773     0.210212     -75137.817
 85  20    -6.358     0.231307     -75136.183
 90  20    -7.467     0.179183     -75138.974
 95  20    -6.806     0.208640     -75140.195
100  20    -6.127     0.243977     -75141.348
105  20    -5.998     0.251309     -75145.399
110  20    -4.365     0.366006     -75145.244
115  20    -2.678     0.539757     -75145.098
120  20    -2.796     0.525301     -75147.735
125  20    -2.804     0.524334     -75149.418
130  20    -3.327     0.464791     -75152.875
135  20    -4.230     0.377544     -75155.834
140  20    -4.797     0.331397     -75156.848
145  20    -5.751     0.266022     -75157.756
150  20    -5.839     0.260650     -74795.510
155  20    -5.971     0.252870     -74793.602
160  20    -6.134     0.243567     -74798.537
165  20    -6.843     0.206889     -75156.885
170  20    -9.656     0.108255     -74795.147
175  20   -12.762     0.052938     -74794.403
180  20   -18.833     0.013083     -74795.265
  0  25   -18.018     0.015783     -75147.476
  5  25   -13.161     0.048300     -75148.298
 10  25   -11.464     0.071382     -75149.701
 15  25    -7.798     0.166042     -75151.960
 20  25    -6.371     0.230599     -75151.271
 25  25    -4.965     0.318792     -75148.985
 30  25    -5.825     0.261522     -75149.704
 35  25    -6.454     0.226239     -75146.010
 40  25    -5.134     0.306639     -75144.551
 45  25    -4.979     0.317730     -75143.954
 50  25    -3.171     0.481801     -75139.900
 55  25    -2.821     0.522334     -75135.132
 60  25    -2.850     0.518774     -75134.442
 65  25    -3.589     0.437611     -75133.976
 70  25    -4.356     0.366807     -75138.298
 75  25    -5.285     0.296154     -75138.340
 80  25    -6.773     0.210212     -75137.817
 85  25    -6.358     0.231307     -75136.183
 90  25    -7.467     0.179183     -75138.974
 95  25    -6.806     0.208640     -75140.195
100  25    -6.127     0.243977     -75141.348
105  25    -5.998     0.251309     -75145.399
110  25    -4.365     0.366006     -75145.244
115  25    -2.678     0.539757     -75145.098
120  25    -2.796     0.525301     -75147.735
125  25    -2.804     0.524334     -75149.418
130  25    -3.327     0.464791     -75152.875
135  25    -4.230     0.377544     -75155.834
140  25    -4.797     0.331397     -75156.848
145  25    -5.751     0.266022     -75157.756
150  25    -5.839     0.260650     -74795.510
155  25    -5.971     0.252870     -74793.602
160  25    -6.134     0.243567     -74798.537
165  25    -6.843     0.206889     -75156.885
170  25    -9.656     0.108255     -74795.147
175  25   -12.762     0.052938     -74794.403
180  25   -18.833     0.013083     -74795.265
  0  30   -18.018     0.015783     -75147.476
  5  30   -13.161     0.048300     -75148.298
 10  30   -11.464     0.071382     -75149.701
 15  30    -7.798     0.166042     -75151.960
 20  30    -6.371     0.230599     -75151.271
 25  30    -4.965     0.318792     -75148.985
 30  30    -5.825     0.261522     -75149.704
 35  30    -6.454     0.226239     -75146.010
 40  30    -5.134     0.306639     -75144.551
 45  30    -4.979     0.317730     -75143.954
 50  30    -3.171     0.481801     -75139.900
 55  30    -2.821     0.522334     -75135.132
 60  30    -2.850     0.518774     -75134.442
 65  30    -3.589     0.437611     -75133.976
 70  30    -4.356     0.366807     -75138.298
 75  30    -5.285     0.296154     -75138.340
 80  30    -6.773     0.210212     -75137.817
 85  30    -6.358     0.231307     -75136.183
 90  30    -7.467     0.179183     -75138.974
 95  30    -6.806     0.208640     -75140.195
100  30    -6.127     0.243977     -75141.348
105  30    -5.998     0.251309     -75145.399
110  30    -4.365     0.366006     -75145.244
115  30    -2.678     0.539757     -75145.098
120  30    -2.796     0.525301     -75147.735
125  30    -2.804     0.524334     -75149.418
130  30    -3.327     0.464791     -75152.875
135  30    -4.230     0.377544     -75155.834
140  30    -4.797     0.331397     -75156.848
145  30    -5.751     0.266022     -75157.756
150  30    -5.839     0.260650     -74795.510
155  30    -5.971     0.252870     -74793.602
160  30    -6.134     0.243567     -74798.537
165  30    -6.843     0.206889     -75156.885
170  30    -9.656     0.108255     -74795.147
175  30   -12.762     0.052938     -74794.403
180  30   -18.833     0.013083     -74795.265
  0  35   -18.018     0.015783     -75147.476
  5  35   -13.161     0.048300     -75148.298
 10  35   -11.464     0.071382     -75149.701
 15  35    -7.798     0.166042     -75151.960
 20  35    -6.371     0.230599     -75151.271
 25  35    -4.965     0.318792     -75148.985
 30  35    -5.825     0.261522     -75149.704
 35  35    -6.454     0.226239     -75146.010
 40  35    -5.134     0.306639     -75144.551
 45  35    -4.979     0.317730     -75143.954
 50  35    -3.171     0.481801     -75139.900
 55  35    -2.821     0.522334     -75135.132
 60  35    -2.850     0.518774     -75134.442
 65  35    -3.589     0.437611     -75133.976
 70  35    -4.356     0.366807     -75138.298
 75  35    -5.285     0.296154     -75138.340
 80  35    -6.773     0.210212     -75137.817
 85  35    -6.358     0.231307     -75136.183
 90  35    -7.467     0.179183     -75138.974
 95  35    -6.806     0.208640     -75140.195
100  35    -6.127     0.243977     -75141.348
105  35    -5.998     0.251309     -75145.399
110  35    -4.365     0.366006     -75145.244
115  35    -2.678     0.539757     -75145.098
120  35    -2.796     0.525301     -75147.735
125  35    -2.804     0.524334     -75149.418
130  35    -3.327     0.464791     -75152.875
135  35    -4.230     0.377544     -75155.834
140  35    -4.797     0.331397     -75156.848
145  35    -5.751     0.266022     -75157.756
150  35    -5.839     0.260650     -74795.510
155  35    -5.971     0.252870     -74793.602
160  35    -6.134     0.243567     -74798.537
165  35    -6.843     0.206889     -75156.885
170  35    -9.656     0.108255     -74795.147
175  35   -12.762     0.052938     -74794.403
180  35   -18.833     0.013083     -74795.265
  0  40   -18.018     0.015783     -75147.476
  5  40   -13.161     0.048300     -75148.298
 10  40   -11.464     0.071382     -75149.701
 15  40    -7.798     0.166042     -75151.960
 20  40    -6.371     0.230599     -75151.271
 25  40    -4.965     0.318792     -75148.985
 30  40    -5.825     0.261522     -75149.704
 35  40    -6.454     0.226239     -75146.010
 40  40    -5.134     0.306639     -75144.551
 45  40    -4.979     0.317730     -75143.954
 50  40    -3.171     0.481801     -75139.900
 55  40    -2.821     0.522334     -75135.132
 60  40    -2.850     0.518774     -75134.442
 65  40    -3.589     0.437611     -75133.976
 70  40    -4.356     0.366807     -75138.298
 75  40    -5.285     0.296154     -75138.340
 80  40    -6.773     0.210212     -75137.817
 85  40    -6.358     0.231307     -75136.183
 90  40    -7.467     0.179183     -75138.974
 95  40    -6.806     0.208640     -75140.195
100  40    -6.127     0.243977     -75141.348
105  40    -5.998     0.251309     -75145.399
110  40    -4.365     0.366006     -75145.244
115  40    -2.678     0.539757     -75145.098
120  40    -2.796     0.525301     -75147.735
125  40    -2.804     0.524334     -75149.418
130  40    -3.327     0.464791     -75152.875
135  40    -4.230     0.377544     -75155.834
140  40    -4.797     0.331397     -75156.848
145  40    -5.751     0.266022     -75157.756
150  40    -5.839     0.260650     -74795.510
155  40    -5.971     0.252870     -74793.602
160  40    -6.134     0.243567     -74798.537
165  40    -6.843     0.206889     -75156.885
170  40    -9.656     0.108255     -74795.147
175  40   -12.762     0.052938     -74794.403
180  40   -18.833     0.013083     -74795.265
  0  45   -18.018     0.015783     -75147.476
  5  45   -13.161     0.048300     -75148.298
 10  45   -11.464     0.071382     -75149.701
 15  45    -7.798     0.166042     -75151.960
 20  45    -6.371     0.230599     -75151.271
 25  45    -4.965     0.318792     -75148.985
 30  45    -5.825     0.261522     -75149.704
 35  45    -6.454     0.226239     -75146.010
 40  45    -5.134     0.306639     -75144.551
 45  45    -4.979     0.317730     -75143.954
