n : 1.0
freq : 83.33 MHz
SWR : 24.444
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
 65 340    -8.434     0.143419     -34862.550
 70 340    -7.240     0.188793     -35222.331
 75 340    -5.326     0.293384     -35220.873
 80 340    -3.719     0.424734     -35222.753
 85 340    -2.217     0.600201     -35220.194
 90 340    -1.527     0.703488     -34861.638
 95 340    -1.837     0.655084     -34861.968
100 340    -3.299     0.467818     -35223.485
105 340    -4.878     0.325265     -35224.463
110 340    -6.833     0.207366     -35226.017
115 340    -8.658     0.136209     -35227.619
120 340    -8.608     0.137787     -35588.202
125 340    -8.503     0.141142     -35591.856
130 340    -7.936     0.160860     -35592.210
135 340    -7.413     0.181417     -35593.451
140 340    -7.780     0.166735     -35235.855
145 340    -8.078     0.155667     -35234.299
150 340    -8.868     0.129768     -34871.895
155 340    -9.396     0.114934     -35232.788
160 340   -10.860     0.082038     -35232.427
165 340   -13.414     0.045560     -35229.466
170 340   -14.297     0.037179     -35229.207
175 340   -16.869     0.020564     -34868.253
180 340   -20.412     0.009095     -34869.150
  0 345   -19.500     0.011220     -35226.145
  5 345   -18.062     0.015626     -35228.940
 10 345   -15.085     0.031008     -34867.373
 15 345   -12.076     0.061996     -35225.409
 20 345   -11.873     0.064974     -34864.074
 25 345   -10.248     0.094453     -35224.440
 30 345    -8.844     0.130490     -35221.854
 35 345    -8.425     0.143703     -35224.449
 40 345    -7.911     0.161773     -35585.739
 45 345    -7.488     0.178339     -35586.045
 50 345    -8.159     0.152805     -35225.050
 55 345    -8.163     0.152636     -35227.198
 60 345    -9.159     0.121355     -35583.408
 65 345    -8.434     0.143419     -34862.550
 70 345    -7.240     0.188793     -35222.331
 75 345    -5.326     0.293384     -35220.873
 80 345    -3.719     0.424734     -35222.753
 85 345    -2.217     0.600201     -35220.194
 90 345    -1.527     0.703488     -34861.638
 95 345    -1.837     0.655084     -34861.968
100 345    -3.299     0.467818     -35223.485
105 345    -4.878     0.325265     -35224.463
110 345    -6.833     0.207366     -35226.017
115 345    -8.658     0.136209     -35227.619
120 345    -8.608     0.137787     -35588.202
125 345    -8.503     0.141142     -35591.856
130 345    -7.936     0.160860     -35592.210
135 345    -7.413     0.181417     -35593.451
140 345    -7.780     0.166735     -35235.855
145 345    -8.078     0.155667     -35234.299
150 345    -8.868     0.129768     -34871.895
155 345    -9.396     0.114934     -35232.788
160 345   -10.860     0.082038     -35232.427
165 345   -13.414     0.045560     -35229.466
170 345   -14.297     0.037179     -35229.207
175 345   -16.869     0.020564     -34868.253
180 345   -20.412     0.009095     -34869.150
  0 350   -19.500     0.011220     -35226.145
  5 350   -18.062     0.015626     -35228.940
 10 350   -15.085     0.031008     -34867.373
 15 350   -12.076     0.061996     -35225.409
 20 350   -11.873     0.064974     -34864.074
 25 350   -10.248     0.094453     -35224.440
 30 350    -8.844     0.130490     -35221.854
 35 350    -8.425     0.143703     -35224.449
 40 350    -7.911     0.161773     -35585.739
 45 350    -7.488     0.178339     -35586.045
 50 350    -8.159     0.152805     -35225.050
 55 350    -8.163     0.152636     -35227.198
 60 350    -9.159     0.121355     -35583.408
 65 350    -8.434     0.143419     -34862.550
 70 350    -7.240     0.188793     -35222.331
 75 350    -5.326     0.293384     -35220.873
 80 350    -3.719     0.424734     -35222.753
 85 350    -2.217     0.600201     -35220.194
 90 350    -1.527     0.703488     -34861.638
 95 350    -1.837     0.655084     -34861.968
100 350    -3.299     0.467818     -35223.485
105 350    -4.878     0.325265     -35224.463
110 350    -6.833     0.207366     -35226.017
115 350    -8.658     0.136209     -35227.619
120 350    -8.608     0.137787     -35588.202
125 350    -8.503     0.141142     -35591.856
130 350    -7.936     0.160860     -35592.210
135 350    -7.413     0.181417     -35593.451
140 350    -7.780     0.166735     -35235.855
145 350    -8.078     0.155667     -35234.299
150 350    -8.868     0.129768     -34871.895
155 350    -9.396     0.114934     -35232.788
160 350   -10.860     0.082038     -35232.427
165 350   -13.414     0.045560     -35229.466
170 350   -14.297     0.037179     -35229.207
175 350   -16.869     0.020564     -34868.253
180 350   -20.412     0.009095     -34869.150
  0 355   -19.500     0.011220     -35226.145
  5 355   -18.062     0.015626     -35228.940
 10 355   -15.085     0.031008     -34867.373
 15 355   -12.076     0.061996     -35225.409
 20 355   -11.873     0.064974     -34864.074
 25 355   -10.248     0.094453     -35224.440
 30 355    -8.844     0.130490     -35221.854
 35 355    -8.425     0.143703     -35224.449
 40 355    -7.911     0.161773     -35585.739
 45 355    -7.488     0.178339     -35586.045
 50 355    -8.159     0.152805     -35225.050
 55 355    -8.163     0.152636     -35227.198
 60 355    -9.159     0.121355     -35583.408
 65 355    -8.434     0.143419     -34862.550
 70 355    -7.240     0.188793     -35222.331
 75 355    -5.326     0.293384     -35220.873
 80 355    -3.719     0.424734     -35222.753
 85 355    -2.217     0.600201     -35220.194
 90 355    -1.527     0.703488     -34861.638
 95 355    -1.837     0.655084     -34861.968
100 355    -3.299     0.467818     -35223.485
105 355    -4.878     0.325265     -35224.463
110 355    -6.833     0.207366     -35226.017
115 355    -8.658     0.136209     -35227.619
120 355    -8.608     0.137787     -35588.202
125 355    -8.503     0.141142     -35591.856
130 355    -7.936     0.160860     -35592.210
135 355    -7.413     0.181417     -35593.451
140 355    -7.780     0.166735     -35235.855
145 355    -8.078     0.155667     -35234.299
150 355    -8.868     0.129768     -34871.895
155 355    -9.396     0.114934     -35232.788
160 355   -10.860     0.082038     -35232.427
165 355   -13.414     0.045560     -35229.466
170 355   -14.297     0.037179     -35229.207
175 355   -16.869     0.020564     -34868.253
180 355   -20.412     0.009095     -34869.150
freq : 466.67 MHz
SWR : 7.350
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
  0   0   -22.002     0.006307     -36620.026
  5   0   -21.047     0.007859     -36618.009
 10   0   -19.062     0.012412     -36257.827
 15   0   -18.482     0.014184     -36617.671
 20   0   -16.134     0.024354     -36258.963
 25   0   -14.413     0.036201     -36620.178
 30   0   -11.954     0.063774     -36622.202
 35   0   -10.501     0.089098     -36623.084
 40   0    -8.980     0.126460     -36981.122
 45   0    -7.745     0.168074     -36981.821
 50   0    -7.446     0.180068     -36621.242
 55   0    -7.674     0.170861     -36622.326
 60   0    -8.125     0.153993     -36986.165
 65   0    -7.961     0.159909     -36266.460
 70   0    -6.912     0.203590     -36627.210
 75   0    -5.272     0.297039     -36626.339
 80   0    -3.671     0.429437     -36626.758
 85   0    -2.739     0.532271     -36626.936
 90   0    -2.228     0.598656     -36267.883
 95   0    -2.702     0.536810     -36269.556
100   0    -3.439     0.452958     -36627.817
105   0    -4.989     0.316999     -36626.854
110   0    -6.757     0.211007     -36626.711
115   0    -7.548     0.175884     -36628.045
120   0    -8.030     0.157403     -36989.968
125   0    -7.955     0.160123     -36991.450
130   0    -7.455     0.179693     -36991.389
135   0    -7.936     0.160826     -36989.659
140   0    -8.808     0.131579     -36628.624
145   0    -9.892     0.102522     -36628.516
150   0   -11.503     0.070746     -36265.482
155   0   -13.687     0.042789     -36627.212
160   0   -15.536     0.027951     -36628.992
165   0   -18.109     0.015457     -36630.865
170   0   -18.955     0.012721     -36628.827
175   0   -21.040     0.007870     -36268.932
180   0   -21.359     0.007313     -36270.876
  0   5   -22.002     0.006307     -36620.026
  5   5   -21.047     0.007859     -36618.009
 10   5   -19.062     0.012412     -36257.827
 15   5   -18.482     0.014184     -36617.671
 20   5   -16.134     0.024354     -36258.963
 25   5   -14.413     0.036201     -36620.178
 30   5   -11.954     0.063774     -36622.202
 35   5   -10.501     0.089098     -36623.084
 40   5    -8.980     0.126460     -36981.122
 45   5    -7.745     0.168074     -36981.821
 50   5    -7.446     0.180068     -36621.242
 55   5    -7.674     0.170861     -36622.326
 60   5    -8.125     0.153993     -36986.165
 65   5    -7.961     0.159909     -36266.460
 70   5    -6.912     0.203590     -36627.210
 75   5    -5.272     0.297039     -36626.339
 80   5    -3.671     0.429437     -36626.758
 85   5    -2.739     0.532271     -36626.936
 90   5    -2.228     0.598656     -36267.883
 95   5    -2.702     0.536810     -36269.556
100   5    -3.439     0.452958     -36627.817
105   5    -4.989     0.316999     -36626.854
110   5    -6.757     0.211007     -36626.711
115   5    -7.548     0.175884     -36628.045
120   5    -8.030     0.157403     -36989.968
125   5    -7.955     0.160123     -36991.450
130   5    -7.455     0.179693     -36991.389
135   5    -7.936     0.160826     -36989.659
140   5    -8.808     0.131579     -36628.624
145   5    -9.892     0.102522     -36628.516
150   5   -11.503     0.070746     -36265.482
155   5   -13.687     0.042789     -36627.212
160   5   -15.536     0.027951     -36628.992
165   5   -18.109     0.015457     -36630.865
170   5   -18.955     0.012721     -36628.827
175   5   -21.040     0.007870     -36268.932
180   5   -21.359     0.007313     -36270.876
  0  10   -22.002     0.006307     -36620.026
  5  10   -21.047     0.007859     -36618.009
 10  10   -19.062     0.012412     -36257.827
 15  10   -18.482     0.014184     -36617.671
 20  10   -16.134     0.024354     -36258.963
 25  10   -14.413     0.036201     -36620.178
 30  10   -11.954     0.063774     -36622.202
 35  10   -10.501     0.089098     -36623.084
 40  10    -8.980     0.126460     -36981.122
 45  10    -7.745     0.168074     -36981.821
 50  10    -7.446     0.180068     -36621.242
 55  10    -7.674     0.170861     -36622.326
 60  10    -8.125     0.153993     -36986.165
 65  10    -7.961     0.159909     -36266.460
 70  10    -6.912     0.203590     -36627.210
 75  10    -5.272     0.297039     -36626.339
 80  10    -3.671     0.429437     -36626.758
 85  10    -2.739     0.532271     -36626.936
 90  10    -2.228     0.598656     -36267.883
 95  10    -2.702     0.536810     -36269.556
100  10    -3.439     0.452958     -36627.817
105  10    -4.989     0.316999     -36626.854
110  10    -6.757     0.211007     -36626.711
115  10    -7.548     0.175884     -36628.045
120  10    -8.030     0.157403     -36989.968
125  10    -7.955     0.160123     -36991.450
130  10    -7.455     0.179693     -36991.389
135  10    -7.936     0.160826     -36989.659
140  10    -8.808     0.131579     -36628.624
145  10    -9.892     0.102522     -36628.516
150  10   -11.503     0.070746     -36265.482
155  10   -13.687     0.042789     -36627.212
160  10   -15.536     0.027951     -36628.992
165  10   -18.109     0.015457     -36630.865
170  10   -18.955     0.012721     -36628.827
175  10   -21.040     0.007870     -36268.932
180  10   -21.359     0.007313     -36270.876
  0  15   -22.002     0.006307     -36620.026
  5  15   -21.047     0.007859     -36618.009
 10  15   -19.062     0.012412     -36257.827
 15  15   -18.482     0.014184     -36617.671
 20  15   -16.134     0.024354     -36258.963
 25  15   -14.413     0.036201     -36620.178
 30  15   -11.954     0.063774     -36622.202
 35  15   -10.501     0.089098     -36623.084
 40  15    -8.980     0.126460     -36981.122
 45  15    -7.745     0.168074     -36981.821
 50  15    -7.446     0.180068     -36621.242
 55  15    -7.674     0.170861     -36622.326
 60  15    -8.125     0.153993     -36986.165
 65  15    -7.961     0.159909     -36266.460
 70  15    -6.912     0.203590     -36627.210
 75  15    -5.272     0.297039     -36626.339
 80  15    -3.671     0.429437     -36626.758
 85  15    -2.739     0.532271     -36626.936
 90  15    -2.228     0.598656     -36267.883
 95  15    -2.702     0.536810     -36269.556
100  15    -3.439     0.452958     -36627.817
105  15    -4.989     0.316999     -36626.854
110  15    -6.757     0.211007     -36626.711
115  15    -7.548     0.175884     -36628.045
120  15    -8.030     0.157403     -36989.968
125  15    -7.955     0.160123     -36991.450
130  15    -7.455     0.179693     -36991.389
135  15    -7.936     0.160826     -36989.659
140  15    -8.808     0.131579     -36628.624
145  15    -9.892     0.102522     -36628.516
150  15   -11.503     0.070746     -36265.482
155  15   -13.687     0.042789     -36627.212
160  15   -15.536     0.027951     -36628.992
165  15   -18.109     0.015457     -36630.865
170  15   -18.955     0.012721     -36628.827
175  15   -21.040     0.007870     -36268.932
180  15   -21.359     0.007313     -36270.876
  0  20   -22.002     0.006307     -36620.026
  5  20   -21.047     0.007859     -36618.009
 10  20   -19.062     0.012412     -36257.827
 15  20   -18.482     0.014184     -36617.671
 20  20   -16.134     0.024354     -36258.963
 25  20   -14.413     0.036201     -36620.178
 30  20   -11.954     0.063774     -36622.202
 35  20   -10.501     0.089098     -36623.084
 40  20    -8.980     0.126460     -36981.122
 45  20    -7.745     0.168074     -36981.821
 50  20    -7.446     0.180068     -36621.242
 55  20    -7.674     0.170861     -36622.326
 60  20    -8.125     0.153993     -36986.165
 65  20    -7.961     0.159909     -36266.460
 70  20    -6.912     0.203590     -36627.210
 75  20    -5.272     0.297039     -36626.339
 80  20    -3.671     0.429437     -36626.758
 85  20    -2.739     0.532271     -36626.936
 90  20    -2.228     0.598656     -36267.883
 95  20    -2.702     0.536810     -36269.556
100  20    -3.439     0.452958     -36627.817
105  20    -4.989     0.316999     -36626.854
110  20    -6.757     0.211007     -36626.711
115  20    -7.548     0.175884     -36628.045
120  20    -8.030     0.157403     -36989.968
125  20    -7.955     0.160123     -36991.450
130  20    -7.455     0.179693     -36991.389
135  20    -7.936     0.160826     -36989.659
140  20    -8.808     0.131579     -36628.624
145  20    -9.892     0.102522     -36628.516
150  20   -11.503     0.070746     -36265.482
155  20   -13.687     0.042789     -36627.212
160  20   -15.536     0.027951     -36628.992
165  20   -18.109     0.015457     -36630.865
170  20   -18.955     0.012721     -36628.827
175  20   -21.040     0.007870     -36268.932
180  20   -21.359     0.007313     -36270.876
  0  25   -22.002     0.006307     -36620.026
  5  25   -21.047     0.007859     -36618.009
 10  25   -19.062     0.012412     -36257.827
 15  25   -18.482     0.014184     -36617.671
 20  25   -16.134     0.024354     -36258.963
 25  25   -14.413     0.036201     -36620.178
 30  25   -11.954     0.063774     -36622.202
 35  25   -10.501     0.089098     -36623.084
 40  25    -8.980     0.126460     -36981.122
 45  25    -7.745     0.168074     -36981.821
 50  25    -7.446     0.180068     -36621.242
 55  25    -7.674     0.170861     -36622.326
 60  25    -8.125     0.153993     -36986.165
 65  25    -7.961     0.159909     -36266.460
 70  25    -6.912     0.203590     -36627.210
 75  25    -5.272     0.297039     -36626.339
 80  25    -3.671     0.429437     -36626.758
 85  25    -2.739     0.532271     -36626.936
 90  25    -2.228     0.598656     -36267.883
 95  25    -2.702     0.536810     -36269.556
100  25    -3.439     0.452958     -36627.817
105  25    -4.989     0.316999     -36626.854
110  25    -6.757     0.211007     -36626.711
115  25    -7.548     0.175884     -36628.045
120  25    -8.030     0.157403     -36989.968
125  25    -7.955     0.160123     -36991.450
130  25    -7.455     0.179693     -36991.389
135  25    -7.936     0.160826     -36989.659
140  25    -8.808     0.131579     -36628.624
145  25    -9.892     0.102522     -36628.516
150  25   -11.503     0.070746     -36265.482
155  25   -13.687     0.042789     -36627.212
160  25   -15.536     0.027951     -36628.992
165  25   -18.109     0.015457     -36630.865
170  25   -18.955     0.012721     -36628.827
175  25   -21.040     0.007870     -36268.932
180  25   -21.359     0.007313     -36270.876
  0  30   -22.002     0.006307     -36620.026
  5  30   -21.047     0.007859     -36618.009
 10  30   -19.062     0.012412     -36257.827
 15  30   -18.482     0.014184     -36617.671
 20  30   -16.134     0.024354     -36258.963
 25  30   -14.413     0.036201     -36620.178
 30  30   -11.954     0.063774     -36622.202
 35  30   -10.501     0.089098     -36623.084
 40  30    -8.980     0.126460     -36981.122
 45  30    -7.745     0.168074     -36981.821
 50  30    -7.446     0.180068     -36621.242
 55  30    -7.674     0.170861     -36622.326
 60  30    -8.125     0.153993     -36986.165
 65  30    -7.961     0.159909     -36266.460
 70  30    -6.912     0.203590     -36627.210
 75  30    -5.272     0.297039     -36626.339
 80  30    -3.671     0.429437     -36626.758
 85  30    -2.739     0.532271     -36626.936
 90  30    -2.228     0.598656     -36267.883
 95  30    -2.702     0.536810     -36269.556
100  30    -3.439     0.452958     -36627.817
105  30    -4.989     0.316999     -36626.854
110  30    -6.757     0.211007     -36626.711
115  30    -7.548     0.175884     -36628.045
120  30    -8.030     0.157403     -36989.968
125  30    -7.955     0.160123     -36991.450
130  30    -7.455     0.179693     -36991.389
135  30    -7.936     0.160826     -36989.659
140  30    -8.808     0.131579     -36628.624
145  30    -9.892     0.102522     -36628.516
150  30   -11.503     0.070746     -36265.482
155  30   -13.687     0.042789     -36627.212
160  30   -15.536     0.027951     -36628.992
165  30   -18.109     0.015457     -36630.865
170  30   -18.955     0.012721     -36628.827
175  30   -21.040     0.007870     -36268.932
180  30   -21.359     0.007313     -36270.876
  0  35   -22.002     0.006307     -36620.026
  5  35   -21.047     0.007859     -36618.009
 10  35   -19.062     0.012412     -36257.827
 15  35   -18.482     0.014184     -36617.671
 20  35   -16.134     0.024354     -36258.963
 25  35   -14.413     0.036201     -36620.178
 30  35   -11.954     0.063774     -36622.202
 35  35   -10.501     0.089098     -36623.084
 40  35    -8.980     0.126460     -36981.122
 45  35    -7.745     0.168074     -36981.821
 50  35    -7.446     0.180068     -36621.242
 55  35    -7.674     0.170861     -36622.326
 60  35    -8.125     0.153993     -36986.165
 65  35    -7.961     0.159909     -36266.460
 70  35    -6.912     0.203590     -36627.210
 75  35    -5.272     0.297039     -36626.339
 80  35    -3.671     0.429437     -36626.758
 85  35    -2.739     0.532271     -36626.936
 90  35    -2.228     0.598656     -36267.883
 95  35    -2.702     0.536810     -36269.556
100  35    -3.439     0.452958     -36627.817
105  35    -4.989     0.316999     -36626.854
110  35    -6.757     0.211007     -36626.711
115  35    -7.548     0.175884     -36628.045
120  35    -8.030     0.157403     -36989.968
125  35    -7.955     0.160123     -36991.450
130  35    -7.455     0.179693     -36991.389
135  35    -7.936     0.160826     -36989.659
140  35    -8.808     0.131579     -36628.624
145  35    -9.892     0.102522     -36628.516
150  35   -11.503     0.070746     -36265.482
155  35   -13.687     0.042789     -36627.212
160  35   -15.536     0.027951     -36628.992
165  35   -18.109     0.015457     -36630.865
170  35   -18.955     0.012721     -36628.827
175  35   -21.040     0.007870     -36268.932
180  35   -21.359     0.007313     -36270.876
  0  40   -22.002     0.006307     -36620.026
  5  40   -21.047     0.007859     -36618.009
 10  40   -19.062     0.012412     -36257.827
 15  40   -18.482     0.014184     -36617.671
 20  40   -16.134     0.024354     -36258.963
 25  40   -14.413     0.036201     -36620.178
 30  40   -11.954     0.063774     -36622.202
 35  40   -10.501     0.089098     -36623.084
 40  40    -8.980     0.126460     -36981.122
 45  40    -7.745     0.168074     -36981.821
 50  40    -7.446     0.180068     -36621.242
 55  40    -7.674     0.170861     -36622.326
 60  40    -8.125     0.153993     -36986.165
 65  40    -7.961     0.159909     -36266.460
 70  40    -6.912     0.203590     -36627.210
 75  40    -5.272     0.297039     -36626.339
 80  40    -3.671     0.429437     -36626.758
 85  40    -2.739     0.532271     -36626.936
 90  40    -2.228     0.598656     -36267.883
 95  40    -2.702     0.536810     -36269.556
100  40    -3.439     0.452958     -36627.817
105  40    -4.989     0.316999     -36626.854
110  40    -6.757     0.211007     -36626.711
115  40    -7.548     0.175884     -36628.045
120  40    -8.030     0.157403     -36989.968
125  40    -7.955     0.160123     -36991.450
130  40    -7.455     0.179693     -36991.389
135  40    -7.936     0.160826     -36989.659
140  40    -8.808     0.131579     -36628.624
145  40    -9.892     0.102522     -36628.516
150  40   -11.503     0.070746     -36265.482
155  40   -13.687     0.042789     -36627.212
160  40   -15.536     0.027951     -36628.992
165  40   -18.109     0.015457     -36630.865
170  40   -18.955     0.012721     -36628.827
175  40   -21.040     0.007870     -36268.932
180  40   -21.359     0.007313     -36270.876
  0  45   -22.002     0.006307     -36620.026
  5  45   -21.047     0.007859     -36618.009
 10  45   -19.062     0.012412     -36257.827
 15  45   -18.482     0.014184     -36617.671
 20  45   -16.134     0.024354     -36258.963
 25  45   -14.413     0.036201     -36620.178
 30  45   -11.954     0.063774     -36622.202
 35  45   -10.501     0.089098     -36623.084
 40  45    -8.980     0.126460     -36981.122
 45  45    -7.745     0.168074     -36981.821
 50  45    -7.446     0.180068     -36621.242
 55  45    -7.674     0.170861     -36622.326
 60  45    -8.125     0.153993     -36986.165
 65  45    -7.961     0.159909     -36266.460
 70  45    -6.912     0.203590     -36627.210
 75  45    -5.272     0.297039     -36626.339
 80  45    -3.671     0.429437     -36626.758
 85  45    -2.739     0.532271     -36626.936
 90  45    -2.228     0.598656     -36267.883
 95  45    -2.702     0.536810     -36269.556
100  45    -3.439     0.452958     -36627.817
105  45    -4.989     0.316999     -36626.854
110  45    -6.757     0.211007     -36626.711
115  45    -7.548     0.175884     -36628.045
120  45    -8.030     0.157403     -36989.968
125  45    -7.955     0.160123     -36991.450
130  45    -7.455     0.179693     -36991.389
135  45    -7.936     0.160826     -36989.659
140  45    -8.808     0.131579     -36628.624
145  45    -9.892     0.102522     -36628.516
150  45   -11.503     0.070746     -36265.482
155  45   -13.687     0.042789     -36627.212
160  45   -15.536     0.027951     -36628.992
165  45   -18.109     0.015457     -36630.865
170  45   -18.955     0.012721     -36628.827
175  45   -21.040     0.007870     -36268.932
180  45   -21.359     0.007313     -36270.876
  0  50   -22.002     0.006307     -36620.026
  5  50   -21.047     0.007859     -36618.009
 10  50   -19.062     0.012412     -36257.827
 15  50   -18.482     0.014184     -36617.671
 20  50   -16.134     0.024354     -36258.963
 25  50   -14.413     0.036201     -36620.178
 30  50   -11.954     0.063774     -36622.202
 35  50   -10.501     0.089098     -36623.084
 40  50    -8.980     0.126460     -36981.122
 45  50    -7.745     0.168074     -36981.821
 50  50    -7.446     0.180068     -36621.242
 55  50    -7.674     0.170861     -36622.326
 60  50    -8.125     0.153993     -36986.165
 65  50    -7.961     0.159909     -36266.460
 70  50    -6.912     0.203590     -36627.210
 75  50    -5.272     0.297039     -36626.339
 80  50    -3.671     0.429437     -36626.758
 85  50    -2.739     0.532271     -36626.936
 90  50    -2.228     0.598656     -36267.883
 95  50    -2.702     0.536810     -36269.556
100  50    -3.439     0.452958     -36627.817
105  50    -4.989     0.316999     -36626.854
110  50    -6.757     0.211007     -36626.711
115  50    -7.548     0.175884     -36628.045
120  50    -8.030     0.157403     -36989.968
125  50    -7.955     0.160123     -36991.450
130  50    -7.455     0.179693     -36991.389
135  50    -7.936     0.160826     -36989.659
140  50    -8.808     0.131579     -36628.624
145  50    -9.892     0.102522     -36628.516
150  50   -11.503     0.070746     -36265.482
155  50   -13.687     0.042789     -36627.212
160  50   -15.536     0.027951     -36628.992
165  50   -18.109     0.015457     -36630.865
170  50   -18.955     0.012721     -36628.827
175  50   -21.040     0.007870     -36268.932
180  50   -21.359     0.007313     -36270.876
  0  55   -22.002     0.006307     -36620.026
  5  55   -21.047     0.007859     -36618.009
 10  55   -19.062     0.012412     -36257.827
 15  55   -18.482     0.014184     -36617.671
 20  55   -16.134     0.024354     -36258.963
 25  55   -14.413     0.036201     -36620.178
 30  55   -11.954     0.063774     -36622.202
 35  55   -10.501     0.089098     -36623.084
 40  55    -8.980     0.126460     -36981.122
 45  55    -7.745     0.168074     -36981.821
 50  55    -7.446     0.180068     -36621.242
 55  55    -7.674     0.170861     -36622.326
 60  55    -8.125     0.153993     -36986.165
 65  55    -7.961     0.159909     -36266.460
 70  55    -6.912     0.203590     -36627.210
 75  55    -5.272     0.297039     -36626.339
 80  55    -3.671     0.429437     -36626.758
 85  55    -2.739     0.532271     -36626.936
 90  55    -2.228     0.598656     -36267.883
 95  55    -2.702     0.536810     -36269.556
100  55    -3.439     0.452958     -36627.817
105  55    -4.989     0.316999     -36626.854
110  55    -6.757     0.211007     -36626.711
115  55    -7.548     0.175884     -36628.045
120  55    -8.030     0.157403     -36989.968
125  55    -7.955     0.160123     -36991.450
130  55    -7.455     0.179693     -36991.389
135  55    -7.936     0.160826     -36989.659
140  55    -8.808     0.131579     -36628.624
145  55    -9.892     0.102522     -36628.516
150  55   -11.503     0.070746     -36265.482
155  55   -13.687     0.042789     -36627.212
160  55   -15.536     0.027951     -36628.992
165  55   -18.109     0.015457     -36630.865
170  55   -18.955     0.012721     -36628.827
175  55   -21.040     0.007870     -36268.932
180  55   -21.359     0.007313     -36270.876
  0  60   -22.002     0.006307     -36620.026
  5  60   -21.047     0.007859     -36618.009
 10  60   -19.062     0.012412     -36257.827
 15  60   -18.482     0.014184     -36617.671
 20  60   -16.134     0.024354     -36258.963
 25  60   -14.413     0.036201     -36620.178
 30  60   -11.954     0.063774     -36622.202
 35  60   -10.501     0.089098     -36623.084
 40  60    -8.980     0.126460     -36981.122
 45  60    -7.745     0.168074     -36981.821
 50  60    -7.446     0.180068     -36621.242
 55  60    -7.674     0.170861     -36622.326
 60  60    -8.125     0.153993     -36986.165
 65  60    -7.961     0.159909     -36266.460
 70  60    -6.912     0.203590     -36627.210
 75  60    -5.272     0.297039     -36626.339
 80  60    -3.671     0.429437     -36626.758
 85  60    -2.739     0.532271     -36626.936
 90  60    -2.228     0.598656     -36267.883
 95  60    -2.702     0.536810     -36269.556
100  60    -3.439     0.452958     -36627.817
105  60    -4.989     0.316999     -36626.854
110  60    -6.757     0.211007     -36626.711
115  60    -7.548     0.175884     -36628.045
120  60    -8.030     0.157403     -36989.968
125  60    -7.955     0.160123     -36991.450
130  60    -7.455     0.179693     -36991.389
135  60    -7.936     0.160826     -36989.659
140  60    -8.808     0.131579     -36628.624
145  60    -9.892     0.102522     -36628.516
150  60   -11.503     0.070746     -36265.482
155  60   -13.687     0.042789     -36627.212
160  60   -15.536     0.027951     -36628.992
165  60   -18.109     0.015457     -36630.865
170  60   -18.955     0.012721     -36628.827
175  60   -21.040     0.007870     -36268.932
180  60   -21.359     0.007313     -36270.876
  0  65   -22.002     0.006307     -36620.026
  5  65   -21.047     0.007859     -36618.009
 10  65   -19.062     0.012412     -36257.827
 15  65   -18.482     0.014184     -36617.671
 20  65   -16.134     0.024354     -36258.963
 25  65   -14.413     0.036201     -36620.178
 30  65   -11.954     0.063774     -36622.202
 35  65   -10.501     0.089098     -36623.084
 40  65    -8.980     0.126460     -36981.122
 45  65    -7.745     0.168074     -36981.821
 50  65    -7.446     0.180068     -36621.242
 55  65    -7.674     0.170861     -36622.326
 60  65    -8.125     0.153993     -36986.165
 65  65    -7.961     0.159909     -36266.460
 70  65    -6.912     0.203590     -36627.210
 75  65    -5.272     0.297039     -36626.339
 80  65    -3.671     0.429437     -36626.758
 85  65    -2.739     0.532271     -36626.936
 90  65    -2.228     0.598656     -36267.883
 95  65    -2.702     0.536810     -36269.556
100  65    -3.439     0.452958     -36627.817
105  65    -4.989     0.316999     -36626.854
110  65    -6.757     0.211007     -36626.711
115  65    -7.548     0.175884     -36628.045
120  65    -8.030     0.157403     -36989.968
125  65    -7.955     0.160123     -36991.450
130  65    -7.455     0.179693     -36991.389
135  65    -7.936     0.160826     -36989.659
140  65    -8.808     0.131579     -36628.624
145  65    -9.892     0.102522     -36628.516
150  65   -11.503     0.070746     -36265.482
155  65   -13.687     0.042789     -36627.212
160  65   -15.536     0.027951     -36628.992
165  65   -18.109     0.015457     -36630.865
170  65   -18.955     0.012721     -36628.827
175  65   -21.040     0.007870     -36268.932
180  65   -21.359     0.007313     -36270.876
  0  70   -22.002     0.006307     -36620.026
  5  70   -21.047     0.007859     -36618.009
 10  70   -19.062     0.012412     -36257.827
 15  70   -18.482     0.014184     -36617.671
 20  70   -16.134     0.024354     -36258.963
 25  70   -14.413     0.036201     -36620.178
 30  70   -11.954     0.063774     -36622.202
 35  70   -10.501     0.089098     -36623.084
 40  70    -8.980     0.126460     -36981.122
 45  70    -7.745     0.168074     -36981.821
 50  70    -7.446     0.180068     -36621.242
 55  70    -7.674     0.170861     -36622.326
 60  70    -8.125     0.153993     -36986.165
 65  70    -7.961     0.159909     -36266.460
 70  70    -6.912     0.203590     -36627.210
 75  70    -5.272     0.297039     -36626.339
 80  70    -3.671     0.429437     -36626.758
 85  70    -2.739     0.532271     -36626.936
 90  70    -2.228     0.598656     -36267.883
 95  70    -2.702     0.536810     -36269.556
100  70    -3.439     0.452958     -36627.817
105  70    -4.989     0.316999     -36626.854
