n : 1.0
freq : 83.33 MHz
SWR : 24.444
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
 20 200    -4.093     0.389659     -15377.341
 25 200    -2.699     0.537177     -15735.103
 30 200    -1.533     0.702662     -15372.730
 35 200    -0.543     0.882402     -15371.203
 40 200     0.459     1.111431     -15370.092
 45 200     1.380     1.373946     -15369.391
 50 200     2.102     1.622566     -15368.660
 55 200     2.542     1.795733     -15368.284
 60 200     2.852     1.928283     -15368.113
 65 200     2.980     1.986034     -15008.256
 70 200     3.117     2.049799     -15368.222
 75 200     3.178     2.078822     -15367.852
 80 200     3.159     2.069471     -15367.874
 85 200     2.996     1.993275     -15368.158
 90 200     2.749     1.883198     -15367.982
 95 200     2.975     1.983687     -15368.085
100 200     3.040     2.013819     -15728.778
105 200     3.202     2.090370     -15730.196
110 200     3.195     2.086915     -15730.407
115 200     2.913     1.955894     -15732.243
120 200     2.854     1.929440     -15734.807
125 200     2.583     1.812442     -15737.049
130 200     2.184     1.653600     -15739.455
135 200     1.455     1.398107     -15741.084
140 200     0.604     1.149209     -15383.942
145 200    -0.303     0.932595     -15384.695
150 200    -1.305     0.740376     -15384.787
155 200    -2.409     0.574221     -15742.429
160 200    -3.853     0.411773     -15741.827
165 200    -5.230     0.299932     -15743.895
170 200    -7.006     0.199269     -15743.405
175 200    -9.351     0.116123     -15383.617
180 200   -12.696     0.053753     -15385.844
  0 205   -13.676     0.042892     -15742.004
  5 205    -9.834     0.103899     -15741.008
 10 205    -7.592     0.174085     -15378.922
 15 205    -5.568     0.277485     -15739.221
 20 205    -4.093     0.389659     -15377.341
 25 205    -2.699     0.537177     -15735.103
 30 205    -1.533     0.702662     -15372.730
 35 205    -0.543     0.882402     -15371.203
 40 205     0.459     1.111431     -15370.092
 45 205     1.380     1.373946     -15369.391
 50 205     2.102     1.622566     -15368.660
 55 205     2.542     1.795733     -15368.284
 60 205     2.852     1.928283     -15368.113
 65 205     2.980     1.986034     -15008.256
 70 205     3.117     2.049799     -15368.222
 75 205     3.178     2.078822     -15367.852
 80 205     3.159     2.069471     -15367.874
 85 205     2.996     1.993275     -15368.158
 90 205     2.749     1.883198     -15367.982
 95 205     2.975     1.983687     -15368.085
100 205     3.040     2.013819     -15728.778
105 205     3.202     2.090370     -15730.196
110 205     3.195     2.086915     -15730.407
115 205     2.913     1.955894     -15732.243
120 205     2.854     1.929440     -15734.807
125 205     2.583     1.812442     -15737.049
130 205     2.184     1.653600     -15739.455
135 205     1.455     1.398107     -15741.084
140 205     0.604     1.149209     -15383.942
145 205    -0.303     0.932595     -15384.695
150 205    -1.305     0.740376     -15384.787
155 205    -2.409     0.574221     -15742.429
160 205    -3.853     0.411773     -15741.827
165 205    -5.230     0.299932     -15743.895
170 205    -7.006     0.199269     -15743.405
175 205    -9.351     0.116123     -15383.617
180 205   -12.696     0.053753     -15385.844
  0 210   -13.676     0.042892     -15742.004
  5 210    -9.834     0.103899     -15741.008
 10 210    -7.592     0.174085     -15378.922
 15 210    -5.568     0.277485     -15739.221
 20 210    -4.093     0.389659     -15377.341
 25 210    -2.699     0.537177     -15735.103
 30 210    -1.533     0.702662     -15372.730
 35 210    -0.543     0.882402     -15371.203
 40 210     0.459     1.111431     -15370.092
 45 210     1.380     1.373946     -15369.391
 50 210     2.102     1.622566     -15368.660
 55 210     2.542     1.795733     -15368.284
 60 210     2.852     1.928283     -15368.113
 65 210     2.980     1.986034     -15008.256
 70 210     3.117     2.049799     -15368.222
 75 210     3.178     2.078822     -15367.852
 80 210     3.159     2.069471     -15367.874
 85 210     2.996     1.993275     -15368.158
 90 210     2.749     1.883198     -15367.982
 95 210     2.975     1.983687     -15368.085
100 210     3.040     2.013819     -15728.778
105 210     3.202     2.090370     -15730.196
110 210     3.195     2.086915     -15730.407
115 210     2.913     1.955894     -15732.243
120 210     2.854     1.929440     -15734.807
125 210     2.583     1.812442     -15737.049
130 210     2.184     1.653600     -15739.455
135 210     1.455     1.398107     -15741.084
140 210     0.604     1.149209     -15383.942
145 210    -0.303     0.932595     -15384.695
150 210    -1.305     0.740376     -15384.787
155 210    -2.409     0.574221     -15742.429
160 210    -3.853     0.411773     -15741.827
165 210    -5.230     0.299932     -15743.895
170 210    -7.006     0.199269     -15743.405
175 210    -9.351     0.116123     -15383.617
180 210   -12.696     0.053753     -15385.844
  0 215   -13.676     0.042892     -15742.004
  5 215    -9.834     0.103899     -15741.008
 10 215    -7.592     0.174085     -15378.922
 15 215    -5.568     0.277485     -15739.221
 20 215    -4.093     0.389659     -15377.341
 25 215    -2.699     0.537177     -15735.103
 30 215    -1.533     0.702662     -15372.730
 35 215    -0.543     0.882402     -15371.203
 40 215     0.459     1.111431     -15370.092
 45 215     1.380     1.373946     -15369.391
 50 215     2.102     1.622566     -15368.660
 55 215     2.542     1.795733     -15368.284
 60 215     2.852     1.928283     -15368.113
 65 215     2.980     1.986034     -15008.256
 70 215     3.117     2.049799     -15368.222
 75 215     3.178     2.078822     -15367.852
 80 215     3.159     2.069471     -15367.874
 85 215     2.996     1.993275     -15368.158
 90 215     2.749     1.883198     -15367.982
 95 215     2.975     1.983687     -15368.085
100 215     3.040     2.013819     -15728.778
105 215     3.202     2.090370     -15730.196
110 215     3.195     2.086915     -15730.407
115 215     2.913     1.955894     -15732.243
120 215     2.854     1.929440     -15734.807
125 215     2.583     1.812442     -15737.049
130 215     2.184     1.653600     -15739.455
135 215     1.455     1.398107     -15741.084
140 215     0.604     1.149209     -15383.942
145 215    -0.303     0.932595     -15384.695
150 215    -1.305     0.740376     -15384.787
155 215    -2.409     0.574221     -15742.429
160 215    -3.853     0.411773     -15741.827
165 215    -5.230     0.299932     -15743.895
170 215    -7.006     0.199269     -15743.405
175 215    -9.351     0.116123     -15383.617
180 215   -12.696     0.053753     -15385.844
  0 220   -13.676     0.042892     -15742.004
  5 220    -9.834     0.103899     -15741.008
 10 220    -7.592     0.174085     -15378.922
 15 220    -5.568     0.277485     -15739.221
 20 220    -4.093     0.389659     -15377.341
 25 220    -2.699     0.537177     -15735.103
 30 220    -1.533     0.702662     -15372.730
 35 220    -0.543     0.882402     -15371.203
 40 220     0.459     1.111431     -15370.092
 45 220     1.380     1.373946     -15369.391
 50 220     2.102     1.622566     -15368.660
 55 220     2.542     1.795733     -15368.284
 60 220     2.852     1.928283     -15368.113
 65 220     2.980     1.986034     -15008.256
 70 220     3.117     2.049799     -15368.222
 75 220     3.178     2.078822     -15367.852
 80 220     3.159     2.069471     -15367.874
 85 220     2.996     1.993275     -15368.158
 90 220     2.749     1.883198     -15367.982
 95 220     2.975     1.983687     -15368.085
100 220     3.040     2.013819     -15728.778
105 220     3.202     2.090370     -15730.196
110 220     3.195     2.086915     -15730.407
115 220     2.913     1.955894     -15732.243
120 220     2.854     1.929440     -15734.807
125 220     2.583     1.812442     -15737.049
130 220     2.184     1.653600     -15739.455
135 220     1.455     1.398107     -15741.084
140 220     0.604     1.149209     -15383.942
145 220    -0.303     0.932595     -15384.695
150 220    -1.305     0.740376     -15384.787
155 220    -2.409     0.574221     -15742.429
160 220    -3.853     0.411773     -15741.827
165 220    -5.230     0.299932     -15743.895
170 220    -7.006     0.199269     -15743.405
175 220    -9.351     0.116123     -15383.617
180 220   -12.696     0.053753     -15385.844
  0 225   -13.676     0.042892     -15742.004
  5 225    -9.834     0.103899     -15741.008
 10 225    -7.592     0.174085     -15378.922
 15 225    -5.568     0.277485     -15739.221
 20 225    -4.093     0.389659     -15377.341
 25 225    -2.699     0.537177     -15735.103
 30 225    -1.533     0.702662     -15372.730
 35 225    -0.543     0.882402     -15371.203
 40 225     0.459     1.111431     -15370.092
 45 225     1.380     1.373946     -15369.391
 50 225     2.102     1.622566     -15368.660
 55 225     2.542     1.795733     -15368.284
 60 225     2.852     1.928283     -15368.113
 65 225     2.980     1.986034     -15008.256
 70 225     3.117     2.049799     -15368.222
 75 225     3.178     2.078822     -15367.852
 80 225     3.159     2.069471     -15367.874
 85 225     2.996     1.993275     -15368.158
 90 225     2.749     1.883198     -15367.982
 95 225     2.975     1.983687     -15368.085
100 225     3.040     2.013819     -15728.778
105 225     3.202     2.090370     -15730.196
110 225     3.195     2.086915     -15730.407
115 225     2.913     1.955894     -15732.243
120 225     2.854     1.929440     -15734.807
125 225     2.583     1.812442     -15737.049
130 225     2.184     1.653600     -15739.455
135 225     1.455     1.398107     -15741.084
140 225     0.604     1.149209     -15383.942
145 225    -0.303     0.932595     -15384.695
150 225    -1.305     0.740376     -15384.787
155 225    -2.409     0.574221     -15742.429
160 225    -3.853     0.411773     -15741.827
165 225    -5.230     0.299932     -15743.895
170 225    -7.006     0.199269     -15743.405
175 225    -9.351     0.116123     -15383.617
180 225   -12.696     0.053753     -15385.844
  0 230   -13.676     0.042892     -15742.004
  5 230    -9.834     0.103899     -15741.008
 10 230    -7.592     0.174085     -15378.922
 15 230    -5.568     0.277485     -15739.221
 20 230    -4.093     0.389659     -15377.341
 25 230    -2.699     0.537177     -15735.103
 30 230    -1.533     0.702662     -15372.730
 35 230    -0.543     0.882402     -15371.203
 40 230     0.459     1.111431     -15370.092
 45 230     1.380     1.373946     -15369.391
 50 230     2.102     1.622566     -15368.660
 55 230     2.542     1.795733     -15368.284
 60 230     2.852     1.928283     -15368.113
 65 230     2.980     1.986034     -15008.256
 70 230     3.117     2.049799     -15368.222
 75 230     3.178     2.078822     -15367.852
 80 230     3.159     2.069471     -15367.874
 85 230     2.996     1.993275     -15368.158
 90 230     2.749     1.883198     -15367.982
 95 230     2.975     1.983687     -15368.085
100 230     3.040     2.013819     -15728.778
105 230     3.202     2.090370     -15730.196
110 230     3.195     2.086915     -15730.407
115 230     2.913     1.955894     -15732.243
120 230     2.854     1.929440     -15734.807
125 230     2.583     1.812442     -15737.049
130 230     2.184     1.653600     -15739.455
135 230     1.455     1.398107     -15741.084
140 230     0.604     1.149209     -15383.942
145 230    -0.303     0.932595     -15384.695
150 230    -1.305     0.740376     -15384.787
155 230    -2.409     0.574221     -15742.429
160 230    -3.853     0.411773     -15741.827
165 230    -5.230     0.299932     -15743.895
170 230    -7.006     0.199269     -15743.405
175 230    -9.351     0.116123     -15383.617
180 230   -12.696     0.053753     -15385.844
  0 235   -13.676     0.042892     -15742.004
  5 235    -9.834     0.103899     -15741.008
 10 235    -7.592     0.174085     -15378.922
 15 235    -5.568     0.277485     -15739.221
 20 235    -4.093     0.389659     -15377.341
 25 235    -2.699     0.537177     -15735.103
 30 235    -1.533     0.702662     -15372.730
 35 235    -0.543     0.882402     -15371.203
 40 235     0.459     1.111431     -15370.092
 45 235     1.380     1.373946     -15369.391
 50 235     2.102     1.622566     -15368.660
 55 235     2.542     1.795733     -15368.284
 60 235     2.852     1.928283     -15368.113
 65 235     2.980     1.986034     -15008.256
 70 235     3.117     2.049799     -15368.222
 75 235     3.178     2.078822     -15367.852
 80 235     3.159     2.069471     -15367.874
 85 235     2.996     1.993275     -15368.158
 90 235     2.749     1.883198     -15367.982
 95 235     2.975     1.983687     -15368.085
100 235     3.040     2.013819     -15728.778
105 235     3.202     2.090370     -15730.196
110 235     3.195     2.086915     -15730.407
115 235     2.913     1.955894     -15732.243
120 235     2.854     1.929440     -15734.807
125 235     2.583     1.812442     -15737.049
130 235     2.184     1.653600     -15739.455
135 235     1.455     1.398107     -15741.084
140 235     0.604     1.149209     -15383.942
145 235    -0.303     0.932595     -15384.695
150 235    -1.305     0.740376     -15384.787
155 235    -2.409     0.574221     -15742.429
160 235    -3.853     0.411773     -15741.827
165 235    -5.230     0.299932     -15743.895
170 235    -7.006     0.199269     -15743.405
175 235    -9.351     0.116123     -15383.617
180 235   -12.696     0.053753     -15385.844
  0 240   -13.676     0.042892     -15742.004
  5 240    -9.834     0.103899     -15741.008
 10 240    -7.592     0.174085     -15378.922
 15 240    -5.568     0.277485     -15739.221
 20 240    -4.093     0.389659     -15377.341
 25 240    -2.699     0.537177     -15735.103
 30 240    -1.533     0.702662     -15372.730
 35 240    -0.543     0.882402     -15371.203
 40 240     0.459     1.111431     -15370.092
 45 240     1.380     1.373946     -15369.391
 50 240     2.102     1.622566     -15368.660
 55 240     2.542     1.795733     -15368.284
 60 240     2.852     1.928283     -15368.113
 65 240     2.980     1.986034     -15008.256
 70 240     3.117     2.049799     -15368.222
 75 240     3.178     2.078822     -15367.852
 80 240     3.159     2.069471     -15367.874
 85 240     2.996     1.993275     -15368.158
 90 240     2.749     1.883198     -15367.982
 95 240     2.975     1.983687     -15368.085
100 240     3.040     2.013819     -15728.778
105 240     3.202     2.090370     -15730.196
110 240     3.195     2.086915     -15730.407
115 240     2.913     1.955894     -15732.243
120 240     2.854     1.929440     -15734.807
125 240     2.583     1.812442     -15737.049
130 240     2.184     1.653600     -15739.455
135 240     1.455     1.398107     -15741.084
140 240     0.604     1.149209     -15383.942
145 240    -0.303     0.932595     -15384.695
150 240    -1.305     0.740376     -15384.787
155 240    -2.409     0.574221     -15742.429
160 240    -3.853     0.411773     -15741.827
165 240    -5.230     0.299932     -15743.895
170 240    -7.006     0.199269     -15743.405
175 240    -9.351     0.116123     -15383.617
180 240   -12.696     0.053753     -15385.844
  0 245   -13.676     0.042892     -15742.004
  5 245    -9.834     0.103899     -15741.008
 10 245    -7.592     0.174085     -15378.922
 15 245    -5.568     0.277485     -15739.221
 20 245    -4.093     0.389659     -15377.341
 25 245    -2.699     0.537177     -15735.103
 30 245    -1.533     0.702662     -15372.730
 35 245    -0.543     0.882402     -15371.203
 40 245     0.459     1.111431     -15370.092
 45 245     1.380     1.373946     -15369.391
 50 245     2.102     1.622566     -15368.660
 55 245     2.542     1.795733     -15368.284
 60 245     2.852     1.928283     -15368.113
 65 245     2.980     1.986034     -15008.256
 70 245     3.117     2.049799     -15368.222
 75 245     3.178     2.078822     -15367.852
 80 245     3.159     2.069471     -15367.874
 85 245     2.996     1.993275     -15368.158
 90 245     2.749     1.883198     -15367.982
 95 245     2.975     1.983687     -15368.085
100 245     3.040     2.013819     -15728.778
105 245     3.202     2.090370     -15730.196
110 245     3.195     2.086915     -15730.407
115 245     2.913     1.955894     -15732.243
120 245     2.854     1.929440     -15734.807
125 245     2.583     1.812442     -15737.049
130 245     2.184     1.653600     -15739.455
135 245     1.455     1.398107     -15741.084
140 245     0.604     1.149209     -15383.942
145 245    -0.303     0.932595     -15384.695
150 245    -1.305     0.740376     -15384.787
155 245    -2.409     0.574221     -15742.429
160 245    -3.853     0.411773     -15741.827
165 245    -5.230     0.299932     -15743.895
170 245    -7.006     0.199269     -15743.405
175 245    -9.351     0.116123     -15383.617
180 245   -12.696     0.053753     -15385.844
  0 250   -13.676     0.042892     -15742.004
  5 250    -9.834     0.103899     -15741.008
 10 250    -7.592     0.174085     -15378.922
 15 250    -5.568     0.277485     -15739.221
 20 250    -4.093     0.389659     -15377.341
 25 250    -2.699     0.537177     -15735.103
 30 250    -1.533     0.702662     -15372.730
 35 250    -0.543     0.882402     -15371.203
 40 250     0.459     1.111431     -15370.092
 45 250     1.380     1.373946     -15369.391
 50 250     2.102     1.622566     -15368.660
 55 250     2.542     1.795733     -15368.284
 60 250     2.852     1.928283     -15368.113
 65 250     2.980     1.986034     -15008.256
 70 250     3.117     2.049799     -15368.222
 75 250     3.178     2.078822     -15367.852
 80 250     3.159     2.069471     -15367.874
 85 250     2.996     1.993275     -15368.158
 90 250     2.749     1.883198     -15367.982
 95 250     2.975     1.983687     -15368.085
100 250     3.040     2.013819     -15728.778
105 250     3.202     2.090370     -15730.196
110 250     3.195     2.086915     -15730.407
115 250     2.913     1.955894     -15732.243
120 250     2.854     1.929440     -15734.807
125 250     2.583     1.812442     -15737.049
130 250     2.184     1.653600     -15739.455
135 250     1.455     1.398107     -15741.084
140 250     0.604     1.149209     -15383.942
145 250    -0.303     0.932595     -15384.695
150 250    -1.305     0.740376     -15384.787
155 250    -2.409     0.574221     -15742.429
160 250    -3.853     0.411773     -15741.827
165 250    -5.230     0.299932     -15743.895
170 250    -7.006     0.199269     -15743.405
175 250    -9.351     0.116123     -15383.617
180 250   -12.696     0.053753     -15385.844
  0 255   -13.676     0.042892     -15742.004
  5 255    -9.834     0.103899     -15741.008
 10 255    -7.592     0.174085     -15378.922
 15 255    -5.568     0.277485     -15739.221
 20 255    -4.093     0.389659     -15377.341
 25 255    -2.699     0.537177     -15735.103
 30 255    -1.533     0.702662     -15372.730
 35 255    -0.543     0.882402     -15371.203
 40 255     0.459     1.111431     -15370.092
 45 255     1.380     1.373946     -15369.391
 50 255     2.102     1.622566     -15368.660
 55 255     2.542     1.795733     -15368.284
 60 255     2.852     1.928283     -15368.113
 65 255     2.980     1.986034     -15008.256
 70 255     3.117     2.049799     -15368.222
 75 255     3.178     2.078822     -15367.852
 80 255     3.159     2.069471     -15367.874
 85 255     2.996     1.993275     -15368.158
 90 255     2.749     1.883198     -15367.982
 95 255     2.975     1.983687     -15368.085
100 255     3.040     2.013819     -15728.778
105 255     3.202     2.090370     -15730.196
110 255     3.195     2.086915     -15730.407
115 255     2.913     1.955894     -15732.243
120 255     2.854     1.929440     -15734.807
125 255     2.583     1.812442     -15737.049
130 255     2.184     1.653600     -15739.455
135 255     1.455     1.398107     -15741.084
140 255     0.604     1.149209     -15383.942
145 255    -0.303     0.932595     -15384.695
150 255    -1.305     0.740376     -15384.787
155 255    -2.409     0.574221     -15742.429
160 255    -3.853     0.411773     -15741.827
165 255    -5.230     0.299932     -15743.895
170 255    -7.006     0.199269     -15743.405
175 255    -9.351     0.116123     -15383.617
180 255   -12.696     0.053753     -15385.844
  0 260   -13.676     0.042892     -15742.004
  5 260    -9.834     0.103899     -15741.008
 10 260    -7.592     0.174085     -15378.922
 15 260    -5.568     0.277485     -15739.221
 20 260    -4.093     0.389659     -15377.341
 25 260    -2.699     0.537177     -15735.103
 30 260    -1.533     0.702662     -15372.730
 35 260    -0.543     0.882402     -15371.203
 40 260     0.459     1.111431     -15370.092
 45 260     1.380     1.373946     -15369.391
 50 260     2.102     1.622566     -15368.660
 55 260     2.542     1.795733     -15368.284
 60 260     2.852     1.928283     -15368.113
 65 260     2.980     1.986034     -15008.256
 70 260     3.117     2.049799     -15368.222
 75 260     3.178     2.078822     -15367.852
 80 260     3.159     2.069471     -15367.874
 85 260     2.996     1.993275     -15368.158
 90 260     2.749     1.883198     -15367.982
 95 260     2.975     1.983687     -15368.085
100 260     3.040     2.013819     -15728.778
105 260     3.202     2.090370     -15730.196
110 260     3.195     2.086915     -15730.407
115 260     2.913     1.955894     -15732.243
120 260     2.854     1.929440     -15734.807
125 260     2.583     1.812442     -15737.049
130 260     2.184     1.653600     -15739.455
135 260     1.455     1.398107     -15741.084
140 260     0.604     1.149209     -15383.942
145 260    -0.303     0.932595     -15384.695
150 260    -1.305     0.740376     -15384.787
155 260    -2.409     0.574221     -15742.429
160 260    -3.853     0.411773     -15741.827
165 260    -5.230     0.299932     -15743.895
170 260    -7.006     0.199269     -15743.405
175 260    -9.351     0.116123     -15383.617
180 260   -12.696     0.053753     -15385.844
  0 265   -13.676     0.042892     -15742.004
  5 265    -9.834     0.103899     -15741.008
 10 265    -7.592     0.174085     -15378.922
 15 265    -5.568     0.277485     -15739.221
 20 265    -4.093     0.389659     -15377.341
 25 265    -2.699     0.537177     -15735.103
 30 265    -1.533     0.702662     -15372.730
 35 265    -0.543     0.882402     -15371.203
 40 265     0.459     1.111431     -15370.092
 45 265     1.380     1.373946     -15369.391
 50 265     2.102     1.622566     -15368.660
 55 265     2.542     1.795733     -15368.284
 60 265     2.852     1.928283     -15368.113
 65 265     2.980     1.986034     -15008.256
 70 265     3.117     2.049799     -15368.222
 75 265     3.178     2.078822     -15367.852
 80 265     3.159     2.069471     -15367.874
 85 265     2.996     1.993275     -15368.158
 90 265     2.749     1.883198     -15367.982
 95 265     2.975     1.983687     -15368.085
100 265     3.040     2.013819     -15728.778
105 265     3.202     2.090370     -15730.196
110 265     3.195     2.086915     -15730.407
115 265     2.913     1.955894     -15732.243
120 265     2.854     1.929440     -15734.807
125 265     2.583     1.812442     -15737.049
130 265     2.184     1.653600     -15739.455
135 265     1.455     1.398107     -15741.084
140 265     0.604     1.149209     -15383.942
145 265    -0.303     0.932595     -15384.695
150 265    -1.305     0.740376     -15384.787
155 265    -2.409     0.574221     -15742.429
160 265    -3.853     0.411773     -15741.827
165 265    -5.230     0.299932     -15743.895
170 265    -7.006     0.199269     -15743.405
175 265    -9.351     0.116123     -15383.617
180 265   -12.696     0.053753     -15385.844
  0 270   -13.676     0.042892     -15742.004
  5 270    -9.834     0.103899     -15741.008
 10 270    -7.592     0.174085     -15378.922
 15 270    -5.568     0.277485     -15739.221
 20 270    -4.093     0.389659     -15377.341
 25 270    -2.699     0.537177     -15735.103
 30 270    -1.533     0.702662     -15372.730
 35 270    -0.543     0.882402     -15371.203
 40 270     0.459     1.111431     -15370.092
 45 270     1.380     1.373946     -15369.391
 50 270     2.102     1.622566     -15368.660
 55 270     2.542     1.795733     -15368.284
 60 270     2.852     1.928283     -15368.113
 65 270     2.980     1.986034     -15008.256
 70 270     3.117     2.049799     -15368.222
 75 270     3.178     2.078822     -15367.852
 80 270     3.159     2.069471     -15367.874
 85 270     2.996     1.993275     -15368.158
 90 270     2.749     1.883198     -15367.982
 95 270     2.975     1.983687     -15368.085
100 270     3.040     2.013819     -15728.778
105 270     3.202     2.090370     -15730.196
110 270     3.195     2.086915     -15730.407
115 270     2.913     1.955894     -15732.243
120 270     2.854     1.929440     -15734.807
125 270     2.583     1.812442     -15737.049
130 270     2.184     1.653600     -15739.455
135 270     1.455     1.398107     -15741.084
140 270     0.604     1.149209     -15383.942
145 270    -0.303     0.932595     -15384.695
150 270    -1.305     0.740376     -15384.787
155 270    -2.409     0.574221     -15742.429
160 270    -3.853     0.411773     -15741.827
165 270    -5.230     0.299932     -15743.895
170 270    -7.006     0.199269     -15743.405
175 270    -9.351     0.116123     -15383.617
180 270   -12.696     0.053753     -15385.844
  0 275   -13.676     0.042892     -15742.004
  5 275    -9.834     0.103899     -15741.008
 10 275    -7.592     0.174085     -15378.922
 15 275    -5.568     0.277485     -15739.221
 20 275    -4.093     0.389659     -15377.341
 25 275    -2.699     0.537177     -15735.103
 30 275    -1.533     0.702662     -15372.730
 35 275    -0.543     0.882402     -15371.203
 40 275     0.459     1.111431     -15370.092
 45 275     1.380     1.373946     -15369.391
 50 275     2.102     1.622566     -15368.660
 55 275     2.542     1.795733     -15368.284
 60 275     2.852     1.928283     -15368.113
 65 275     2.980     1.986034     -15008.256
 70 275     3.117     2.049799     -15368.222
 75 275     3.178     2.078822     -15367.852
 80 275     3.159     2.069471     -15367.874
 85 275     2.996     1.993275     -15368.158
 90 275     2.749     1.883198     -15367.982
 95 275     2.975     1.983687     -15368.085
100 275     3.040     2.013819     -15728.778
105 275     3.202     2.090370     -15730.196
110 275     3.195     2.086915     -15730.407
115 275     2.913     1.955894     -15732.243
120 275     2.854     1.929440     -15734.807
125 275     2.583     1.812442     -15737.049
130 275     2.184     1.653600     -15739.455
135 275     1.455     1.398107     -15741.084
140 275     0.604     1.149209     -15383.942
145 275    -0.303     0.932595     -15384.695
150 275    -1.305     0.740376     -15384.787
155 275    -2.409     0.574221     -15742.429
160 275    -3.853     0.411773     -15741.827
165 275    -5.230     0.299932     -15743.895
170 275    -7.006     0.199269     -15743.405
175 275    -9.351     0.116123     -15383.617
180 275   -12.696     0.053753     -15385.844
  0 280   -13.676     0.042892     -15742.004
  5 280    -9.834     0.103899     -15741.008
 10 280    -7.592     0.174085     -15378.922
 15 280    -5.568     0.277485     -15739.221
 20 280    -4.093     0.389659     -15377.341
 25 280    -2.699     0.537177     -15735.103
 30 280    -1.533     0.702662     -15372.730
 35 280    -0.543     0.882402     -15371.203
 40 280     0.459     1.111431     -15370.092
 45 280     1.380     1.373946     -15369.391
 50 280     2.102     1.622566     -15368.660
 55 280     2.542     1.795733     -15368.284
 60 280     2.852     1.928283     -15368.113
 65 280     2.980     1.986034     -15008.256
 70 280     3.117     2.049799     -15368.222
 75 280     3.178     2.078822     -15367.852
 80 280     3.159     2.069471     -15367.874
 85 280     2.996     1.993275     -15368.158
 90 280     2.749     1.883198     -15367.982
 95 280     2.975     1.983687     -15368.085
100 280     3.040     2.013819     -15728.778
105 280     3.202     2.090370     -15730.196
110 280     3.195     2.086915     -15730.407
115 280     2.913     1.955894     -15732.243
120 280     2.854     1.929440     -15734.807
125 280     2.583     1.812442     -15737.049
130 280     2.184     1.653600     -15739.455
135 280     1.455     1.398107     -15741.084
140 280     0.604     1.149209     -15383.942
145 280    -0.303     0.932595     -15384.695
150 280    -1.305     0.740376     -15384.787
155 280    -2.409     0.574221     -15742.429
160 280    -3.853     0.411773     -15741.827
165 280    -5.230     0.299932     -15743.895
170 280    -7.006     0.199269     -15743.405
175 280    -9.351     0.116123     -15383.617
180 280   -12.696     0.053753     -15385.844
  0 285   -13.676     0.042892     -15742.004
  5 285    -9.834     0.103899     -15741.008
 10 285    -7.592     0.174085     -15378.922
 15 285    -5.568     0.277485     -15739.221
 20 285    -4.093     0.389659     -15377.341
 25 285    -2.699     0.537177     -15735.103
 30 285    -1.533     0.702662     -15372.730
 35 285    -0.543     0.882402     -15371.203
 40 285     0.459     1.111431     -15370.092
 45 285     1.380     1.373946     -15369.391
 50 285     2.102     1.622566     -15368.660
 55 285     2.542     1.795733     -15368.284
 60 285     2.852     1.928283     -15368.113
 65 285     2.980     1.986034     -15008.256
 70 285     3.117     2.049799     -15368.222
 75 285     3.178     2.078822     -15367.852
 80 285     3.159     2.069471     -15367.874
 85 285     2.996     1.993275     -15368.158
 90 285     2.749     1.883198     -15367.982
 95 285     2.975     1.983687     -15368.085
100 285     3.040     2.013819     -15728.778
105 285     3.202     2.090370     -15730.196
110 285     3.195     2.086915     -15730.407
115 285     2.913     1.955894     -15732.243
120 285     2.854     1.929440     -15734.807
125 285     2.583     1.812442     -15737.049
130 285     2.184     1.653600     -15739.455
135 285     1.455     1.398107     -15741.084
140 285     0.604     1.149209     -15383.942
145 285    -0.303     0.932595     -15384.695
150 285    -1.305     0.740376     -15384.787
155 285    -2.409     0.574221     -15742.429
160 285    -3.853     0.411773     -15741.827
165 285    -5.230     0.299932     -15743.895
170 285    -7.006     0.199269     -15743.405
175 285    -9.351     0.116123     -15383.617
180 285   -12.696     0.053753     -15385.844
  0 290   -13.676     0.042892     -15742.004
  5 290    -9.834     0.103899     -15741.008
 10 290    -7.592     0.174085     -15378.922
 15 290    -5.568     0.277485     -15739.221
 20 290    -4.093     0.389659     -15377.341
 25 290    -2.699     0.537177     -15735.103
 30 290    -1.533     0.702662     -15372.730
 35 290    -0.543     0.882402     -15371.203
 40 290     0.459     1.111431     -15370.092
 45 290     1.380     1.373946     -15369.391
 50 290     2.102     1.622566     -15368.660
 55 290     2.542     1.795733     -15368.284
 60 290     2.852     1.928283     -15368.113
 65 290     2.980     1.986034     -15008.256
 70 290     3.117     2.049799     -15368.222
 75 290     3.178     2.078822     -15367.852
 80 290     3.159     2.069471     -15367.874
 85 290     2.996     1.993275     -15368.158
 90 290     2.749     1.883198     -15367.982
 95 290     2.975     1.983687     -15368.085
100 290     3.040     2.013819     -15728.778
105 290     3.202     2.090370     -15730.196
110 290     3.195     2.086915     -15730.407
115 290     2.913     1.955894     -15732.243
120 290     2.854     1.929440     -15734.807
125 290     2.583     1.812442     -15737.049
130 290     2.184     1.653600     -15739.455
135 290     1.455     1.398107     -15741.084
140 290     0.604     1.149209     -15383.942
145 290    -0.303     0.932595     -15384.695
150 290    -1.305     0.740376     -15384.787
155 290    -2.409     0.574221     -15742.429
160 290    -3.853     0.411773     -15741.827
165 290    -5.230     0.299932     -15743.895
170 290    -7.006     0.199269     -15743.405
175 290    -9.351     0.116123     -15383.617
