n : 1.0
freq : 83.33 MHz
SWR : 7.037
 Theta   Phi 	 Gain(dB)   	   Gain   	   Phase(deg)
140 175    -6.265     0.236316     -74430.817
145 175    -6.300     0.234441     -74793.143
150 175    -6.668     0.215379     -74433.387
155 175    -8.782     0.132365     -74431.639
160 175    -9.785     0.105064     -74430.838
165 175   -15.875     0.025852     -74786.983
170 175   -18.396     0.014468     -74784.202
175 175   -26.536     0.002220     -74781.960
180 175   -20.415     0.009088     -75145.166
  0 180   -25.633     0.002733     -75131.813
  5 180   -25.289     0.002959     -75133.687
 10 180   -18.322     0.014715     -75131.674
 15 180   -11.923     0.064231     -75488.185
 20 180   -10.903     0.081226     -75128.717
 25 180    -9.121     0.122420     -75130.984
 30 180    -7.412     0.181449     -75132.520
 35 180    -6.834     0.207293     -75131.527
 40 180    -5.876     0.258454     -75855.259
 45 180    -5.741     0.266651     -75497.791
 50 180    -5.767     0.265048     -75499.131
 55 180    -5.275     0.296834     -75861.668
 60 180    -7.900     0.162164     -75864.905
 65 180    -7.701     0.169799     -74787.877
 70 180    -8.951     0.127310     -74788.434
 75 180   -11.738     0.067023     -74790.618
 80 180   -12.536     0.055776     -74791.465
 85 180   -14.116     0.038760     -74070.326
 90 180   -16.047     0.024851     -74073.089
 95 180   -16.196     0.024010     -74071.311
100 180   -12.372     0.057914     -74072.808
105 180    -9.830     0.103998     -74792.725
110 180   -11.005     0.079340     -74794.189
115 180    -8.135     0.153626     -74435.546
120 180    -7.300     0.186206     -74432.798
125 180    -6.189     0.240505     -74432.581
130 180    -5.447     0.285328     -74075.191
135 180    -5.220     0.300617     -74073.240
140 180    -6.265     0.236316     -74430.817
145 180    -6.300     0.234441     -74793.143
150 180    -6.668     0.215379     -74433.387
155 180    -8.782     0.132365     -74431.639
160 180    -9.785     0.105064     -74430.838
165 180   -15.875     0.025852     -74786.983
170 180   -18.396     0.014468     -74784.202
175 180   -26.536     0.002220     -74781.960
180 180   -20.415     0.009088     -75145.166
  0 185   -25.633     0.002733     -75131.813
  5 185   -25.289     0.002959     -75133.687
 10 185   -18.322     0.014715     -75131.674
 15 185   -11.923     0.064231     -75488.185
 20 185   -10.903     0.081226     -75128.717
 25 185    -9.121     0.122420     -75130.984
 30 185    -7.412     0.181449     -75132.520
 35 185    -6.834     0.207293     -75131.527
 40 185    -5.876     0.258454     -75855.259
 45 185    -5.741     0.266651     -75497.791
 50 185    -5.767     0.265048     -75499.131
 55 185    -5.275     0.296834     -75861.668
 60 185    -7.900     0.162164     -75864.905
 65 185    -7.701     0.169799     -74787.877
 70 185    -8.951     0.127310     -74788.434
 75 185   -11.738     0.067023     -74790.618
 80 185   -12.536     0.055776     -74791.465
 85 185   -14.116     0.038760     -74070.326
 90 185   -16.047     0.024851     -74073.089
 95 185   -16.196     0.024010     -74071.311
100 185   -12.372     0.057914     -74072.808
105 185    -9.830     0.103998     -74792.725
110 185   -11.005     0.079340     -74794.189
115 185    -8.135     0.153626     -74435.546
120 185    -7.300     0.186206     -74432.798
125 185    -6.189     0.240505     -74432.581
130 185    -5.447     0.285328     -74075.191
135 185    -5.220     0.300617     -74073.240
140 185    -6.265     0.236316     -74430.817
145 185    -6.300     0.234441     -74793.143
150 185    -6.668     0.215379     -74433.387
155 185    -8.782     0.132365     -74431.639
160 185    -9.785     0.105064     -74430.838
165 185   -15.875     0.025852     -74786.983
170 185   -18.396     0.014468     -74784.202
175 185   -26.536     0.002220     -74781.960
180 185   -20.415     0.009088     -75145.166
  0 190   -25.633     0.002733     -75131.813
  5 190   -25.289     0.002959     -75133.687
 10 190   -18.322     0.014715     -75131.674
 15 190   -11.923     0.064231     -75488.185
 20 190   -10.903     0.081226     -75128.717
 25 190    -9.121     0.122420     -75130.984
 30 190    -7.412     0.181449     -75132.520
 35 190    -6.834     0.207293     -75131.527
 40 190    -5.876     0.258454     -75855.259
 45 190    -5.741     0.266651     -75497.791
 50 190    -5.767     0.265048     -75499.131
 55 190    -5.275     0.296834     -75861.668
 60 190    -7.900     0.162164     -75864.905
 65 190    -7.701     0.169799     -74787.877
 70 190    -8.951     0.127310     -74788.434
 75 190   -11.738     0.067023     -74790.618
 80 190   -12.536     0.055776     -74791.465
 85 190   -14.116     0.038760     -74070.326
 90 190   -16.047     0.024851     -74073.089
 95 190   -16.196     0.024010     -74071.311
100 190   -12.372     0.057914     -74072.808
105 190    -9.830     0.103998     -74792.725
110 190   -11.005     0.079340     -74794.189
115 190    -8.135     0.153626     -74435.546
120 190    -7.300     0.186206     -74432.798
125 190    -6.189     0.240505     -74432.581
130 190    -5.447     0.285328     -74075.191
135 190    -5.220     0.300617     -74073.240
140 190    -6.265     0.236316     -74430.817
145 190    -6.300     0.234441     -74793.143
150 190    -6.668     0.215379     -74433.387
155 190    -8.782     0.132365     -74431.639
160 190    -9.785     0.105064     -74430.838
165 190   -15.875     0.025852     -74786.983
170 190   -18.396     0.014468     -74784.202
175 190   -26.536     0.002220     -74781.960
180 190   -20.415     0.009088     -75145.166
  0 195   -25.633     0.002733     -75131.813
  5 195   -25.289     0.002959     -75133.687
 10 195   -18.322     0.014715     -75131.674
 15 195   -11.923     0.064231     -75488.185
 20 195   -10.903     0.081226     -75128.717
 25 195    -9.121     0.122420     -75130.984
 30 195    -7.412     0.181449     -75132.520
 35 195    -6.834     0.207293     -75131.527
 40 195    -5.876     0.258454     -75855.259
 45 195    -5.741     0.266651     -75497.791
 50 195    -5.767     0.265048     -75499.131
 55 195    -5.275     0.296834     -75861.668
 60 195    -7.900     0.162164     -75864.905
 65 195    -7.701     0.169799     -74787.877
 70 195    -8.951     0.127310     -74788.434
 75 195   -11.738     0.067023     -74790.618
 80 195   -12.536     0.055776     -74791.465
 85 195   -14.116     0.038760     -74070.326
 90 195   -16.047     0.024851     -74073.089
 95 195   -16.196     0.024010     -74071.311
100 195   -12.372     0.057914     -74072.808
105 195    -9.830     0.103998     -74792.725
110 195   -11.005     0.079340     -74794.189
115 195    -8.135     0.153626     -74435.546
120 195    -7.300     0.186206     -74432.798
125 195    -6.189     0.240505     -74432.581
130 195    -5.447     0.285328     -74075.191
135 195    -5.220     0.300617     -74073.240
140 195    -6.265     0.236316     -74430.817
145 195    -6.300     0.234441     -74793.143
150 195    -6.668     0.215379     -74433.387
155 195    -8.782     0.132365     -74431.639
160 195    -9.785     0.105064     -74430.838
165 195   -15.875     0.025852     -74786.983
170 195   -18.396     0.014468     -74784.202
175 195   -26.536     0.002220     -74781.960
180 195   -20.415     0.009088     -75145.166
  0 200   -25.633     0.002733     -75131.813
  5 200   -25.289     0.002959     -75133.687
 10 200   -18.322     0.014715     -75131.674
 15 200   -11.923     0.064231     -75488.185
 20 200   -10.903     0.081226     -75128.717
 25 200    -9.121     0.122420     -75130.984
 30 200    -7.412     0.181449     -75132.520
 35 200    -6.834     0.207293     -75131.527
 40 200    -5.876     0.258454     -75855.259
 45 200    -5.741     0.266651     -75497.791
 50 200    -5.767     0.265048     -75499.131
 55 200    -5.275     0.296834     -75861.668
 60 200    -7.900     0.162164     -75864.905
 65 200    -7.701     0.169799     -74787.877
 70 200    -8.951     0.127310     -74788.434
 75 200   -11.738     0.067023     -74790.618
 80 200   -12.536     0.055776     -74791.465
 85 200   -14.116     0.038760     -74070.326
 90 200   -16.047     0.024851     -74073.089
 95 200   -16.196     0.024010     -74071.311
100 200   -12.372     0.057914     -74072.808
105 200    -9.830     0.103998     -74792.725
110 200   -11.005     0.079340     -74794.189
115 200    -8.135     0.153626     -74435.546
120 200    -7.300     0.186206     -74432.798
125 200    -6.189     0.240505     -74432.581
130 200    -5.447     0.285328     -74075.191
135 200    -5.220     0.300617     -74073.240
140 200    -6.265     0.236316     -74430.817
145 200    -6.300     0.234441     -74793.143
150 200    -6.668     0.215379     -74433.387
155 200    -8.782     0.132365     -74431.639
160 200    -9.785     0.105064     -74430.838
165 200   -15.875     0.025852     -74786.983
170 200   -18.396     0.014468     -74784.202
175 200   -26.536     0.002220     -74781.960
180 200   -20.415     0.009088     -75145.166
  0 205   -25.633     0.002733     -75131.813
  5 205   -25.289     0.002959     -75133.687
 10 205   -18.322     0.014715     -75131.674
 15 205   -11.923     0.064231     -75488.185
 20 205   -10.903     0.081226     -75128.717
 25 205    -9.121     0.122420     -75130.984
 30 205    -7.412     0.181449     -75132.520
 35 205    -6.834     0.207293     -75131.527
 40 205    -5.876     0.258454     -75855.259
 45 205    -5.741     0.266651     -75497.791
 50 205    -5.767     0.265048     -75499.131
 55 205    -5.275     0.296834     -75861.668
 60 205    -7.900     0.162164     -75864.905
 65 205    -7.701     0.169799     -74787.877
 70 205    -8.951     0.127310     -74788.434
 75 205   -11.738     0.067023     -74790.618
 80 205   -12.536     0.055776     -74791.465
 85 205   -14.116     0.038760     -74070.326
 90 205   -16.047     0.024851     -74073.089
 95 205   -16.196     0.024010     -74071.311
100 205   -12.372     0.057914     -74072.808
105 205    -9.830     0.103998     -74792.725
110 205   -11.005     0.079340     -74794.189
115 205    -8.135     0.153626     -74435.546
120 205    -7.300     0.186206     -74432.798
125 205    -6.189     0.240505     -74432.581
130 205    -5.447     0.285328     -74075.191
135 205    -5.220     0.300617     -74073.240
140 205    -6.265     0.236316     -74430.817
145 205    -6.300     0.234441     -74793.143
150 205    -6.668     0.215379     -74433.387
155 205    -8.782     0.132365     -74431.639
160 205    -9.785     0.105064     -74430.838
165 205   -15.875     0.025852     -74786.983
170 205   -18.396     0.014468     -74784.202
175 205   -26.536     0.002220     -74781.960
180 205   -20.415     0.009088     -75145.166
  0 210   -25.633     0.002733     -75131.813
  5 210   -25.289     0.002959     -75133.687
 10 210   -18.322     0.014715     -75131.674
 15 210   -11.923     0.064231     -75488.185
 20 210   -10.903     0.081226     -75128.717
 25 210    -9.121     0.122420     -75130.984
 30 210    -7.412     0.181449     -75132.520
 35 210    -6.834     0.207293     -75131.527
 40 210    -5.876     0.258454     -75855.259
 45 210    -5.741     0.266651     -75497.791
 50 210    -5.767     0.265048     -75499.131
 55 210    -5.275     0.296834     -75861.668
 60 210    -7.900     0.162164     -75864.905
 65 210    -7.701     0.169799     -74787.877
 70 210    -8.951     0.127310     -74788.434
 75 210   -11.738     0.067023     -74790.618
 80 210   -12.536     0.055776     -74791.465
 85 210   -14.116     0.038760     -74070.326
 90 210   -16.047     0.024851     -74073.089
 95 210   -16.196     0.024010     -74071.311
100 210   -12.372     0.057914     -74072.808
105 210    -9.830     0.103998     -74792.725
110 210   -11.005     0.079340     -74794.189
115 210    -8.135     0.153626     -74435.546
120 210    -7.300     0.186206     -74432.798
125 210    -6.189     0.240505     -74432.581
130 210    -5.447     0.285328     -74075.191
135 210    -5.220     0.300617     -74073.240
140 210    -6.265     0.236316     -74430.817
145 210    -6.300     0.234441     -74793.143
150 210    -6.668     0.215379     -74433.387
155 210    -8.782     0.132365     -74431.639
160 210    -9.785     0.105064     -74430.838
165 210   -15.875     0.025852     -74786.983
170 210   -18.396     0.014468     -74784.202
175 210   -26.536     0.002220     -74781.960
180 210   -20.415     0.009088     -75145.166
  0 215   -25.633     0.002733     -75131.813
  5 215   -25.289     0.002959     -75133.687
 10 215   -18.322     0.014715     -75131.674
 15 215   -11.923     0.064231     -75488.185
 20 215   -10.903     0.081226     -75128.717
 25 215    -9.121     0.122420     -75130.984
 30 215    -7.412     0.181449     -75132.520
 35 215    -6.834     0.207293     -75131.527
 40 215    -5.876     0.258454     -75855.259
 45 215    -5.741     0.266651     -75497.791
 50 215    -5.767     0.265048     -75499.131
 55 215    -5.275     0.296834     -75861.668
 60 215    -7.900     0.162164     -75864.905
 65 215    -7.701     0.169799     -74787.877
 70 215    -8.951     0.127310     -74788.434
 75 215   -11.738     0.067023     -74790.618
 80 215   -12.536     0.055776     -74791.465
 85 215   -14.116     0.038760     -74070.326
 90 215   -16.047     0.024851     -74073.089
 95 215   -16.196     0.024010     -74071.311
100 215   -12.372     0.057914     -74072.808
105 215    -9.830     0.103998     -74792.725
110 215   -11.005     0.079340     -74794.189
115 215    -8.135     0.153626     -74435.546
120 215    -7.300     0.186206     -74432.798
125 215    -6.189     0.240505     -74432.581
130 215    -5.447     0.285328     -74075.191
135 215    -5.220     0.300617     -74073.240
140 215    -6.265     0.236316     -74430.817
145 215    -6.300     0.234441     -74793.143
150 215    -6.668     0.215379     -74433.387
155 215    -8.782     0.132365     -74431.639
160 215    -9.785     0.105064     -74430.838
165 215   -15.875     0.025852     -74786.983
170 215   -18.396     0.014468     -74784.202
175 215   -26.536     0.002220     -74781.960
180 215   -20.415     0.009088     -75145.166
  0 220   -25.633     0.002733     -75131.813
  5 220   -25.289     0.002959     -75133.687
 10 220   -18.322     0.014715     -75131.674
 15 220   -11.923     0.064231     -75488.185
 20 220   -10.903     0.081226     -75128.717
 25 220    -9.121     0.122420     -75130.984
 30 220    -7.412     0.181449     -75132.520
 35 220    -6.834     0.207293     -75131.527
 40 220    -5.876     0.258454     -75855.259
 45 220    -5.741     0.266651     -75497.791
 50 220    -5.767     0.265048     -75499.131
 55 220    -5.275     0.296834     -75861.668
 60 220    -7.900     0.162164     -75864.905
 65 220    -7.701     0.169799     -74787.877
 70 220    -8.951     0.127310     -74788.434
 75 220   -11.738     0.067023     -74790.618
 80 220   -12.536     0.055776     -74791.465
 85 220   -14.116     0.038760     -74070.326
 90 220   -16.047     0.024851     -74073.089
 95 220   -16.196     0.024010     -74071.311
100 220   -12.372     0.057914     -74072.808
105 220    -9.830     0.103998     -74792.725
110 220   -11.005     0.079340     -74794.189
115 220    -8.135     0.153626     -74435.546
120 220    -7.300     0.186206     -74432.798
125 220    -6.189     0.240505     -74432.581
130 220    -5.447     0.285328     -74075.191
135 220    -5.220     0.300617     -74073.240
140 220    -6.265     0.236316     -74430.817
145 220    -6.300     0.234441     -74793.143
150 220    -6.668     0.215379     -74433.387
155 220    -8.782     0.132365     -74431.639
160 220    -9.785     0.105064     -74430.838
165 220   -15.875     0.025852     -74786.983
170 220   -18.396     0.014468     -74784.202
175 220   -26.536     0.002220     -74781.960
180 220   -20.415     0.009088     -75145.166
  0 225   -25.633     0.002733     -75131.813
  5 225   -25.289     0.002959     -75133.687
 10 225   -18.322     0.014715     -75131.674
 15 225   -11.923     0.064231     -75488.185
 20 225   -10.903     0.081226     -75128.717
 25 225    -9.121     0.122420     -75130.984
 30 225    -7.412     0.181449     -75132.520
 35 225    -6.834     0.207293     -75131.527
 40 225    -5.876     0.258454     -75855.259
 45 225    -5.741     0.266651     -75497.791
 50 225    -5.767     0.265048     -75499.131
 55 225    -5.275     0.296834     -75861.668
 60 225    -7.900     0.162164     -75864.905
 65 225    -7.701     0.169799     -74787.877
 70 225    -8.951     0.127310     -74788.434
 75 225   -11.738     0.067023     -74790.618
 80 225   -12.536     0.055776     -74791.465
 85 225   -14.116     0.038760     -74070.326
 90 225   -16.047     0.024851     -74073.089
 95 225   -16.196     0.024010     -74071.311
100 225   -12.372     0.057914     -74072.808
105 225    -9.830     0.103998     -74792.725
110 225   -11.005     0.079340     -74794.189
115 225    -8.135     0.153626     -74435.546
120 225    -7.300     0.186206     -74432.798
125 225    -6.189     0.240505     -74432.581
130 225    -5.447     0.285328     -74075.191
135 225    -5.220     0.300617     -74073.240
140 225    -6.265     0.236316     -74430.817
145 225    -6.300     0.234441     -74793.143
150 225    -6.668     0.215379     -74433.387
155 225    -8.782     0.132365     -74431.639
160 225    -9.785     0.105064     -74430.838
165 225   -15.875     0.025852     -74786.983
170 225   -18.396     0.014468     -74784.202
175 225   -26.536     0.002220     -74781.960
180 225   -20.415     0.009088     -75145.166
  0 230   -25.633     0.002733     -75131.813
  5 230   -25.289     0.002959     -75133.687
 10 230   -18.322     0.014715     -75131.674
 15 230   -11.923     0.064231     -75488.185
 20 230   -10.903     0.081226     -75128.717
 25 230    -9.121     0.122420     -75130.984
 30 230    -7.412     0.181449     -75132.520
 35 230    -6.834     0.207293     -75131.527
 40 230    -5.876     0.258454     -75855.259
 45 230    -5.741     0.266651     -75497.791
 50 230    -5.767     0.265048     -75499.131
 55 230    -5.275     0.296834     -75861.668
 60 230    -7.900     0.162164     -75864.905
 65 230    -7.701     0.169799     -74787.877
 70 230    -8.951     0.127310     -74788.434
 75 230   -11.738     0.067023     -74790.618
 80 230   -12.536     0.055776     -74791.465
 85 230   -14.116     0.038760     -74070.326
 90 230   -16.047     0.024851     -74073.089
 95 230   -16.196     0.024010     -74071.311
100 230   -12.372     0.057914     -74072.808
105 230    -9.830     0.103998     -74792.725
110 230   -11.005     0.079340     -74794.189
115 230    -8.135     0.153626     -74435.546
120 230    -7.300     0.186206     -74432.798
125 230    -6.189     0.240505     -74432.581
130 230    -5.447     0.285328     -74075.191
135 230    -5.220     0.300617     -74073.240
140 230    -6.265     0.236316     -74430.817
145 230    -6.300     0.234441     -74793.143
150 230    -6.668     0.215379     -74433.387
155 230    -8.782     0.132365     -74431.639
160 230    -9.785     0.105064     -74430.838
165 230   -15.875     0.025852     -74786.983
170 230   -18.396     0.014468     -74784.202
175 230   -26.536     0.002220     -74781.960
180 230   -20.415     0.009088     -75145.166
  0 235   -25.633     0.002733     -75131.813
  5 235   -25.289     0.002959     -75133.687
 10 235   -18.322     0.014715     -75131.674
 15 235   -11.923     0.064231     -75488.185
 20 235   -10.903     0.081226     -75128.717
 25 235    -9.121     0.122420     -75130.984
 30 235    -7.412     0.181449     -75132.520
 35 235    -6.834     0.207293     -75131.527
 40 235    -5.876     0.258454     -75855.259
 45 235    -5.741     0.266651     -75497.791
 50 235    -5.767     0.265048     -75499.131
 55 235    -5.275     0.296834     -75861.668
 60 235    -7.900     0.162164     -75864.905
 65 235    -7.701     0.169799     -74787.877
 70 235    -8.951     0.127310     -74788.434
 75 235   -11.738     0.067023     -74790.618
 80 235   -12.536     0.055776     -74791.465
 85 235   -14.116     0.038760     -74070.326
 90 235   -16.047     0.024851     -74073.089
 95 235   -16.196     0.024010     -74071.311
100 235   -12.372     0.057914     -74072.808
105 235    -9.830     0.103998     -74792.725
110 235   -11.005     0.079340     -74794.189
115 235    -8.135     0.153626     -74435.546
120 235    -7.300     0.186206     -74432.798
125 235    -6.189     0.240505     -74432.581
130 235    -5.447     0.285328     -74075.191
135 235    -5.220     0.300617     -74073.240
140 235    -6.265     0.236316     -74430.817
145 235    -6.300     0.234441     -74793.143
150 235    -6.668     0.215379     -74433.387
155 235    -8.782     0.132365     -74431.639
160 235    -9.785     0.105064     -74430.838
165 235   -15.875     0.025852     -74786.983
170 235   -18.396     0.014468     -74784.202
175 235   -26.536     0.002220     -74781.960
180 235   -20.415     0.009088     -75145.166
  0 240   -25.633     0.002733     -75131.813
  5 240   -25.289     0.002959     -75133.687
 10 240   -18.322     0.014715     -75131.674
 15 240   -11.923     0.064231     -75488.185
 20 240   -10.903     0.081226     -75128.717
 25 240    -9.121     0.122420     -75130.984
 30 240    -7.412     0.181449     -75132.520
 35 240    -6.834     0.207293     -75131.527
 40 240    -5.876     0.258454     -75855.259
 45 240    -5.741     0.266651     -75497.791
 50 240    -5.767     0.265048     -75499.131
 55 240    -5.275     0.296834     -75861.668
 60 240    -7.900     0.162164     -75864.905
 65 240    -7.701     0.169799     -74787.877
 70 240    -8.951     0.127310     -74788.434
 75 240   -11.738     0.067023     -74790.618
 80 240   -12.536     0.055776     -74791.465
 85 240   -14.116     0.038760     -74070.326
 90 240   -16.047     0.024851     -74073.089
 95 240   -16.196     0.024010     -74071.311
100 240   -12.372     0.057914     -74072.808
105 240    -9.830     0.103998     -74792.725
110 240   -11.005     0.079340     -74794.189
115 240    -8.135     0.153626     -74435.546
120 240    -7.300     0.186206     -74432.798
125 240    -6.189     0.240505     -74432.581
130 240    -5.447     0.285328     -74075.191
135 240    -5.220     0.300617     -74073.240
140 240    -6.265     0.236316     -74430.817
145 240    -6.300     0.234441     -74793.143
150 240    -6.668     0.215379     -74433.387
155 240    -8.782     0.132365     -74431.639
160 240    -9.785     0.105064     -74430.838
165 240   -15.875     0.025852     -74786.983
170 240   -18.396     0.014468     -74784.202
175 240   -26.536     0.002220     -74781.960
180 240   -20.415     0.009088     -75145.166
  0 245   -25.633     0.002733     -75131.813
  5 245   -25.289     0.002959     -75133.687
 10 245   -18.322     0.014715     -75131.674
 15 245   -11.923     0.064231     -75488.185
 20 245   -10.903     0.081226     -75128.717
 25 245    -9.121     0.122420     -75130.984
 30 245    -7.412     0.181449     -75132.520
 35 245    -6.834     0.207293     -75131.527
 40 245    -5.876     0.258454     -75855.259
 45 245    -5.741     0.266651     -75497.791
 50 245    -5.767     0.265048     -75499.131
 55 245    -5.275     0.296834     -75861.668
 60 245    -7.900     0.162164     -75864.905
 65 245    -7.701     0.169799     -74787.877
 70 245    -8.951     0.127310     -74788.434
 75 245   -11.738     0.067023     -74790.618
 80 245   -12.536     0.055776     -74791.465
 85 245   -14.116     0.038760     -74070.326
 90 245   -16.047     0.024851     -74073.089
 95 245   -16.196     0.024010     -74071.311
100 245   -12.372     0.057914     -74072.808
105 245    -9.830     0.103998     -74792.725
110 245   -11.005     0.079340     -74794.189
115 245    -8.135     0.153626     -74435.546
120 245    -7.300     0.186206     -74432.798
125 245    -6.189     0.240505     -74432.581
130 245    -5.447     0.285328     -74075.191
135 245    -5.220     0.300617     -74073.240
140 245    -6.265     0.236316     -74430.817
145 245    -6.300     0.234441     -74793.143
150 245    -6.668     0.215379     -74433.387
155 245    -8.782     0.132365     -74431.639
160 245    -9.785     0.105064     -74430.838
165 245   -15.875     0.025852     -74786.983
170 245   -18.396     0.014468     -74784.202
175 245   -26.536     0.002220     -74781.960
180 245   -20.415     0.009088     -75145.166
  0 250   -25.633     0.002733     -75131.813
  5 250   -25.289     0.002959     -75133.687
 10 250   -18.322     0.014715     -75131.674
 15 250   -11.923     0.064231     -75488.185
 20 250   -10.903     0.081226     -75128.717
 25 250    -9.121     0.122420     -75130.984
 30 250    -7.412     0.181449     -75132.520
 35 250    -6.834     0.207293     -75131.527
 40 250    -5.876     0.258454     -75855.259
 45 250    -5.741     0.266651     -75497.791
 50 250    -5.767     0.265048     -75499.131
 55 250    -5.275     0.296834     -75861.668
 60 250    -7.900     0.162164     -75864.905
 65 250    -7.701     0.169799     -74787.877
 70 250    -8.951     0.127310     -74788.434
 75 250   -11.738     0.067023     -74790.618
 80 250   -12.536     0.055776     -74791.465
 85 250   -14.116     0.038760     -74070.326
 90 250   -16.047     0.024851     -74073.089
 95 250   -16.196     0.024010     -74071.311
100 250   -12.372     0.057914     -74072.808
105 250    -9.830     0.103998     -74792.725
110 250   -11.005     0.079340     -74794.189
115 250    -8.135     0.153626     -74435.546
120 250    -7.300     0.186206     -74432.798
125 250    -6.189     0.240505     -74432.581
130 250    -5.447     0.285328     -74075.191
135 250    -5.220     0.300617     -74073.240
140 250    -6.265     0.236316     -74430.817
145 250    -6.300     0.234441     -74793.143
150 250    -6.668     0.215379     -74433.387
155 250    -8.782     0.132365     -74431.639
160 250    -9.785     0.105064     -74430.838
165 250   -15.875     0.025852     -74786.983
170 250   -18.396     0.014468     -74784.202
175 250   -26.536     0.002220     -74781.960
180 250   -20.415     0.009088     -75145.166
  0 255   -25.633     0.002733     -75131.813
  5 255   -25.289     0.002959     -75133.687
 10 255   -18.322     0.014715     -75131.674
 15 255   -11.923     0.064231     -75488.185
 20 255   -10.903     0.081226     -75128.717
 25 255    -9.121     0.122420     -75130.984
 30 255    -7.412     0.181449     -75132.520
 35 255    -6.834     0.207293     -75131.527
 40 255    -5.876     0.258454     -75855.259
 45 255    -5.741     0.266651     -75497.791
 50 255    -5.767     0.265048     -75499.131
 55 255    -5.275     0.296834     -75861.668
 60 255    -7.900     0.162164     -75864.905
 65 255    -7.701     0.169799     -74787.877
 70 255    -8.951     0.127310     -74788.434
 75 255   -11.738     0.067023     -74790.618
 80 255   -12.536     0.055776     -74791.465
 85 255   -14.116     0.038760     -74070.326
 90 255   -16.047     0.024851     -74073.089
 95 255   -16.196     0.024010     -74071.311
100 255   -12.372     0.057914     -74072.808
105 255    -9.830     0.103998     -74792.725
110 255   -11.005     0.079340     -74794.189
115 255    -8.135     0.153626     -74435.546
120 255    -7.300     0.186206     -74432.798
125 255    -6.189     0.240505     -74432.581
130 255    -5.447     0.285328     -74075.191
135 255    -5.220     0.300617     -74073.240
140 255    -6.265     0.236316     -74430.817
145 255    -6.300     0.234441     -74793.143
150 255    -6.668     0.215379     -74433.387
155 255    -8.782     0.132365     -74431.639
160 255    -9.785     0.105064     -74430.838
165 255   -15.875     0.025852     -74786.983
170 255   -18.396     0.014468     -74784.202
175 255   -26.536     0.002220     -74781.960
180 255   -20.415     0.009088     -75145.166
  0 260   -25.633     0.002733     -75131.813
  5 260   -25.289     0.002959     -75133.687
 10 260   -18.322     0.014715     -75131.674
 15 260   -11.923     0.064231     -75488.185
 20 260   -10.903     0.081226     -75128.717
 25 260    -9.121     0.122420     -75130.984
 30 260    -7.412     0.181449     -75132.520
 35 260    -6.834     0.207293     -75131.527
 40 260    -5.876     0.258454     -75855.259
 45 260    -5.741     0.266651     -75497.791
 50 260    -5.767     0.265048     -75499.131
 55 260    -5.275     0.296834     -75861.668
 60 260    -7.900     0.162164     -75864.905
 65 260    -7.701     0.169799     -74787.877
 70 260    -8.951     0.127310     -74788.434
 75 260   -11.738     0.067023     -74790.618
 80 260   -12.536     0.055776     -74791.465
 85 260   -14.116     0.038760     -74070.326
 90 260   -16.047     0.024851     -74073.089
 95 260   -16.196     0.024010     -74071.311
100 260   -12.372     0.057914     -74072.808
105 260    -9.830     0.103998     -74792.725
110 260   -11.005     0.079340     -74794.189
115 260    -8.135     0.153626     -74435.546
120 260    -7.300     0.186206     -74432.798
125 260    -6.189     0.240505     -74432.581
130 260    -5.447     0.285328     -74075.191
135 260    -5.220     0.300617     -74073.240
140 260    -6.265     0.236316     -74430.817
145 260    -6.300     0.234441     -74793.143
150 260    -6.668     0.215379     -74433.387
155 260    -8.782     0.132365     -74431.639
160 260    -9.785     0.105064     -74430.838
165 260   -15.875     0.025852     -74786.983
170 260   -18.396     0.014468     -74784.202
175 260   -26.536     0.002220     -74781.960
180 260   -20.415     0.009088     -75145.166
  0 265   -25.633     0.002733     -75131.813
  5 265   -25.289     0.002959     -75133.687
 10 265   -18.322     0.014715     -75131.674
 15 265   -11.923     0.064231     -75488.185
 20 265   -10.903     0.081226     -75128.717
 25 265    -9.121     0.122420     -75130.984
 30 265    -7.412     0.181449     -75132.520
 35 265    -6.834     0.207293     -75131.527
 40 265    -5.876     0.258454     -75855.259
 45 265    -5.741     0.266651     -75497.791
 50 265    -5.767     0.265048     -75499.131
 55 265    -5.275     0.296834     -75861.668
 60 265    -7.900     0.162164     -75864.905
 65 265    -7.701     0.169799     -74787.877
 70 265    -8.951     0.127310     -74788.434
 75 265   -11.738     0.067023     -74790.618
 80 265   -12.536     0.055776     -74791.465
 85 265   -14.116     0.038760     -74070.326
 90 265   -16.047     0.024851     -74073.089
 95 265   -16.196     0.024010     -74071.311
100 265   -12.372     0.057914     -74072.808
105 265    -9.830     0.103998     -74792.725
110 265   -11.005     0.079340     -74794.189
115 265    -8.135     0.153626     -74435.546
120 265    -7.300     0.186206     -74432.798
125 265    -6.189     0.240505     -74432.581
130 265    -5.447     0.285328     -74075.191
135 265    -5.220     0.300617     -74073.240
140 265    -6.265     0.236316     -74430.817
145 265    -6.300     0.234441     -74793.143
150 265    -6.668     0.215379     -74433.387
155 265    -8.782     0.132365     -74431.639
160 265    -9.785     0.105064     -74430.838
165 265   -15.875     0.025852     -74786.983
170 265   -18.396     0.014468     -74784.202
175 265   -26.536     0.002220     -74781.960
180 265   -20.415     0.009088     -75145.166
  0 270   -25.633     0.002733     -75131.813
  5 270   -25.289     0.002959     -75133.687
 10 270   -18.322     0.014715     -75131.674
