Frequency,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15
0.000000,4.05248e-18,3.68601e-18,5.14397e-18,1.34806e-17,6.00751e-18,3.7525e-18,4.43969e-18,1.15867e-17,8.31263e-18,4.34108e-18,5.62116e-18,4.48923e-18,3.79299e-18,3.77304e-18,3.9371e-18,3.48043e-18
1.953125,3.59476e-19,3.56512e-19,3.60798e-19,3.64949e-19,3.60721e-19,5.26013e-19,3.66909e-19,3.58341e-19,3.90548e-19,3.98325e-19,5.65602e-19,6.645e-19,5.03698e-19,5.60204e-19,4.35614e-19,5.21159e-19
3.906250,5.21883e-19,5.16091e-19,5.21243e-19,5.18296e-19,5.23512e-19,8.27865e-19,5.30423e-19,5.15571e-19,5.7318e-19,5.81164e-19,8.77682e-19,9.89461e-19,7.38165e-19,8.22215e-19,6.34775e-19,7.67612e-19
5.859375,7.74102e-19,7.66934e-19,7.87723e-19,7.69516e-19,7.78994e-19,1.41212e-18,7.9163e-19,7.68432e-19,9.03137e-19,8.83227e-19,1.47821e-18,1.49396e-18,1.10365e-18,1.23743e-18,9.38359e-19,1.15317e-18
7.812500,1.15821e-18,1.14806e-18,1.1949e-18,1.15965e-18,1.16908e-18,2.86464e-18,1.19286e-18,1.1613e-18,1.60027e-18,1.33969e-18,2.8653e-18,2.46824e-18,1.82674e-18,2.02827e-18,1.46525e-18,1.82737e-18
9.765625,1.72366e-18,1.70545e-18,1.78922e-18,1.72746e-18,1.74539e-18,8.17896e-17,1.78193e-18,1.70968e-18,2.00439e-18,2.00828e-18,1.51366e-17,4.19685e-18,2.90815e-18,3.02025e-18,2.34502e-18,3.76656e-18
11.718750,2.55977e-18,2.54414e-18,2.65226e-18,2.56464e-18,2.58758e-18,2.30757e-16,2.6257e-18,2.52814e-18,3.03581e-18,2.99493e-18,1.6918e-16,6.66485e-18,8.0279e-18,4.44677e-18,3.7808e-18,1.21773e-17
13.671875,3.78605e-18,3.7703e-18,3.93684e-18,3.79871e-18,3.80535e-18,9.51917e-18,3.8741e-18,3.74986e-18,5.56994e-18,4.43661e-18,1.02905e-17,7.65427e-18,5.92814e-18,6.29537e-18,4.73781e-18,6.57119e-18
15.625000,5.61666e-18,5.58269e-18,5.79002e-18,5.64647e-18,5.64411e-18,1.00466e-17,5.72304e-18,5.56213e-18,7.90915e-18,6.60591e-18,1.11314e-17,1.12053e-17,8.80598e-18,9.41787e-18,7.16433e-18,8.78652e-18
17.578125,8.30764e-18,8.29782e-18,8.53754e-18,8.37827e-18,8.36705e-18,1.27883e-17,8.48996e-18,8.2285e-18,9.96981e-18,9.86613e-18,1.41926e-17,1.66954e-17,1.3405e-17,1.42877e-17,1.07066e-17,1.27581e-17
