Frequency,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15
0.000000,5.56123e-18,6.68784e-18,5.87984e-18,7.43356e-18,1.06068e-17,4.79467e-18,4.68507e-18,6.81245e-18,6.73929e-18,5.98738e-18,1.11416e-17,4.83522e-18,7.41225e-18,3.9768e-18,3.59909e-18,6.76693e-18
1.953125,1.35728e-17,1.7758e-17,7.63659e-18,1.1739e-17,2.03591e-17,1.07852e-17,7.85684e-18,8.64597e-18,4.65335e-18,2.09665e-17,4.72463e-18,3.23045e-18,4.47316e-18,6.90756e-18,1.1107e-17,4.55698e-18
3.906250,2.76272e-17,2.53159e-17,1.69588e-17,2.78765e-18,6.3861e-18,4.09047e-17,2.20967e-17,1.84445e-18,1.29607e-17,3.30478e-17,1.94e-17,6.42783e-18,1.87491e-17,3.25247e-17,3.57043e-17,1.10698e-17
5.859375,8.31472e-19,8.05517e-19,8.50981e-19,1.06071e-18,8.31784e-19,9.26205e-19,8.31359e-19,9.24931e-19,1.02862e-18,9.2111e-19,8.55162e-19,8.00099e-19,7.9955e-19,7.68363e-19,8.2443e-19,4.90448e-18
7.812500,5.00296e-17,3.42537e-17,6.54425e-17,3.12976e-18,2.48194e-18,5.939e-17,7.90019e-17,1.75596e-18,3.01383e-17,3.18448e-18,7.06513e-17,3.11976e-17,3.49101e-17,7.88644e-17,1.40768e-17,6.28294e-18
9.765625,2.6839e-17,1.41245e-17,4.67695e-17,2.77586e-18,2.82884e-18,1.76109e-17,7.80411e-17,2.42397e-18,1.34419e-16,3.75334e-18,1.14854e-16,3.04234e-17,1.0925e-17,5.84254e-17,4.95667e-18,1.38867e-17
11.718750,2.75772e-18,2.65297e-18,3.19341e-18,3.94375e-18,2.7557e-18,1.08461e-16,2.74266e-18,2.74706e-18,3.14345e-18,3.10519e-18,2.87912e-18,2.63058e-18,2.65962e-18,2.53865e-18,2.9239e-18,1.33971e-17
13.671875,1.12357e-17,1.08121e-17,6.56192e-17,4.52682e-18,5.83065e-18,3.14113e-17,1.8694e-17,4.75129e-18,1.92563e-17,6.85091e-18,1.07741e-16,2.60847e-17,1.12863e-17,1.67786e-17,7.42236e-18,1.42659e-17
15.625000,1.55374e-17,1.46494e-17,2.30701e-17,7.12185e-18,7.63661e-18,4.1526e-17,1.39035e-17,6.67912e-18,2.41332e-17,9.53649e-18,2.21168e-17,1.9901e-17,1.44855e-17,1.3363e-17,1.0678e-17,2.71184e-17
17.578125,9.60438e-18,8.75112e-18,9.06166e-18,8.50609e-18,9.40262e-18,8.93351e-18,8.87853e-18,8.72091e-18,1.04296e-17,1.02555e-17,1.00897e-17,9.00827e-18,9.71244e-18,8.94958e-18,1.82671e-17,3.4382e-17
19.531250,2.68225e-17,2.43916e-17,2.95119e-17,1.52346e-17,1.5701e-17,6.06882e-17,2.77353e-17,1.43336e-17,4.34752e-17,1.95247e-17,4.32169e-17,3.61523e-17,2.86921e-17,2.52097e-17,2.04451e-17,1.0069e-16
21.484375,3.36484e-17,3.67176e-17,4.36646e-17,2.18022e-17,2.76031e-17,7.64481e-17,3.59559e-17,2.03525e-17,6.26839e-17,2.80238e-17,6.34527e-17,5.12417e-17,6.217e-17,7.15504e-17,8.09979e-17,7.89679e-17
23.437500,2.86622e-17,2.99249e-17,2.97551e-17,2.90622e-17,3.07689e-17,2.73986e-17,2.90307e-17,2.83765e-17,3.80025e-17,3.42952e-17,4.27872e-17,3.94603e-17,5.08621e-17,9.11252e-17,1.03143e-16,1.0846e-16
25.390625,7.25754e-17,7.03623e-17,8.68858e-17,4.7391e-17,4.85851e-17,1.13172e-16,7.11153e-17,4.49879e-17,1.04267e-16,6.002e-17,1.34386e-16,1.02658e-16,1.00343e-16,9.25593e-17,7.67809e-17,2.6065e-16
27.343750,1.00891e-16,9.43075e-17,1.0888e-16,7.03757e-17,7.09075e-17,1.57007e-16,1.03905e-16,6.50068e-17,1.53428e-16,8.74249e-17,2.17068e-16,1.65138e-16,1.55001e-16,1.57768e-16,1.28616e-16,2.13346e-16
29.296875,9.5636e-17,1.14195e-16,9.73381e-17,9.71875e-17,9.61667e-17,9.00946e-17,9.50903e-17,9.27077e-17,1.53181e-16,1.15116e-16,3.56662e-16,1.56792e-16,1.33635e-16,1.52764e-16,2.64889e-16,3.2522e-16
31.250000,1.99966e-16,1.95295e-16,2.34274e-16,1.60382e-16,1.55268e-16,3.0745e-16,2.05805e-16,1.43146e-16,3.03258e-16,1.91341e-16,4.60935e-16,3.7449e-16,3.61977e-16,3.7873e-16,2.69413e-16,5.93145e-16
33.203125,2.94713e-16,2.79828e-16,3.39044e-16,2.28744e-16,2.2426e-16,3.60458e-16,3.0267e-16,2.11104e-16,4.17192e-16,2.81235e-16,2.66436e-15,2.09513e-15,1.42826e-15,1.54842e-15,4.96413e-16,1.25161e-15
35.156250,3.13062e-16,3.42634e-16,3.19414e-16,3.48115e-16,3.15063e-16,2.96065e-16,3.11446e-16,3.03008e-16,4.45224e-16,3.86089e-16,4.69227e-15,5.2048e-15,7.24812e-15,3.80031e-15,6.14633e-16,1.97161e-15
37.109375,6.35238e-16,6.10003e-16,6.85547e-16,9.03756e-16,4.94404e-16,7.14404e-16,6.36988e-16,4.60214e-16,1.03476e-15,6.20715e-16,1.65765e-15,1.25819e-15,1.77329e-15,1.46676e-15,4.34324e-15,1.54419e-15
39.062500,8.75502e-16,8.55202e-16,9.91795e-16,1.54057e-15,7.28346e-16,9.948e-16,8.98626e-16,6.85809e-16,1.26114e-15,9.15585e-16,2.28665e-15,1.90905e-15,1.67138e-15,2.07297e-15,3.84133e-15,3.3723e-15
41.015625,1.02682e-15,1.03903e-15,1.04649e-15,1.19084e-15,1.03164e-15,9.74212e-16,1.01916e-15,9.90968e-16,1.30464e-15,1.28791e-15,1.51091e-15,1.26502e-15,1.17976e-15,1.27898e-15,1.1444e-15,5.3868e-15
42.968750,1.88823e-15,1.89768e-15,2.16263e-15,1.59139e-15,1.58779e-15,1.99984e-15,1.97862e-15,1.49371e-15,3.20844e-15,2.02548e-15,2.99449e-15,2.66718e-15,2.46714e-15,2.51864e-15,1.98484e-15,6.6502e-15
44.921875,2.79544e-15,2.7135e-15,2.99669e-15,2.44868e-15,2.36124e-15,2.75033e-15,2.77138e-15,2.22257e-15,4.36762e-15,2.99018e-15,4.89506e-15,3.94606e-15,3.77695e-15,4.00193e-15,3.10354e-15,5.49636e-15
46.875000,3.36188e-15,3.40124e-15,3.42517e-15,3.55769e-15,3.38085e-15,3.18633e-15,3.33471e-15,3.23345e-15,4.30686e-15,4.26285e-15,3.85019e-15,3.35295e-15,3.36772e-15,3.21991e-15,3.09099e-15,1.26949e-14
48.828125,6.01343e-15,5.81307e-15,6.5254e-15,5.40482e-15,5.18259e-15,5.73367e-15,6.11138e-15,4.86534e-15,8.63494e-15,6.60015e-15,8.37204e-15,7.05708e-15,7.21873e-15,6.72639e-15,5.44369e-15,1.2777e-14
50.781250,8.54989e-15,8.57487e-15,9.52825e-15,7.98132e-15,7.61075e-15,8.24504e-15,8.78674e-15,7.20234e-15,1.38478e-14,9.73626e-15,1.29808e-14,1.0879e-14,1.05278e-14,1.02257e-14,8.57653e-15,2.41282e-14
52.734375,1.09583e-14,1.10746e-14,1.11696e-14,1.16011e-14,1.10408e-14,1.03059e-14,1.08801e-14,1.05256e-14,1.47899e-14,1.39669e-14,1.13405e-14,1.05599e-14,1.0163e-14,9.64517e-15,1.03944e-14,4.17546e-14
54.687500,1.89134e-14,1.87645e-14,2.04427e-14,1.7464e-14,1.68081e-14,1.83247e-14,1.90175e-14,1.58078e-14,2.64059e-14,2.13696e-14,2.40207e-14,2.04849e-14,2.08065e-14,1.93768e-14,1.67535e-14,4.41381e-14
56.640625,2.74507e-14,2.67496e-14,2.93368e-14,2.58437e-14,2.46818e-14,2.62726e-14,2.78192e-14,2.32943e-14,3.96468e-14,3.14129e-14,3.612e-14,3.02085e-14,3.12615e-14,2.89664e-14,2.47402e-14,5.6356e-14
58.593750,3.56332e-14,3.58589e-14,3.61659e-14,3.75331e-14,3.58178e-14,3.33195e-14,3.53351e-14,3.41487e-14,5.24366e-14,4.51269e-14,3.31013e-14,3.12645e-14,3.15488e-14,3.08975e-14,2.8709e-14,9.094e-14
60.546875,5.94e-14,5.88066e-14,6.46854e-14,5.62112e-14,5.38417e-14,5.71121e-14,6.02184e-14,5.1065e-14,8.27599e-14,6.83301e-14,7.02272e-14,6.06318e-14,6.15052e-14,5.88166e-14,5.10564e-14,1.4508e-13
62.500000,8.63225e-14,8.56955e-14,9.20677e-14,8.25091e-14,7.96307e-14,8.13989e-14,8.72797e-14,7.50724e-14,1.17569e-13,9.9989e-14,1.06881e-13,9.02345e-14,9.12154e-14,8.77801e-14,7.70115e-14,1.6459e-13
64.453125,1.14568e-13,1.1513e-13,1.16175e-13,1.20022e-13,1.15004e-13,1.07317e-13,1.13821e-13,1.0997e-13,1.54031e-13,1.43404e-13,1.08341e-13,1.02051e-13,9.71077e-14,1.0132e-13,9.41352e-14,2.78945e-13
66.406250,1.89e-13,1.84524e-13,2.00223e-13,1.78321e-13,1.71982e-13,1.77475e-13,1.90676e-13,1.63688e-13,2.71225e-13,2.14972e-13,2.18801e-13,1.8961e-13,1.89627e-13,1.87326e-13,1.61888e-13,6.51581e-13
68.359375,2.71383e-13,2.67361e-13,2.89472e-13,2.60661e-13,2.52192e-13,2.56766e-13,2.73687e-13,2.40683e-13,3.61668e-13,3.13289e-13,3.4178e-13,2.80862e-13,3.10835e-13,3.21067e-13,2.53498e-13,7.01409e-13
70.312500,3.64625e-13,3.64071e-13,3.68608e-13,3.77153e-13,3.6424e-13,3.41841e-13,3.62933e-13,3.51615e-13,4.51702e-13,4.48013e-13,4.93159e-13,3.65083e-13,4.07768e-13,4.78663e-13,3.54869e-13,8.13944e-13
72.265625,5.88041e-13,5.7948e-13,6.25809e-13,5.57147e-13,5.43359e-13,5.55844e-13,5.97123e-13,5.20709e-13,8.11974e-13,6.67202e-13,7.76816e-13,6.24068e-13,6.24744e-13,6.73557e-13,5.40926e-13,1.24567e-12
74.218750,8.518e-13,8.3348e-13,8.92438e-13,8.15982e-13,7.90679e-13,8.02262e-13,8.58212e-13,7.65518e-13,1.12924e-12,9.70064e-13,1.03566e-12,8.80071e-13,8.77941e-13,8.89023e-13,7.64382e-13,1.43801e-12
76.171875,1.14989e-12,1.14033e-12,1.15614e-12,1.17445e-12,1.14432e-12,1.07421e-12,1.14594e-12,1.11817e-12,1.39321e-12,1.3875e-12,1.08726e-12,1.04194e-12,1.01318e-12,1.02726e-12,9.74548e-13,2.2211e-12
78.125000,1.84643e-12,1.79834e-12,1.94391e-12,1.74123e-12,1.70362e-12,1.73943e-12,1.87021e-12,1.66003e-12,2.40161e-12,2.07904e-12,2.09467e-12,1.86611e-12,1.87274e-12,1.84716e-12,1.69829e-12,3.03642e-12
80.078125,2.67385e-12,2.62228e-12,2.79637e-12,2.5589e-12,2.51741e-12,2.53317e-12,2.70861e-12,2.45389e-12,3.46351e-12,3.05512e-12,3.09855e-12,2.7492e-12,2.76511e-12,2.67755e-12,2.50306e-12,4.21795e-12
82.031250,3.66387e-12,3.62247e-12,3.68745e-12,3.74748e-12,3.65963e-12,3.42685e-12,3.66913e-12,3.60298e-12,4.41287e-12,4.41342e-12,3.49176e-12,3.44777e-12,3.2653e-12,3.32018e-12,3.16926e-12,6.71124e-12
