Frequency,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15
0.000000,2.74934e-18,2.4276e-18,2.481e-18,3.33725e-19,2.84429e-18,2.49912e-18,2.29683e-18,2.10709e-18,1.24826e-18,9.82193e-19,1.4466e-18,1.0867e-18,1.23877e-18,1.2279e-18,1.15368e-18,1.23402e-18
1.953100,7.45276e-18,8.68964e-18,7.86035e-18,2.59148e-18,8.03245e-18,5.57495e-18,6.32237e-18,3.116e-18,5.46964e-18,4.57725e-18,5.37713e-18,3.21136e-18,6.57786e-18,5.10364e-18,5.13605e-18,3.13094e-18
3.906200,1.38898e-17,2.07587e-17,1.57047e-17,5.31274e-18,1.45742e-17,1.08674e-17,1.27583e-17,5.47266e-18,1.18512e-17,9.66005e-18,1.11722e-17,6.17783e-18,1.38488e-17,1.09155e-17,1.11318e-17,5.77178e-18
5.859400,1.99776e-17,3.00894e-17,2.35121e-17,7.81141e-18,2.23286e-17,1.53049e-17,1.90715e-17,7.69629e-18,1.85398e-17,1.4107e-17,1.78084e-17,8.69701e-18,2.20571e-17,1.73399e-17,1.7301e-17,8.14146e-18
7.812500,2.83248e-17,3.05907e-17,3.04516e-17,9.70864e-18,3.22811e-17,2.14876e-17,2.55019e-17,9.31177e-18,2.67945e-17,1.79709e-17,2.54033e-17,1.06878e-17,3.12443e-17,2.42141e-17,2.38827e-17,1.00473e-17
9.765600,4.2827e-17,6.54314e-17,4.64134e-17,1.4757e-17,5.00478e-17,3.20092e-17,4.27046e-17,1.46954e-17,4.06461e-17,2.78881e-17,3.84364e-17,1.57438e-17,4.66622e-17,3.87712e-17,3.56848e-17,1.50763e-17
11.718800,6.47661e-17,9.47139e-17,6.46388e-17,2.14964e-17,7.04783e-17,4.77297e-17,6.07573e-17,2.04403e-17,5.58298e-17,4.05612e-17,5.48326e-17,2.35678e-17,6.53519e-17,5.44191e-17,5.28196e-17,2.12689e-17
13.671900,9.38991e-17,1.11044e-16,9.28847e-17,2.79546e-17,1.03139e-16,6.30912e-17,8.07833e-17,2.59837e-17,7.55655e-17,5.94724e-17,7.36148e-17,2.97854e-17,9.23829e-17,7.14264e-17,6.99701e-17,2.8587e-17
15.625000,1.60703e-16,2.41854e-16,1.52627e-16,4.51491e-17,1.57082e-16,1.12415e-16,1.39575e-16,4.3838e-17,1.23189e-16,9.13536e-17,1.15855e-16,4.619e-17,1.44934e-16,1.14481e-16,1.13535e-16,4.51826e-17
17.578100,2.44592e-16,4.03894e-16,2.54216e-16,7.17723e-17,2.33861e-16,1.71622e-16,2.14079e-16,6.88862e-17,1.87675e-16,1.40094e-16,1.7123e-16,7.7001e-17,2.19155e-16,1.75663e-16,1.73594e-16,7.00373e-17
