Frequency,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15
0.000000,7.95891e-19,7.64064e-19,5.11641e-19,4.69668e-19,5.4966e-19,4.04046e-19,2.24311e-19,4.86986e-19,4.25595e-19,3.38033e-19,4.36885e-19,1.52955e-19,3.4397e-19,3.83908e-19,3.26135e-19,3.17298e-19
0.859107,9.48024e-19,9.08983e-19,6.0923e-19,5.59154e-19,6.54669e-19,4.8186e-19,2.67485e-19,5.80518e-19,5.06563e-19,4.01506e-19,5.18454e-19,1.83783e-19,4.10232e-19,4.58211e-19,3.88246e-19,3.77965e-19
1.718213,1.12482e-18,1.07872e-18,7.22266e-19,6.63348e-19,7.77088e-19,5.74087e-19,3.17583e-19,6.90369e-19,6.0013e-19,4.74279e-19,6.13749e-19,2.22462e-19,4.88522e-19,5.46838e-19,4.61825e-19,4.49059e-19
2.577320,1.3348e-18,1.27813e-18,8.56005e-19,7.86686e-19,9.21268e-19,6.83081e-19,3.76652e-19,8.1937e-19,7.11018e-19,5.60754e-19,7.25344e-19,2.68279e-19,5.81055e-19,6.52373e-19,5.48591e-19,5.32889e-19
3.436426,1.58408e-18,1.51627e-18,1.01563e-18,9.33513e-19,1.09305e-18,8.10817e-19,4.47018e-19,9.73202e-19,8.44068e-19,6.65153e-19,8.60794e-19,3.19154e-19,6.89944e-19,7.74766e-19,6.51538e-19,6.32324e-19
4.295533,1.88517e-18,1.80571e-18,1.2095e-18,1.11083e-18,1.3008e-18,9.62881e-19,5.31595e-19,1.15682e-18,1.0042e-18,7.93686e-19,1.02721e-18,3.75134e-19,8.19144e-19,9.18042e-19,7.73783e-19,7.52045e-19
5.154639,2.24106e-18,2.14769e-18,1.43879e-18,1.32079e-18,1.54658e-18,1.13951e-18,6.31832e-19,1.37218e-18,1.19541e-18,9.47142e-19,1.22228e-18,4.3691e-19,9.70228e-19,1.08478e-18,9.18025e-19,8.93069e-19
6.013746,2.65656e-18,2.55011e-18,1.70815e-18,1.5681e-18,1.83577e-18,1.34927e-18,7.49415e-19,1.62513e-18,1.42111e-18,1.12845e-18,1.45695e-18,5.11329e-19,1.14908e-18,1.28213e-18,1.08897e-18,1.05926e-18
6.872852,3.16197e-18,3.03043e-18,2.03104e-18,1.86352e-18,2.18192e-18,1.60515e-18,8.90592e-19,1.93396e-18,1.68916e-18,1.34005e-18,1.73083e-18,6.10017e-19,1.36647e-18,1.52587e-18,1.29458e-18,1.25928e-18
7.731959,3.75582e-18,3.59827e-18,2.40943e-18,2.21294e-18,2.59211e-18,1.91412e-18,1.05923e-18,2.30109e-18,2.00182e-18,1.58496e-18,2.04681e-18,7.36982e-19,1.6279e-18,1.82152e-18,1.53999e-18,1.49739e-18
