Frequency,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15
0.000000,3.30539e-18,2.88924e-18,4.57917e-18,1.03716e-18,5.45047e-18,2.05868e-18,3.51093e-18,6.00501e-18,7.3488e-18,1.58159e-18,5.21233e-18,4.14256e-18,2.62499e-18,3.06817e-18,1.66911e-18,1.7667e-18
1.953125,3.72753e-19,3.67662e-19,3.6992e-19,3.78129e-19,3.70737e-19,4.67435e-19,3.75551e-19,3.71826e-19,4.52016e-19,4.44202e-19,5.53946e-19,6.45256e-19,4.96172e-19,5.47239e-19,4.26081e-19,5.04521e-19
3.906250,5.41406e-19,5.37509e-19,5.40918e-19,5.40882e-19,5.38304e-19,7.26234e-19,5.46184e-19,5.39395e-19,6.7122e-19,6.5472e-19,8.57811e-19,9.66615e-19,7.27268e-19,8.02479e-19,6.20843e-19,7.41997e-19
5.859375,8.12772e-19,8.02729e-19,8.30762e-19,8.13926e-19,8.0966e-19,1.22002e-18,8.24349e-19,8.12346e-19,1.08999e-18,1.01291e-18,1.43896e-18,1.45886e-18,1.08732e-18,1.20935e-18,9.17986e-19,1.11389e-18
7.812500,1.22649e-18,1.21391e-18,1.28138e-18,1.23449e-18,1.22858e-18,2.39758e-18,1.25582e-18,1.23567e-18,2.01658e-18,1.56297e-18,2.77504e-18,2.41384e-18,1.79609e-18,1.9865e-18,1.43297e-18,1.75808e-18
9.765625,1.83561e-18,1.80991e-18,1.92887e-18,1.85929e-18,1.85199e-18,6.89015e-17,1.89554e-18,1.82653e-18,2.45332e-18,2.37873e-18,1.05724e-17,4.19465e-18,2.91093e-18,2.97066e-18,2.30054e-18,3.64098e-18
11.718750,2.75469e-18,2.71708e-18,2.87009e-18,2.74835e-18,2.7365e-18,2.20504e-16,2.80487e-18,2.70642e-18,3.74206e-18,3.57465e-18,1.06496e-16,6.65325e-18,7.90855e-18,4.64602e-18,3.80202e-18,1.23761e-17
13.671875,4.03908e-18,4.00733e-18,4.24312e-18,4.08487e-18,4.02596e-18,8.07027e-18,4.09745e-18,4.01158e-18,7.06836e-18,5.26517e-18,1.00381e-17,7.53376e-18,5.84609e-18,6.17687e-18,4.64565e-18,6.35109e-18
15.625000,5.98885e-18,5.9215e-18,6.24983e-18,6.07907e-18,5.98316e-18,8.77341e-18,6.05492e-18,5.96305e-18,1.00502e-17,7.85346e-18,1.09036e-17,1.09959e-17,8.73248e-18,9.22423e-18,7.03499e-18,8.54808e-18
17.578125,8.89409e-18,8.83028e-18,9.1872e-18,9.01947e-18,8.87652e-18,1.12725e-17,8.97161e-18,8.79536e-18,1.24194e-17,1.17782e-17,1.38994e-17,1.63396e-17,1.32981e-17,1.40188e-17,1.04996e-17,1.24628e-17
19.531250,1.32121e-17,1.30667e-17,1.35867e-17,1.34345e-17,1.31666e-17,1.5573e-17,1.33167e-17,1.30018e-17,1.83229e-17,1.76734e-17,1.92845e-17,2.47647e-17,1.95245e-17,2.15124e-17,1.60721e-17,1.86342e-17
21.484375,1.96343e-17,1.94939e-17,2.01309e-17,2.0001e-17,1.95944e-17,2.24884e-17,1.9735e-17,1.93232e-17,3.56123e-17,2.65631e-17,2.78034e-17,3.86674e-17,3.08737e-17,3.35206e-17,2.45719e-17,2.83879e-17
23.437500,2.92213e-17,2.89037e-17,2.99214e-17,2.98326e-17,2.91046e-17,3.29152e-17,2.93302e-17,2.87652e-17,4.18612e-17,4.00109e-17,4.09286e-17,6.06128e-17,4.64304e-17,5.25012e-17,3.80746e-17,4.38063e-17
25.390625,4.34648e-17,4.31406e-17,4.44993e-17,4.44756e-17,4.33329e-17,4.93629e-17,4.35709e-17,4.26783e-17,6.12251e-17,6.02721e-17,6.18729e-17,9.46229e-17,7.35911e-17,8.17516e-17,5.89976e-17,6.81174e-17
27.343750,6.4708e-17,6.40634e-17,6.62191e-17,6.62871e-17,6.44527e-17,7.28307e-17,6.48232e-17,6.33135e-17,9.33929e-17,9.06924e-17,9.31627e-17,1.46033e-16,1.07576e-16,1.25309e-16,8.98186e-17,1.05862e-16
29.296875,9.6331e-17,9.56068e-17,9.8638e-17,9.89233e-17,9.59248e-17,1.09647e-16,9.64135e-17,9.41615e-17,1.9987e-16,1.36614e-16,1.45297e-16,2.23161e-16,1.7381e-16,1.89934e-16,1.39442e-16,1.64043e-16
31.250000,1.43472e-16,1.42252e-16,1.46848e-16,1.47416e-16,1.42838e-16,1.61202e-16,1.43331e-16,1.40199e-16,2.112e-16,2.05796e-16,2.22611e-16,3.38261e-16,2.62461e-16,2.85753e-16,2.10015e-16,2.52794e-16
33.203125,2.13694e-16,2.12067e-16,2.18707e-16,2.20103e-16,2.12662e-16,2.41932e-16,2.13262e-16,2.08524e-16,3.19806e-16,3.09533e-16,3.48546e-16,5.09039e-16,3.98934e-16,4.29356e-16,3.22477e-16,3.88844e-16
35.156250,3.18232e-16,3.15937e-16,3.25445e-16,3.27938e-16,3.16695e-16,3.55406e-16,3.17083e-16,3.09671e-16,5.30343e-16,4.65319e-16,5.27848e-16,7.6145e-16,5.96962e-16,6.44941e-16,4.73967e-16,5.96921e-16
