Frequency,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15
0.000000,7.14495e-19,7.42953e-19,5.0018e-19,4.56661e-19,5.34723e-19,3.98448e-19,1.69082e-19,4.99849e-19,4.17181e-19,3.01343e-19,3.82171e-19,1.57497e-19,3.35892e-19,3.58031e-19,3.44991e-19,3.12177e-19
0.859107,8.50097e-19,8.83619e-19,5.95541e-19,5.43187e-19,6.36511e-19,4.75167e-19,2.01317e-19,5.96013e-19,4.96209e-19,3.57969e-19,4.54011e-19,1.892e-19,4.00938e-19,4.2744e-19,4.1086e-19,3.72127e-19
1.718213,1.00946e-18,1.04807e-18,7.04089e-19,6.45214e-19,7.55659e-19,5.66555e-19,2.39168e-19,7.09636e-19,5.87021e-19,4.23886e-19,5.37112e-19,2.2912e-19,4.77377e-19,5.10854e-19,4.88493e-19,4.41868e-19
2.577320,1.19534e-18,1.24298e-18,8.33155e-19,7.64864e-19,8.95676e-19,6.75523e-19,2.84367e-19,8.44047e-19,6.9573e-19,5.00784e-19,6.36379e-19,2.76242e-19,5.67877e-19,6.09436e-19,5.80522e-19,5.23864e-19
3.436426,1.41817e-18,1.47434e-18,9.88412e-19,9.07334e-19,1.06268e-18,8.02047e-19,3.37626e-19,1.0022e-18,8.25488e-19,5.93554e-19,7.5513e-19,3.28778e-19,6.74079e-19,7.24369e-19,6.89325e-19,6.2163e-19
4.295533,1.68921e-18,1.75497e-18,1.17796e-18,1.0803e-18,1.26558e-18,9.5097e-19,4.00827e-19,1.18986e-18,9.82618e-19,7.08976e-19,8.98554e-19,3.86002e-19,8.00669e-19,8.57692e-19,8.18674e-19,7.39465e-19
5.154639,2.00872e-18,2.08729e-18,1.405e-18,1.2834e-18,1.50411e-18,1.12518e-18,4.76189e-19,1.40953e-18,1.17102e-18,8.4552e-19,1.07154e-18,4.49723e-19,9.48428e-19,1.01191e-18,9.70974e-19,8.78918e-19
6.013746,2.38499e-18,2.48119e-18,1.6702e-18,1.52455e-18,1.78513e-18,1.3308e-18,5.64485e-19,1.66927e-18,1.39282e-18,1.00553e-18,1.27556e-18,5.26235e-19,1.12144e-18,1.19543e-18,1.15191e-18,1.04318e-18
6.872852,2.8343e-18,2.94692e-18,1.98484e-18,1.81174e-18,2.12132e-18,1.58236e-18,6.70748e-19,1.98435e-18,1.65471e-18,1.19409e-18,1.5147e-18,6.27685e-19,1.33459e-18,1.42356e-18,1.36942e-18,1.24102e-18
7.731959,3.36815e-18,3.49389e-18,2.35139e-18,2.15331e-18,2.52047e-18,1.88778e-18,7.97884e-19,2.36486e-18,1.96018e-18,1.41415e-18,1.79388e-18,7.58933e-19,1.59156e-18,1.70064e-18,1.62881e-18,1.47393e-18
8.591065,3.98989e-18,4.14758e-18,2.78298e-18,2.55312e-18,2.98921e-18,2.25335e-18,9.48947e-19,2.81543e-18,2.32171e-18,1.67248e-18,2.12392e-18,9.18062e-19,1.8952e-18,2.0316e-18,1.93749e-18,1.74804e-18
9.450172,4.72794e-18,4.91272e-18,3.29565e-18,3.02226e-18,3.54006e-18,2.67331e-18,1.12531e-18,3.34225e-18,2.74862e-18,1.97911e-18,2.51658e-18,1.09643e-18,2.24703e-18,2.41461e-18,2.29889e-18,2.0704e-18
10.309278,5.63607e-18,5.85909e-18,3.92858e-18,3.60239e-18,4.2201e-18,3.17889e-18,1.33889e-18,3.97393e-18,3.27776e-18,2.36167e-18,2.99763e-18,1.29556e-18,2.67489e-18,2.8673e-18,2.7335e-18,2.46748e-18
11.168385,6.71077e-18,6.9677e-18,4.68323e-18,4.28877e-18,5.02219e-18,3.76328e-18,1.58988e-18,4.71165e-18,3.90739e-18,2.8195e-18,3.5758e-18,1.51176e-18,3.17047e-18,3.38843e-18,3.246e-18,2.9357e-18
12.027491,7.96853e-18,8.28964e-18,5.57933e-18,5.08936e-18,5.96864e-18,4.44844e-18,1.88692e-18,5.58009e-18,4.65401e-18,3.35849e-18,4.26026e-18,1.76432e-18,3.75078e-18,4.0025e-18,3.85045e-18,3.48995e-18
12.886598,9.46923e-18,9.8383e-18,6.62569e-18,6.05211e-18,7.08363e-18,5.28268e-18,2.23959e-18,6.62408e-18,5.53218e-18,3.99105e-18,5.06095e-18,2.0891e-18,4.45172e-18,4.74684e-18,4.57525e-18,4.1426e-18
13.745704,1.12482e-17,1.16867e-17,7.86315e-18,7.19295e-18,8.42677e-18,6.30498e-18,2.66713e-18,7.89942e-18,6.56154e-18,4.73493e-18,6.00261e-18,2.52054e-18,5.3151e-18,5.67587e-18,5.44407e-18,4.92838e-18
14.604811,1.33536e-17,1.3859e-17,9.31211e-18,8.53867e-18,1.00046e-17,7.52088e-18,3.17082e-18,9.41413e-18,7.76939e-18,5.60215e-18,7.10756e-18,3.05295e-18,6.32886e-18,6.78613e-18,6.47899e-18,5.8484e-18
15.463918,1.58223e-17,1.64465e-17,1.10355e-17,1.01188e-17,1.18535e-17,8.94673e-18,3.76491e-18,1.11913e-17,9.20976e-18,6.63376e-18,8.42591e-18,3.67085e-18,7.52102e-18,8.08186e-18,7.70074e-18,6.93511e-18
16.323024,1.88322e-17,1.95845e-17,1.31242e-17,1.20413e-17,1.41026e-17,1.06414e-17,4.48146e-18,1.33079e-17,1.09592e-17,7.89429e-18,1.00232e-17,4.35348e-18,8.94658e-18,9.60792e-18,9.14843e-18,8.25443e-18
17.182131,2.24594e-17,2.33077e-17,1.56459e-17,1.43389e-17,1.6803e-17,1.26128e-17,5.31748e-18,1.57971e-17,1.30588e-17,9.42388e-18,1.1963e-17,5.09513e-18,1.06134e-17,1.13709e-17,1.08682e-17,9.83124e-18
18.041237,2.66739e-17,2.77307e-17,1.8665e-17,1.70434e-17,1.99713e-17,1.49278e-17,6.3197e-18,1.87116e-17,1.55762e-17,1.12412e-17,1.42516e-17,5.93939e-18,1.25741e-17,1.34283e-17,1.2897e-17,1.16875e-17
18.900344,3.166e-17,3.29042e-17,2.21731e-17,2.02252e-17,2.36855e-17,1.76525e-17,7.49461e-18,2.21814e-17,1.85e-17,1.33579e-17,1.69375e-17,6.98346e-18,1.48918e-17,1.58805e-17,1.52962e-17,1.38431e-17
19.759450,3.7687e-17,3.91452e-17,2.63587e-17,2.40897e-17,2.82177e-17,2.10774e-17,8.93137e-18,2.64618e-17,2.20027e-17,1.58735e-17,2.01386e-17,8.3911e-18,1.77788e-17,1.89841e-17,1.82318e-17,1.65115e-17
20.618557,4.47973e-17,4.64673e-17,3.12052e-17,2.86305e-17,3.35267e-17,2.51565e-17,1.0627e-17,3.15527e-17,2.60594e-17,1.87971e-17,2.38507e-17,1.01721e-17,2.11894e-17,2.2706e-17,2.16894e-17,1.9623e-17
21.477663,5.30887e-17,5.51036e-17,3.70096e-17,3.3939e-17,3.97739e-17,2.99981e-17,1.26234e-17,3.75501e-17,3.08998e-17,2.22778e-17,2.82677e-17,1.22767e-17,2.52266e-17,2.71247e-17,2.58191e-17,2.32837e-17
22.336770,6.30625e-17,6.55471e-17,4.39364e-17,4.033e-17,4.72257e-17,3.56579e-17,1.50064e-17,4.46325e-17,3.67017e-17,2.64329e-17,3.35815e-17,1.46274e-17,2.9994e-17,3.2237e-17,3.06592e-17,2.76489e-17
23.195876,7.51831e-17,7.81038e-17,5.23922e-17,4.80909e-17,5.62954e-17,4.23211e-17,1.78379e-17,5.30338e-17,4.37731e-17,3.15591e-17,4.00846e-17,1.71948e-17,3.56347e-17,3.81698e-17,3.64974e-17,3.29636e-17
24.054983,8.95213e-17,9.30067e-17,6.25674e-17,5.72209e-17,6.70054e-17,5.01686e-17,2.12045e-17,6.28896e-17,5.22362e-17,3.77081e-17,4.78017e-17,2.00523e-17,4.2246e-17,4.51361e-17,4.3311e-17,3.92202e-17
24.914089,1.06316e-16,1.10467e-16,7.43652e-17,6.79715e-17,7.95633e-17,5.93496e-17,2.51717e-17,7.45101e-17,6.21616e-17,4.48897e-17,5.69124e-17,2.34947e-17,5.00765e-17,5.33885e-17,5.14143e-17,4.6534e-17
25.773196,1.26431e-16,1.31347e-16,8.85466e-17,8.0834e-17,9.4696e-17,7.0706e-17,2.99815e-17,8.86761e-17,7.39055e-17,5.33643e-17,6.76504e-17,2.80581e-17,5.9591e-17,6.35998e-17,6.11846e-17,5.5415e-17
26.632302,1.50481e-16,1.5602e-16,1.04909e-16,9.61333e-17,1.12607e-16,8.43858e-17,3.56967e-17,1.059e-16,8.76433e-17,6.32155e-17,8.0183e-17,3.3937e-17,7.11548e-17,7.60979e-17,7.28631e-17,6.59631e-17
27.491409,1.78703e-16,1.85051e-16,1.24391e-16,1.14039e-16,1.33677e-16,1.00753e-16,4.24162e-17,1.26205e-16,1.03911e-16,7.49387e-17,9.51516e-17,4.11075e-17,8.47235e-17,9.09976e-17,8.67942e-17,7.8304e-17
28.350515,2.11661e-16,2.19846e-16,1.47483e-16,1.35296e-16,1.58531e-16,1.19718e-16,5.04016e-17,1.49915e-16,1.23192e-16,8.87743e-17,1.1275e-16,4.91608e-17,1.0073e-16,1.08309e-16,1.03094e-16,9.28011e-17
29.209622,2.52429e-16,2.62219e-16,1.75996e-16,1.61382e-16,1.89071e-16,1.42517e-16,6.00358e-17,1.78588e-16,1.46999e-16,1.06056e-16,1.3468e-16,5.81242e-17,1.19836e-16,1.2862e-16,1.22745e-16,1.10811e-16
30.068729,3.01342e-16,3.12218e-16,2.10058e-16,1.92111e-16,2.25228e-16,1.68813e-16,7.1419e-17,2.11893e-16,1.75448e-16,1.26622e-16,1.60546e-16,6.79068e-17,1.42223e-16,1.52229e-16,1.4593e-16,1.31946e-16
