Frequency,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15
0.000000,1.20884e-15,2.473e-15,1.47629e-15,1.43363e-15,2.14612e-15,2.44098e-15,1.81758e-15,2.51158e-15,1.11952e-15,1.30527e-15,9.33094e-16,7.808e-16,1.14506e-15,1.75661e-15,9.06548e-16,8.42462e-16
1.953125,1.52646e-22,1.92248e-22,2.056e-22,1.37138e-22,1.60337e-22,2.43419e-22,2.03397e-22,1.43595e-22,1.43731e-22,1.4587e-22,1.60708e-22,8.63997e-23,1.35388e-22,1.44464e-22,1.52468e-22,8.2329e-23
3.906250,2.39655e-29,2.69625e-29,3.11092e-29,1.85156e-29,2.18737e-29,3.46324e-29,3.02194e-29,1.71333e-29,2.15106e-29,2.16345e-29,2.40204e-29,1.25519e-29,2.03193e-29,2.05714e-29,2.27868e-29,1.18879e-29
5.859375,4.61649e-36,5.20037e-36,5.99675e-36,3.55575e-36,4.20834e-36,6.71787e-36,5.831e-36,3.21542e-36,4.11225e-36,4.11928e-36,4.56207e-36,2.41155e-36,3.88029e-36,3.91274e-36,4.36007e-36,2.26518e-36
7.812500,1.12139e-42,1.33561e-42,1.50272e-42,1.01342e-42,1.13127e-42,1.83315e-42,1.45126e-42,9.21729e-43,1.0026e-42,9.94319e-43,1.10099e-42,6.43468e-43,9.56462e-43,9.86112e-43,1.0521e-42,6.04509e-43
9.765625,6.0594e-49,7.8096e-49,8.67866e-49,6.7686e-49,6.88988e-49,1.1471e-48,8.3443e-49,6.15404e-49,5.27503e-49,5.38437e-49,6.15387e-49,3.9923e-49,5.01576e-49,5.4977e-49,5.83472e-49,3.74258e-49
11.718750,2.90283e-54,3.2915e-54,3.73128e-54,2.17304e-54,2.64455e-54,4.06932e-54,3.6486e-54,1.94825e-54,2.60477e-54,2.59909e-54,2.87573e-54,1.55382e-54,2.45311e-54,2.48903e-54,2.72611e-54,1.45931e-54
13.671875,1.99317e-59,2.19329e-59,2.43445e-59,1.2768e-59,1.75887e-59,2.56744e-59,2.38369e-59,1.13761e-59,1.70834e-59,1.7091e-59,1.87874e-59,9.41245e-60,1.60315e-59,1.61824e-59,1.77384e-59,8.85145e-60
15.625000,1.89594e-64,2.08931e-64,2.28838e-64,1.21201e-64,1.71662e-64,2.42249e-64,2.25363e-64,1.07686e-64,1.6343e-64,1.63719e-64,1.78402e-64,8.9713e-65,1.53355e-64,1.55957e-64,1.68046e-64,8.38393e-65
17.578125,3.11718e-69,3.43297e-69,3.71018e-69,2.01274e-69,2.91873e-69,3.93148e-69,3.66822e-69,1.79115e-69,2.88875e-69,2.89346e-69,3.04894e-69,1.50115e-69,2.77521e-69,2.89784e-69,2.8757e-69,1.39882e-69
