Frequency,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15
0.000000,3.49497e-19,5.58741e-19,6.56005e-19,4.72561e-19,6.28899e-19,3.37792e-19,5.90839e-19,5.08706e-19,5.91292e-19,3.32215e-19,3.90755e-19,3.73863e-19,4.25292e-19,2.97192e-19,4.1852e-19,5.34505e-19
0.859107,4.16575e-19,6.59306e-19,7.77288e-19,5.633e-19,7.53581e-19,3.95073e-19,6.98969e-19,6.02266e-19,7.08069e-19,3.91495e-19,4.60111e-19,4.41631e-19,5.06911e-19,3.52308e-19,4.93105e-19,6.35526e-19
1.718213,4.93207e-19,7.69118e-19,9.12041e-19,6.66078e-19,9.00471e-19,4.55291e-19,8.21894e-19,7.05987e-19,8.46423e-19,4.56385e-19,5.35592e-19,5.16513e-19,6.00557e-19,4.13711e-19,5.72879e-19,7.54789e-19
2.577320,5.86055e-19,9.15035e-19,1.08458e-18,7.91574e-19,1.06919e-18,5.42293e-19,9.77085e-19,8.39756e-19,1.00485e-18,5.42987e-19,6.37519e-19,6.14269e-19,7.13549e-19,4.91989e-19,6.81813e-19,8.96682e-19
3.436426,6.98054e-19,1.10699e-18,1.30413e-18,9.43574e-19,1.26109e-18,6.64613e-19,1.17249e-18,1.01041e-18,1.18567e-18,6.57316e-19,7.72724e-19,7.41086e-19,8.49238e-19,5.90822e-19,8.28318e-19,1.06479e-18
4.295533,8.2722e-19,1.32258e-18,1.55376e-18,1.11868e-18,1.48873e-18,7.99177e-19,1.39937e-18,1.20408e-18,1.39975e-18,7.86097e-19,9.24643e-19,8.84869e-19,1.0069e-18,7.03587e-19,9.90617e-19,1.26516e-18
5.154639,9.84097e-19,1.55358e-18,1.83358e-18,1.3307e-18,1.78293e-18,9.29573e-19,1.64931e-18,1.42119e-18,1.6747e-18,9.22736e-19,1.08434e-18,1.04126e-18,1.19755e-18,8.31392e-19,1.16146e-18,1.50072e-18
6.013746,1.16493e-18,1.81497e-18,2.15347e-18,1.57282e-18,2.12874e-18,1.07331e-18,1.9391e-18,1.66634e-18,2.00058e-18,1.07691e-18,1.26396e-18,1.21944e-18,1.41866e-18,9.7666e-19,1.35123e-18,1.78214e-18
6.872852,1.3862e-18,2.16696e-18,2.56727e-18,1.87265e-18,2.52597e-18,1.28629e-18,2.31256e-18,1.98833e-18,2.37351e-18,1.28638e-18,1.51017e-18,1.45416e-18,1.68751e-18,1.16434e-18,1.61579e-18,2.12063e-18
7.731959,1.65043e-18,2.6225e-18,3.08718e-18,2.23137e-18,2.97772e-18,1.57749e-18,2.77775e-18,2.39241e-18,2.8015e-18,1.55775e-18,1.8317e-18,1.75502e-18,2.00829e-18,1.39842e-18,1.96309e-18,2.51871e-18
