Frequency,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15
0.000000,3.49497e-19,5.9736e-19,6.47546e-19,4.15867e-19,6.28899e-19,3.31128e-19,6.03716e-19,4.95162e-19,5.91292e-19,3.11733e-19,3.76267e-19,3.53958e-19,4.25292e-19,2.50102e-19,4.04481e-19,1.05843e-18
0.859107,4.16575e-19,7.1266e-19,7.74006e-19,4.97868e-19,7.53581e-19,3.93828e-19,7.22172e-19,5.91742e-19,7.08069e-19,3.71832e-19,4.47949e-19,4.23097e-19,5.06911e-19,2.9889e-19,4.81582e-19,1.26972e-18
1.718213,4.93207e-19,8.45659e-19,9.20431e-19,5.9322e-19,9.00471e-19,4.64478e-19,8.59716e-19,7.03123e-19,8.46423e-19,4.41508e-19,5.30091e-19,5.03261e-19,6.00557e-19,3.55677e-19,5.69148e-19,1.52165e-18
2.577320,5.86055e-19,1.00472e-18,1.0935e-18,7.04511e-19,1.06919e-18,5.52119e-19,1.02114e-18,8.35286e-19,1.00485e-18,5.24732e-19,6.29877e-19,5.97728e-19,7.13549e-19,4.22538e-19,6.76445e-19,1.80662e-18
3.436426,6.98054e-19,1.19249e-18,1.2958e-18,8.33367e-19,1.26109e-18,6.60179e-19,1.20851e-18,9.91056e-19,1.18567e-18,6.22949e-19,7.5065e-19,7.08361e-19,8.49238e-19,5.00293e-19,8.07162e-19,2.12391e-18
4.295533,8.2722e-19,1.414e-18,1.53322e-18,9.85e-19,1.48873e-18,7.83916e-19,1.4294e-18,1.17256e-18,1.39975e-18,7.38029e-19,8.90578e-19,8.3801e-19,1.0069e-18,5.92315e-19,9.5762e-19,2.5042e-18
5.154639,9.84097e-19,1.68378e-18,1.82996e-18,1.17682e-18,1.78293e-18,9.30147e-19,1.70748e-18,1.39863e-18,1.6747e-18,8.78746e-19,1.05835e-18,9.99952e-19,1.19755e-18,7.06648e-19,1.13749e-18,3.00577e-18
6.013746,1.16493e-18,1.99692e-18,2.17387e-18,1.40188e-18,2.12874e-18,1.09682e-18,2.03109e-18,1.66097e-18,2.00058e-18,1.04304e-18,1.25211e-18,1.18907e-18,1.41866e-18,8.40359e-19,1.34435e-18,3.59716e-18
6.872852,1.3862e-18,2.37567e-18,2.58416e-18,1.66445e-18,2.52597e-18,1.30663e-18,2.41346e-18,1.97436e-18,2.37351e-18,1.24058e-18,1.48998e-18,1.41334e-18,1.68751e-18,9.98882e-19,1.60017e-18,4.2678e-18
7.731959,1.65043e-18,2.81949e-18,3.06244e-18,1.96914e-18,2.97772e-18,1.56189e-18,2.8555e-18,2.34188e-18,2.8015e-18,1.47286e-18,1.77533e-18,1.67427e-18,2.00829e-18,1.18235e-18,1.90905e-18,5.01623e-18
