Frequency,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15
0.000000,6.03462e-19,1.00182e-19,4.08104e-19,6.82614e-20,4.58234e-19,3.37513e-19,8.70464e-20,3.24342e-19,3.55324e-19,2.29993e-19,3.02796e-19,1.91028e-19,2.96359e-19,2.94114e-19,2.9217e-19,2.44907e-19
0.859107,7.19023e-19,1.19351e-19,4.8774e-19,8.00533e-20,5.48256e-19,4.04639e-19,1.03811e-19,3.88061e-19,4.25404e-19,2.71032e-19,3.59365e-19,2.30836e-19,3.55156e-19,3.52928e-19,3.4909e-19,2.93516e-19
1.718213,8.51598e-19,1.4112e-19,5.79138e-19,9.2155e-20,6.53155e-19,4.82538e-19,1.22708e-19,4.62573e-19,5.07587e-19,3.14559e-19,4.22517e-19,2.78118e-19,4.23067e-19,4.2166e-19,4.14125e-19,3.49502e-19
2.577320,1.01212e-18,1.67719e-19,6.87855e-19,1.09796e-19,7.75649e-19,5.7311e-19,1.45852e-19,5.49221e-19,6.02841e-19,3.7446e-19,5.02306e-19,3.30016e-19,5.02318e-19,5.00604e-19,4.91996e-19,4.15203e-19
3.436426,1.20468e-18,1.99998e-19,8.16606e-19,1.34584e-19,9.17936e-19,6.77064e-19,1.7385e-19,6.49685e-19,7.1182e-19,4.55208e-19,6.02628e-19,3.85666e-19,5.94376e-19,5.90494e-19,5.84688e-19,4.91314e-19
4.295533,1.42964e-18,2.37284e-19,9.6638e-19,1.6159e-19,1.08521e-18,7.99199e-19,2.06193e-19,7.68171e-19,8.41144e-19,5.44517e-19,7.16909e-19,4.52565e-19,7.01768e-19,6.96768e-19,6.91836e-19,5.80096e-19
5.154639,1.69838e-18,2.81839e-19,1.15282e-18,1.88356e-19,1.29629e-18,9.5705e-19,2.45261e-19,9.17249e-19,1.00641e-18,6.38591e-19,8.48035e-19,5.46702e-19,8.39864e-19,8.3482e-19,8.25022e-19,6.94109e-19
6.013746,2.01071e-18,3.33155e-19,1.3682e-18,2.17155e-19,1.54283e-18,1.14001e-18,2.89693e-19,1.09276e-18,1.19978e-18,7.41926e-19,9.97232e-19,6.57604e-19,9.99777e-19,9.96407e-19,9.78464e-19,8.25744e-19
6.872852,2.39523e-18,3.96707e-19,1.62638e-18,2.60493e-19,1.83345e-18,1.35465e-18,3.45072e-19,1.29796e-18,1.42416e-18,8.87498e-19,1.18878e-18,7.79194e-19,1.18738e-18,1.18258e-18,1.1635e-18,9.81266e-19
7.731959,2.84932e-18,4.7288e-19,1.92986e-18,3.1924e-19,2.16847e-18,1.59869e-18,4.10995e-19,1.53535e-18,1.68218e-18,1.07919e-18,1.4261e-18,9.10021e-19,1.40398e-18,1.39468e-18,1.38207e-18,1.16056e-18
8.591065,3.38404e-18,5.6145e-19,2.28753e-18,3.81961e-19,2.56957e-18,1.89204e-18,4.87941e-19,1.81855e-18,1.99218e-18,1.28829e-18,1.69653e-18,1.07193e-18,1.662e-18,1.65056e-18,1.63814e-18,1.37378e-18
9.450172,4.01835e-18,6.66347e-19,2.72844e-18,4.43495e-19,3.06783e-18,2.26569e-18,5.79936e-19,2.17098e-18,2.38371e-18,1.50611e-18,2.00359e-18,1.29592e-18,1.98837e-18,1.97755e-18,1.95148e-18,1.6431e-18
10.309278,4.75212e-18,7.87096e-19,3.23383e-18,5.12583e-19,3.64861e-18,2.69548e-18,6.8466e-19,2.58406e-18,2.83757e-18,1.75253e-18,2.35689e-18,1.556e-18,2.36391e-18,2.35675e-18,2.31297e-18,1.95223e-18
11.168385,5.66896e-18,9.39488e-19,3.84933e-18,6.18844e-19,4.33756e-18,3.20452e-18,8.16702e-19,3.07111e-18,3.37068e-18,2.1072e-18,2.81735e-18,1.84101e-18,2.80933e-18,2.79776e-18,2.75439e-18,2.32212e-18
12.027491,6.74413e-18,1.11922e-18,4.56575e-18,7.57598e-19,5.12901e-18,3.78e-18,9.72641e-19,3.6332e-18,3.9789e-18,2.55983e-18,3.37809e-18,2.14914e-18,3.32048e-18,3.29833e-18,3.26909e-18,2.74477e-18
12.886598,8.01452e-18,1.32965e-18,5.41738e-18,9.03091e-19,6.08854e-18,4.48503e-18,1.15602e-18,4.30868e-18,4.7228e-18,3.04928e-18,4.01712e-18,2.54264e-18,3.93848e-18,3.91262e-18,3.88151e-18,3.25576e-18
13.745704,9.51445e-18,1.57689e-18,6.4611e-18,1.04519e-18,7.26941e-18,5.37008e-18,1.37264e-18,5.14249e-18,5.64949e-18,3.55515e-18,4.73844e-18,3.07568e-18,4.71152e-18,4.69066e-18,4.62369e-18,3.89195e-18
14.604811,1.12303e-17,1.86011e-18,7.64983e-18,1.21038e-18,8.62903e-18,6.37658e-18,1.61839e-18,6.11177e-18,6.7137e-18,4.14355e-18,5.57175e-18,3.68089e-18,5.59149e-18,5.57191e-18,5.4696e-18,4.61509e-18
15.463918,1.34353e-17,2.22673e-18,9.12074e-18,1.47213e-18,1.02703e-17,7.58822e-18,1.93546e-18,7.27449e-18,7.98053e-18,5.00722e-18,6.6825e-18,4.35493e-18,6.65566e-18,6.62645e-18,6.52768e-18,5.49984e-18
16.323024,1.59844e-17,2.65151e-18,1.08116e-17,1.7987e-18,1.21459e-17,8.94874e-18,2.30418e-18,8.6052e-18,9.42417e-18,6.07689e-18,8.00984e-18,5.08287e-18,7.86035e-18,7.81111e-18,7.74418e-18,6.49983e-18
17.182131,1.89933e-17,3.15099e-18,1.28507e-17,2.13565e-18,1.44436e-17,1.06381e-17,2.74116e-18,1.022e-17,1.12067e-17,7.21885e-18,9.51964e-18,6.03949e-18,9.34574e-18,9.28423e-18,9.20865e-18,7.72472e-18
18.041237,2.25357e-17,3.73451e-18,1.5313e-17,2.46631e-18,1.72437e-17,1.27392e-17,3.25145e-18,1.22028e-17,1.34089e-17,8.40113e-18,1.12182e-17,7.30746e-18,1.11741e-17,1.11252e-17,1.09634e-17,9.22904e-18
