Frequency,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15
0.000000,2.55394e-18,3.11968e-18,2.74055e-18,2.59141e-19,2.85249e-18,2.22277e-18,2.33066e-18,7.56568e-19,1.1942e-18,1.70988e-18,1.6214e-18,9.7942e-19,1.60145e-18,1.24139e-18,1.24359e-18,4.52671e-19
1.953100,7.5882e-18,9.73189e-18,9.13813e-18,2.16288e-18,9.183e-18,5.46531e-18,7.4066e-18,2.42659e-18,5.45012e-18,5.21008e-18,5.67029e-18,2.5194e-18,7.30283e-18,4.91093e-18,5.37007e-18,2.3632e-18
3.906200,1.619e-17,2.27616e-17,2.01751e-17,5.03901e-18,2.00509e-17,1.13928e-17,1.66851e-17,5.07593e-18,1.28222e-17,1.13633e-17,1.29891e-17,5.46805e-18,1.71086e-17,1.15695e-17,1.25635e-17,5.23536e-18
5.859400,2.44762e-17,3.46374e-17,3.08456e-17,7.42179e-18,3.05639e-17,1.77234e-17,2.57905e-17,7.28402e-18,2.05193e-17,1.75793e-17,2.07212e-17,8.10685e-18,2.72728e-17,1.86434e-17,1.96894e-17,7.60586e-18
7.812500,3.48026e-17,4.48501e-17,4.28242e-17,9.56977e-18,4.34034e-17,2.56527e-17,3.62568e-17,9.31641e-18,2.98121e-17,2.4887e-17,2.99533e-17,1.03048e-17,3.99879e-17,2.74671e-17,2.82353e-17,9.79597e-18
9.765600,5.35863e-17,7.36343e-17,6.41064e-17,1.4259e-17,6.60711e-17,3.89408e-17,5.69396e-17,1.40321e-17,4.42304e-17,3.79376e-17,4.48844e-17,1.53847e-17,5.95313e-17,4.19359e-17,4.27953e-17,1.46468e-17
11.718800,7.90653e-17,1.12448e-16,9.41679e-17,2.06151e-17,9.77828e-17,5.60803e-17,8.39679e-17,2.01087e-17,6.19557e-17,5.65977e-17,6.48751e-17,2.26352e-17,8.52582e-17,6.0113e-17,6.26252e-17,2.10792e-17
13.671900,1.16888e-16,1.48144e-16,1.36398e-16,2.75861e-17,1.41813e-16,8.13096e-17,1.15258e-16,2.6648e-17,8.5436e-17,8.17087e-17,9.09104e-17,2.96004e-17,1.20949e-16,8.2792e-17,8.63982e-17,2.83464e-17
15.625000,1.87073e-16,2.60998e-16,2.09507e-16,4.16813e-17,2.13429e-16,1.30756e-16,1.78964e-16,4.07169e-17,1.31501e-16,1.21295e-16,1.34856e-16,4.47236e-17,1.79111e-16,1.25479e-16,1.27799e-16,4.28891e-17
17.578100,2.80459e-16,4.0637e-16,3.18727e-16,6.27475e-17,3.13883e-16,1.98348e-16,2.66329e-16,6.1602e-17,2.00085e-16,1.77523e-16,1.98362e-16,6.93188e-17,2.66328e-16,1.89584e-16,1.92791e-16,6.41839e-17
19.531200,3.7994e-16,5.19211e-16,4.65951e-16,8.40181e-17,4.52526e-16,2.74247e-16,3.61193e-16,8.2143e-17,3.01223e-16,2.48343e-16,2.96943e-16,9.067e-17,3.98188e-16,2.84933e-16,2.97597e-16,8.67838e-17
21.484400,5.74503e-16,1.40488e-15,7.16581e-16,1.23957e-16,6.83818e-16,4.6608e-16,6.9998e-16,1.25453e-16,5.71482e-16,3.76369e-16,5.63349e-16,1.38433e-16,6.64746e-16,5.54548e-16,5.55809e-16,1.26557e-16
23.437500,9.88593e-16,3.51374e-15,1.17237e-15,2.20515e-16,1.09789e-15,8.81126e-16,1.46277e-15,2.36474e-16,1.07026e-15,6.17041e-16,1.03878e-15,2.56583e-16,1.13434e-15,1.06031e-15,1.0186e-15,2.12632e-16
25.390600,1.53507e-15,5.63056e-15,1.76495e-15,3.50189e-16,1.64036e-15,1.39217e-15,2.28864e-15,3.83825e-16,1.62299e-15,9.33686e-16,1.56266e-15,4.14199e-16,1.70626e-15,1.63081e-15,1.51383e-15,3.28829e-16
27.343800,2.10705e-15,5.99805e-15,2.34691e-15,4.47179e-16,2.18016e-15,1.81122e-15,2.40788e-15,4.684e-16,2.05474e-15,1.26799e-15,2.06025e-15,4.85531e-16,2.27735e-15,2.0402e-15,1.97674e-15,4.34505e-16
29.296900,2.78066e-15,4.26074e-15,3.02262e-15,4.89362e-16,3.01257e-15,2.14902e-15,2.43589e-15,4.88885e-16,2.25331e-15,1.70418e-15,2.4345e-15,5.4597e-16,2.77676e-15,2.26208e-15,2.31526e-15,4.91693e-16
31.250000,3.86527e-15,5.35677e-15,4.36996e-15,5.93404e-16,4.52406e-15,2.84547e-15,3.43505e-15,5.86491e-16,2.89423e-15,2.50308e-15,3.22781e-15,6.55281e-16,3.80132e-15,2.86867e-15,3.04625e-15,6.00408e-16
33.203100,5.36827e-15,8.18453e-15,6.49362e-15,8.35105e-16,6.50304e-15,4.06327e-15,5.27015e-15,8.27664e-16,4.18521e-15,3.8266e-15,4.53905e-15,8.8247e-16,5.54347e-15,4.07339e-15,4.35495e-15,8.42407e-16
35.156200,7.56852e-15,1.12579e-14,9.48466e-15,1.08774e-15,9.94184e-15,6.06779e-15,7.79184e-15,1.13678e-15,5.91435e-15,5.74056e-15,6.39687e-15,1.24344e-15,7.9776e-15,5.7581e-15,6.2435e-15,1.11742e-15
37.109400,1.0935e-14,1.61361e-14,1.38153e-14,1.3439e-15,1.52179e-14,9.33892e-15,1.17985e-14,1.44607e-15,8.7677e-15,8.41669e-15,9.56179e-15,1.51255e-15,1.18218e-14,8.5684e-15,9.4533e-15,1.39845e-15
39.062500,1.59319e-14,2.37849e-14,2.07623e-14,1.87633e-15,2.20067e-14,1.38247e-14,1.82245e-14,1.86512e-15,1.34028e-14,1.24486e-14,1.48072e-14,1.97372e-15,1.81468e-14,1.32619e-14,1.45559e-14,1.929e-15
