70.5987,-38.9275
72.4503,-38.0161
75.24,-36.4207
79.8073,-35.2836
86.1522,-34.6049
92.46,-34.6111
96.9347,-35.1863
100.447,-36.902
102.175,-38.2736
103.866,-40.3301
105.501,-43.4139
107.921,-48.6674
110.038,-59.5142
111.519,-48.7851
113.636,-42.9652
115.617,-39.6567
117.525,-37.7179
118.475,-36.8056
121.178,-36.8082
123.727,-39.6646
125.357,-42.8626
126.079,-46.1738
126.702,-51.3114
127.85,-46.7463
128.005,-43.8926
129.048,-41.268
132.714,-40.1301
132.967,-35.45
133.992,-33.1679
134.115,-30.8849
136.565,-18.901
137.917,-10.569
139.991,-5.54818
143.712,-3.38289
147.397,-1.90249
151.971,-0.65127
160.099,-0.316786
166.407,-0.32298
174.517,-0.330944
181.726,-0.338023
189.836,-0.345987
197.045,-0.353066
203.359,-0.245111
211.475,-0.138926
218.684,-0.146005
225.893,-0.153084
233.102,-0.160163
240.311,-0.167242
248.421,-0.175206
255.63,-0.182285
263.746,-0.0760995
270.955,-0.0831785
279.065,-0.0911424
285.373,-0.0973365
293.483,-0.1053
300.692,-0.112379
307.901,-0.119458
315.109,-0.126537
323.219,-0.134501
330.428,-0.14158
338.538,-0.149544
345.747,-0.156623
352.055,-0.162817
360.159,-0.284931
367.368,-0.29201
374.577,-0.299089
382.687,-0.307052
388.995,-0.313247
397.105,-0.321211
404.314,-0.32829
411.523,-0.335369
419.633,-0.343332
425.94,-0.349527
434.02,-0.928236
439.365,-2.07504
443.765,-4.02
445.475,-5.73401
447.592,-16.5808
449.024,-40.0982
450.77,-57.794
452.783,-37.248
455.301,-24.0085
457.541,-15.9057
458.751,-10.1991
460.769,-6.20565
462.707,-3.69613
463.688,-2.21308
468.262,-0.961862
475.502,-0.398195
482.717,-0.291125
489.025,-0.297319
496.234,-0.304398
504.344,-0.312362
511.552,-0.319441
519.663,-0.327405
526.871,-0.334484
534.08,-0.341563
542.19,-0.349527
550.3,-0.35749
556.608,-0.363685
563.817,-0.370764
571.927,-0.378728
579.136,-0.385807
586.345,-0.392886
593.554,-0.399965
601.664,-0.407929
608.873,-0.415008
616.082,-0.422087
623.291,-0.429166
630.5,-0.436245
637.709,-0.443324
644.918,-0.450403
652.126,-0.457482
660.236,-0.465446
667.445,-0.472525
675.549,-0.594638
682.758,-0.601717
690.868,-0.609681
698.077,-0.61676
705.286,-0.623839
712.495,-0.630918
719.698,-0.752146
726.907,-0.759225
734.116,-0.766304
741.324,-0.773383
750.336,-0.782232
757.545,-0.789311
763.846,-0.909654
771.956,-0.917618
780.06,-1.03973
786.368,-1.04593
795.373,-1.16892
802.576,-1.29015
809.778,-1.41138
816.975,-1.64676
824.171,-1.88213
832.251,-2.46084
838.509,-3.38023
842.033,-4.86771
843.786,-5.78267
845.527,-6.92594
847.261,-8.18335
848.995,-9.44076
851.612,-11.0415
852.427,-12.6405
855.05,-14.1271
856.76,-15.8411
858.476,-17.4409
860.191,-19.0408
862.808,-20.6415
864.524,-22.2414
866.24,-23.8413
867.956,-25.4411
869.672,-27.041
871.387,-28.6408
873.103,-30.2407
875.72,-31.8414
877.436,-33.4413
879.152,-35.0411
880.861,-36.7552
883.478,-38.3559
884.287,-40.069
886.898,-41.7839
887.7,-43.6112
890.305,-45.4402
892.002,-47.3825
893.699,-49.3248
896.292,-51.3822
897.964,-53.7811
900.538,-56.1809
902.192,-58.9222
903.84,-61.7777
905.463,-65.0898
907.105,-68.0595
908.821,-69.6593
912.542,-67.494
914.419,-66.126
916.27,-65.2146
919.937,-64.0766
927.183,-63.3988
934.354,-64.0908
940.613,-65.0102
945.057,-66.1561
949.519,-66.9596
952.173,-67.8754
955.722,-68.9063
959.277,-69.823
962.82,-70.9681
966.369,-71.9989
970.813,-73.1449
974.349,-74.404
978.793,-75.55
982.33,-76.8091
986.767,-78.0692
990.298,-79.4425
993.828,-80.8159
998.259,-82.1901
999.142,-82.5334
