Frequency,Gain(Ch.0),Phase(Ch.0),Gain(Ch.1),Phase(Ch.1),Gain(Ch.2),Phase(Ch.2),Gain(Ch.3),Phase(Ch.3),Gain(Ch.4),Phase(Ch.4),Gain(Ch.5),Phase(Ch.5),Gain(Ch.6),Phase(Ch.6),Gain(Ch.7),Phase(Ch.7),Gain(Ch.8),Phase(Ch.8),Gain(Ch.9),Phase(Ch.9),Gain(Ch.10),Phase(Ch.10),Gain(Ch.11),Phase(Ch.11),Gain(Ch.12),Phase(Ch.12),Gain(Ch.13),Phase(Ch.13),Gain(Ch.14),Phase(Ch.14),Gain(Ch.15),Phase(Ch.15)\n
707.03,4465.293,-1.166,4465.293,-1.166,4465.293,-1.166,4465.293,-1.166,4465.293,-1.166,4465.293,-1.166,4465.293,-1.166,4465.293,-1.166,4465.293,-1.166,4465.293,-1.166,4465.293,-1.166,4465.293,-1.166,4465.293,-1.166,4465.293,-1.166,4465.293,-1.166,4465.293,-1.166\n 
710.94,4452.46,-1.274,4452.46,-1.274,4452.46,-1.274,4452.46,-1.274,4452.46,-1.274,4452.46,-1.274,4452.46,-1.274,4452.46,-1.274,4452.46,-1.274,4452.46,-1.274,4452.46,-1.274,4452.46,-1.274,4452.46,-1.274,4452.46,-1.274,4452.46,-1.274,4452.46,-1.274\n 
714.84,4439.663,-1.383,4439.663,-1.383,4439.663,-1.383,4439.663,-1.383,4439.663,-1.383,4439.663,-1.383,4439.663,-1.383,4439.663,-1.383,4439.663,-1.383,4439.663,-1.383,4439.663,-1.383,4439.663,-1.383,4439.663,-1.383,4439.663,-1.383,4439.663,-1.383,4439.663,-1.383\n 
718.75,4415.704,-1.494,4415.704,-1.494,4415.704,-1.494,4415.704,-1.494,4415.704,-1.494,4415.704,-1.494,4415.704,-1.494,4415.704,-1.494,4415.704,-1.494,4415.704,-1.494,4415.704,-1.494,4415.704,-1.494,4415.704,-1.494,4415.704,-1.494,4415.704,-1.494,4415.704,-1.494\n 
722.66,4381.774,-1.607,4381.774,-1.607,4381.774,-1.607,4381.774,-1.607,4381.774,-1.607,4381.774,-1.607,4381.774,-1.607,4381.774,-1.607,4381.774,-1.607,4381.774,-1.607,4381.774,-1.607,4381.774,-1.607,4381.774,-1.607,4381.774,-1.607,4381.774,-1.607,4381.774,-1.607\n 
726.56,4348.105,-1.721,4348.105,-1.721,4348.105,-1.721,4348.105,-1.721,4348.105,-1.721,4348.105,-1.721,4348.105,-1.721,4348.105,-1.721,4348.105,-1.721,4348.105,-1.721,4348.105,-1.721,4348.105,-1.721,4348.105,-1.721,4348.105,-1.721,4348.105,-1.721,4348.105,-1.721\n 
730.47,4314.694,-1.838,4314.694,-1.838,4314.694,-1.838,4314.694,-1.838,4314.694,-1.838,4314.694,-1.838,4314.694,-1.838,4314.694,-1.838,4314.694,-1.838,4314.694,-1.838,4314.694,-1.838,4314.694,-1.838,4314.694,-1.838,4314.694,-1.838,4314.694,-1.838,4314.694,-1.838\n 
734.37,4292.892,-1.958,4292.892,-1.958,4292.892,-1.958,4292.892,-1.958,4292.892,-1.958,4292.892,-1.958,4292.892,-1.958,4292.892,-1.958,4292.892,-1.958,4292.892,-1.958,4292.892,-1.958,4292.892,-1.958,4292.892,-1.958,4292.892,-1.958,4292.892,-1.958,4292.892,-1.958\n 
738.28,4304.275,-2.08,4304.275,-2.08,4304.275,-2.08,4304.275,-2.08,4304.275,-2.08,4304.275,-2.08,4304.275,-2.08,4304.275,-2.08,4304.275,-2.08,4304.275,-2.08,4304.275,-2.08,4304.275,-2.08,4304.275,-2.08,4304.275,-2.08,4304.275,-2.08,4304.275,-2.08\n 
742.19,4315.191,-2.205,4315.191,-2.205,4315.191,-2.205,4315.191,-2.205,4315.191,-2.205,4315.191,-2.205,4315.191,-2.205,4315.191,-2.205,4315.191,-2.205,4315.191,-2.205,4315.191,-2.205,4315.191,-2.205,4315.191,-2.205,4315.191,-2.205,4315.191,-2.205,4315.191,-2.205\n 
746.09,4326.134,-2.333,4326.134,-2.333,4326.134,-2.333,4326.134,-2.333,4326.134,-2.333,4326.134,-2.333,4326.134,-2.333,4326.134,-2.333,4326.134,-2.333,4326.134,-2.333,4326.134,-2.333,4326.134,-2.333,4326.134,-2.333,4326.134,-2.333,4326.134,-2.333,4326.134,-2.333\n 
750,4337.106,-2.465,4337.106,-2.465,4337.106,-2.465,4337.106,-2.465,4337.106,-2.465,4337.106,-2.465,4337.106,-2.465,4337.106,-2.465,4337.106,-2.465,4337.106,-2.465,4337.106,-2.465,4337.106,-2.465,4337.106,-2.465,4337.106,-2.465,4337.106,-2.465,4337.106,-2.465\n 
753.91,4286.966,-2.601,4286.966,-2.601,4286.966,-2.601,4286.966,-2.601,4286.966,-2.601,4286.966,-2.601,4286.966,-2.601,4286.966,-2.601,4286.966,-2.601,4286.966,-2.601,4286.966,-2.601,4286.966,-2.601,4286.966,-2.601,4286.966,-2.601,4286.966,-2.601,4286.966,-2.601\n 
757.81,4237.405,-2.74,4237.405,-2.74,4237.405,-2.74,4237.405,-2.74,4237.405,-2.74,4237.405,-2.74,4237.405,-2.74,4237.405,-2.74,4237.405,-2.74,4237.405,-2.74,4237.405,-2.74,4237.405,-2.74,4237.405,-2.74,4237.405,-2.74,4237.405,-2.74,4237.405,-2.74\n 
761.72,4188.418,-2.884,4188.418,-2.884,4188.418,-2.884,4188.418,-2.884,4188.418,-2.884,4188.418,-2.884,4188.418,-2.884,4188.418,-2.884,4188.418,-2.884,4188.418,-2.884,4188.418,-2.884,4188.418,-2.884,4188.418,-2.884,4188.418,-2.884,4188.418,-2.884,4188.418,-2.884\n 
765.62,4139.52,-3.033,4139.52,-3.033,4139.52,-3.033,4139.52,-3.033,4139.52,-3.033,4139.52,-3.033,4139.52,-3.033,4139.52,-3.033,4139.52,-3.033,4139.52,-3.033,4139.52,-3.033,4139.52,-3.033,4139.52,-3.033,4139.52,-3.033,4139.52,-3.033,4139.52,-3.033\n 
769.53,4089.781,3.097,4089.781,3.097,4089.781,3.097,4089.781,3.097,4089.781,3.097,4089.781,3.097,4089.781,3.097,4089.781,3.097,4089.781,3.097,4089.781,3.097,4089.781,3.097,4089.781,3.097,4089.781,3.097,4089.781,3.097,4089.781,3.097,4089.781,3.097\n 
773.44,4039.708,2.937,4039.708,2.937,4039.708,2.937,4039.708,2.937,4039.708,2.937,4039.708,2.937,4039.708,2.937,4039.708,2.937,4039.708,2.937,4039.708,2.937,4039.708,2.937,4039.708,2.937,4039.708,2.937,4039.708,2.937,4039.708,2.937,4039.708,2.937\n 
777.34,3989.79,2.771,3989.79,2.771,3989.79,2.771,3989.79,2.771,3989.79,2.771,3989.79,2.771,3989.79,2.771,3989.79,2.771,3989.79,2.771,3989.79,2.771,3989.79,2.771,3989.79,2.771,3989.79,2.771,3989.79,2.771,3989.79,2.771,3989.79,2.771\n 
781.25,3940.942,2.598,3940.942,2.598,3940.942,2.598,3940.942,2.598,3940.942,2.598,3940.942,2.598,3940.942,2.598,3940.942,2.598,3940.942,2.598,3940.942,2.598,3940.942,2.598,3940.942,2.598,3940.942,2.598,3940.942,2.598,3940.942,2.598,3940.942,2.598\n 
785.16,3897.176,2.417,3897.176,2.417,3897.176,2.417,3897.176,2.417,3897.176,2.417,3897.176,2.417,3897.176,2.417,3897.176,2.417,3897.176,2.417,3897.176,2.417,3897.176,2.417,3897.176,2.417,3897.176,2.417,3897.176,2.417,3897.176,2.417,3897.176,2.417\n 
789.06,3859.224,2.228,3859.224,2.228,3859.224,2.228,3859.224,2.228,3859.224,2.228,3859.224,2.228,3859.224,2.228,3859.224,2.228,3859.224,2.228,3859.224,2.228,3859.224,2.228,3859.224,2.228,3859.224,2.228,3859.224,2.228,3859.224,2.228,3859.224,2.228\n 
792.97,3821.202,2.028,3821.202,2.028,3821.202,2.028,3821.202,2.028,3821.202,2.028,3821.202,2.028,3821.202,2.028,3821.202,2.028,3821.202,2.028,3821.202,2.028,3821.202,2.028,3821.202,2.028,3821.202,2.028,3821.202,2.028,3821.202,2.028,3821.202,2.028\n 
796.87,3783.99,1.817,3783.99,1.817,3783.99,1.817,3783.99,1.817,3783.99,1.817,3783.99,1.817,3783.99,1.817,3783.99,1.817,3783.99,1.817,3783.99,1.817,3783.99,1.817,3783.99,1.817,3783.99,1.817,3783.99,1.817,3783.99,1.817,3783.99,1.817\n 
800.78,3741.106,1.592,3741.106,1.592,3741.106,1.592,3741.106,1.592,3741.106,1.592,3741.106,1.592,3741.106,1.592,3741.106,1.592,3741.106,1.592,3741.106,1.592,3741.106,1.592,3741.106,1.592,3741.106,1.592,3741.106,1.592,3741.106,1.592,3741.106,1.592\n 
804.69,3675.361,1.351,3675.361,1.351,3675.361,1.351,3675.361,1.351,3675.361,1.351,3675.361,1.351,3675.361,1.351,3675.361,1.351,3675.361,1.351,3675.361,1.351,3675.361,1.351,3675.361,1.351,3675.361,1.351,3675.361,1.351,3675.361,1.351,3675.361,1.351\n 
808.59,3610.771,1.09,3610.771,1.09,3610.771,1.09,3610.771,1.09,3610.771,1.09,3610.771,1.09,3610.771,1.09,3610.771,1.09,3610.771,1.09,3610.771,1.09,3610.771,1.09,3610.771,1.09,3610.771,1.09,3610.771,1.09,3610.771,1.09,3610.771,1.09\n 
812.5,3547.317,0.806,3547.317,0.806,3547.317,0.806,3547.317,0.806,3547.317,0.806,3547.317,0.806,3547.317,0.806,3547.317,0.806,3547.317,0.806,3547.317,0.806,3547.317,0.806,3547.317,0.806,3547.317,0.806,3547.317,0.806,3547.317,0.806,3547.317,0.806\n 
816.41,3485.379,0.494,3485.379,0.494,3485.379,0.494,3485.379,0.494,3485.379,0.494,3485.379,0.494,3485.379,0.494,3485.379,0.494,3485.379,0.494,3485.379,0.494,3485.379,0.494,3485.379,0.494,3485.379,0.494,3485.379,0.494,3485.379,0.494,3485.379,0.494\n 
820.31,3382.984,0.155,3382.984,0.155,3382.984,0.155,3382.984,0.155,3382.984,0.155,3382.984,0.155,3382.984,0.155,3382.984,0.155,3382.984,0.155,3382.984,0.155,3382.984,0.155,3382.984,0.155,3382.984,0.155,3382.984,0.155,3382.984,0.155,3382.984,0.155\n 
824.22,3280.953,-0.21,3280.953,-0.21,3280.953,-0.21,3280.953,-0.21,3280.953,-0.21,3280.953,-0.21,3280.953,-0.21,3280.953,-0.21,3280.953,-0.21,3280.953,-0.21,3280.953,-0.21,3280.953,-0.21,3280.953,-0.21,3280.953,-0.21,3280.953,-0.21,3280.953,-0.21\n 
828.12,3181.632,-0.591,3181.632,-0.591,3181.632,-0.591,3181.632,-0.591,3181.632,-0.591,3181.632,-0.591,3181.632,-0.591,3181.632,-0.591,3181.632,-0.591,3181.632,-0.591,3181.632,-0.591,3181.632,-0.591,3181.632,-0.591,3181.632,-0.591,3181.632,-0.591,3181.632,-0.591\n 
832.03,3085.674,-0.975,3085.674,-0.975,3085.674,-0.975,3085.674,-0.975,3085.674,-0.975,3085.674,-0.975,3085.674,-0.975,3085.674,-0.975,3085.674,-0.975,3085.674,-0.975,3085.674,-0.975,3085.674,-0.975,3085.674,-0.975,3085.674,-0.975,3085.674,-0.975,3085.674,-0.975\n 
835.94,2662.257,-1.349,2662.257,-1.349,2662.257,-1.349,2662.257,-1.349,2662.257,-1.349,2662.257,-1.349,2662.257,-1.349,2662.257,-1.349,2662.257,-1.349,2662.257,-1.349,2662.257,-1.349,2662.257,-1.349,2662.257,-1.349,2662.257,-1.349,2662.257,-1.349,2662.257,-1.349\n 
839.84,2164.213,-1.705,2164.213,-1.705,2164.213,-1.705,2164.213,-1.705,2164.213,-1.705,2164.213,-1.705,2164.213,-1.705,2164.213,-1.705,2164.213,-1.705,2164.213,-1.705,2164.213,-1.705,2164.213,-1.705,2164.213,-1.705,2164.213,-1.705,2164.213,-1.705,2164.213,-1.705\n 
843.75,1759.341,-2.046,1759.341,-2.046,1759.341,-2.046,1759.341,-2.046,1759.341,-2.046,1759.341,-2.046,1759.341,-2.046,1759.341,-2.046,1759.341,-2.046,1759.341,-2.046,1759.341,-2.046,1759.341,-2.046,1759.341,-2.046,1759.341,-2.046,1759.341,-2.046,1759.341,-2.046\n 
847.66,1430.211,-2.376,1430.211,-2.376,1430.211,-2.376,1430.211,-2.376,1430.211,-2.376,1430.211,-2.376,1430.211,-2.376,1430.211,-2.376,1430.211,-2.376,1430.211,-2.376,1430.211,-2.376,1430.211,-2.376,1430.211,-2.376,1430.211,-2.376,1430.211,-2.376,1430.211,-2.376\n 
851.56,1086.301,-2.705,1086.301,-2.705,1086.301,-2.705,1086.301,-2.705,1086.301,-2.705,1086.301,-2.705,1086.301,-2.705,1086.301,-2.705,1086.301,-2.705,1086.301,-2.705,1086.301,-2.705,1086.301,-2.705,1086.301,-2.705,1086.301,-2.705,1086.301,-2.705,1086.301,-2.705\n 
855.47,743.618,-3.048,743.618,-3.048,743.618,-3.048,743.618,-3.048,743.618,-3.048,743.618,-3.048,743.618,-3.048,743.618,-3.048,743.618,-3.048,743.618,-3.048,743.618,-3.048,743.618,-3.048,743.618,-3.048,743.618,-3.048,743.618,-3.048,743.618,-3.048\n 
859.37,508.979,2.864,508.979,2.864,508.979,2.864,508.979,2.864,508.979,2.864,508.979,2.864,508.979,2.864,508.979,2.864,508.979,2.864,508.979,2.864,508.979,2.864,508.979,2.864,508.979,2.864,508.979,2.864,508.979,2.864,508.979,2.864\n 
863.28,348.377,2.454,348.377,2.454,348.377,2.454,348.377,2.454,348.377,2.454,348.377,2.454,348.377,2.454,348.377,2.454,348.377,2.454,348.377,2.454,348.377,2.454,348.377,2.454,348.377,2.454,348.377,2.454,348.377,2.454,348.377,2.454\n 
867.19,238.342,2.022,238.342,2.022,238.342,2.022,238.342,2.022,238.342,2.022,238.342,2.022,238.342,2.022,238.342,2.022,238.342,2.022,238.342,2.022,238.342,2.022,238.342,2.022,238.342,2.022,238.342,2.022,238.342,2.022,238.342,2.022\n 
871.09,162.443,1.613,162.443,1.613,162.443,1.613,162.443,1.613,162.443,1.613,162.443,1.613,162.443,1.613,162.443,1.613,162.443,1.613,162.443,1.613,162.443,1.613,162.443,1.613,162.443,1.613,162.443,1.613,162.443,1.613,162.443,1.613\n 
875,110.726,1.27,110.726,1.27,110.726,1.27,110.726,1.27,110.726,1.27,110.726,1.27,110.726,1.27,110.726,1.27,110.726,1.27,110.726,1.27,110.726,1.27,110.726,1.27,110.726,1.27,110.726,1.27,110.726,1.27,110.726,1.27\n 
878.91,75.474,1.011,75.474,1.011,75.474,1.011,75.474,1.011,75.474,1.011,75.474,1.011,75.474,1.011,75.474,1.011,75.474,1.011,75.474,1.011,75.474,1.011,75.474,1.011,75.474,1.011,75.474,1.011,75.474,1.011,75.474,1.011\n 
882.81,51.446,0.839,51.446,0.839,51.446,0.839,51.446,0.839,51.446,0.839,51.446,0.839,51.446,0.839,51.446,0.839,51.446,0.839,51.446,0.839,51.446,0.839,51.446,0.839,51.446,0.839,51.446,0.839,51.446,0.839,51.446,0.839\n 
886.72,32.43,0.764,32.43,0.764,32.43,0.764,32.43,0.764,32.43,0.764,32.43,0.764,32.43,0.764,32.43,0.764,32.43,0.764,32.43,0.764,32.43,0.764,32.43,0.764,32.43,0.764,32.43,0.764,32.43,0.764,32.43,0.764\n 
890.62,20.188,0.841,20.188,0.841,20.188,0.841,20.188,0.841,20.188,0.841,20.188,0.841,20.188,0.841,20.188,0.841,20.188,0.841,20.188,0.841,20.188,0.841,20.188,0.841,20.188,0.841,20.188,0.841,20.188,0.841,20.188,0.841\n 
894.53,12.569,1.28,12.569,1.28,12.569,1.28,12.569,1.28,12.569,1.28,12.569,1.28,12.569,1.28,12.569,1.28,12.569,1.28,12.569,1.28,12.569,1.28,12.569,1.28,12.569,1.28,12.569,1.28,12.569,1.28,12.569,1.28\n 
898.44,7.824,2.439,7.824,2.439,7.824,2.439,7.824,2.439,7.824,2.439,7.824,2.439,7.824,2.439,7.824,2.439,7.824,2.439,7.824,2.439,7.824,2.439,7.824,2.439,7.824,2.439,7.824,2.439,7.824,2.439,7.824,2.439\n 
902.34,5.553,-2.478,5.553,-2.478,5.553,-2.478,5.553,-2.478,5.553,-2.478,5.553,-2.478,5.553,-2.478,5.553,-2.478,5.553,-2.478,5.553,-2.478,5.553,-2.478,5.553,-2.478,5.553,-2.478,5.553,-2.478,5.553,-2.478,5.553,-2.478\n 
906.25,4.309,-1.618,4.309,-1.618,4.309,-1.618,4.309,-1.618,4.309,-1.618,4.309,-1.618,4.309,-1.618,4.309,-1.618,4.309,-1.618,4.309,-1.618,4.309,-1.618,4.309,-1.618,4.309,-1.618,4.309,-1.618,4.309,-1.618,4.309,-1.618\n 
910.16,3.343,-1.313,3.343,-1.313,3.343,-1.313,3.343,-1.313,3.343,-1.313,3.343,-1.313,3.343,-1.313,3.343,-1.313,3.343,-1.313,3.343,-1.313,3.343,-1.313,3.343,-1.313,3.343,-1.313,3.343,-1.313,3.343,-1.313,3.343,-1.313\n 
914.06,2.594,-1.205,2.594,-1.205,2.594,-1.205,2.594,-1.205,2.594,-1.205,2.594,-1.205,2.594,-1.205,2.594,-1.205,2.594,-1.205,2.594,-1.205,2.594,-1.205,2.594,-1.205,2.594,-1.205,2.594,-1.205,2.594,-1.205,2.594,-1.205\n 
917.97,2.21,-1.168,2.21,-1.168,2.21,-1.168,2.21,-1.168,2.21,-1.168,2.21,-1.168,2.21,-1.168,2.21,-1.168,2.21,-1.168,2.21,-1.168,2.21,-1.168,2.21,-1.168,2.21,-1.168,2.21,-1.168,2.21,-1.168,2.21,-1.168\n 
921.87,2.274,-1.158,2.274,-1.158,2.274,-1.158,2.274,-1.158,2.274,-1.158,2.274,-1.158,2.274,-1.158,2.274,-1.158,2.274,-1.158,2.274,-1.158,2.274,-1.158,2.274,-1.158,2.274,-1.158,2.274,-1.158,2.274,-1.158,2.274,-1.158\n 
925.78,2.341,-1.159,2.341,-1.159,2.341,-1.159,2.341,-1.159,2.341,-1.159,2.341,-1.159,2.341,-1.159,2.341,-1.159,2.341,-1.159,2.341,-1.159,2.341,-1.159,2.341,-1.159,2.341,-1.159,2.341,-1.159,2.341,-1.159,2.341,-1.159\n 
929.69,2.41,-1.16,2.41,-1.16,2.41,-1.16,2.41,-1.16,2.41,-1.16,2.41,-1.16,2.41,-1.16,2.41,-1.16,2.41,-1.16,2.41,-1.16,2.41,-1.16,2.41,-1.16,2.41,-1.16,2.41,-1.16,2.41,-1.16,2.41,-1.16\n 
933.59,2.462,-1.151,2.462,-1.151,2.462,-1.151,2.462,-1.151,2.462,-1.151,2.462,-1.151,2.462,-1.151,2.462,-1.151,2.462,-1.151,2.462,-1.151,2.462,-1.151,2.462,-1.151,2.462,-1.151,2.462,-1.151,2.462,-1.151,2.462,-1.151\n 
937.5,2.246,-1.121,2.246,-1.121,2.246,-1.121,2.246,-1.121,2.246,-1.121,2.246,-1.121,2.246,-1.121,2.246,-1.121,2.246,-1.121,2.246,-1.121,2.246,-1.121,2.246,-1.121,2.246,-1.121,2.246,-1.121,2.246,-1.121,2.246,-1.121\n 
941.41,2.05,-1.046,2.05,-1.046,2.05,-1.046,2.05,-1.046,2.05,-1.046,2.05,-1.046,2.05,-1.046,2.05,-1.046,2.05,-1.046,2.05,-1.046,2.05,-1.046,2.05,-1.046,2.05,-1.046,2.05,-1.046,2.05,-1.046,2.05,-1.046\n 
945.31,1.87,-0.865,1.87,-0.865,1.87,-0.865,1.87,-0.865,1.87,-0.865,1.87,-0.865,1.87,-0.865,1.87,-0.865,1.87,-0.865,1.87,-0.865,1.87,-0.865,1.87,-0.865,1.87,-0.865,1.87,-0.865,1.87,-0.865,1.87,-0.865\n 
949.22,1.707,-0.384,1.707,-0.384,1.707,-0.384,1.707,-0.384,1.707,-0.384,1.707,-0.384,1.707,-0.384,1.707,-0.384,1.707,-0.384,1.707,-0.384,1.707,-0.384,1.707,-0.384,1.707,-0.384,1.707,-0.384,1.707,-0.384,1.707,-0.384\n 
953.12,1.505,0.54,1.505,0.54,1.505,0.54,1.505,0.54,1.505,0.54,1.505,0.54,1.505,0.54,1.505,0.54,1.505,0.54,1.505,0.54,1.505,0.54,1.505,0.54,1.505,0.54,1.505,0.54,1.505,0.54,1.505,0.54\n 
957.03,1.316,1.153,1.316,1.153,1.316,1.153,1.316,1.153,1.316,1.153,1.316,1.153,1.316,1.153,1.316,1.153,1.316,1.153,1.316,1.153,1.316,1.153,1.316,1.153,1.316,1.153,1.316,1.153,1.316,1.153,1.316,1.153\n 
960.94,1.15,1.541,1.15,1.541,1.15,1.541,1.15,1.541,1.15,1.541,1.15,1.541,1.15,1.541,1.15,1.541,1.15,1.541,1.15,1.541,1.15,1.541,1.15,1.541,1.15,1.541,1.15,1.541,1.15,1.541,1.15,1.541\n 
964.84,1.006,2.123,1.006,2.123,1.006,2.123,1.006,2.123,1.006,2.123,1.006,2.123,1.006,2.123,1.006,2.123,1.006,2.123,1.006,2.123,1.006,2.123,1.006,2.123,1.006,2.123,1.006,2.123,1.006,2.123,1.006,2.123\n 
968.75,0.878,3.032,0.878,3.032,0.878,3.032,0.878,3.032,0.878,3.032,0.878,3.032,0.878,3.032,0.878,3.032,0.878,3.032,0.878,3.032,0.878,3.032,0.878,3.032,0.878,3.032,0.878,3.032,0.878,3.032,0.878,3.032\n 
972.66,0.765,-2.72,0.765,-2.72,0.765,-2.72,0.765,-2.72,0.765,-2.72,0.765,-2.72,0.765,-2.72,0.765,-2.72,0.765,-2.72,0.765,-2.72,0.765,-2.72,0.765,-2.72,0.765,-2.72,0.765,-2.72,0.765,-2.72,0.765,-2.72\n 
976.56,0.667,-2.514,0.667,-2.514,0.667,-2.514,0.667,-2.514,0.667,-2.514,0.667,-2.514,0.667,-2.514,0.667,-2.514,0.667,-2.514,0.667,-2.514,0.667,-2.514,0.667,-2.514,0.667,-2.514,0.667,-2.514,0.667,-2.514,0.667,-2.514\n 
980.47,0.581,-2.425,0.581,-2.425,0.581,-2.425,0.581,-2.425,0.581,-2.425,0.581,-2.425,0.581,-2.425,0.581,-2.425,0.581,-2.425,0.581,-2.425,0.581,-2.425,0.581,-2.425,0.581,-2.425,0.581,-2.425,0.581,-2.425,0.581,-2.425\n 
984.37,0.505,-2.384,0.505,-2.384,0.505,-2.384,0.505,-2.384,0.505,-2.384,0.505,-2.384,0.505,-2.384,0.505,-2.384,0.505,-2.384,0.505,-2.384,0.505,-2.384,0.505,-2.384,0.505,-2.384,0.505,-2.384,0.505,-2.384,0.505,-2.384\n 
988.28,0.435,-2.367,0.435,-2.367,0.435,-2.367,0.435,-2.367,0.435,-2.367,0.435,-2.367,0.435,-2.367,0.435,-2.367,0.435,-2.367,0.435,-2.367,0.435,-2.367,0.435,-2.367,0.435,-2.367,0.435,-2.367,0.435,-2.367,0.435,-2.367\n 
992.19,0.375,-2.363,0.375,-2.363,0.375,-2.363,0.375,-2.363,0.375,-2.363,0.375,-2.363,0.375,-2.363,0.375,-2.363,0.375,-2.363,0.375,-2.363,0.375,-2.363,0.375,-2.363,0.375,-2.363,0.375,-2.363,0.375,-2.363,0.375,-2.363\n 
996.09,0.323,-2.368,0.323,-2.368,0.323,-2.368,0.323,-2.368,0.323,-2.368,0.323,-2.368,0.323,-2.368,0.323,-2.368,0.323,-2.368,0.323,-2.368,0.323,-2.368,0.323,-2.368,0.323,-2.368,0.323,-2.368,0.323,-2.368,0.323,-2.368\n 
1000,0.278,-2.378,0.278,-2.378,0.278,-2.378,0.278,-2.378,0.278,-2.378,0.278,-2.378,0.278,-2.378,0.278,-2.378,0.278,-2.378,0.278,-2.378,0.278,-2.378,0.278,-2.378,0.278,-2.378,0.278,-2.378,0.278,-2.378,0.278,-2.378\n 
