Channel,cable-delay(ns),masked-ant,delay-enable\n
0,18.75834846874593,1,1\n
1,18.707291803991595,1,1\n
2,8.686012870849746,1,1\n
3,8.697370722349651,1,1\n
4,80.82911486393992,1,1\n
5,76.94696871816556,1,1\n
6,90.79201315221765,1,1\n
7,75.73873371477006,1,1\n
8,7.262116839535381,1,1\n
9,5.485582140155802,1,1\n
10,1.6943201067890215,1,1\n
11,1.694320224190091,1,1\n
12,79.60388008528658,0,1\n
13,68.16800143805973,1,1\n
14,79.77191854390931,1,1\n
15,78.66799999811364,0,1\n
