11
16  -9.86521
16.5  -9.3134
17  -8.52164
17.5  -7.8572
18  -7.46858
18.5  -7.31613
19  -7.31415
19.5  -7.44212
20  -7.76085
20.5  -8.37622
21  -9.46125
