Frequency,Gain(Ch.0),Phase(Ch.0),Gain(Ch.1),Phase(Ch.1),Gain(Ch.2),Phase(Ch.2),Gain(Ch.3),Phase(Ch.3),Gain(Ch.4),Phase(Ch.4),Gain(Ch.5),Phase(Ch.5),Gain(Ch.6),Phase(Ch.6),Gain(Ch.7),Phase(Ch.7),Gain(Ch.8),Phase(Ch.8),Gain(Ch.9),Phase(Ch.9),Gain(Ch.10),Phase(Ch.10),Gain(Ch.11),Phase(Ch.11),Gain(Ch.12),Phase(Ch.12),Gain(Ch.13),Phase(Ch.13),Gain(Ch.14),Phase(Ch.14),Gain(Ch.15),Phase(Ch.15)\n
339.84,5496.674,-0.497,5496.674,-0.497,5496.674,-0.497,5496.674,-0.497,5496.674,-0.497,5496.674,-0.497,5496.674,-0.497,5496.674,-0.497,5496.674,-0.497,5496.674,-0.497,5496.674,-0.497,5496.674,-0.497,5496.674,-0.497,5496.674,-0.497,5496.674,-0.497,5496.674,-0.497\n
343.75,5476.461,-0.54,5476.461,-0.54,5476.461,-0.54,5476.461,-0.54,5476.461,-0.54,5476.461,-0.54,5476.461,-0.54,5476.461,-0.54,5476.461,-0.54,5476.461,-0.54,5476.461,-0.54,5476.461,-0.54,5476.461,-0.54,5476.461,-0.54,5476.461,-0.54,5476.461,-0.54\n
347.66,5456.95,-0.583,5456.95,-0.583,5456.95,-0.583,5456.95,-0.583,5456.95,-0.583,5456.95,-0.583,5456.95,-0.583,5456.95,-0.583,5456.95,-0.583,5456.95,-0.583,5456.95,-0.583,5456.95,-0.583,5456.95,-0.583,5456.95,-0.583,5456.95,-0.583,5456.95,-0.583\n
351.56,5440.014,-0.626,5440.014,-0.626,5440.014,-0.626,5440.014,-0.626,5440.014,-0.626,5440.014,-0.626,5440.014,-0.626,5440.014,-0.626,5440.014,-0.626,5440.014,-0.626,5440.014,-0.626,5440.014,-0.626,5440.014,-0.626,5440.014,-0.626,5440.014,-0.626,5440.014,-0.626\n
355.47,5428.127,-0.668,5428.127,-0.668,5428.127,-0.668,5428.127,-0.668,5428.127,-0.668,5428.127,-0.668,5428.127,-0.668,5428.127,-0.668,5428.127,-0.668,5428.127,-0.668,5428.127,-0.668,5428.127,-0.668,5428.127,-0.668,5428.127,-0.668,5428.127,-0.668,5428.127,-0.668\n
359.37,5415.643,-0.711,5415.643,-0.711,5415.643,-0.711,5415.643,-0.711,5415.643,-0.711,5415.643,-0.711,5415.643,-0.711,5415.643,-0.711,5415.643,-0.711,5415.643,-0.711,5415.643,-0.711,5415.643,-0.711,5415.643,-0.711,5415.643,-0.711,5415.643,-0.711,5415.643,-0.711\n
363.28,5403.809,-0.753,5403.809,-0.753,5403.809,-0.753,5403.809,-0.753,5403.809,-0.753,5403.809,-0.753,5403.809,-0.753,5403.809,-0.753,5403.809,-0.753,5403.809,-0.753,5403.809,-0.753,5403.809,-0.753,5403.809,-0.753,5403.809,-0.753,5403.809,-0.753,5403.809,-0.753\n
367.19,5390.139,-0.795,5390.139,-0.795,5390.139,-0.795,5390.139,-0.795,5390.139,-0.795,5390.139,-0.795,5390.139,-0.795,5390.139,-0.795,5390.139,-0.795,5390.139,-0.795,5390.139,-0.795,5390.139,-0.795,5390.139,-0.795,5390.139,-0.795,5390.139,-0.795,5390.139,-0.795\n
371.09,5368.463,-0.836,5368.463,-0.836,5368.463,-0.836,5368.463,-0.836,5368.463,-0.836,5368.463,-0.836,5368.463,-0.836,5368.463,-0.836,5368.463,-0.836,5368.463,-0.836,5368.463,-0.836,5368.463,-0.836,5368.463,-0.836,5368.463,-0.836,5368.463,-0.836,5368.463,-0.836\n
375,5346.259,-0.878,5346.259,-0.878,5346.259,-0.878,5346.259,-0.878,5346.259,-0.878,5346.259,-0.878,5346.259,-0.878,5346.259,-0.878,5346.259,-0.878,5346.259,-0.878,5346.259,-0.878,5346.259,-0.878,5346.259,-0.878,5346.259,-0.878,5346.259,-0.878,5346.259,-0.878\n
378.91,5324.76,-0.919,5324.76,-0.919,5324.76,-0.919,5324.76,-0.919,5324.76,-0.919,5324.76,-0.919,5324.76,-0.919,5324.76,-0.919,5324.76,-0.919,5324.76,-0.919,5324.76,-0.919,5324.76,-0.919,5324.76,-0.919,5324.76,-0.919,5324.76,-0.919,5324.76,-0.919\n
382.81,5303.346,-0.961,5303.346,-0.961,5303.346,-0.961,5303.346,-0.961,5303.346,-0.961,5303.346,-0.961,5303.346,-0.961,5303.346,-0.961,5303.346,-0.961,5303.346,-0.961,5303.346,-0.961,5303.346,-0.961,5303.346,-0.961,5303.346,-0.961,5303.346,-0.961,5303.346,-0.961\n
386.72,5313.736,-1.003,5313.736,-1.003,5313.736,-1.003,5313.736,-1.003,5313.736,-1.003,5313.736,-1.003,5313.736,-1.003,5313.736,-1.003,5313.736,-1.003,5313.736,-1.003,5313.736,-1.003,5313.736,-1.003,5313.736,-1.003,5313.736,-1.003,5313.736,-1.003,5313.736,-1.003\n
390.62,5330.28,-1.044,5330.28,-1.044,5330.28,-1.044,5330.28,-1.044,5330.28,-1.044,5330.28,-1.044,5330.28,-1.044,5330.28,-1.044,5330.28,-1.044,5330.28,-1.044,5330.28,-1.044,5330.28,-1.044,5330.28,-1.044,5330.28,-1.044,5330.28,-1.044,5330.28,-1.044\n
394.53,5346.259,-1.086,5346.259,-1.086,5346.259,-1.086,5346.259,-1.086,5346.259,-1.086,5346.259,-1.086,5346.259,-1.086,5346.259,-1.086,5346.259,-1.086,5346.259,-1.086,5346.259,-1.086,5346.259,-1.086,5346.259,-1.086,5346.259,-1.086,5346.259,-1.086,5346.259,-1.086\n
398.44,5362.286,-1.129,5362.286,-1.129,5362.286,-1.129,5362.286,-1.129,5362.286,-1.129,5362.286,-1.129,5362.286,-1.129,5362.286,-1.129,5362.286,-1.129,5362.286,-1.129,5362.286,-1.129,5362.286,-1.129,5362.286,-1.129,5362.286,-1.129,5362.286,-1.129,5362.286,-1.129\n
402.34,5355.5,-1.172,5355.5,-1.172,5355.5,-1.172,5355.5,-1.172,5355.5,-1.172,5355.5,-1.172,5355.5,-1.172,5355.5,-1.172,5355.5,-1.172,5355.5,-1.172,5355.5,-1.172,5355.5,-1.172,5355.5,-1.172,5355.5,-1.172,5355.5,-1.172,5355.5,-1.172\n
406.25,5333.349,-1.215,5333.349,-1.215,5333.349,-1.215,5333.349,-1.215,5333.349,-1.215,5333.349,-1.215,5333.349,-1.215,5333.349,-1.215,5333.349,-1.215,5333.349,-1.215,5333.349,-1.215,5333.349,-1.215,5333.349,-1.215,5333.349,-1.215,5333.349,-1.215,5333.349,-1.215\n
410.16,5311.29,-1.26,5311.29,-1.26,5311.29,-1.26,5311.29,-1.26,5311.29,-1.26,5311.29,-1.26,5311.29,-1.26,5311.29,-1.26,5311.29,-1.26,5311.29,-1.26,5311.29,-1.26,5311.29,-1.26,5311.29,-1.26,5311.29,-1.26,5311.29,-1.26,5311.29,-1.26\n
414.06,5289.322,-1.306,5289.322,-1.306,5289.322,-1.306,5289.322,-1.306,5289.322,-1.306,5289.322,-1.306,5289.322,-1.306,5289.322,-1.306,5289.322,-1.306,5289.322,-1.306,5289.322,-1.306,5289.322,-1.306,5289.322,-1.306,5289.322,-1.306,5289.322,-1.306,5289.322,-1.306\n
417.97,5248.075,-1.354,5248.075,-1.354,5248.075,-1.354,5248.075,-1.354,5248.075,-1.354,5248.075,-1.354,5248.075,-1.354,5248.075,-1.354,5248.075,-1.354,5248.075,-1.354,5248.075,-1.354,5248.075,-1.354,5248.075,-1.354,5248.075,-1.354,5248.075,-1.354,5248.075,-1.354\n
421.87,5168.327,-1.405,5168.327,-1.405,5168.327,-1.405,5168.327,-1.405,5168.327,-1.405,5168.327,-1.405,5168.327,-1.405,5168.327,-1.405,5168.327,-1.405,5168.327,-1.405,5168.327,-1.405,5168.327,-1.405,5168.327,-1.405,5168.327,-1.405,5168.327,-1.405,5168.327,-1.405\n
425.78,5089.206,-1.461,5089.206,-1.461,5089.206,-1.461,5089.206,-1.461,5089.206,-1.461,5089.206,-1.461,5089.206,-1.461,5089.206,-1.461,5089.206,-1.461,5089.206,-1.461,5089.206,-1.461,5089.206,-1.461,5089.206,-1.461,5089.206,-1.461,5089.206,-1.461,5089.206,-1.461\n
429.69,5011.872,-1.524,5011.872,-1.524,5011.872,-1.524,5011.872,-1.524,5011.872,-1.524,5011.872,-1.524,5011.872,-1.524,5011.872,-1.524,5011.872,-1.524,5011.872,-1.524,5011.872,-1.524,5011.872,-1.524,5011.872,-1.524,5011.872,-1.524,5011.872,-1.524,5011.872,-1.524\n
433.59,4531.584,-1.599,4531.584,-1.599,4531.584,-1.599,4531.584,-1.599,4531.584,-1.599,4531.584,-1.599,4531.584,-1.599,4531.584,-1.599,4531.584,-1.599,4531.584,-1.599,4531.584,-1.599,4531.584,-1.599,4531.584,-1.599,4531.584,-1.599,4531.584,-1.599,4531.584,-1.599\n
437.5,1197.567,-1.697,1197.567,-1.697,1197.567,-1.697,1197.567,-1.697,1197.567,-1.697,1197.567,-1.697,1197.567,-1.697,1197.567,-1.697,1197.567,-1.697,1197.567,-1.697,1197.567,-1.697,1197.567,-1.697,1197.567,-1.697,1197.567,-1.697,1197.567,-1.697,1197.567,-1.697\n
441.41,316.446,-1.845,316.446,-1.845,316.446,-1.845,316.446,-1.845,316.446,-1.845,316.446,-1.845,316.446,-1.845,316.446,-1.845,316.446,-1.845,316.446,-1.845,316.446,-1.845,316.446,-1.845,316.446,-1.845,316.446,-1.845,316.446,-1.845,316.446,-1.845\n
445.31,83.628,-2.153,83.628,-2.153,83.628,-2.153,83.628,-2.153,83.628,-2.153,83.628,-2.153,83.628,-2.153,83.628,-2.153,83.628,-2.153,83.628,-2.153,83.628,-2.153,83.628,-2.153,83.628,-2.153,83.628,-2.153,83.628,-2.153,83.628,-2.153\n
449.22,22.1,0.644,22.1,0.644,22.1,0.644,22.1,0.644,22.1,0.644,22.1,0.644,22.1,0.644,22.1,0.644,22.1,0.644,22.1,0.644,22.1,0.644,22.1,0.644,22.1,0.644,22.1,0.644,22.1,0.644,22.1,0.644\n
453.12,48.173,0.56,48.173,0.56,48.173,0.56,48.173,0.56,48.173,0.56,48.173,0.56,48.173,0.56,48.173,0.56,48.173,0.56,48.173,0.56,48.173,0.56,48.173,0.56,48.173,0.56,48.173,0.56,48.173,0.56,48.173,0.56\n
457.03,179.453,-0.917,179.453,-0.917,179.453,-0.917,179.453,-0.917,179.453,-0.917,179.453,-0.917,179.453,-0.917,179.453,-0.917,179.453,-0.917,179.453,-0.917,179.453,-0.917,179.453,-0.917,179.453,-0.917,179.453,-0.917,179.453,-0.917,179.453,-0.917\n
460.94,668.575,-1.219,668.575,-1.219,668.575,-1.219,668.575,-1.219,668.575,-1.219,668.575,-1.219,668.575,-1.219,668.575,-1.219,668.575,-1.219,668.575,-1.219,668.575,-1.219,668.575,-1.219,668.575,-1.219,668.575,-1.219,668.575,-1.219,668.575,-1.219\n
464.84,2490.577,-1.368,2490.577,-1.368,2490.577,-1.368,2490.577,-1.368,2490.577,-1.368,2490.577,-1.368,2490.577,-1.368,2490.577,-1.368,2490.577,-1.368,2490.577,-1.368,2490.577,-1.368,2490.577,-1.368,2490.577,-1.368,2490.577,-1.368,2490.577,-1.368,2490.577,-1.368\n
468.75,4673.045,-1.466,4673.045,-1.466,4673.045,-1.466,4673.045,-1.466,4673.045,-1.466,4673.045,-1.466,4673.045,-1.466,4673.045,-1.466,4673.045,-1.466,4673.045,-1.466,4673.045,-1.466,4673.045,-1.466,4673.045,-1.466,4673.045,-1.466,4673.045,-1.466,4673.045,-1.466\n
472.66,4802.308,-1.541,4802.308,-1.541,4802.308,-1.541,4802.308,-1.541,4802.308,-1.541,4802.308,-1.541,4802.308,-1.541,4802.308,-1.541,4802.308,-1.541,4802.308,-1.541,4802.308,-1.541,4802.308,-1.541,4802.308,-1.541,4802.308,-1.541,4802.308,-1.541,4802.308,-1.541\n
476.56,4934.578,-1.603,4934.578,-1.603,4934.578,-1.603,4934.578,-1.603,4934.578,-1.603,4934.578,-1.603,4934.578,-1.603,4934.578,-1.603,4934.578,-1.603,4934.578,-1.603,4934.578,-1.603,4934.578,-1.603,4934.578,-1.603,4934.578,-1.603,4934.578,-1.603,4934.578,-1.603\n
480.47,5070.491,-1.657,5070.491,-1.657,5070.491,-1.657,5070.491,-1.657,5070.491,-1.657,5070.491,-1.657,5070.491,-1.657,5070.491,-1.657,5070.491,-1.657,5070.491,-1.657,5070.491,-1.657,5070.491,-1.657,5070.491,-1.657,5070.491,-1.657,5070.491,-1.657,5070.491,-1.657\n
484.37,5174.877,-1.706,5174.877,-1.706,5174.877,-1.706,5174.877,-1.706,5174.877,-1.706,5174.877,-1.706,5174.877,-1.706,5174.877,-1.706,5174.877,-1.706,5174.877,-1.706,5174.877,-1.706,5174.877,-1.706,5174.877,-1.706,5174.877,-1.706,5174.877,-1.706,5174.877,-1.706\n
488.28,5183.224,-1.752,5183.224,-1.752,5183.224,-1.752,5183.224,-1.752,5183.224,-1.752,5183.224,-1.752,5183.224,-1.752,5183.224,-1.752,5183.224,-1.752,5183.224,-1.752,5183.224,-1.752,5183.224,-1.752,5183.224,-1.752,5183.224,-1.752,5183.224,-1.752,5183.224,-1.752\n
492.19,5190.988,-1.796,5190.988,-1.796,5190.988,-1.796,5190.988,-1.796,5190.988,-1.796,5190.988,-1.796,5190.988,-1.796,5190.988,-1.796,5190.988,-1.796,5190.988,-1.796,5190.988,-1.796,5190.988,-1.796,5190.988,-1.796,5190.988,-1.796,5190.988,-1.796,5190.988,-1.796\n
496.09,5198.763,-1.838,5198.763,-1.838,5198.763,-1.838,5198.763,-1.838,5198.763,-1.838,5198.763,-1.838,5198.763,-1.838,5198.763,-1.838,5198.763,-1.838,5198.763,-1.838,5198.763,-1.838,5198.763,-1.838,5198.763,-1.838,5198.763,-1.838,5198.763,-1.838,5198.763,-1.838\n
500,5206.549,-1.879,5206.549,-1.879,5206.549,-1.879,5206.549,-1.879,5206.549,-1.879,5206.549,-1.879,5206.549,-1.879,5206.549,-1.879,5206.549,-1.879,5206.549,-1.879,5206.549,-1.879,5206.549,-1.879,5206.549,-1.879,5206.549,-1.879,5206.549,-1.879,5206.549,-1.879\n
503.91,5205.351,-1.919,5205.351,-1.919,5205.351,-1.919,5205.351,-1.919,5205.351,-1.919,5205.351,-1.919,5205.351,-1.919,5205.351,-1.919,5205.351,-1.919,5205.351,-1.919,5205.351,-1.919,5205.351,-1.919,5205.351,-1.919,5205.351,-1.919,5205.351,-1.919,5205.351,-1.919\n
507.81,5204.752,-1.958,5204.752,-1.958,5204.752,-1.958,5204.752,-1.958,5204.752,-1.958,5204.752,-1.958,5204.752,-1.958,5204.752,-1.958,5204.752,-1.958,5204.752,-1.958,5204.752,-1.958,5204.752,-1.958,5204.752,-1.958,5204.752,-1.958,5204.752,-1.958,5204.752,-1.958\n
511.72,5203.553,-1.997,5203.553,-1.997,5203.553,-1.997,5203.553,-1.997,5203.553,-1.997,5203.553,-1.997,5203.553,-1.997,5203.553,-1.997,5203.553,-1.997,5203.553,-1.997,5203.553,-1.997,5203.553,-1.997,5203.553,-1.997,5203.553,-1.997,5203.553,-1.997,5203.553,-1.997\n
515.62,5202.355,-2.035,5202.355,-2.035,5202.355,-2.035,5202.355,-2.035,5202.355,-2.035,5202.355,-2.035,5202.355,-2.035,5202.355,-2.035,5202.355,-2.035,5202.355,-2.035,5202.355,-2.035,5202.355,-2.035,5202.355,-2.035,5202.355,-2.035,5202.355,-2.035,5202.355,-2.035\n
519.53,5196.967,-2.073,5196.967,-2.073,5196.967,-2.073,5196.967,-2.073,5196.967,-2.073,5196.967,-2.073,5196.967,-2.073,5196.967,-2.073,5196.967,-2.073,5196.967,-2.073,5196.967,-2.073,5196.967,-2.073,5196.967,-2.073,5196.967,-2.073,5196.967,-2.073,5196.967,-2.073\n
523.44,5189.195,-2.111,5189.195,-2.111,5189.195,-2.111,5189.195,-2.111,5189.195,-2.111,5189.195,-2.111,5189.195,-2.111,5189.195,-2.111,5189.195,-2.111,5189.195,-2.111,5189.195,-2.111,5189.195,-2.111,5189.195,-2.111,5189.195,-2.111,5189.195,-2.111,5189.195,-2.111\n
527.34,5181.434,-2.149,5181.434,-2.149,5181.434,-2.149,5181.434,-2.149,5181.434,-2.149,5181.434,-2.149,5181.434,-2.149,5181.434,-2.149,5181.434,-2.149,5181.434,-2.149,5181.434,-2.149,5181.434,-2.149,5181.434,-2.149,5181.434,-2.149,5181.434,-2.149,5181.434,-2.149\n
531.25,5173.685,-2.186,5173.685,-2.186,5173.685,-2.186,5173.685,-2.186,5173.685,-2.186,5173.685,-2.186,5173.685,-2.186,5173.685,-2.186,5173.685,-2.186,5173.685,-2.186,5173.685,-2.186,5173.685,-2.186,5173.685,-2.186,5173.685,-2.186,5173.685,-2.186,5173.685,-2.186\n
535.16,5161.786,-2.224,5161.786,-2.224,5161.786,-2.224,5161.786,-2.224,5161.786,-2.224,5161.786,-2.224,5161.786,-2.224,5161.786,-2.224,5161.786,-2.224,5161.786,-2.224,5161.786,-2.224,5161.786,-2.224,5161.786,-2.224,5161.786,-2.224,5161.786,-2.224,5161.786,-2.224\n
539.06,5144.581,-2.261,5144.581,-2.261,5144.581,-2.261,5144.581,-2.261,5144.581,-2.261,5144.581,-2.261,5144.581,-2.261,5144.581,-2.261,5144.581,-2.261,5144.581,-2.261,5144.581,-2.261,5144.581,-2.261,5144.581,-2.261,5144.581,-2.261,5144.581,-2.261,5144.581,-2.261\n
542.97,5127.433,-2.299,5127.433,-2.299,5127.433,-2.299,5127.433,-2.299,5127.433,-2.299,5127.433,-2.299,5127.433,-2.299,5127.433,-2.299,5127.433,-2.299,5127.433,-2.299,5127.433,-2.299,5127.433,-2.299,5127.433,-2.299,5127.433,-2.299,5127.433,-2.299,5127.433,-2.299\n
546.87,5110.342,-2.337,5110.342,-2.337,5110.342,-2.337,5110.342,-2.337,5110.342,-2.337,5110.342,-2.337,5110.342,-2.337,5110.342,-2.337,5110.342,-2.337,5110.342,-2.337,5110.342,-2.337,5110.342,-2.337,5110.342,-2.337,5110.342,-2.337,5110.342,-2.337,5110.342,-2.337\n
550.78,5088.034,-2.375,5088.034,-2.375,5088.034,-2.375,5088.034,-2.375,5088.034,-2.375,5088.034,-2.375,5088.034,-2.375,5088.034,-2.375,5088.034,-2.375,5088.034,-2.375,5088.034,-2.375,5088.034,-2.375,5088.034,-2.375,5088.034,-2.375,5088.034,-2.375,5088.034,-2.375\n
554.69,5045.451,-2.414,5045.451,-2.414,5045.451,-2.414,5045.451,-2.414,5045.451,-2.414,5045.451,-2.414,5045.451,-2.414,5045.451,-2.414,5045.451,-2.414,5045.451,-2.414,5045.451,-2.414,5045.451,-2.414,5045.451,-2.414,5045.451,-2.414,5045.451,-2.414,5045.451,-2.414\n
558.59,5003.801,-2.452,5003.801,-2.452,5003.801,-2.452,5003.801,-2.452,5003.801,-2.452,5003.801,-2.452,5003.801,-2.452,5003.801,-2.452,5003.801,-2.452,5003.801,-2.452,5003.801,-2.452,5003.801,-2.452,5003.801,-2.452,5003.801,-2.452,5003.801,-2.452,5003.801,-2.452\n
562.5,4961.923,-2.491,4961.923,-2.491,4961.923,-2.491,4961.923,-2.491,4961.923,-2.491,4961.923,-2.491,4961.923,-2.491,4961.923,-2.491,4961.923,-2.491,4961.923,-2.491,4961.923,-2.491,4961.923,-2.491,4961.923,-2.491,4961.923,-2.491,4961.923,-2.491,4961.923,-2.491\n
566.41,4920.395,-2.53,4920.395,-2.53,4920.395,-2.53,4920.395,-2.53,4920.395,-2.53,4920.395,-2.53,4920.395,-2.53,4920.395,-2.53,4920.395,-2.53,4920.395,-2.53,4920.395,-2.53,4920.395,-2.53,4920.395,-2.53,4920.395,-2.53,4920.395,-2.53,4920.395,-2.53\n
570.31,4904.559,-2.57,4904.559,-2.57,4904.559,-2.57,4904.559,-2.57,4904.559,-2.57,4904.559,-2.57,4904.559,-2.57,4904.559,-2.57,4904.559,-2.57,4904.559,-2.57,4904.559,-2.57,4904.559,-2.57,4904.559,-2.57,4904.559,-2.57,4904.559,-2.57,4904.559,-2.57\n
574.22,4891.026,-2.61,4891.026,-2.61,4891.026,-2.61,4891.026,-2.61,4891.026,-2.61,4891.026,-2.61,4891.026,-2.61,4891.026,-2.61,4891.026,-2.61,4891.026,-2.61,4891.026,-2.61,4891.026,-2.61,4891.026,-2.61,4891.026,-2.61,4891.026,-2.61,4891.026,-2.61\n
578.12,4876.969,-2.65,4876.969,-2.65,4876.969,-2.65,4876.969,-2.65,4876.969,-2.65,4876.969,-2.65,4876.969,-2.65,4876.969,-2.65,4876.969,-2.65,4876.969,-2.65,4876.969,-2.65,4876.969,-2.65,4876.969,-2.65,4876.969,-2.65,4876.969,-2.65,4876.969,-2.65\n
582.03,4863.512,-2.691,4863.512,-2.691,4863.512,-2.691,4863.512,-2.691,4863.512,-2.691,4863.512,-2.691,4863.512,-2.691,4863.512,-2.691,4863.512,-2.691,4863.512,-2.691,4863.512,-2.691,4863.512,-2.691,4863.512,-2.691,4863.512,-2.691,4863.512,-2.691,4863.512,-2.691\n
585.94,4840.052,-2.732,4840.052,-2.732,4840.052,-2.732,4840.052,-2.732,4840.052,-2.732,4840.052,-2.732,4840.052,-2.732,4840.052,-2.732,4840.052,-2.732,4840.052,-2.732,4840.052,-2.732,4840.052,-2.732,4840.052,-2.732,4840.052,-2.732,4840.052,-2.732,4840.052,-2.732\n
589.84,4812.27,-2.773,4812.27,-2.773,4812.27,-2.773,4812.27,-2.773,4812.27,-2.773,4812.27,-2.773,4812.27,-2.773,4812.27,-2.773,4812.27,-2.773,4812.27,-2.773,4812.27,-2.773,4812.27,-2.773,4812.27,-2.773,4812.27,-2.773,4812.27,-2.773,4812.27,-2.773\n
593.75,4784.648,-2.815,4784.648,-2.815,4784.648,-2.815,4784.648,-2.815,4784.648,-2.815,4784.648,-2.815,4784.648,-2.815,4784.648,-2.815,4784.648,-2.815,4784.648,-2.815,4784.648,-2.815,4784.648,-2.815,4784.648,-2.815,4784.648,-2.815,4784.648,-2.815,4784.648,-2.815\n
597.66,4757.185,-2.858,4757.185,-2.858,4757.185,-2.858,4757.185,-2.858,4757.185,-2.858,4757.185,-2.858,4757.185,-2.858,4757.185,-2.858,4757.185,-2.858,4757.185,-2.858,4757.185,-2.858,4757.185,-2.858,4757.185,-2.858,4757.185,-2.858,4757.185,-2.858,4757.185,-2.858\n
601.56,4738.599,-2.901,4738.599,-2.901,4738.599,-2.901,4738.599,-2.901,4738.599,-2.901,4738.599,-2.901,4738.599,-2.901,4738.599,-2.901,4738.599,-2.901,4738.599,-2.901,4738.599,-2.901,4738.599,-2.901,4738.599,-2.901,4738.599,-2.901,4738.599,-2.901,4738.599,-2.901\n
605.47,4733.692,-2.944,4733.692,-2.944,4733.692,-2.944,4733.692,-2.944,4733.692,-2.944,4733.692,-2.944,4733.692,-2.944,4733.692,-2.944,4733.692,-2.944,4733.692,-2.944,4733.692,-2.944,4733.692,-2.944,4733.692,-2.944,4733.692,-2.944,4733.692,-2.944,4733.692,-2.944\n
609.37,4728.245,-2.988,4728.245,-2.988,4728.245,-2.988,4728.245,-2.988,4728.245,-2.988,4728.245,-2.988,4728.245,-2.988,4728.245,-2.988,4728.245,-2.988,4728.245,-2.988,4728.245,-2.988,4728.245,-2.988,4728.245,-2.988,4728.245,-2.988,4728.245,-2.988,4728.245,-2.988\n
613.28,4723.349,-3.033,4723.349,-3.033,4723.349,-3.033,4723.349,-3.033,4723.349,-3.033,4723.349,-3.033,4723.349,-3.033,4723.349,-3.033,4723.349,-3.033,4723.349,-3.033,4723.349,-3.033,4723.349,-3.033,4723.349,-3.033,4723.349,-3.033,4723.349,-3.033,4723.349,-3.033\n
617.19,4717.371,-3.078,4717.371,-3.078,4717.371,-3.078,4717.371,-3.078,4717.371,-3.078,4717.371,-3.078,4717.371,-3.078,4717.371,-3.078,4717.371,-3.078,4717.371,-3.078,4717.371,-3.078,4717.371,-3.078,4717.371,-3.078,4717.371,-3.078,4717.371,-3.078,4717.371,-3.078\n
621.09,4704.896,-3.123,4704.896,-3.123,4704.896,-3.123,4704.896,-3.123,4704.896,-3.123,4704.896,-3.123,4704.896,-3.123,4704.896,-3.123,4704.896,-3.123,4704.896,-3.123,4704.896,-3.123,4704.896,-3.123,4704.896,-3.123,4704.896,-3.123,4704.896,-3.123,4704.896,-3.123\n
625,4692.454,3.114,4692.454,3.114,4692.454,3.114,4692.454,3.114,4692.454,3.114,4692.454,3.114,4692.454,3.114,4692.454,3.114,4692.454,3.114,4692.454,3.114,4692.454,3.114,4692.454,3.114,4692.454,3.114,4692.454,3.114,4692.454,3.114,4692.454,3.114\n
628.91,4680.045,3.067,4680.045,3.067,4680.045,3.067,4680.045,3.067,4680.045,3.067,4680.045,3.067,4680.045,3.067,4680.045,3.067,4680.045,3.067,4680.045,3.067,4680.045,3.067,4680.045,3.067,4680.045,3.067,4680.045,3.067,4680.045,3.067,4680.045,3.067\n
632.81,4667.668,3.02,4667.668,3.02,4667.668,3.02,4667.668,3.02,4667.668,3.02,4667.668,3.02,4667.668,3.02,4667.668,3.02,4667.668,3.02,4667.668,3.02,4667.668,3.02,4667.668,3.02,4667.668,3.02,4667.668,3.02,4667.668,3.02,4667.668,3.02\n
636.72,4673.045,2.972,4673.045,2.972,4673.045,2.972,4673.045,2.972,4673.045,2.972,4673.045,2.972,4673.045,2.972,4673.045,2.972,4673.045,2.972,4673.045,2.972,4673.045,2.972,4673.045,2.972,4673.045,2.972,4673.045,2.972,4673.045,2.972,4673.045,2.972\n
640.62,4681.661,2.924,4681.661,2.924,4681.661,2.924,4681.661,2.924,4681.661,2.924,4681.661,2.924,4681.661,2.924,4681.661,2.924,4681.661,2.924,4681.661,2.924,4681.661,2.924,4681.661,2.924,4681.661,2.924,4681.661,2.924,4681.661,2.924,4681.661,2.924\n
644.53,4689.753,2.875,4689.753,2.875,4689.753,2.875,4689.753,2.875,4689.753,2.875,4689.753,2.875,4689.753,2.875,4689.753,2.875,4689.753,2.875,4689.753,2.875,4689.753,2.875,4689.753,2.875,4689.753,2.875,4689.753,2.875,4689.753,2.875,4689.753,2.875\n
648.44,4698.4,2.825,4698.4,2.825,4698.4,2.825,4698.4,2.825,4698.4,2.825,4698.4,2.825,4698.4,2.825,4698.4,2.825,4698.4,2.825,4698.4,2.825,4698.4,2.825,4698.4,2.825,4698.4,2.825,4698.4,2.825,4698.4,2.825,4698.4,2.825\n
652.34,4682.74,2.776,4682.74,2.776,4682.74,2.776,4682.74,2.776,4682.74,2.776,4682.74,2.776,4682.74,2.776,4682.74,2.776,4682.74,2.776,4682.74,2.776,4682.74,2.776,4682.74,2.776,4682.74,2.776,4682.74,2.776,4682.74,2.776,4682.74,2.776\n
656.25,4651.575,2.725,4651.575,2.725,4651.575,2.725,4651.575,2.725,4651.575,2.725,4651.575,2.725,4651.575,2.725,4651.575,2.725,4651.575,2.725,4651.575,2.725,4651.575,2.725,4651.575,2.725,4651.575,2.725,4651.575,2.725,4651.575,2.725,4651.575,2.725\n
660.16,4620.617,2.674,4620.617,2.674,4620.617,2.674,4620.617,2.674,4620.617,2.674,4620.617,2.674,4620.617,2.674,4620.617,2.674,4620.617,2.674,4620.617,2.674,4620.617,2.674,4620.617,2.674,4620.617,2.674,4620.617,2.674,4620.617,2.674,4620.617,2.674\n
664.06,4589.866,2.623,4589.866,2.623,4589.866,2.623,4589.866,2.623,4589.866,2.623,4589.866,2.623,4589.866,2.623,4589.866,2.623,4589.866,2.623,4589.866,2.623,4589.866,2.623,4589.866,2.623,4589.866,2.623,4589.866,2.623,4589.866,2.623,4589.866,2.623\n
