Frequency,Gain(Ch.0),Phase(Ch.0),Gain(Ch.1),Phase(Ch.1),Gain(Ch.2),Phase(Ch.2),Gain(Ch.3),Phase(Ch.3),Gain(Ch.4),Phase(Ch.4),Gain(Ch.5),Phase(Ch.5),Gain(Ch.6),Phase(Ch.6),Gain(Ch.7),Phase(Ch.7),Gain(Ch.8),Phase(Ch.8),Gain(Ch.9),Phase(Ch.9),Gain(Ch.10),Phase(Ch.10),Gain(Ch.11),Phase(Ch.11),Gain(Ch.12),Phase(Ch.12),Gain(Ch.13),Phase(Ch.13),Gain(Ch.14),Phase(Ch.14),Gain(Ch.15),Phase(Ch.15)\n
667.97,4564.046,2.57,4564.046,2.57,4564.046,2.57,4564.046,2.57,4564.046,2.57,4564.046,2.57,4564.046,2.57,4564.046,2.57,4564.046,2.57,4564.046,2.57,4564.046,2.57,4564.046,2.57,4564.046,2.57,4564.046,2.57,4564.046,2.57,4564.046,2.57\n
671.87,4548.833,2.518,4548.833,2.518,4548.833,2.518,4548.833,2.518,4548.833,2.518,4548.833,2.518,4548.833,2.518,4548.833,2.518,4548.833,2.518,4548.833,2.518,4548.833,2.518,4548.833,2.518,4548.833,2.518,4548.833,2.518,4548.833,2.518,4548.833,2.518\n
675.78,4533.671,2.465,4533.671,2.465,4533.671,2.465,4533.671,2.465,4533.671,2.465,4533.671,2.465,4533.671,2.465,4533.671,2.465,4533.671,2.465,4533.671,2.465,4533.671,2.465,4533.671,2.465,4533.671,2.465,4533.671,2.465,4533.671,2.465,4533.671,2.465\n
679.69,4518.559,2.411,4518.559,2.411,4518.559,2.411,4518.559,2.411,4518.559,2.411,4518.559,2.411,4518.559,2.411,4518.559,2.411,4518.559,2.411,4518.559,2.411,4518.559,2.411,4518.559,2.411,4518.559,2.411,4518.559,2.411,4518.559,2.411,4518.559,2.411\n
683.59,4504.017,2.356,4504.017,2.356,4504.017,2.356,4504.017,2.356,4504.017,2.356,4504.017,2.356,4504.017,2.356,4504.017,2.356,4504.017,2.356,4504.017,2.356,4504.017,2.356,4504.017,2.356,4504.017,2.356,4504.017,2.356,4504.017,2.356,4504.017,2.356\n
687.5,4500.388,2.301,4500.388,2.301,4500.388,2.301,4500.388,2.301,4500.388,2.301,4500.388,2.301,4500.388,2.301,4500.388,2.301,4500.388,2.301,4500.388,2.301,4500.388,2.301,4500.388,2.301,4500.388,2.301,4500.388,2.301,4500.388,2.301,4500.388,2.301\n
691.41,4496.763,2.245,4496.763,2.245,4496.763,2.245,4496.763,2.245,4496.763,2.245,4496.763,2.245,4496.763,2.245,4496.763,2.245,4496.763,2.245,4496.763,2.245,4496.763,2.245,4496.763,2.245,4496.763,2.245,4496.763,2.245,4496.763,2.245,4496.763,2.245\n
695.31,4493.141,2.189,4493.141,2.189,4493.141,2.189,4493.141,2.189,4493.141,2.189,4493.141,2.189,4493.141,2.189,4493.141,2.189,4493.141,2.189,4493.141,2.189,4493.141,2.189,4493.141,2.189,4493.141,2.189,4493.141,2.189,4493.141,2.189,4493.141,2.189\n
699.22,4489.521,2.131,4489.521,2.131,4489.521,2.131,4489.521,2.131,4489.521,2.131,4489.521,2.131,4489.521,2.131,4489.521,2.131,4489.521,2.131,4489.521,2.131,4489.521,2.131,4489.521,2.131,4489.521,2.131,4489.521,2.131,4489.521,2.131,4489.521,2.131\n
703.12,4478.164,2.073,4478.164,2.073,4478.164,2.073,4478.164,2.073,4478.164,2.073,4478.164,2.073,4478.164,2.073,4478.164,2.073,4478.164,2.073,4478.164,2.073,4478.164,2.073,4478.164,2.073,4478.164,2.073,4478.164,2.073,4478.164,2.073,4478.164,2.073\n
707.03,4465.293,2.014,4465.293,2.014,4465.293,2.014,4465.293,2.014,4465.293,2.014,4465.293,2.014,4465.293,2.014,4465.293,2.014,4465.293,2.014,4465.293,2.014,4465.293,2.014,4465.293,2.014,4465.293,2.014,4465.293,2.014,4465.293,2.014,4465.293,2.014\n
710.94,4452.46,1.954,4452.46,1.954,4452.46,1.954,4452.46,1.954,4452.46,1.954,4452.46,1.954,4452.46,1.954,4452.46,1.954,4452.46,1.954,4452.46,1.954,4452.46,1.954,4452.46,1.954,4452.46,1.954,4452.46,1.954,4452.46,1.954,4452.46,1.954\n
714.84,4439.663,1.892,4439.663,1.892,4439.663,1.892,4439.663,1.892,4439.663,1.892,4439.663,1.892,4439.663,1.892,4439.663,1.892,4439.663,1.892,4439.663,1.892,4439.663,1.892,4439.663,1.892,4439.663,1.892,4439.663,1.892,4439.663,1.892,4439.663,1.892\n
718.75,4415.704,1.83,4415.704,1.83,4415.704,1.83,4415.704,1.83,4415.704,1.83,4415.704,1.83,4415.704,1.83,4415.704,1.83,4415.704,1.83,4415.704,1.83,4415.704,1.83,4415.704,1.83,4415.704,1.83,4415.704,1.83,4415.704,1.83,4415.704,1.83\n
722.66,4381.774,1.766,4381.774,1.766,4381.774,1.766,4381.774,1.766,4381.774,1.766,4381.774,1.766,4381.774,1.766,4381.774,1.766,4381.774,1.766,4381.774,1.766,4381.774,1.766,4381.774,1.766,4381.774,1.766,4381.774,1.766,4381.774,1.766,4381.774,1.766\n
726.56,4348.105,1.7,4348.105,1.7,4348.105,1.7,4348.105,1.7,4348.105,1.7,4348.105,1.7,4348.105,1.7,4348.105,1.7,4348.105,1.7,4348.105,1.7,4348.105,1.7,4348.105,1.7,4348.105,1.7,4348.105,1.7,4348.105,1.7,4348.105,1.7\n
730.47,4314.694,1.633,4314.694,1.633,4314.694,1.633,4314.694,1.633,4314.694,1.633,4314.694,1.633,4314.694,1.633,4314.694,1.633,4314.694,1.633,4314.694,1.633,4314.694,1.633,4314.694,1.633,4314.694,1.633,4314.694,1.633,4314.694,1.633,4314.694,1.633\n
734.37,4292.892,1.565,4292.892,1.565,4292.892,1.565,4292.892,1.565,4292.892,1.565,4292.892,1.565,4292.892,1.565,4292.892,1.565,4292.892,1.565,4292.892,1.565,4292.892,1.565,4292.892,1.565,4292.892,1.565,4292.892,1.565,4292.892,1.565,4292.892,1.565\n
738.28,4304.275,1.494,4304.275,1.494,4304.275,1.494,4304.275,1.494,4304.275,1.494,4304.275,1.494,4304.275,1.494,4304.275,1.494,4304.275,1.494,4304.275,1.494,4304.275,1.494,4304.275,1.494,4304.275,1.494,4304.275,1.494,4304.275,1.494,4304.275,1.494\n
742.19,4315.191,1.421,4315.191,1.421,4315.191,1.421,4315.191,1.421,4315.191,1.421,4315.191,1.421,4315.191,1.421,4315.191,1.421,4315.191,1.421,4315.191,1.421,4315.191,1.421,4315.191,1.421,4315.191,1.421,4315.191,1.421,4315.191,1.421,4315.191,1.421\n
746.09,4326.134,1.346,4326.134,1.346,4326.134,1.346,4326.134,1.346,4326.134,1.346,4326.134,1.346,4326.134,1.346,4326.134,1.346,4326.134,1.346,4326.134,1.346,4326.134,1.346,4326.134,1.346,4326.134,1.346,4326.134,1.346,4326.134,1.346,4326.134,1.346\n
750,4337.106,1.269,4337.106,1.269,4337.106,1.269,4337.106,1.269,4337.106,1.269,4337.106,1.269,4337.106,1.269,4337.106,1.269,4337.106,1.269,4337.106,1.269,4337.106,1.269,4337.106,1.269,4337.106,1.269,4337.106,1.269,4337.106,1.269,4337.106,1.269\n
753.91,4286.966,1.189,4286.966,1.189,4286.966,1.189,4286.966,1.189,4286.966,1.189,4286.966,1.189,4286.966,1.189,4286.966,1.189,4286.966,1.189,4286.966,1.189,4286.966,1.189,4286.966,1.189,4286.966,1.189,4286.966,1.189,4286.966,1.189,4286.966,1.189\n
757.81,4237.405,1.106,4237.405,1.106,4237.405,1.106,4237.405,1.106,4237.405,1.106,4237.405,1.106,4237.405,1.106,4237.405,1.106,4237.405,1.106,4237.405,1.106,4237.405,1.106,4237.405,1.106,4237.405,1.106,4237.405,1.106,4237.405,1.106,4237.405,1.106\n
761.72,4188.418,1.02,4188.418,1.02,4188.418,1.02,4188.418,1.02,4188.418,1.02,4188.418,1.02,4188.418,1.02,4188.418,1.02,4188.418,1.02,4188.418,1.02,4188.418,1.02,4188.418,1.02,4188.418,1.02,4188.418,1.02,4188.418,1.02,4188.418,1.02\n
765.62,4139.52,0.93,4139.52,0.93,4139.52,0.93,4139.52,0.93,4139.52,0.93,4139.52,0.93,4139.52,0.93,4139.52,0.93,4139.52,0.93,4139.52,0.93,4139.52,0.93,4139.52,0.93,4139.52,0.93,4139.52,0.93,4139.52,0.93,4139.52,0.93\n
769.53,4089.781,0.837,4089.781,0.837,4089.781,0.837,4089.781,0.837,4089.781,0.837,4089.781,0.837,4089.781,0.837,4089.781,0.837,4089.781,0.837,4089.781,0.837,4089.781,0.837,4089.781,0.837,4089.781,0.837,4089.781,0.837,4089.781,0.837,4089.781,0.837\n
773.44,4039.708,0.741,4039.708,0.741,4039.708,0.741,4039.708,0.741,4039.708,0.741,4039.708,0.741,4039.708,0.741,4039.708,0.741,4039.708,0.741,4039.708,0.741,4039.708,0.741,4039.708,0.741,4039.708,0.741,4039.708,0.741,4039.708,0.741,4039.708,0.741\n
777.34,3989.79,0.64,3989.79,0.64,3989.79,0.64,3989.79,0.64,3989.79,0.64,3989.79,0.64,3989.79,0.64,3989.79,0.64,3989.79,0.64,3989.79,0.64,3989.79,0.64,3989.79,0.64,3989.79,0.64,3989.79,0.64,3989.79,0.64,3989.79,0.64\n
781.25,3940.942,0.535,3940.942,0.535,3940.942,0.535,3940.942,0.535,3940.942,0.535,3940.942,0.535,3940.942,0.535,3940.942,0.535,3940.942,0.535,3940.942,0.535,3940.942,0.535,3940.942,0.535,3940.942,0.535,3940.942,0.535,3940.942,0.535,3940.942,0.535\n
785.16,3897.176,0.424,3897.176,0.424,3897.176,0.424,3897.176,0.424,3897.176,0.424,3897.176,0.424,3897.176,0.424,3897.176,0.424,3897.176,0.424,3897.176,0.424,3897.176,0.424,3897.176,0.424,3897.176,0.424,3897.176,0.424,3897.176,0.424,3897.176,0.424\n
789.06,3859.224,0.308,3859.224,0.308,3859.224,0.308,3859.224,0.308,3859.224,0.308,3859.224,0.308,3859.224,0.308,3859.224,0.308,3859.224,0.308,3859.224,0.308,3859.224,0.308,3859.224,0.308,3859.224,0.308,3859.224,0.308,3859.224,0.308,3859.224,0.308\n
792.97,3821.202,0.186,3821.202,0.186,3821.202,0.186,3821.202,0.186,3821.202,0.186,3821.202,0.186,3821.202,0.186,3821.202,0.186,3821.202,0.186,3821.202,0.186,3821.202,0.186,3821.202,0.186,3821.202,0.186,3821.202,0.186,3821.202,0.186,3821.202,0.186\n
796.87,3783.99,0.056,3783.99,0.056,3783.99,0.056,3783.99,0.056,3783.99,0.056,3783.99,0.056,3783.99,0.056,3783.99,0.056,3783.99,0.056,3783.99,0.056,3783.99,0.056,3783.99,0.056,3783.99,0.056,3783.99,0.056,3783.99,0.056,3783.99,0.056\n
800.78,3741.106,-0.084,3741.106,-0.084,3741.106,-0.084,3741.106,-0.084,3741.106,-0.084,3741.106,-0.084,3741.106,-0.084,3741.106,-0.084,3741.106,-0.084,3741.106,-0.084,3741.106,-0.084,3741.106,-0.084,3741.106,-0.084,3741.106,-0.084,3741.106,-0.084,3741.106,-0.084\n
804.69,3675.361,-0.236,3675.361,-0.236,3675.361,-0.236,3675.361,-0.236,3675.361,-0.236,3675.361,-0.236,3675.361,-0.236,3675.361,-0.236,3675.361,-0.236,3675.361,-0.236,3675.361,-0.236,3675.361,-0.236,3675.361,-0.236,3675.361,-0.236,3675.361,-0.236,3675.361,-0.236\n
808.59,3610.771,-0.402,3610.771,-0.402,3610.771,-0.402,3610.771,-0.402,3610.771,-0.402,3610.771,-0.402,3610.771,-0.402,3610.771,-0.402,3610.771,-0.402,3610.771,-0.402,3610.771,-0.402,3610.771,-0.402,3610.771,-0.402,3610.771,-0.402,3610.771,-0.402,3610.771,-0.402\n
812.5,3547.317,-0.587,3547.317,-0.587,3547.317,-0.587,3547.317,-0.587,3547.317,-0.587,3547.317,-0.587,3547.317,-0.587,3547.317,-0.587,3547.317,-0.587,3547.317,-0.587,3547.317,-0.587,3547.317,-0.587,3547.317,-0.587,3547.317,-0.587,3547.317,-0.587,3547.317,-0.587\n
816.41,3485.379,-0.793,3485.379,-0.793,3485.379,-0.793,3485.379,-0.793,3485.379,-0.793,3485.379,-0.793,3485.379,-0.793,3485.379,-0.793,3485.379,-0.793,3485.379,-0.793,3485.379,-0.793,3485.379,-0.793,3485.379,-0.793,3485.379,-0.793,3485.379,-0.793,3485.379,-0.793\n
820.31,3382.984,-1.022,3382.984,-1.022,3382.984,-1.022,3382.984,-1.022,3382.984,-1.022,3382.984,-1.022,3382.984,-1.022,3382.984,-1.022,3382.984,-1.022,3382.984,-1.022,3382.984,-1.022,3382.984,-1.022,3382.984,-1.022,3382.984,-1.022,3382.984,-1.022,3382.984,-1.022\n
824.22,3280.953,-1.27,3280.953,-1.27,3280.953,-1.27,3280.953,-1.27,3280.953,-1.27,3280.953,-1.27,3280.953,-1.27,3280.953,-1.27,3280.953,-1.27,3280.953,-1.27,3280.953,-1.27,3280.953,-1.27,3280.953,-1.27,3280.953,-1.27,3280.953,-1.27,3280.953,-1.27\n
828.12,3181.632,-1.527,3181.632,-1.527,3181.632,-1.527,3181.632,-1.527,3181.632,-1.527,3181.632,-1.527,3181.632,-1.527,3181.632,-1.527,3181.632,-1.527,3181.632,-1.527,3181.632,-1.527,3181.632,-1.527,3181.632,-1.527,3181.632,-1.527,3181.632,-1.527,3181.632,-1.527\n
832.03,3085.674,-1.781,3085.674,-1.781,3085.674,-1.781,3085.674,-1.781,3085.674,-1.781,3085.674,-1.781,3085.674,-1.781,3085.674,-1.781,3085.674,-1.781,3085.674,-1.781,3085.674,-1.781,3085.674,-1.781,3085.674,-1.781,3085.674,-1.781,3085.674,-1.781,3085.674,-1.781\n
835.94,2662.257,-2.017,2662.257,-2.017,2662.257,-2.017,2662.257,-2.017,2662.257,-2.017,2662.257,-2.017,2662.257,-2.017,2662.257,-2.017,2662.257,-2.017,2662.257,-2.017,2662.257,-2.017,2662.257,-2.017,2662.257,-2.017,2662.257,-2.017,2662.257,-2.017,2662.257,-2.017\n
839.84,2164.213,-2.227,2164.213,-2.227,2164.213,-2.227,2164.213,-2.227,2164.213,-2.227,2164.213,-2.227,2164.213,-2.227,2164.213,-2.227,2164.213,-2.227,2164.213,-2.227,2164.213,-2.227,2164.213,-2.227,2164.213,-2.227,2164.213,-2.227,2164.213,-2.227,2164.213,-2.227\n
843.75,1759.341,-2.409,1759.341,-2.409,1759.341,-2.409,1759.341,-2.409,1759.341,-2.409,1759.341,-2.409,1759.341,-2.409,1759.341,-2.409,1759.341,-2.409,1759.341,-2.409,1759.341,-2.409,1759.341,-2.409,1759.341,-2.409,1759.341,-2.409,1759.341,-2.409,1759.341,-2.409\n
847.66,1430.211,-2.565,1430.211,-2.565,1430.211,-2.565,1430.211,-2.565,1430.211,-2.565,1430.211,-2.565,1430.211,-2.565,1430.211,-2.565,1430.211,-2.565,1430.211,-2.565,1430.211,-2.565,1430.211,-2.565,1430.211,-2.565,1430.211,-2.565,1430.211,-2.565,1430.211,-2.565\n
851.56,1086.301,-2.697,1086.301,-2.697,1086.301,-2.697,1086.301,-2.697,1086.301,-2.697,1086.301,-2.697,1086.301,-2.697,1086.301,-2.697,1086.301,-2.697,1086.301,-2.697,1086.301,-2.697,1086.301,-2.697,1086.301,-2.697,1086.301,-2.697,1086.301,-2.697,1086.301,-2.697\n
855.47,743.618,-2.811,743.618,-2.811,743.618,-2.811,743.618,-2.811,743.618,-2.811,743.618,-2.811,743.618,-2.811,743.618,-2.811,743.618,-2.811,743.618,-2.811,743.618,-2.811,743.618,-2.811,743.618,-2.811,743.618,-2.811,743.618,-2.811,743.618,-2.811\n
859.37,508.979,-2.908,508.979,-2.908,508.979,-2.908,508.979,-2.908,508.979,-2.908,508.979,-2.908,508.979,-2.908,508.979,-2.908,508.979,-2.908,508.979,-2.908,508.979,-2.908,508.979,-2.908,508.979,-2.908,508.979,-2.908,508.979,-2.908,508.979,-2.908\n
863.28,348.377,-2.991,348.377,-2.991,348.377,-2.991,348.377,-2.991,348.377,-2.991,348.377,-2.991,348.377,-2.991,348.377,-2.991,348.377,-2.991,348.377,-2.991,348.377,-2.991,348.377,-2.991,348.377,-2.991,348.377,-2.991,348.377,-2.991,348.377,-2.991\n
867.19,238.342,-3.061,238.342,-3.061,238.342,-3.061,238.342,-3.061,238.342,-3.061,238.342,-3.061,238.342,-3.061,238.342,-3.061,238.342,-3.061,238.342,-3.061,238.342,-3.061,238.342,-3.061,238.342,-3.061,238.342,-3.061,238.342,-3.061,238.342,-3.061\n
871.09,162.443,-3.119,162.443,-3.119,162.443,-3.119,162.443,-3.119,162.443,-3.119,162.443,-3.119,162.443,-3.119,162.443,-3.119,162.443,-3.119,162.443,-3.119,162.443,-3.119,162.443,-3.119,162.443,-3.119,162.443,-3.119,162.443,-3.119,162.443,-3.119\n
875,110.726,3.12,110.726,3.12,110.726,3.12,110.726,3.12,110.726,3.12,110.726,3.12,110.726,3.12,110.726,3.12,110.726,3.12,110.726,3.12,110.726,3.12,110.726,3.12,110.726,3.12,110.726,3.12,110.726,3.12,110.726,3.12\n
878.91,75.474,3.092,75.474,3.092,75.474,3.092,75.474,3.092,75.474,3.092,75.474,3.092,75.474,3.092,75.474,3.092,75.474,3.092,75.474,3.092,75.474,3.092,75.474,3.092,75.474,3.092,75.474,3.092,75.474,3.092,75.474,3.092\n
882.81,51.446,3.086,51.446,3.086,51.446,3.086,51.446,3.086,51.446,3.086,51.446,3.086,51.446,3.086,51.446,3.086,51.446,3.086,51.446,3.086,51.446,3.086,51.446,3.086,51.446,3.086,51.446,3.086,51.446,3.086,51.446,3.086\n
886.72,32.43,3.121,32.43,3.121,32.43,3.121,32.43,3.121,32.43,3.121,32.43,3.121,32.43,3.121,32.43,3.121,32.43,3.121,32.43,3.121,32.43,3.121,32.43,3.121,32.43,3.121,32.43,3.121,32.43,3.121,32.43,3.121\n
890.62,20.188,-3.036,20.188,-3.036,20.188,-3.036,20.188,-3.036,20.188,-3.036,20.188,-3.036,20.188,-3.036,20.188,-3.036,20.188,-3.036,20.188,-3.036,20.188,-3.036,20.188,-3.036,20.188,-3.036,20.188,-3.036,20.188,-3.036,20.188,-3.036\n
894.53,12.569,-2.645,12.569,-2.645,12.569,-2.645,12.569,-2.645,12.569,-2.645,12.569,-2.645,12.569,-2.645,12.569,-2.645,12.569,-2.645,12.569,-2.645,12.569,-2.645,12.569,-2.645,12.569,-2.645,12.569,-2.645,12.569,-2.645,12.569,-2.645\n
898.44,7.824,-1.769,7.824,-1.769,7.824,-1.769,7.824,-1.769,7.824,-1.769,7.824,-1.769,7.824,-1.769,7.824,-1.769,7.824,-1.769,7.824,-1.769,7.824,-1.769,7.824,-1.769,7.824,-1.769,7.824,-1.769,7.824,-1.769,7.824,-1.769\n
902.34,5.553,-1.173,5.553,-1.173,5.553,-1.173,5.553,-1.173,5.553,-1.173,5.553,-1.173,5.553,-1.173,5.553,-1.173,5.553,-1.173,5.553,-1.173,5.553,-1.173,5.553,-1.173,5.553,-1.173,5.553,-1.173,5.553,-1.173,5.553,-1.173\n
906.25,4.309,-0.97,4.309,-0.97,4.309,-0.97,4.309,-0.97,4.309,-0.97,4.309,-0.97,4.309,-0.97,4.309,-0.97,4.309,-0.97,4.309,-0.97,4.309,-0.97,4.309,-0.97,4.309,-0.97,4.309,-0.97,4.309,-0.97,4.309,-0.97\n
910.16,3.343,-0.892,3.343,-0.892,3.343,-0.892,3.343,-0.892,3.343,-0.892,3.343,-0.892,3.343,-0.892,3.343,-0.892,3.343,-0.892,3.343,-0.892,3.343,-0.892,3.343,-0.892,3.343,-0.892,3.343,-0.892,3.343,-0.892,3.343,-0.892\n
914.06,2.594,-0.86,2.594,-0.86,2.594,-0.86,2.594,-0.86,2.594,-0.86,2.594,-0.86,2.594,-0.86,2.594,-0.86,2.594,-0.86,2.594,-0.86,2.594,-0.86,2.594,-0.86,2.594,-0.86,2.594,-0.86,2.594,-0.86,2.594,-0.86\n
917.97,2.21,-0.848,2.21,-0.848,2.21,-0.848,2.21,-0.848,2.21,-0.848,2.21,-0.848,2.21,-0.848,2.21,-0.848,2.21,-0.848,2.21,-0.848,2.21,-0.848,2.21,-0.848,2.21,-0.848,2.21,-0.848,2.21,-0.848,2.21,-0.848\n
921.87,2.274,-0.846,2.274,-0.846,2.274,-0.846,2.274,-0.846,2.274,-0.846,2.274,-0.846,2.274,-0.846,2.274,-0.846,2.274,-0.846,2.274,-0.846,2.274,-0.846,2.274,-0.846,2.274,-0.846,2.274,-0.846,2.274,-0.846,2.274,-0.846\n
925.78,2.341,-0.849,2.341,-0.849,2.341,-0.849,2.341,-0.849,2.341,-0.849,2.341,-0.849,2.341,-0.849,2.341,-0.849,2.341,-0.849,2.341,-0.849,2.341,-0.849,2.341,-0.849,2.341,-0.849,2.341,-0.849,2.341,-0.849,2.341,-0.849\n
929.69,2.41,-0.853,2.41,-0.853,2.41,-0.853,2.41,-0.853,2.41,-0.853,2.41,-0.853,2.41,-0.853,2.41,-0.853,2.41,-0.853,2.41,-0.853,2.41,-0.853,2.41,-0.853,2.41,-0.853,2.41,-0.853,2.41,-0.853,2.41,-0.853\n
933.59,2.462,-0.857,2.462,-0.857,2.462,-0.857,2.462,-0.857,2.462,-0.857,2.462,-0.857,2.462,-0.857,2.462,-0.857,2.462,-0.857,2.462,-0.857,2.462,-0.857,2.462,-0.857,2.462,-0.857,2.462,-0.857,2.462,-0.857,2.462,-0.857\n
937.5,2.246,-0.86,2.246,-0.86,2.246,-0.86,2.246,-0.86,2.246,-0.86,2.246,-0.86,2.246,-0.86,2.246,-0.86,2.246,-0.86,2.246,-0.86,2.246,-0.86,2.246,-0.86,2.246,-0.86,2.246,-0.86,2.246,-0.86,2.246,-0.86\n
941.41,2.05,-0.858,2.05,-0.858,2.05,-0.858,2.05,-0.858,2.05,-0.858,2.05,-0.858,2.05,-0.858,2.05,-0.858,2.05,-0.858,2.05,-0.858,2.05,-0.858,2.05,-0.858,2.05,-0.858,2.05,-0.858,2.05,-0.858,2.05,-0.858\n
945.31,1.87,-0.848,1.87,-0.848,1.87,-0.848,1.87,-0.848,1.87,-0.848,1.87,-0.848,1.87,-0.848,1.87,-0.848,1.87,-0.848,1.87,-0.848,1.87,-0.848,1.87,-0.848,1.87,-0.848,1.87,-0.848,1.87,-0.848,1.87,-0.848\n
949.22,1.707,-0.828,1.707,-0.828,1.707,-0.828,1.707,-0.828,1.707,-0.828,1.707,-0.828,1.707,-0.828,1.707,-0.828,1.707,-0.828,1.707,-0.828,1.707,-0.828,1.707,-0.828,1.707,-0.828,1.707,-0.828,1.707,-0.828,1.707,-0.828\n
953.12,1.505,-0.785,1.505,-0.785,1.505,-0.785,1.505,-0.785,1.505,-0.785,1.505,-0.785,1.505,-0.785,1.505,-0.785,1.505,-0.785,1.505,-0.785,1.505,-0.785,1.505,-0.785,1.505,-0.785,1.505,-0.785,1.505,-0.785,1.505,-0.785\n
957.03,1.316,-0.7,1.316,-0.7,1.316,-0.7,1.316,-0.7,1.316,-0.7,1.316,-0.7,1.316,-0.7,1.316,-0.7,1.316,-0.7,1.316,-0.7,1.316,-0.7,1.316,-0.7,1.316,-0.7,1.316,-0.7,1.316,-0.7,1.316,-0.7\n
960.94,1.15,-0.51,1.15,-0.51,1.15,-0.51,1.15,-0.51,1.15,-0.51,1.15,-0.51,1.15,-0.51,1.15,-0.51,1.15,-0.51,1.15,-0.51,1.15,-0.51,1.15,-0.51,1.15,-0.51,1.15,-0.51,1.15,-0.51,1.15,-0.51\n
964.84,1.006,-0.013,1.006,-0.013,1.006,-0.013,1.006,-0.013,1.006,-0.013,1.006,-0.013,1.006,-0.013,1.006,-0.013,1.006,-0.013,1.006,-0.013,1.006,-0.013,1.006,-0.013,1.006,-0.013,1.006,-0.013,1.006,-0.013,1.006,-0.013\n
968.75,0.878,-2.285,0.878,-2.285,0.878,-2.285,0.878,-2.285,0.878,-2.285,0.878,-2.285,0.878,-2.285,0.878,-2.285,0.878,-2.285,0.878,-2.285,0.878,-2.285,0.878,-2.285,0.878,-2.285,0.878,-2.285,0.878,-2.285,0.878,-2.285\n
972.66,0.765,-1.773,0.765,-1.773,0.765,-1.773,0.765,-1.773,0.765,-1.773,0.765,-1.773,0.765,-1.773,0.765,-1.773,0.765,-1.773,0.765,-1.773,0.765,-1.773,0.765,-1.773,0.765,-1.773,0.765,-1.773,0.765,-1.773,0.765,-1.773\n
976.56,0.667,-1.574,0.667,-1.574,0.667,-1.574,0.667,-1.574,0.667,-1.574,0.667,-1.574,0.667,-1.574,0.667,-1.574,0.667,-1.574,0.667,-1.574,0.667,-1.574,0.667,-1.574,0.667,-1.574,0.667,-1.574,0.667,-1.574,0.667,-1.574\n
980.47,0.581,-1.484,0.581,-1.484,0.581,-1.484,0.581,-1.484,0.581,-1.484,0.581,-1.484,0.581,-1.484,0.581,-1.484,0.581,-1.484,0.581,-1.484,0.581,-1.484,0.581,-1.484,0.581,-1.484,0.581,-1.484,0.581,-1.484,0.581,-1.484\n
984.37,0.505,-1.439,0.505,-1.439,0.505,-1.439,0.505,-1.439,0.505,-1.439,0.505,-1.439,0.505,-1.439,0.505,-1.439,0.505,-1.439,0.505,-1.439,0.505,-1.439,0.505,-1.439,0.505,-1.439,0.505,-1.439,0.505,-1.439,0.505,-1.439\n
988.28,0.435,-1.415,0.435,-1.415,0.435,-1.415,0.435,-1.415,0.435,-1.415,0.435,-1.415,0.435,-1.415,0.435,-1.415,0.435,-1.415,0.435,-1.415,0.435,-1.415,0.435,-1.415,0.435,-1.415,0.435,-1.415,0.435,-1.415,0.435,-1.415\n
992.19,0.375,-1.402,0.375,-1.402,0.375,-1.402,0.375,-1.402,0.375,-1.402,0.375,-1.402,0.375,-1.402,0.375,-1.402,0.375,-1.402,0.375,-1.402,0.375,-1.402,0.375,-1.402,0.375,-1.402,0.375,-1.402,0.375,-1.402,0.375,-1.402\n
996.09,0.323,-1.397,0.323,-1.397,0.323,-1.397,0.323,-1.397,0.323,-1.397,0.323,-1.397,0.323,-1.397,0.323,-1.397,0.323,-1.397,0.323,-1.397,0.323,-1.397,0.323,-1.397,0.323,-1.397,0.323,-1.397,0.323,-1.397,0.323,-1.397\n
1000,0.278,3.142,0.278,3.142,0.278,3.142,0.278,3.142,0.278,3.142,0.278,3.142,0.278,3.142,0.278,3.142,0.278,3.142,0.278,3.142,0.278,3.142,0.278,3.142,0.278,3.142,0.278,3.142,0.278,3.142,0.278,3.142\n
