Frequency,Gain(Ch.0),Phase(Ch.0),Gain(Ch.1),Phase(Ch.1),Gain(Ch.2),Phase(Ch.2),Gain(Ch.3),Phase(Ch.3),Gain(Ch.4),Phase(Ch.4),Gain(Ch.5),Phase(Ch.5),Gain(Ch.6),Phase(Ch.6),Gain(Ch.7),Phase(Ch.7),Gain(Ch.8),Phase(Ch.8),Gain(Ch.9),Phase(Ch.9),Gain(Ch.10),Phase(Ch.10),Gain(Ch.11),Phase(Ch.11),Gain(Ch.12),Phase(Ch.12),Gain(Ch.13),Phase(Ch.13),Gain(Ch.14),Phase(Ch.14),Gain(Ch.15),Phase(Ch.15)
0.000000,1.47379e-09,0,1.12002e-09,0,1.37782e-09,0,1.8571e-10,0,4.70163e-10,0,3.21256e-10,0,5.66142e-10,0,1.3685e-10,0,3.95043e-10,0,5.39533e-10,0,4.27207e-10,0,1.8571e-10,0,5.63573e-10,0,2.93341e-10,0,3.46476e-10,0,1.5785e-10,0
0.917430,1.97199e-09,0,1.59933e-09,0,1.82667e-09,0,5.73962e-10,0,1.05886e-09,0,8.66465e-10,0,1.03425e-09,0,4.98245e-10,0,9.23244e-10,0,1.0173e-09,0,7.58647e-10,0,4.84447e-10,0,1.13731e-09,0,8.97783e-10,0,7.51089e-10,0,4.29253e-10,0
1.834900,2.84805e-09,0,2.50628e-09,0,2.62014e-09,0,1.23642e-09,0,2.13824e-09,0,1.84097e-09,0,2.02699e-09,0,1.08949e-09,0,1.87042e-09,0,1.93029e-09,0,1.50844e-09,0,9.6691e-10,0,2.23466e-09,0,1.91197e-09,0,1.57024e-09,0,8.93264e-10,0
2.752300,3.94349e-09,0,3.61381e-09,0,3.67907e-09,0,2.0327e-09,0,3.38502e-09,0,2.98911e-09,0,3.22801e-09,0,1.78646e-09,0,2.93902e-09,0,2.9985e-09,0,2.42534e-09,0,1.54513e-09,0,3.55866e-09,0,3.03559e-09,0,2.54407e-09,0,1.37795e-09,0
3.669700,5.19654e-09,0,4.81782e-09,0,4.89362e-09,0,2.84593e-09,0,4.72321e-09,0,4.27852e-09,0,4.50679e-09,0,2.47785e-09,0,4.06095e-09,0,4.17378e-09,0,3.42241e-09,0,2.08443e-09,0,5.05738e-09,0,4.20995e-09,0,3.57922e-09,0,1.90592e-09,0
4.587200,6.47888e-09,0,5.94706e-09,0,6.16361e-09,0,3.70296e-09,0,5.98147e-09,0,5.54767e-09,0,5.75449e-09,0,3.20437e-09,0,5.11803e-09,0,5.3332e-09,0,4.42701e-09,0,2.61077e-09,0,6.60923e-09,0,5.30296e-09,0,4.59907e-09,0,2.39047e-09,0
5.504600,7.77991e-09,0,6.93719e-09,0,7.42954e-09,0,4.51385e-09,0,7.0562e-09,0,6.65656e-09,0,6.91631e-09,0,3.91012e-09,0,6.12287e-09,0,6.45068e-09,0,5.41211e-09,0,3.12829e-09,0,8.15867e-09,0,6.3041e-09,0,5.58875e-09,0,2.8054e-09,0
6.422000,9.23383e-09,0,7.89829e-09,0,8.71858e-09,0,5.2764e-09,0,8.03576e-09,0,7.6038e-09,0,8.0473e-09,0,4.65329e-09,0,7.29324e-09,0,7.63891e-09,0,6.44938e-09,0,3.56008e-09,0,9.73753e-09,0,7.40763e-09,0,6.67765e-09,0,3.18977e-09,0
7.339400,1.1176e-08,0,9.24242e-09,0,1.01929e-08,0,6.14915e-09,0,8.96335e-09,0,8.31299e-09,0,9.33825e-09,0,5.67866e-09,0,9.13875e-09,0,9.1725e-09,0,7.74762e-09,0,4.18898e-09,0,1.1581e-08,0,9.03809e-09,0,8.17979e-09,0,3.74687e-09,0
8.256900,1.36703e-08,0,1.11887e-08,0,1.21359e-08,0,7.13294e-09,0,1.02973e-08,0,9.20963e-09,0,1.10555e-08,0,7.02642e-09,0,1.18723e-08,0,1.14689e-08,0,9.60211e-09,0,4.99954e-09,0,1.37406e-08,0,1.17072e-08,0,1.05898e-08,0,4.4534e-09,0
9.174300,1.68045e-08,0,1.39048e-08,0,1.48348e-08,0,8.51933e-09,0,1.23197e-08,0,1.0732e-08,0,1.35038e-08,0,8.919e-09,0,1.56552e-08,0,1.45025e-08,0,1.22449e-08,0,6.16509e-09,0,1.65209e-08,0,1.53203e-08,0,1.38431e-08,0,5.48537e-09,0
10.092000,2.03478e-08,0,1.70406e-08,0,1.84141e-08,0,1.04267e-08,0,1.49522e-08,0,1.29809e-08,0,1.63319e-08,0,1.13545e-08,0,2.02621e-08,0,1.83325e-08,0,1.58647e-08,0,7.61241e-09,0,2.00196e-08,0,1.97321e-08,0,1.82123e-08,0,6.7827e-09,0
11.009000,2.39866e-08,0,2.00288e-08,0,2.27536e-08,0,1.2839e-08,0,1.78252e-08,0,1.557e-08,0,1.97501e-08,0,1.41963e-08,0,2.52925e-08,0,2.27322e-08,0,1.98053e-08,0,9.18581e-09,0,2.42051e-08,0,2.44914e-08,0,2.33349e-08,0,8.20176e-09,0
11.927000,2.77466e-08,0,2.26592e-08,0,2.75987e-08,0,1.56377e-08,0,2.06798e-08,0,1.80154e-08,0,2.35524e-08,0,1.72264e-08,0,3.03491e-08,0,2.74418e-08,0,2.42781e-08,0,1.07756e-08,0,2.90048e-08,0,2.91225e-08,0,2.88223e-08,0,9.62764e-09,0
12.844000,3.24619e-08,0,2.58955e-08,0,3.27482e-08,0,1.87148e-08,0,2.38058e-08,0,2.03605e-08,0,2.7833e-08,0,2.02336e-08,0,3.5166e-08,0,3.23314e-08,0,2.88244e-08,0,1.24428e-08,0,3.44283e-08,0,3.3272e-08,0,3.42362e-08,0,1.13777e-08,0
13.761000,3.99063e-08,0,3.24581e-08,0,3.84672e-08,0,2.20879e-08,0,2.82821e-08,0,2.37165e-08,0,3.2924e-08,0,2.31112e-08,0,3.97605e-08,0,3.75158e-08,0,3.32593e-08,0,1.47102e-08,0,4.06205e-08,0,3.6904e-08,0,3.92249e-08,0,1.30869e-08,0
14.679000,5.18598e-08,0,4.51785e-08,0,4.58744e-08,0,2.60283e-08,0,3.53449e-08,0,2.97022e-08,0,3.93971e-08,0,2.59566e-08,0,4.44513e-08,0,4.33892e-08,0,3.7647e-08,0,1.73837e-08,0,4.77684e-08,0,4.03886e-08,0,4.36665e-08,0,1.54172e-08,0
15.596000,6.88293e-08,0,6.46056e-08,0,5.7299e-08,0,3.10495e-08,0,4.51026e-08,0,3.85283e-08,0,4.70825e-08,0,2.91665e-08,0,4.96531e-08,0,5.04105e-08,0,4.27645e-08,0,2.09696e-08,0,5.59917e-08,0,4.4317e-08,0,4.77801e-08,0,1.85923e-08,0
16.514000,8.99015e-08,0,8.92407e-08,0,7.33515e-08,0,3.78954e-08,0,5.62201e-08,0,4.8317e-08,0,5.62956e-08,0,3.34934e-08,0,5.58953e-08,0,5.92748e-08,0,4.85171e-08,0,2.53921e-08,0,6.54938e-08,0,4.94196e-08,0,5.2463e-08,0,2.25684e-08,0
17.431000,1.1311e-07,0,1.16295e-07,0,9.57373e-08,0,4.73107e-08,0,6.67204e-08,0,5.61242e-08,0,6.66024e-08,0,3.99751e-08,0,6.40169e-08,0,7.10069e-08,0,5.73263e-08,0,3.02385e-08,0,7.69537e-08,0,5.65279e-08,0,5.93902e-08,0,2.69739e-08,0
18.349000,1.36211e-07,0,1.42359e-07,0,1.22885e-07,0,5.9914e-08,0,7.59866e-08,0,6.06388e-08,0,7.81285e-08,0,4.9739e-08,0,7.61828e-08,0,8.72521e-08,0,7.03892e-08,0,3.52246e-08,0,9.24026e-08,0,6.73153e-08,0,7.09779e-08,0,3.1452e-08,0
19.266000,1.5724e-07,0,1.64088e-07,0,1.52205e-07,0,7.61842e-08,0,8.79432e-08,0,6.77775e-08,0,9.22709e-08,0,6.37562e-08,0,9.62451e-08,0,1.10387e-07,0,8.89646e-08,0,4.05362e-08,0,1.15468e-07,0,8.47416e-08,0,8.95342e-08,0,3.60435e-08,0
20.183000,1.7563e-07,0,1.79303e-07,0,1.80625e-07,0,9.6404e-08,0,1.13023e-07,0,9.51456e-08,0,1.12331e-07,0,8.25848e-08,0,1.28337e-07,0,1.42872e-07,0,1.13802e-07,0,4.73085e-08,0,1.50352e-07,0,1.12418e-07,0,1.16618e-07,0,4.18634e-08,0
21.101000,1.92796e-07,0,1.88062e-07,0,2.05706e-07,0,1.20549e-07,0,1.61298e-07,0,1.53965e-07,0,1.42558e-07,0,1.06146e-07,0,1.74671e-07,0,1.85832e-07,0,1.45053e-07,0,5.76707e-08,0,1.99742e-07,0,1.52595e-07,0,1.52727e-07,0,5.10026e-08,0
22.018000,2.12295e-07,0,1.94119e-07,0,2.27303e-07,0,1.48197e-07,0,2.3374e-07,0,2.41471e-07,0,1.85729e-07,0,1.33643e-07,0,2.34239e-07,0,2.38315e-07,0,1.82006e-07,0,7.36764e-08,0,2.63279e-07,0,2.05188e-07,0,1.97218e-07,0,6.57477e-08,0
22.936000,2.39038e-07,0,2.05359e-07,0,2.49555e-07,0,1.78528e-07,0,3.24033e-07,0,3.49213e-07,0,2.41739e-07,0,1.63796e-07,0,3.03367e-07,0,2.9727e-07,0,2.23406e-07,0,9.6169e-08,0,3.37741e-07,0,2.67697e-07,0,2.48382e-07,0,8.72262e-08,0
23.853000,2.76733e-07,0,2.30475e-07,0,2.8024e-07,0,2.10893e-07,0,4.21196e-07,0,4.64128e-07,0,3.07081e-07,0,1.94654e-07,0,3.7592e-07,0,3.57846e-07,0,2.67377e-07,0,1.24188e-07,0,4.17083e-07,0,3.35823e-07,0,3.03574e-07,0,1.14461e-07,0
24.771000,3.27012e-07,0,2.74403e-07,0,3.27563e-07,0,2.44988e-07,0,5.11712e-07,0,5.66073e-07,0,3.75899e-07,0,2.24708e-07,0,4.45026e-07,0,4.15257e-07,0,3.12206e-07,0,1.55317e-07,0,4.9415e-07,0,4.04211e-07,0,3.59597e-07,0,1.44927e-07,0
25.688000,3.90188e-07,0,3.36687e-07,0,3.94398e-07,0,2.81956e-07,0,5.81368e-07,0,6.3345e-07,0,4.41821e-07,0,2.53432e-07,0,5.04026e-07,0,4.66561e-07,0,3.57075e-07,0,1.86452e-07,0,5.6169e-07,0,4.67602e-07,0,4.13249e-07,0,1.75269e-07,0
26.606000,4.67432e-07,0,4.15398e-07,0,4.79255e-07,0,3.24031e-07,0,6.19501e-07,0,6.56076e-07,0,5.00967e-07,0,2.82756e-07,0,5.49932e-07,0,5.14693e-07,0,4.03178e-07,0,2.12513e-07,0,6.16745e-07,0,5.22934e-07,0,4.63369e-07,0,2.00381e-07,0
27.523000,5.61456e-07,0,5.10179e-07,0,5.81154e-07,0,3.75499e-07,0,6.24716e-07,0,6.37928e-07,0,5.55208e-07,0,3.16738e-07,0,5.85797e-07,0,5.70161e-07,0,4.55214e-07,0,2.30058e-07,0,6.62611e-07,0,5.70605e-07,0,5.12125e-07,0,2.16184e-07,0
