Frequency,Gain(Ch.0),Phase(Ch.0),Gain(Ch.1),Phase(Ch.1),Gain(Ch.2),Phase(Ch.2),Gain(Ch.3),Phase(Ch.3),Gain(Ch.4),Phase(Ch.4),Gain(Ch.5),Phase(Ch.5),Gain(Ch.6),Phase(Ch.6),Gain(Ch.7),Phase(Ch.7),Gain(Ch.8),Phase(Ch.8),Gain(Ch.9),Phase(Ch.9),Gain(Ch.10),Phase(Ch.10),Gain(Ch.11),Phase(Ch.11),Gain(Ch.12),Phase(Ch.12),Gain(Ch.13),Phase(Ch.13),Gain(Ch.14),Phase(Ch.14),Gain(Ch.15),Phase(Ch.15)
0.000000,1.72144e-19,3.142,1.72262e-19,3.142,1.75887e-19,3.142,3.00774e-19,3.142,2.62673e-19,3.142,1.60277e-12,3.142,1.73846e-19,3.142,1.7638e-19,3.142,2.24844e-19,3.142,1.56922e-19,3.142,8.87553e-12,3.142,5.58504e-12,3.142,4.59127e-12,3.142,5.67427e-12,3.142,4.32745e-12,3.142,5.33487e-12,3.142
1.956947,2.60644e-19,1.84895,3.20107e-19,1.84895,2.35876e-19,1.84895,7.21697e-19,1.84895,6.46699e-19,1.84895,4.22843e-12,1.84895,2.22469e-19,1.84895,4.29256e-19,1.84895,2.5925e-19,1.84895,4.55783e-19,1.84895,2.99203e-12,1.84895,2.33855e-12,1.84895,1.93103e-12,1.84895,3.36963e-12,1.84895,1.65234e-12,1.84895,1.81165e-12,1.84895
3.913894,1.0284e-18,2.16678,1.46473e-18,2.16678,7.83611e-19,2.16678,1.736e-19,2.16678,2.34833e-19,2.16678,2.04408e-11,2.16678,7.4843e-19,2.16678,8.94037e-20,2.16678,5.74606e-19,2.16678,1.93212e-18,2.16678,1.02358e-11,2.16678,5.72914e-12,2.16678,8.4619e-12,2.16678,6.98584e-12,2.16678,7.6171e-12,2.16678,4.48878e-12,2.16678
5.870841,8.60837e-20,4.07867,8.68391e-20,4.07867,9.79128e-20,4.07867,9.06237e-20,4.07867,9.55949e-20,4.07867,9.4244e-13,4.07867,8.97241e-20,4.07867,8.59521e-20,4.07867,1.16139e-19,4.07867,9.89633e-20,4.07867,3.40483e-12,4.07867,3.4041e-12,4.07867,3.40393e-12,4.07867,3.40329e-12,4.07867,3.40353e-12,4.07867,3.40367e-12,4.07867
7.827789,9.01496e-18,6.14181,5.83617e-18,6.14181,9.35333e-18,6.14181,3.31763e-19,6.14181,3.08317e-19,6.14181,6.91191e-11,6.14181,1.1059e-17,6.14181,2.56646e-19,6.14181,4.57389e-18,6.14181,6.00061e-19,6.14181,2.09957e-11,6.14181,3.27841e-11,6.14181,1.4336e-11,6.14181,3.27316e-11,6.14181,9.61212e-12,6.14181,8.00587e-12,6.14181
9.784736,1.37687e-17,6.24679,5.40827e-18,6.24679,1.886e-17,6.24679,6.2729e-19,6.24679,5.87026e-19,6.24679,1.71803e-11,6.24679,1.74589e-17,6.24679,5.26086e-19,6.24679,2.12502e-17,6.24679,9.52805e-19,6.24679,5.62072e-11,6.24679,2.3612e-11,6.24679,1.48319e-11,6.24679,4.84647e-11,6.24679,1.05022e-11,6.24679,1.01125e-11,6.24679
11.741683,9.45612e-19,4.49065,9.61363e-19,4.49065,9.588e-19,4.49065,9.2214e-19,4.49065,9.11267e-19,4.49065,1.60234e-11,4.49065,9.11437e-19,4.49065,9.32068e-19,4.49065,1.11005e-18,4.49065,1.09407e-18,4.49065,3.56475e-11,4.49065,3.56376e-11,4.49065,3.56361e-11,4.49065,3.56282e-11,4.49065,3.56429e-11,4.49065,3.56509e-11,4.49065
13.698630,1.03808e-17,5.22091,5.26795e-18,5.22091,3.45602e-17,5.22091,2.55947e-18,5.22091,2.63886e-18,5.22091,4.89653e-11,5.22091,1.86507e-17,5.22091,2.3436e-18,5.22091,1.09503e-17,5.22091,3.75466e-18,5.22091,2.78053e-10,5.22091,7.72931e-11,5.22091,4.84773e-11,5.22091,1.13924e-10,5.22091,4.34058e-11,5.22091,4.23308e-11,5.22091
15.655577,1.16226e-17,5.10785,9.60171e-18,5.10785,1.62214e-17,5.10785,5.43936e-18,5.10785,5.24988e-18,5.10785,9.41076e-11,5.10785,1.1933e-17,5.10785,4.9602e-18,5.10785,2.02583e-17,5.10785,7.70404e-18,5.10785,1.23208e-10,5.10785,1.18204e-10,5.10785,1.0023e-10,5.10785,1.01509e-10,5.10785,9.12621e-11,5.10785,8.93358e-11,5.10785
17.612524,9.70346e-18,4.21092,9.63244e-18,4.21092,9.99917e-18,4.21092,9.58945e-18,4.21092,9.60066e-18,4.21092,1.06228e-10,4.21092,9.853e-18,4.21092,9.58417e-18,4.21092,1.2078e-17,4.21092,1.17827e-17,4.21092,3.73269e-10,4.21092,3.73077e-10,4.21092,3.73164e-10,4.21092,3.72993e-10,4.21092,3.74781e-10,4.21092,3.75164e-10,4.21092
