Frequency,Gain(Ch.0),Phase(Ch.0),Gain(Ch.1),Phase(Ch.1),Gain(Ch.2),Phase(Ch.2),Gain(Ch.3),Phase(Ch.3),Gain(Ch.4),Phase(Ch.4),Gain(Ch.5),Phase(Ch.5),Gain(Ch.6),Phase(Ch.6),Gain(Ch.7),Phase(Ch.7),Gain(Ch.8),Phase(Ch.8),Gain(Ch.9),Phase(Ch.9),Gain(Ch.10),Phase(Ch.10),Gain(Ch.11),Phase(Ch.11),Gain(Ch.12),Phase(Ch.12),Gain(Ch.13),Phase(Ch.13),Gain(Ch.14),Phase(Ch.14),Gain(Ch.15),Phase(Ch.15)
0.000000,1.54621e-19,3.142,1.59772e-19,3.142,2.33293e-19,3.142,3.27966e-19,3.142,1.95608e-19,3.142,2.3424e-12,3.142,1.59114e-19,3.142,2.22025e-19,3.142,3.08899e-19,3.142,2.44006e-19,3.142,2.88313e-12,3.142,2.4767e-12,3.142,1.67271e-12,3.142,2.11362e-12,3.142,2.11382e-12,3.142,2.00302e-12,3.142
1.956947,1.66397e-20,1.84895,1.64476e-20,1.84895,1.65747e-20,1.84895,1.69335e-20,1.84895,1.65753e-20,1.84895,2.74921e-13,1.84895,1.69187e-20,1.84895,1.66315e-20,1.84895,1.83283e-20,1.84895,1.83449e-20,1.84895,2.82462e-13,1.84895,3.10699e-13,1.84895,2.55856e-13,1.84895,2.87878e-13,1.84895,2.27059e-13,1.84895,2.58864e-13,1.84895
3.913894,5.78251e-20,2.16678,4.96842e-20,2.16678,3.57984e-20,2.16678,3.57463e-20,2.16678,6.19065e-20,2.16678,9.23986e-13,2.16678,3.63151e-20,2.16678,6.29041e-20,2.16678,3.9973e-20,2.16678,3.97284e-20,2.16678,6.46955e-13,2.16678,6.7077e-13,2.16678,5.54643e-13,2.16678,6.23795e-13,2.16678,4.87789e-13,2.16678,5.6464e-13,2.16678
5.870841,1.16997e-19,4.07867,1.03708e-19,4.07867,1.20857e-19,4.07867,1.20646e-19,4.07867,1.15417e-19,4.07867,2.01084e-12,4.07867,1.20881e-19,4.07867,1.19938e-19,4.07867,9.37802e-20,4.07867,8.96091e-20,4.07867,1.60582e-12,4.07867,1.51091e-12,4.07867,1.23022e-12,4.07867,1.38805e-12,4.07867,1.06576e-12,4.07867,1.25553e-12,4.07867
7.827789,2.2913e-19,6.14181,2.29755e-19,6.14181,2.41547e-19,6.14181,2.27433e-19,6.14181,2.25612e-19,6.14181,4.73458e-12,6.14181,2.33437e-19,6.14181,2.29447e-19,6.14181,2.49714e-19,6.14181,2.02579e-19,6.14181,4.60074e-12,6.14181,3.90031e-12,6.14181,3.04225e-12,6.14181,3.36868e-12,6.14181,2.47584e-12,6.14181,2.95033e-12,6.14181
9.784736,4.68951e-19,6.24679,4.65994e-19,6.24679,4.04026e-19,6.24679,4.81551e-19,6.24679,4.70954e-19,6.24679,1.6042e-10,6.24679,4.02898e-19,6.24679,4.60368e-19,6.24679,4.58521e-19,6.24679,4.53728e-19,6.24679,3.42145e-11,6.24679,1.00357e-11,6.24679,7.41591e-12,6.24679,7.45286e-12,6.24679,5.86361e-12,6.24679,9.32143e-12,6.24679
11.741683,8.62106e-19,4.49065,8.54384e-19,4.49065,8.92036e-19,4.49065,1.00806e-18,4.49065,8.64417e-19,4.49065,5.51179e-10,4.49065,8.84368e-19,4.49065,8.52885e-19,4.49065,1.03137e-18,4.49065,1.0036e-18,4.49065,2.97679e-10,4.49065,2.29481e-11,4.49065,3.05121e-11,4.49065,1.67931e-11,4.49065,1.40937e-11,4.49065,4.37474e-11,4.49065
13.698630,1.88662e-18,5.22091,1.87487e-18,5.22091,1.96238e-18,5.22091,1.90526e-18,5.22091,1.89786e-18,5.22091,5.0916e-11,5.22091,1.92876e-18,5.22091,1.8772e-18,5.22091,2.83965e-18,5.22091,2.19839e-18,5.22091,5.36529e-11,5.22091,3.78481e-11,5.22091,3.18951e-11,5.22091,3.39586e-11,5.22091,2.57912e-11,5.22091,3.42656e-11,5.22091
15.655577,4.1561e-18,5.10785,4.13249e-18,5.10785,4.30292e-18,5.10785,4.20208e-18,5.10785,4.18097e-18,5.10785,8.01644e-11,5.10785,4.24332e-18,5.10785,4.14604e-18,5.10785,5.96585e-18,5.10785,4.8607e-18,5.10785,8.60392e-11,5.10785,8.16186e-11,5.10785,7.00908e-11,5.10785,7.48817e-11,5.10785,5.75095e-11,5.10785,6.80712e-11,5.10785
17.612524,9.16519e-18,4.21092,9.11552e-18,4.21092,9.428e-18,4.21092,9.26999e-18,4.21092,9.22382e-18,4.21092,1.51359e-10,4.21092,9.34813e-18,4.21092,9.09205e-18,4.21092,1.11028e-17,4.21092,1.07827e-17,4.21092,1.63304e-10,4.21092,1.81988e-10,4.21092,1.58379e-10,4.21092,1.67931e-10,4.21092,1.27123e-10,4.21092,1.46811e-10,4.21092
