Frequency,Gain(Ch.0),Phase(Ch.0),Gain(Ch.1),Phase(Ch.1),Gain(Ch.2),Phase(Ch.2),Gain(Ch.3),Phase(Ch.3),Gain(Ch.4),Phase(Ch.4),Gain(Ch.5),Phase(Ch.5),Gain(Ch.6),Phase(Ch.6),Gain(Ch.7),Phase(Ch.7),Gain(Ch.8),Phase(Ch.8),Gain(Ch.9),Phase(Ch.9),Gain(Ch.10),Phase(Ch.10),Gain(Ch.11),Phase(Ch.11),Gain(Ch.12),Phase(Ch.12),Gain(Ch.13),Phase(Ch.13),Gain(Ch.14),Phase(Ch.14),Gain(Ch.15),Phase(Ch.15)
0.0,6.60213502417544e-10,0.0,2.0929481854167352e-09,0.0,8.462264648218538e-10,0.0,8.304179651319295e-10,0.0,1.2566694418013648e-09,0.0,1.2882717813815411e-09,0.0,1.57770858334829e-09,0.0,2.1832630226861255e-09,0.0,2.946158997654089e-10,0.0,2.2087082464037618e-10,0.0,5.523959114674831e-10,0.0,2.059063105601808e-10,0.0,2.2276193879815612e-10,0.0,6.417013168165521e-10,0.0,5.069934647525442e-10,0.0,2.538386198472107e-10,0.0
0.87719,1.4918859275500384e-09,0.0,2.8367759495246914e-09,0.0,1.7742022553900415e-09,0.0,1.7608513664023925e-09,0.0,2.05045570893683e-09,0.0,2.270562129737129e-09,0.0,2.3199551833486897e-09,0.0,2.9922431250538087e-09,0.0,8.9112000706244e-10,0.0,7.882595226588521e-10,0.0,1.176480337591627e-09,0.0,9.072384568025876e-10,0.0,8.170293795165506e-10,0.0,1.3104813778857007e-09,0.0,1.1155583986660258e-09,0.0,9.222993067092036e-10,0.0
1.7544,2.902839289621223e-09,0.0,3.839956512413894e-09,0.0,3.326884466439915e-09,0.0,3.3167587333802628e-09,0.0,3.3450626180340784e-09,0.0,3.889527577878624e-09,0.0,3.4163197157289423e-09,0.0,4.090911340239773e-09,0.0,1.8910199162105996e-09,0.0,1.6979189406645334e-09,0.0,2.2121428280413692e-09,0.0,1.985680336954401e-09,0.0,1.7709666281765641e-09,0.0,2.435621002766392e-09,0.0,2.1317966545494237e-09,0.0,1.969732569167586e-09,0.0
2.6316,4.8274301470823344e-09,0.0,5.098940108306452e-09,0.0,5.355193406585468e-09,0.0,5.3652877257886785e-09,0.0,5.112730791284283e-09,0.0,6.05428783912069e-09,0.0,4.858938245093186e-09,0.0,5.464492684431021e-09,0.0,3.298287385792645e-09,0.0,2.9073838275197637e-09,0.0,3.584080180412177e-09,0.0,3.404874600698746e-09,0.0,3.0796993013870196e-09,0.0,3.943224329822675e-09,0.0,3.5090010635169275e-09,0.0,3.3896179377536443e-09,0.0
3.5088,7.247878257187468e-09,0.0,6.636501783122471e-09,0.0,7.825223053440813e-09,0.0,7.88213449002738e-09,0.0,7.342632919500595e-09,0.0,8.725847846333911e-09,0.0,6.600417733356637e-09,0.0,7.109112781999764e-09,0.0,5.0945735822610795e-09,0.0,4.383458113994233e-09,0.0,5.290543690028806e-09,0.0,5.1233277321905574e-09,0.0,4.721418852877661e-09,0.0,5.829752064562135e-09,0.0,5.253580052282609e-09,0.0,5.154720646061123e-09,0.0
4.386,1.0035261153100599e-08,0.0,8.445175510314349e-09,0.0,1.060060585619328e-08,0.0,1.0744690744405084e-08,0.0,9.9443599238443e-09,0.0,1.1765536365899906e-08,0.0,8.587815361129841e-09,0.0,9.030447069676436e-09,0.0,7.209595237470727e-09,0.0,6.060036574849489e-09,0.0,7.26064275418821e-09,0.0,7.0634579773047445e-09,0.0,6.631318496809619e-09,0.0,8.01443918207361e-09,0.0,7.284423043514445e-09,0.0,7.1781290246017986e-09,0.0
5.2632,1.2982613877299465e-08,0.0,1.0462206875997392e-08,0.0,1.3469319226433523e-08,0.0,1.3766389595515563e-08,0.0,1.2730151184364395e-08,0.0,1.4954356933279308e-08,0.0,1.0711392056577064e-08,0.0,1.1196840851453461e-08,0.0,9.518450858210079e-09,0.0,7.853013845106083e-09,0.0,9.379695854307854e-09,0.0,9.134688716634904e-09,0.0,8.705941932635463e-09,0.0,1.0369703540062575e-08,0.0,9.482618119295776e-09,0.0,9.345946901204173e-09,0.0
6.1404,1.5818447411130913e-08,0.0,1.2568893387964554e-08,0.0,1.6201801172572346e-08,0.0,1.67604442529575e-08,0.0,1.5476769365901904e-08,0.0,1.8064956998119312e-08,0.0,1.2834549900605069e-08,0.0,1.3503455617099984e-08,0.0,1.1839882492811519e-08,0.0,9.671834247928572e-09,0.0,1.1527524046927936e-08,0.0,1.1255898901563533e-08,0.0,1.0803539368805544e-08,0.0,1.2756538823775277e-08,0.0,1.1719253284076055e-08,0.0,1.1533492679651826e-08,0.0
7.0175,1.824265471272355e-08,0.0,1.4680637530818805e-08,0.0,1.8621924672827587e-08,0.0,1.9574706938699098e-08,0.0,1.7992286276884577e-08,0.0,2.0931785536973062e-08,0.0,1.4901372228747936e-08,0.0,1.588902387526954e-08,0.0,1.3977595423657431e-08,0.0,1.1452968494306711e-08,0.0,1.3633718408477515e-08,0.0,1.3411203592016698e-08,0.0,1.2770884484883574e-08,0.0,1.5078336953368536e-08,0.0,1.3892359159846087e-08,0.0,1.3663875710661381e-08,0.0
7.8947,2.004832318098252e-08,0.0,1.6829450024274054e-08,0.0,2.072822374723197e-08,0.0,2.2246036577631747e-08,0.0,2.0245078635161286e-08,0.0,2.3590968484748322e-08,0.0,1.6989555979271035e-08,0.0,1.8441713849708025e-08,0.0,1.580891854134365e-08,0.0,1.3231097481751943e-08,0.0,1.5745462551331765e-08,0.0,1.5706614082199074e-08,0.0,1.4509746151776898e-08,0.0,1.736400914805404e-08,0.0,1.599865823425047e-08,0.0,1.5766614548002392e-08,0.0
8.7719,2.128990350040647e-08,0.0,1.9229782794971133e-08,0.0,2.2816302784900266e-08,0.0,2.5060508689082955e-08,0.0,2.244394387321337e-08,0.0,2.634062333907518e-08,0.0,1.93793127516328e-08,0.0,2.135712915319134e-08,0.0,1.739489944022154e-08,0.0,1.5195196499331016e-08,0.0,1.8047155812802446e-08,0.0,1.833794341059618e-08,0.0,1.6094575209251932e-08,0.0,1.982737905734378e-08,0.0,1.820014129367268e-08,0.0,1.8004223542332358e-08,0.0
