Frequency,Gain(Ch.0),Phase(Ch.0),Gain(Ch.1),Phase(Ch.1),Gain(Ch.2),Phase(Ch.2),Gain(Ch.3),Phase(Ch.3),Gain(Ch.4),Phase(Ch.4),Gain(Ch.5),Phase(Ch.5),Gain(Ch.6),Phase(Ch.6),Gain(Ch.7),Phase(Ch.7),Gain(Ch.8),Phase(Ch.8),Gain(Ch.9),Phase(Ch.9),Gain(Ch.10),Phase(Ch.10),Gain(Ch.11),Phase(Ch.11),Gain(Ch.12),Phase(Ch.12),Gain(Ch.13),Phase(Ch.13),Gain(Ch.14),Phase(Ch.14),Gain(Ch.15),Phase(Ch.15)
0.000000,1.16775e-19,3.142,1.09907e-19,3.142,1.61338e-19,3.142,3.46032e-19,3.142,1.45469e-19,3.142,1.18598e-12,3.142,1.32195e-19,3.142,2.86009e-19,3.142,2.61399e-19,3.142,1.12613e-19,3.142,1.97903e-12,3.142,1.5884e-12,3.142,1.24015e-12,3.142,1.26701e-12,3.142,1.11223e-12,3.142,1.20779e-12,3.142
1.956947,1.69234e-20,1.84895,1.67838e-20,1.84895,1.69856e-20,1.84895,1.7181e-20,1.84895,1.6982e-20,1.84895,2.78814e-13,1.84895,1.72733e-20,1.84895,1.68699e-20,1.84895,1.8422e-20,1.84895,1.87888e-20,1.84895,2.99799e-13,1.84895,3.52219e-13,1.84895,2.66986e-13,1.84895,2.96937e-13,1.84895,2.30898e-13,1.84895,2.76241e-13,1.84895
3.913894,3.65138e-20,2.16678,3.61084e-20,2.16678,3.64689e-20,2.16678,3.62627e-20,2.16678,3.66276e-20,2.16678,6.49508e-13,2.16678,3.71112e-20,2.16678,3.6072e-20,2.16678,4.01715e-20,2.16678,4.0731e-20,2.16678,6.88592e-13,2.16678,7.76295e-13,2.16678,5.79135e-13,2.16678,6.45075e-13,2.16678,4.98019e-13,2.16678,6.02241e-13,2.16678
5.870841,8.04981e-20,4.07867,7.97527e-20,4.07867,8.19144e-20,4.07867,8.0021e-20,4.07867,8.10066e-20,4.07867,1.63987e-12,4.07867,8.23207e-20,4.07867,7.99084e-20,4.07867,9.40452e-20,4.07867,9.19719e-20,4.07867,1.71662e-12,4.07867,1.73493e-12,4.07867,1.28165e-12,4.07867,1.43701e-12,4.07867,1.0897e-12,4.07867,1.33916e-12,4.07867
7.827789,1.79026e-19,6.14181,1.77458e-19,6.14181,1.84698e-19,6.14181,1.79249e-19,6.14181,1.80707e-19,6.14181,4.924e-12,6.14181,1.84382e-19,6.14181,1.79503e-19,6.14181,2.47578e-19,6.14181,2.07265e-19,6.14181,4.92512e-12,6.14181,4.24262e-12,6.14181,3.13998e-12,6.14181,3.48637e-12,6.14181,2.51859e-12,6.14181,3.14104e-12,6.14181
9.784736,3.96038e-19,6.24679,3.91854e-19,6.24679,4.11101e-19,6.24679,3.9691e-19,6.24679,4.0103e-19,6.24679,1.67178e-10,6.24679,4.09428e-19,6.24679,3.92827e-19,6.24679,4.60735e-19,6.24679,4.61628e-19,6.24679,3.81907e-11,6.24679,1.06778e-11,6.24679,7.39903e-12,6.24679,7.68429e-12,6.24679,5.96631e-12,6.24679,9.58304e-12,6.24679
11.741683,8.74029e-19,4.49065,8.6869e-19,4.49065,9.05608e-19,4.49065,8.75691e-19,4.49065,8.83522e-19,4.49065,7.11386e-10,4.49065,8.9654e-19,4.49065,8.63231e-19,4.49065,1.03674e-18,4.49065,1.02278e-18,4.49065,4.36762e-10,4.49065,2.50993e-11,4.49065,3.02323e-11,4.49065,1.67461e-11,4.49065,1.42382e-11,4.49065,4.58583e-11,4.49065
13.698630,1.92107e-18,5.22091,1.91308e-18,5.22091,1.99758e-18,5.22091,1.92749e-18,5.22091,1.93086e-18,5.22091,5.30615e-11,5.22091,1.96574e-18,5.22091,1.90271e-18,5.22091,2.826e-18,5.22091,2.251e-18,5.22091,5.73603e-11,5.22091,4.26662e-11,5.22091,3.30446e-11,5.22091,3.50913e-11,5.22091,2.64093e-11,5.22091,3.66289e-11,5.22091
15.655577,4.23462e-18,5.10785,4.20902e-18,5.10785,4.36532e-18,5.10785,4.2571e-18,5.10785,4.25532e-18,5.10785,8.28911e-11,5.10785,4.31483e-18,5.10785,4.19351e-18,5.10785,5.96191e-18,5.10785,4.97951e-18,5.10785,9.18418e-11,5.10785,9.24519e-11,5.10785,7.26555e-11,5.10785,7.7704e-11,5.10785,5.91107e-11,5.10785,7.24951e-11,5.10785
17.612524,9.30423e-18,4.21092,9.29325e-18,4.21092,9.56172e-18,4.21092,9.38335e-18,4.21092,9.37079e-18,4.21092,1.56176e-10,4.21092,9.50843e-18,4.21092,9.21561e-18,4.21092,1.11652e-17,4.21092,1.10491e-17,4.21092,1.73326e-10,4.21092,2.0389e-10,4.21092,1.63708e-10,4.21092,1.74488e-10,4.21092,1.30753e-10,4.21092,1.55807e-10,4.21092
