realTime 	 junk 	 GPS LAT 	 GPS LONG 	 GPS ALT 	 heading 	 junk 	 junk 	 junk
551008	0	-75.9208	-129.574	36242.3	2.0995	0	0	0
551241	0	-75.9049	-129.605	36157	294.899	0	0	0
551269	0	-75.9031	-129.607	36131.4	285.172	0	0	0
551280	0	-75.9025	-129.608	36124.4	280.801	0	0	0
551284	0	-75.9022	-129.608	36122.4	279.402	0	0	0
551287	0	-75.9021	-129.609	36121	278.446	0	0	0
551294	0	-75.9016	-129.609	36118.2	276.607	0	0	0
551306	0	-75.901	-129.61	36114.8	274.773	0	0	0
551313	0	-75.9006	-129.61	36113.8	274.398	0	0	0
551331	0	-75.8996	-129.611	36115.2	274.24	0	0	0
551346	0	-75.8987	-129.612	36120	272.53	0	0	0
551357	0	-75.8981	-129.613	36125.3	269.114	0	0	0
551374	0	-75.8971	-129.613	36136.1	259.933	0	0	0
551384	0	-75.8965	-129.614	36143.7	252.927	0	0	0
551400	0	-75.8955	-129.615	36157.5	241.208	0	0	0
551410	0	-75.8949	-129.615	36167.1	234.679	0	0	0
551427	0	-75.8938	-129.616	36185.4	226.184	0	0	0
551443	0	-75.8928	-129.617	36204.8	221.221	0	0	0
551453	0	-75.8921	-129.618	36217.6	218.945	0	0	0
551469	0	-75.891	-129.62	36238.4	214.85	0	0	0
551479	0	-75.8903	-129.621	36251.3	211.258	0	0	0
551497	0	-75.889	-129.623	36273.4	202.07	0	0	0
551513	0	-75.8878	-129.625	36290.5	192.371	0	0	0
551523	0	-75.887	-129.626	36299.4	186.338	0	0	0
551539	0	-75.8858	-129.628	36310.2	178.641	0	0	0
551549	0	-75.8851	-129.63	36314.5	175.006	0	0	0
551631	0	-75.8788	-129.644	36275.4	145.583	0	0	0
551775	0	-75.8686	-129.662	36186.6	118.908	0	0	0
551861	0	-75.8629	-129.67	36237.1	106.232	0	0	0
551920	0	-75.8588	-129.677	36291.2	84.1381	0	0	0
551937	0	-75.8575	-129.679	36307.6	82.6068	0	0	0
551953	0	-75.8564	-129.681	36321.7	78.5503	0	0	0
551963	0	-75.8556	-129.682	36329.4	74.3195	0	0	0
551979	0	-75.8544	-129.685	36339.6	64.9992	0	0	0
551996	0	-75.8531	-129.688	36347.2	55.0092	0	0	0
552006	0	-75.8524	-129.689	36349.9	50.3934	0	0	0
552022	0	-75.8512	-129.692	36351.3	46.3846	0	0	0
552032	0	-75.8504	-129.694	36350.3	45.5458	0	0	0
552048	0	-75.8492	-129.697	36346	45.02	0	0	0
552058	0	-75.8485	-129.699	36341.6	44.0157	0	0	0
552074	0	-75.8473	-129.703	36332.1	39.6823	0	0	0
552084	0	-75.8466	-129.705	36324.4	35.3183	0	0	0
552101	0	-75.8453	-129.708	36308.6	25.8552	0	0	0
552118	0	-75.8441	-129.712	36290.7	17.2405	0	0	0
552128	0	-75.8434	-129.714	36279.7	13.723	0	0	0
552145	0	-75.8422	-129.717	36261.8	11.2946	0	0	0
552155	0	-75.8415	-129.719	36252.2	11.5525	0	0	0
552170	0	-75.8405	-129.721	36239.8	12.5214	0	0	0
552181	0	-75.8397	-129.723	36232.6	12.3114	0	0	0
552195	0	-75.8388	-129.726	36225.8	9.7677	0	0	0
552205	0	-75.8381	-129.727	36222.4	6.4551	0	0	0
552348	0	-75.8286	-129.751	36303.8	299.829	0	0	0
552434	0	-75.8224	-129.772	36374	267.218	0	0	0
552574	0	-75.8125	-129.808	36256.5	211.863	0	0	0
552675	0	-75.8054	-129.828	36254.8	189.109	0	0	0
552692	0	-75.8042	-129.831	36273.6	183.876	0	0	0
552702	0	-75.8035	-129.833	36286.2	181.946	0	0	0
552718	0	-75.8024	-129.836	36307.8	181.055	0	0	0
552735	0	-75.8012	-129.84	36332.1	181.924	0	0	0
552745	0	-75.8005	-129.842	36346.5	182.359	0	0	0
552760	0	-75.7994	-129.846	36367.1	181.538	0	0	0
552770	0	-75.7987	-129.848	36379.5	179.663	0	0	0
552786	0	-75.7976	-129.853	36395.4	175.005	0	0	0
552803	0	-75.7964	-129.857	36405.1	169.727	0	0	0
552813	0	-75.7956	-129.86	36406.9	167.333	0	0	0
552830	0	-75.7944	-129.865	36403	165.543	0	0	0
552847	0	-75.7933	-129.87	36391	165.611	0	0	0
552857	0	-75.7926	-129.873	36380.7	165.642	0	0	0
552874	0	-75.7914	-129.878	36359.5	164.114	0	0	0
552890	0	-75.7903	-129.883	36336.9	160.034	0	0	0
552923	0	-75.7881	-129.893	36288.6	149.206	0	0	0
553035	0	-75.7805	-129.921	36230.9	133.021	0	0	0
553148	0	-75.773	-129.951	36350	98.0854	0	0	0
553300	0	-75.7632	-130.001	36271.4	61.2224	0	0	0
553391	0	-75.7575	-130.03	36233.6	39.2471	0	0	0
553401	0	-75.7569	-130.033	36239.8	37.4931	0	0	0
553418	0	-75.7559	-130.038	36253.9	35.3642	0	0	0
553434	0	-75.7549	-130.043	36270.2	31.8554	0	0	0
553444	0	-75.7542	-130.046	36281.4	27.6738	0	0	0
553461	0	-75.7532	-130.051	36301	16.9205	0	0	0
553473	0	-75.7524	-130.055	36314.4	7.6331	0	0	0
553489	0	-75.7514	-130.061	36330.1	356.009	0	0	0
553506	0	-75.7503	-130.067	36342.1	347.602	0	0	0
553516	0	-75.7497	-130.071	36346.3	345.205	0	0	0
553532	0	-75.7487	-130.077	36348	343.522	0	0	0
553542	0	-75.7481	-130.081	36345.8	342.399	0	0	0
553559	0	-75.747	-130.087	36336.6	337.629	0	0	0
553574	0	-75.7461	-130.093	36323.4	329.764	0	0	0
553584	0	-75.7455	-130.097	36312.3	323.179	0	0	0
553681	0	-75.7398	-130.133	36197.4	296.573	0	0	0
553860	0	-75.7294	-130.201	36308.7	235.843	0	0	0
553949	0	-75.7238	-130.238	36282.4	221.394	0	0	0
554099	0	-75.7135	-130.288	36272.7	217.132	0	0	0
554115	0	-75.7124	-130.294	36285	221.586	0	0	0
554131	0	-75.7113	-130.299	36297.9	223.721	0	0	0
554141	0	-75.7106	-130.303	36305.7	222.978	0	0	0
554158	0	-75.7095	-130.309	36317.1	218.471	0	0	0
554175	0	-75.7084	-130.316	36325	213.374	0	0	0
554185	0	-75.7077	-130.32	36327.6	211.605	0	0	0
554203	0	-75.7065	-130.327	36327.8	212.049	0	0	0
554213	0	-75.7059	-130.331	36325.4	214.086	0	0	0
554229	0	-75.7049	-130.338	36318.2	218.223	0	0	0
554246	0	-75.7038	-130.345	36306.5	220.719	0	0	0
554256	0	-75.7032	-130.349	36298.1	220.056	0	0	0
554271	0	-75.7023	-130.356	36284.1	216.543	0	0	0
554281	0	-75.7017	-130.36	36274.2	213.621	0	0	0
554298	0	-75.7007	-130.367	36257.5	209.57	0	0	0
554313	0	-75.6998	-130.372	36244.3	208.816	0	0	0
554323	0	-75.6992	-130.376	36236.9	209.955	0	0	0
554339	0	-75.6982	-130.382	36227.8	212.864	0	0	0
554349	0	-75.6976	-130.386	36223.8	214.311	0	0	0
554459	0	-75.6909	-130.425	36277	196.77	0	0	0
554535	0	-75.6863	-130.454	36321.5	172.64	0	0	0
554691	0	-75.6764	-130.514	36203.1	143.391	0	0	0
554839	0	-75.6666	-130.569	36334.3	121.456	0	0	0
554849	0	-75.666	-130.573	36339	118.31	0	0	0
554866	0	-75.6649	-130.58	36342.6	113.034	0	0	0
554881	0	-75.6639	-130.586	36341.7	109.726	0	0	0
554892	0	-75.6632	-130.59	36338.9	108.619	0	0	0
554909	0	-75.6621	-130.597	36331.9	108.67	0	0	0
554920	0	-75.6614	-130.601	36326.2	109.011	0	0	0
554939	0	-75.6601	-130.608	36315.4	108.026	0	0	0
554956	0	-75.659	-130.614	36306.1	104.435	0	0	0
554966	0	-75.6583	-130.618	36301.5	101.269	0	0	0
554983	0	-75.6572	-130.624	36295.7	95.8788	0	0	0
554997	0	-75.6563	-130.629	36293.3	92.257	0	0	0
555009	0	-75.6554	-130.633	36292.9	90.6423	0	0	0
555027	0	-75.6542	-130.639	36295.1	89.8065	0	0	0
555037	0	-75.6535	-130.642	36297.8	89.2827	0	0	0
555053	0	-75.6524	-130.647	36303.5	87.0456	0	0	0
555063	0	-75.6517	-130.651	36307.9	84.1094	0	0	0
555079	0	-75.6506	-130.656	36315.9	77.426	0	0	0
555146	0	-75.6461	-130.681	36345.2	56.0792	0	0	0
555221	0	-75.6413	-130.712	36327.4	30.3216	0	0	0
555337	0	-75.6338	-130.761	36283.2	1.0201	0	0	0
555540	0	-75.6202	-130.843	36384.4	315.365	0	0	0
555598	0	-75.6166	-130.867	36361.6	297.369	0	0	0
555608	0	-75.6159	-130.871	36358.1	294.793	0	0	0
555624	0	-75.6149	-130.877	36354	288.992	0	0	0
555634	0	-75.6143	-130.881	36352.4	284.082	0	0	0
555650	0	-75.6133	-130.887	36351.5	274.851	0	0	0
555667	0	-75.6122	-130.894	36352.7	265.309	0	0	0
555677	0	-75.6115	-130.898	36354.6	260.438	0	0	0
555693	0	-75.6105	-130.904	36359.3	254.48	0	0	0
555709	0	-75.6095	-130.911	36365.6	250.297	0	0	0
555719	0	-75.6088	-130.915	36370.2	247.948	0	0	0
555734	0	-75.6079	-130.921	36378.2	243.893	0	0	0
555744	0	-75.6072	-130.925	36383.9	240.585	0	0	0
555759	0	-75.6063	-130.931	36393	234.689	0	0	0
555769	0	-75.6057	-130.935	36399.3	230.503	0	0	0
555787	0	-75.6046	-130.943	36410.4	222.962	0	0	0
555797	0	-75.604	-130.947	36416.4	219.385	0	0	0
555813	0	-75.603	-130.954	36425	214.782	0	0	0
555878	0	-75.5993	-130.984	36438.6	197.722	0	0	0
555993	0	-75.593	-131.033	36391	162.624	0	0	0
556140	0	-75.5849	-131.092	36435	117.581	0	0	0
556299	0	-75.5769	-131.162	36368.6	77.0917	0	0	0
556300	0	-75.5768	-131.163	36367.8	76.8598	0	0	0
556316	0	-75.576	-131.17	36357.1	72.4259	0	0	0
556328	0	-75.5754	-131.175	36351.8	68.2042	0	0	0
556342	0	-75.5747	-131.181	36348.8	62.9076	0	0	0
556360	0	-75.5738	-131.189	36350.2	56.1867	0	0	0
556377	0	-75.5729	-131.196	36357.1	51.1248	0	0	0
556387	0	-75.5724	-131.201	36363.5	48.5705	0	0	0
556402	0	-75.5716	-131.207	36376	44.9899	0	0	0
556412	0	-75.5711	-131.212	36385.9	42.6874	0	0	0
556428	0	-75.5704	-131.219	36403	38.3261	0	0	0
556441	0	-75.5697	-131.225	36417	33.9574	0	0	0
556454	0	-75.5691	-131.231	36430.3	28.8871	0	0	0
556470	0	-75.5683	-131.239	36444	22.6779	0	0	0
556480	0	-75.5679	-131.243	36450.5	19.211	0	0	0
556497	0	-75.5671	-131.251	36457.4	14.0218	0	0	0
556513	0	-75.5664	-131.259	36458.7	10.5829	0	0	0
556523	0	-75.5659	-131.263	36457.3	8.5517	0	0	0
556540	0	-75.5652	-131.271	36451.6	5.0484	0	0	0
556543	0	-75.565	-131.273	36450.2	4.3912	0	0	0
556548	0	-75.5648	-131.275	36447.8	3.1423	0	0	0
556656	0	-75.5599	-131.323	36405.7	328.331	0	0	0
556794	0	-75.5535	-131.386	36509.9	285.707	0	0	0
556910	0	-75.5484	-131.443	36430.5	254.99	0	0	0
557062	0	-75.5415	-131.514	36473	203.949	0	0	0
557072	0	-75.5411	-131.519	36478.9	200.943	0	0	0
557090	0	-75.5402	-131.528	36486.2	196.213	0	0	0
557100	0	-75.5397	-131.533	36488.2	193.458	0	0	0
557116	0	-75.539	-131.541	36488.2	188.713	0	0	0
557132	0	-75.5382	-131.549	36484.9	183.469	0	0	0
557138	0	-75.5379	-131.552	36483	181.291	0	0	0
557153	0	-75.5372	-131.559	36476.9	176.138	0	0	0
557163	0	-75.5367	-131.565	36472.2	172.853	0	0	0
557181	0	-75.5358	-131.574	36463.7	167.68	0	0	0
557191	0	-75.5353	-131.579	36459.3	165.441	0	0	0
557208	0	-75.5345	-131.587	36453.5	161.891	0	0	0
557219	0	-75.534	-131.593	36451.1	159.406	0	0	0
557234	0	-75.5332	-131.6	36449.8	155.722	0	0	0
557253	0	-75.5323	-131.61	36451.4	150.2	0	0	0
557263	0	-75.5319	-131.615	36453.5	146.905	0	0	0
557278	0	-75.5311	-131.623	36457.8	142.435	0	0	0
557295	0	-75.5303	-131.631	36464	137.665	0	0	0
557337	0	-75.5283	-131.653	36478	128.642	0	0	0
557512	0	-75.5204	-131.749	36467.7	83.3721	0	0	0
557602	0	-75.5166	-131.799	36495.5	68.1811	0	0	0
557732	0	-75.5114	-131.87	36445.9	48.8991	0	0	0
557749	0	-75.5107	-131.879	36445	46.5267	0	0	0
557759	0	-75.5103	-131.885	36446.2	45.6076	0	0	0
557772	0	-75.5098	-131.892	36449.4	44.9693	0	0	0
557776	0	-75.5096	-131.894	36450.8	44.8689	0	0	0
557782	0	-75.5094	-131.898	36453.2	44.7425	0	0	0
557798	0	-75.5088	-131.907	36461.3	44.395	0	0	0
557814	0	-75.5081	-131.917	36470.5	43.4406	0	0	0
557824	0	-75.5077	-131.923	36476.3	42.3463	0	0	0
557841	0	-75.507	-131.933	36485.3	39.8378	0	0	0
557858	0	-75.5064	-131.943	36491.9	37.1341	0	0	0
557868	0	-75.506	-131.949	36494.3	35.9787	0	0	0
557882	0	-75.5054	-131.957	36495.9	35.0276	0	0	0
557892	0	-75.505	-131.963	36495.8	34.7755	0	0	0
557908	0	-75.5043	-131.973	36493.9	34.7257	0	0	0
557925	0	-75.5037	-131.983	36490.1	34.3097	0	0	0
557935	0	-75.5033	-131.989	36487.6	33.5503	0	0	0
557951	0	-75.5027	-131.998	36483.8	31.5723	0	0	0
557961	0	-75.5023	-132.004	36482	30.1373	0	0	0
557977	0	-75.5017	-132.013	36480.4	27.9356	0	0	0
557994	0	-75.501	-132.023	36481	26.5499	0	0	0
558004	0	-75.5006	-132.028	36482.7	26.3751	0	0	0
558021	0	-75.5	-132.038	36487.1	26.663	0	0	0
558028	0	-75.4998	-132.042	36489.4	26.845	0	0	0
558169	0	-75.4947	-132.124	36505	31.1518	0	0	0
558252	0	-75.4916	-132.173	36506.8	36.0824	0	0	0
558392	0	-75.4866	-132.257	36487.8	48.0407	0	0	0
558527	0	-75.482	-132.339	36479.5	54.4597	0	0	0
558605	0	-75.4793	-132.387	36506.8	57.9206	0	0	0
558622	0	-75.4787	-132.397	36509.7	59.5789	0	0	0
558632	0	-75.4784	-132.403	36510.6	60.1254	0	0	0
558648	0	-75.4778	-132.413	36510.8	60.2488	0	0	0
558664	0	-75.4772	-132.422	36509.8	59.8857	0	0	0
558673	0	-75.4769	-132.428	36509	59.6967	0	0	0
558676	0	-75.4768	-132.43	36508.7	59.6712	0	0	0
558692	0	-75.4762	-132.44	36506.7	59.9175	0	0	0
558706	0	-75.4757	-132.448	36504.8	60.7177	0	0	0
558716	0	-75.4754	-132.454	36503.6	-999.99	0	0	0
558826	0	-75.4715	-132.522	36505.3	62.6595	0	0	0
558975	0	-75.467	-132.614	36505.6	58.9292	0	0	0
559200	0	-75.4617	-132.753	36533.8	51.3243	0	0	0
559688	0	-75.4543	-133.052	36556.8	17.4913	0	0	0
560112	0	-75.4508	-133.316	36529.9	332.346	0	0	0
560134	0	-75.4506	-133.33	36517.5	330.741	0	0	0
560147	0	-75.4505	-133.338	36509.5	328.927	0	0	0
560166	0	-75.4504	-133.35	36498.1	325.097	0	0	0
560186	0	-75.4503	-133.362	36488.1	321.407	0	0	0
560201	0	-75.4502	-133.372	36483	319.73	0	0	0
560209	0	-75.4502	-133.377	36481.3	319.239	0	0	0
560219	0	-75.4501	-133.383	36480.2	318.836	0	0	0
560258	0	-75.4499	-133.408	36488.1	315.544	0	0	0
560298	0	-75.4496	-133.433	36510.8	307.768	0	0	0
560309	0	-75.4496	-133.44	36517.7	306.22	0	0	0
564386	0	-75.5412	-135.86	36802.8	187.139	0	0	0
564467	0	-75.5465	-135.9	36787.5	184.469	0	0	0
564622	0	-75.5568	-135.976	36787.5	184.545	0	0	0
564754	0	-75.5652	-136.039	36749.1	179.499	0	0	0
564810	0	-75.5686	-136.066	36762.2	174.206	0	0	0
564820	0	-75.5692	-136.071	36763.8	174.278	0	0	0
564837	0	-75.5703	-136.079	36765.8	174.644	0	0	0
564854	0	-75.5713	-136.087	36766.6	174.466	0	0	0
564862	0	-75.5718	-136.091	36766.8	173.992	0	0	0
564879	0	-75.5729	-136.099	36766.9	172.23	0	0	0
564889	0	-75.5735	-136.104	36767.1	170.977	0	0	0
564906	0	-75.5745	-136.112	36767.8	169.298	0	0	0
564924	0	-75.5756	-136.121	36768.7	999	0	0	0
564934	0	-75.5762	-136.125	36769.1	999	0	0	0
564950	0	-75.5772	-136.133	36769.1	999	0	0	0
564960	0	-75.5779	-136.138	36768.5	999	0	0	0
564979	0	-75.579	-136.147	36765.7	999	0	0	0
564994	0	-75.58	-136.154	36761.7	999	0	0	0
565004	0	-75.5806	-136.159	36758.1	166.516	0	0	0
565043	0	-75.583	-136.177	36740.9	163.997	0	0	0
565122	0	-75.588	-136.214	36725.5	161.22	0	0	0
565266	0	-75.5967	-136.281	36734.7	157.853	0	0	0
565432	0	-75.6069	-136.358	36708.4	158.004	0	0	0
565526	0	-75.6126	-136.401	36731.1	156.633	0	0	0
565542	0	-75.6135	-136.409	36736.9	157.867	0	0	0
565552	0	-75.6141	-136.413	36740.1	158.329	0	0	0
565565	0	-75.6148	-136.419	36743.5	158.437	0	0	0
565573	0	-75.6153	-136.423	36745	158.266	0	0	0
565590	0	-75.6163	-136.431	36746.7	157.776	0	0	0
565600	0	-75.6169	-136.436	36746.6	157.63	0	0	0
565616	0	-75.6178	-136.443	36744.9	157.988	0	0	0
565633	0	-75.6188	-136.451	36741.2	159.12	0	0	0
565643	0	-75.6194	-136.455	36738.3	159.89	0	0	0
565659	0	-75.6203	-136.463	36733.1	160.828	0	0	0
565669	0	-75.6209	-136.467	36729.6	161.003	0	0	0
565685	0	-75.6218	-136.475	36724.1	160.583	0	0	0
565695	0	-75.6224	-136.479	36720.9	160.051	0	0	0
565711	0	-75.6234	-136.486	36716.5	159.237	0	0	0
565727	0	-75.6243	-136.494	36713.1	159.021	0	0	0
565737	0	-75.6249	-136.498	36711.4	159.336	0	0	0
565752	0	-75.6258	-136.505	36709.6	160.197	0	0	0
565783	0	-75.6276	-136.518	36706.5	161.534	0	0	0
565922	0	-75.6357	-136.576	36660.1	163.295	0	0	0
566039	0	-75.6423	-136.623	36650	164.584	0	0	0
566187	0	-75.6504	-136.683	36652.8	167.163	0	0	0
566324	0	-75.6576	-136.738	36659.7	170.243	0	0	0
566341	0	-75.6585	-136.744	36658.6	171.066	0	0	0
566357	0	-75.6593	-136.75	36657.4	171.052	0	0	0
566367	0	-75.6598	-136.754	36656.6	170.614	0	0	0
566383	0	-75.6607	-136.76	36655.8	169.52	0	0	0
566393	0	-75.6612	-136.764	36655.6	168.871	0	0	0
566409	0	-75.662	-136.771	36656	168.379	0	0	0
566419	0	-75.6625	-136.775	36656.3	168.525	0	0	0
566436	0	-75.6634	-136.781	36658	169.38	0	0	0
566446	0	-75.6639	-136.785	36659.9	170.049	0	0	0
566462	0	-75.6648	-136.792	36663.7	170.831	0	0	0
566479	0	-75.6657	-136.799	36668.4	170.811	0	0	0
566489	0	-75.6662	-136.803	36671.4	170.402	0	0	0
566506	0	-75.6671	-136.809	36676.3	169.48	0	0	0
566523	0	-75.668	-136.816	36680.8	168.925	0	0	0
566533	0	-75.6685	-136.82	36683	168.844	0	0	0
566549	0	-75.6694	-136.827	36685.7	169.352	0	0	0
566559	0	-75.67	-136.831	36687	169.782	0	0	0
566576	0	-75.6709	-136.838	36688.4	170.22	0	0	0
566592	0	-75.6718	-136.845	36689.4	169.861	0	0	0
566602	0	-75.6724	-136.849	36690.1	169.241	0	0	0
566678	0	-75.6769	-136.882	36706.3	165.656	0	0	0
566781	0	-75.683	-136.926	36706.2	157.522	0	0	0
566937	0	-75.6916	-136.988	36626.1	143.71	0	0	0
567124	0	-75.7024	-137.062	36676.1	133.712	0	0	0
567287	0	-75.7122	-137.123	36697.2	124.476	0	0	0
567334	0	-75.7151	-137.141	36706.9	119.027	0	0	0
567368	0	-75.7171	-137.154	36709.9	117.542	0	0	0
567383	0	-75.718	-137.16	36709.7	117.263	0	0	0
567393	0	-75.7186	-137.164	36709.2	116.921	0	0	0
567409	0	-75.7196	-137.169	36707.6	116.001	0	0	0
567419	0	-75.7202	-137.173	36706.3	115.213	0	0	0
567435	0	-75.7212	-137.179	36703.6	113.847	0	0	0
567445	0	-75.7218	-137.183	36701.8	113.095	0	0	0
567482	0	-75.7241	-137.196	36695.2	111.997	0	0	0
567492	0	-75.7247	-137.2	36694	111.89	0	0	0
567509	0	-75.7258	-137.206	36692.8	111.217	0	0	0
567525	0	-75.7268	-137.212	36693	109.812	0	0	0
567535	0	-75.7274	-137.215	36693.6	108.577	0	0	0
567550	0	-75.7284	-137.221	36695.3	106.627	0	0	0
567740	0	-75.7403	-137.291	36693.7	100.171	0	0	0
567904	0	-75.7496	-137.349	36747.2	100.99	0	0	0
568080	0	-75.7599	-137.41	36740.7	108.535	0	0	0
568087	0	-75.7603	-137.413	36741.3	109.083	0	0	0
568098	0	-75.7609	-137.416	36742.6	109.655	0	0	0
568108	0	-75.7615	-137.42	36744.2	109.907	0	0	0
568125	0	-75.7625	-137.425	36748	109.949	0	0	0
568135	0	-75.7631	-137.429	36750.7	109.956	0	0	0
568151	0	-75.764	-137.434	36755.7	110.39	0	0	0
568168	0	-75.7649	-137.44	36761.4	111.675	0	0	0
568178	0	-75.7655	-137.443	36764.8	112.706	0	0	0
568195	0	-75.7664	-137.449	36770.2	114.511	0	0	0
568212	0	-75.7673	-137.455	36774.7	115.732	0	0	0
568222	0	-75.7679	-137.458	36776.6	116.109	0	0	0
568239	0	-75.7688	-137.464	36778.3	116.463	0	0	0
568249	0	-75.7694	-137.467	36778.3	116.621	0	0	0
568265	0	-75.7702	-137.473	36776.7	117.299	0	0	0
568281	0	-75.7711	-137.478	36773.1	118.706	0	0	0
568291	0	-75.7717	-137.482	36769.9	119.869	0	0	0
568307	0	-75.7726	-137.487	36763.8	121.906	0	0	0
568317	0	-75.7731	-137.491	36759.5	123.048	0	0	0
568334	0	-75.7741	-137.497	36752	124.371	0	0	0
568344	0	-75.7746	-137.5	36747.8	124.812	0	0	0
568359	0	-75.7755	-137.505	36742.3	125.247	0	0	0
568428	0	-75.7794	-137.529	36737.3	133.32	0	0	0
568540	0	-75.7856	-137.569	36796.3	145.191	0	0	0
568687	0	-75.7938	-137.619	36772.1	162.036	0	0	0
568853	0	-75.8032	-137.672	36801.4	169.972	0	0	0
568927	0	-75.8069	-137.695	36786.8	177.262	0	0	0
568943	0	-75.8077	-137.7	36778.7	177.602	0	0	0
568953	0	-75.8082	-137.703	36773.4	178.063	0	0	0
568969	0	-75.809	-137.708	36765	179.878	0	0	0
568979	0	-75.8094	-137.711	36760.1	181.788	0	0	0
568992	0	-75.8101	-137.715	36754.8	184.679	0	0	0
568992	0	-75.8101	-137.715	36754.8	184.679	0	0	0
568993	0	-75.8101	-137.715	36754.5	184.902	0	0	0
568995	0	-75.8102	-137.716	36753.8	185.351	0	0	0
569002	0	-75.8106	-137.718	36751.8	186.922	0	0	0
569019	0	-75.8114	-137.723	36748.9	190.771	0	0	0
569029	0	-75.8119	-137.726	36748.7	192.747	0	0	0
569045	0	-75.8127	-137.731	36750.8	195.182	0	0	0
569055	0	-75.8132	-137.734	36753.4	196.435	0	0	0
569072	0	-75.814	-137.739	36759.9	198.754	0	0	0
569074	0	-75.8141	-137.74	36760.8	199.062	0	0	0
569077	0	-75.8143	-137.741	36762.1	199.545	0	0	0
569094	0	-75.8151	-137.746	36770.7	202.731	0	0	0
569104	0	-75.8156	-137.749	36776	204.997	0	0	0
569120	0	-75.8164	-137.754	36784.2	209.096	0	0	0
569130	0	-75.8169	-137.757	36788.8	211.547	0	0	0
569146	0	-75.8177	-137.762	36794.8	214.754	0	0	0
569163	0	-75.8185	-137.767	36799.1	217.258	0	0	0
569173	0	-75.819	-137.77	36800.4	218.468	0	0	0
569189	0	-75.8198	-137.774	36800.7	220.421	0	0	0
569199	0	-75.8203	-137.777	36799.8	221.907	0	0	0
569298	0	-75.8252	-137.806	36770.6	239.655	0	0	0
569418	0	-75.8311	-137.842	36778.4	264.49	0	0	0
569504	0	-75.8353	-137.869	36781.3	283.263	0	0	0
569739	0	-75.8466	-137.941	36768.5	322.117	0	0	0
569757	0	-75.8473	-137.946	36778.2	324.457	0	0	0
569767	0	-75.8477	-137.949	36783.4	325.889	0	0	0
569783	0	-75.8484	-137.953	36791.4	328.878	0	0	0
569793	0	-75.8488	-137.956	36795.9	331.176	0	0	0
569811	0	-75.8495	-137.961	36802.7	335.779	0	0	0
569821	0	-75.8499	-137.964	36805.7	338.183	0	0	0
569837	0	-75.8506	-137.968	36809.5	341.332	0	0	0
569847	0	-75.851	-137.971	36811.1	342.803	0	0	0
569887	0	-75.8526	-137.982	36812.2	346.851	0	0	0
569916	0	-75.8539	-137.991	36808.8	351.696	0	0	0
569926	0	-75.8543	-137.994	36807.1	353.67	0	0	0
569943	0	-75.8551	-137.998	36804.1	356.554	0	0	0
569954	0	-75.8556	-138.002	36802.3	357.804	0	0	0
569970	0	-75.8563	-138.006	36800.2	358.642	0	0	0
569986	0	-75.857	-138.011	36799.5	358.83	0	0	0
569996	0	-75.8575	-138.014	36799.9	358.97	0	0	0
570012	0	-75.8582	-138.019	36802.5	359.841	0	0	0
570022	0	-75.8586	-138.022	36805.3	0.9327	0	0	0
570039	0	-75.8594	-138.027	36812.4	3.4192	0	0	0
570049	0	-75.8598	-138.03	36817.8	4.907	0	0	0
570089	0	-75.8614	-138.041	36847.1	7.7589	0	0	0
570145	0	-75.8633	-138.057	36892.3	10.6254	0	0	0
570145	0	-75.8633	-138.057	36892.3	10.6254	0	0	0
570145	0	-75.8633	-138.057	36892.3	10.6254	0	0	0
570189	0	-75.8648	-138.069	36913	15.4695	0	0	0
570310	0	-75.8689	-138.104	36869.8	23.5951	0	0	0
570451	0	-75.8737	-138.142	36884.9	21.211	0	0	0
570628	0	-75.8774	-138.191	36893.6	25.6287	0	0	0
570648	0	-75.8779	-138.197	36879.2	27.0062	0	0	0
570664	0	-75.8783	-138.202	36869.1	26.9384	0	0	0
570680	0	-75.8787	-138.206	36861.1	26.2792	0	0	0
570690	0	-75.879	-138.209	36857.4	25.8351	0	0	0
570706	0	-75.8795	-138.214	36854	25.5037	0	0	0
570716	0	-75.8797	-138.217	36853.6	25.6029	0	0	0
570732	0	-75.8802	-138.222	36855.7	26.1012	0	0	0
570742	0	-75.8805	-138.225	36858.7	26.3995	0	0	0
570781	0	-75.8817	-138.237	36881.8	24.2051	0	0	0
570807	0	-75.8825	-138.246	36903.7	20.9784	0	0	0
570817	0	-75.8828	-138.249	36912.4	20.1022	0	0	0
570833	0	-75.8832	-138.254	36925.5	19.6485	0	0	0
570849	0	-75.8836	-138.259	36936.5	20.107	0	0	0
570859	0	-75.8838	-138.262	36941.8	20.484	0	0	0
570875	0	-75.8842	-138.267	36947.2	20.619	0	0	0
570891	0	-75.8845	-138.272	36948.5	19.7701	0	0	0
570901	0	-75.8847	-138.276	36947.1	18.7869	0	0	0
570918	0	-75.885	-138.281	36941.2	17.0362	0	0	0
570928	0	-75.8852	-138.284	36935.8	16.3127	0	0	0
570944	0	-75.8855	-138.289	36924.7	16.039	0	0	0
570978	0	-75.886	-138.299	36895.1	18.2732	0	0	0
571121	0	-75.8889	-138.342	36846.4	23.3868	0	0	0
571236	0	-75.8913	-138.38	36896.8	31.9518	0	0	0
571355	0	-75.8927	-138.418	36883.1	44.731	0	0	0
571394	0	-75.8932	-138.43	36874.3	47.527	0	0	0
