realTime 	 junk 	 GPS LAT 	 GPS LONG 	 GPS ALT 	 heading 	 junk 	 junk 	 junk
-202141	0	-77.8617	167.063	-31.93	999	0	0	0
-202131	0	-77.8617	167.063	-31.88	999	0	0	0
-202121	0	-77.8617	167.063	-31.91	999	0	0	0
-202111	0	-77.8617	167.063	-32.1	999	0	0	0
-202101	0	-77.8617	167.063	-32.48	999	0	0	0
-202091	0	-77.8617	167.063	-32.86	999	0	0	0
-202083	0	-77.8617	167.063	-33.01	999	0	0	0
-202073	0	-77.8617	167.063	-33.1	999	0	0	0
-202062	0	-77.8617	167.063	-33.04	999	0	0	0
-202052	0	-77.8617	167.063	-32.91	999	0	0	0
-202042	0	-77.8617	167.063	-32.77	999	0	0	0
-202032	0	-77.8617	167.063	-32.68	999	0	0	0
-202021	0	-77.8617	167.063	-32.63	999	0	0	0
-202008	0	-77.8617	167.063	-32.56	999	0	0	0
-201996	0	-77.8617	167.063	-32.31	999	0	0	0
-201982	0	-77.8617	167.063	-31.66	999	0	0	0
-201971	0	-77.8617	167.063	-31.32	999	0	0	0
-201960	0	-77.8617	167.063	-31.08	999	0	0	0
-201950	0	-77.8617	167.063	-30.9	999	0	0	0
-201940	0	-77.8617	167.063	-30.72	999	0	0	0
-201930	0	-77.8617	167.063	-30.55	999	0	0	0
-201919	0	-77.8617	167.063	-30.43	999	0	0	0
-201908	0	-77.8617	167.063	-30.39	999	0	0	0
-201898	0	-77.8617	167.063	-30.36	999	0	0	0
-201882	0	-77.8617	167.063	-30.37	999	0	0	0
-201871	0	-77.8617	167.063	-30.4	999	0	0	0
-201860	0	-77.8617	167.063	-30.43	999	0	0	0
-201848	0	-77.8617	167.063	-30.45	999	0	0	0
-201838	0	-77.8617	167.063	-30.46	999	0	0	0
-201826	0	-77.8617	167.063	-30.5	999	0	0	0
-201816	0	-77.8617	167.063	-30.54	999	0	0	0
-201806	0	-77.8617	167.063	-30.56	999	0	0	0
-201796	0	-77.8617	167.063	-30.6	999	0	0	0
-201784	0	-77.8617	167.063	-30.66	999	0	0	0
-201773	0	-77.8617	167.063	-30.68	999	0	0	0
-201763	0	-77.8617	167.063	-30.7	999	0	0	0
-201753	0	-77.8617	167.063	-30.7	999	0	0	0
-201742	0	-77.8617	167.063	-30.7	999	0	0	0
-201731	0	-77.8617	167.063	-30.68	999	0	0	0
-201721	0	-77.8618	167.063	-30.63	999	0	0	0
-201710	0	-77.8618	167.063	-30.54	999	0	0	0
-201700	0	-77.8618	167.063	-30.44	999	0	0	0
-201690	0	-77.8618	167.063	-30.31	999	0	0	0
-201680	0	-77.8618	167.063	-30.17	999	0	0	0
-201668	0	-77.8618	167.063	-30	999	0	0	0
-201657	0	-77.8618	167.063	-29.86	999	0	0	0
-201646	0	-77.8618	167.063	-29.71	999	0	0	0
-201635	0	-77.8618	167.063	-29.56	999	0	0	0
-201624	0	-77.8618	167.063	-29.43	999	0	0	0
-201613	0	-77.8618	167.063	-29.29	999	0	0	0
-201603	0	-77.8618	167.063	-29.16	999	0	0	0
-201593	0	-77.8618	167.063	-29	999	0	0	0
-201580	0	-77.8618	167.063	-28.79	999	0	0	0
-201568	0	-77.8618	167.063	-28.56	999	0	0	0
-201554	0	-77.8618	167.063	-28.3	999	0	0	0
-201544	0	-77.8618	167.063	-28.13	999	0	0	0
-201533	0	-77.8618	167.063	-27.96	999	0	0	0
-201521	0	-77.8618	167.063	-27.79	999	0	0	0
-201511	0	-77.8618	167.063	-27.66	999	0	0	0
-201500	0	-77.8618	167.063	-27.54	999	0	0	0
-201490	0	-77.8618	167.063	-27.45	999	0	0	0
-201478	0	-77.8618	167.063	-27.37	999	0	0	0
-201468	0	-77.8617	167.063	-27.44	999	0	0	0
-201454	0	-77.8617	167.063	-27.8	999	0	0	0
-201444	0	-77.8617	167.063	-27.93	999	0	0	0
-201433	0	-77.8617	167.063	-28.04	999	0	0	0
-201422	0	-77.8617	167.063	-28.12	999	0	0	0
-201409	0	-77.8617	167.063	-28.2	999	0	0	0
-201399	0	-77.8617	167.063	-28.26	999	0	0	0
-201389	0	-77.8617	167.063	-28.29	999	0	0	0
-201379	0	-77.8618	167.063	-28.33	999	0	0	0
-201368	0	-77.8618	167.063	-28.38	999	0	0	0
-201358	0	-77.8618	167.063	-28.42	999	0	0	0
-201347	0	-77.8618	167.063	-28.46	999	0	0	0
-201337	0	-77.8618	167.063	-28.53	999	0	0	0
-201327	0	-77.8618	167.063	-28.62	999	0	0	0
-201315	0	-77.8618	167.063	-28.7	999	0	0	0
-201304	0	-77.8618	167.063	-28.77	999	0	0	0
-201293	0	-77.8618	167.063	-28.83	999	0	0	0
-201282	0	-77.8618	167.063	-28.87	999	0	0	0
-201271	0	-77.8618	167.063	-28.91	999	0	0	0
-201260	0	-77.8618	167.063	-28.93	999	0	0	0
-201249	0	-77.8618	167.063	-28.97	999	0	0	0
-201239	0	-77.8618	167.063	-28.98	999	0	0	0
-201229	0	-77.8618	167.063	-28.99	999	0	0	0
-201218	0	-77.8618	167.063	-29	999	0	0	0
-201207	0	-77.8618	167.063	-29.01	999	0	0	0
-201197	0	-77.8618	167.063	-29.02	999	0	0	0
-201186	0	-77.8618	167.063	-29.01	999	0	0	0
-201175	0	-77.8618	167.063	-29.01	999	0	0	0
-201164	0	-77.8618	167.063	-29	999	0	0	0
-201152	0	-77.8618	167.063	-28.96	999	0	0	0
-201141	0	-77.8618	167.063	-28.92	999	0	0	0
-201130	0	-77.8618	167.063	-28.89	999	0	0	0
-201117	0	-77.8618	167.063	-28.87	999	0	0	0
-201106	0	-77.8618	167.063	-28.86	999	0	0	0
-201096	0	-77.8618	167.063	-28.86	999	0	0	0
-201085	0	-77.8618	167.063	-28.86	999	0	0	0
-201075	0	-77.8618	167.063	-28.83	999	0	0	0
-201064	0	-77.8618	167.063	-28.84	999	0	0	0
-201052	0	-77.8618	167.063	-28.89	999	0	0	0
-201039	0	-77.8617	167.063	-28.93	999	0	0	0
-201029	0	-77.8617	167.063	-28.95	999	0	0	0
-201019	0	-77.8617	167.063	-28.97	999	0	0	0
-201004	0	-77.8617	167.063	-28.97	999	0	0	0
