# Frequency[MHz],ampNF Ch0 [dB],ampNF Ch1 [dB],ampNF Ch2 [dB],ampNF Ch3 [dB],ampNF Ch4 [dB],ampNF Ch5 [dB],ampNF Ch6 [dB],ampNF Ch7 [dB],ampNF Ch8 [dB],ampNF Ch9 [dB],ampNF Ch10 [dB],ampNF Ch11 [dB],ampNF Ch12 [dB],ampNF Ch13 [dB],ampNF Ch14 [dB],ampNF Ch15 [dB]
719.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
