# Frequency[MHz],ampNF Ch0 [lin],ampNF Ch1 [lin],ampNF Ch2 [lin],ampNF Ch3 [lin],ampNF Ch4 [lin],ampNF Ch5 [lin],ampNF Ch6 [lin],ampNF Ch7 [lin],ampNF Ch8 [lin],ampNF Ch9 [lin],ampNF Ch10 [lin],ampNF Ch11 [lin],ampNF Ch12 [lin],ampNF Ch13 [lin],ampNF Ch14 [lin],ampNF Ch15 [lin]
96.1924,198.967,198.967,198.967,352.566,70.4299,70.4299,70.4299,1139.51,140.299,140.299,140.299,59.7115,2069.24,2069.24,2069.24,67.7715
98.1964,189.996,189.996,189.996,335.987,67.3205,67.3205,67.3205,1038.91,134.013,134.013,134.013,57.0929,1964.3,1964.3,1964.3,64.8007
100.2,181.026,181.026,181.026,319.408,64.2112,64.2112,64.2112,938.308,127.727,127.727,127.727,54.4743,1859.36,1859.36,1859.36,61.83
102.204,172.055,172.055,172.055,302.829,61.1018,61.1018,61.1018,837.707,121.441,121.441,121.441,51.8557,1754.42,1754.42,1754.42,58.8592
104.208,163.085,163.085,163.085,286.25,57.9924,57.9924,57.9924,737.107,115.155,115.155,115.155,49.2371,1649.48,1649.48,1649.48,55.8884
106.212,154.114,154.114,154.114,269.671,54.8831,54.8831,54.8831,636.506,108.869,108.869,108.869,46.6185,1544.54,1544.54,1544.54,52.9176
108.216,145.144,145.144,145.144,253.092,51.7737,51.7737,51.7737,535.906,102.583,102.583,102.583,43.9999,1439.6,1439.6,1439.6,49.9469
110.22,136.173,136.173,136.173,236.513,48.6643,48.6643,48.6643,435.305,96.2976,96.2976,96.2976,41.3813,1334.66,1334.66,1334.66,46.9761
112.224,127.203,127.203,127.203,219.934,45.555,45.555,45.555,334.704,90.0117,90.0117,90.0117,38.7627,1229.72,1229.72,1229.72,44.0053
114.228,118.232,118.232,118.232,203.355,42.4456,42.4456,42.4456,238.787,83.7258,83.7258,83.7258,36.1441,1124.78,1124.78,1124.78,41.0345
116.232,109.262,109.262,109.262,186.776,39.3362,39.3362,39.3362,184.028,77.4399,77.4399,77.4399,33.5255,1019.84,1019.84,1019.84,38.0638
118.236,100.291,100.291,100.291,170.197,36.2269,36.2269,36.2269,165.581,71.154,71.154,71.154,30.9069,914.901,914.901,914.901,35.093
120.24,91.3208,91.3208,91.3208,153.618,33.1175,33.1175,33.1175,147.134,64.8681,64.8681,64.8681,28.2883,809.961,809.961,809.961,32.1222
122.244,82.3503,82.3503,82.3503,137.039,30.0081,30.0081,30.0081,128.687,58.5822,58.5822,58.5822,25.6697,705.021,705.021,705.021,29.1514
124.248,73.3798,73.3798,73.3798,120.459,26.8988,26.8988,26.8988,110.24,52.2963,52.2963,52.2963,23.0511,600.081,600.081,600.081,26.1807
126.253,64.4093,64.4093,64.4093,103.88,23.7894,23.7894,23.7894,91.7926,46.0104,46.0104,46.0104,20.4325,495.141,495.141,495.141,23.2099
128.257,55.4388,55.4388,55.4388,87.3013,20.68,20.68,20.68,73.3455,39.7245,39.7245,39.7245,17.8139,390.201,390.201,390.201,20.2391
130.261,46.4684,46.4684,46.4684,70.7223,17.5707,17.5707,17.5707,54.8985,33.4386,33.4386,33.4386,15.1953,285.261,285.261,285.261,17.2683
132.265,37.4979,37.4979,37.4979,54.1432,14.4613,14.4613,14.4613,36.4515,27.1527,27.1527,27.1527,12.5766,180.321,180.321,180.321,14.2976
134.269,28.5274,28.5274,28.5274,37.9005,11.3519,11.3519,11.3519,18.9995,20.8667,20.8667,20.8667,9.95804,81.4984,81.4984,81.4984,11.3268
136.273,19.5569,19.5569,19.5569,24.1726,8.24255,8.24255,8.24255,8.98738,14.5808,14.5808,14.5808,7.33944,28.4244,28.4244,28.4244,8.35601
138.277,10.5864,10.5864,10.5864,12.6132,5.13319,5.13319,5.13319,5.39063,8.29495,8.29495,8.29495,4.72083,14.7978,14.7978,14.7978,5.38524
140.281,2.82434,2.82434,2.82434,2.63874,2.43218,2.43218,2.43218,2.27276,2.84518,2.84518,2.84518,2.44509,3.02026,3.02026,3.02026,2.78993
142.285,2.48508,2.48508,2.48508,2.4006,2.23969,2.23969,2.23969,2.09665,2.53166,2.53166,2.53166,2.27555,2.60086,2.60086,2.60086,2.5011
144.289,2.16249,2.16249,2.16249,2.17563,2.05629,2.05629,2.05629,1.9296,2.23295,2.23295,2.23295,2.11406,2.20237,2.20237,2.20237,2.22412
146.293,1.95597,1.95597,1.95597,2.04221,1.93622,1.93622,1.93622,1.82561,2.03735,2.03735,2.03735,2.00859,1.94937,1.94937,1.94937,2.02965
148.297,1.84835,1.84835,1.84835,1.98683,1.87011,1.87011,1.87011,1.77537,1.92962,1.92962,1.92962,1.95086,1.82036,1.82036,1.82036,1.90551
150.301,1.75323,1.75323,1.75323,1.92901,1.81054,1.81054,1.81054,1.73052,1.83408,1.83408,1.83408,1.89817,1.70738,1.70738,1.70738,1.79484
152.305,1.72892,1.72892,1.72892,1.85733,1.78801,1.78801,1.78801,1.71614,1.80762,1.80762,1.80762,1.87401,1.68517,1.68517,1.68517,1.76052
154.309,1.70475,1.70475,1.70475,1.79071,1.76658,1.76658,1.76658,1.70193,1.78228,1.78228,1.78228,1.85026,1.66356,1.66356,1.66356,1.72999
156.313,1.68154,1.68154,1.68154,1.757,1.7523,1.7523,1.7523,1.68871,1.76417,1.76417,1.76417,1.82922,1.64577,1.64577,1.64577,1.72414
158.317,1.65914,1.65914,1.65914,1.751,1.74404,1.74404,1.74404,1.67634,1.75216,1.75216,1.75216,1.81046,1.63121,1.63121,1.63121,1.73908
160.321,1.63705,1.63705,1.63705,1.74888,1.73676,1.73676,1.73676,1.6641,1.74138,1.74138,1.74138,1.79213,1.61776,1.61776,1.61776,1.7569
162.325,1.61662,1.61662,1.61662,1.76708,1.73464,1.73464,1.73464,1.65256,1.7371,1.7371,1.7371,1.77603,1.61013,1.61013,1.61013,1.78983
164.329,1.59706,1.59706,1.59706,1.78073,1.73235,1.73235,1.73235,1.64086,1.73435,1.73435,1.73435,1.7601,1.60641,1.60641,1.60641,1.81679
166.333,1.58277,1.58277,1.58277,1.76661,1.729,1.729,1.729,1.62824,1.74088,1.74088,1.74088,1.74513,1.62648,1.62648,1.62648,1.80736
168.337,1.57289,1.57289,1.57289,1.72937,1.72478,1.72478,1.72478,1.61483,1.75514,1.75514,1.75514,1.73098,1.66635,1.66635,1.66635,1.76764
170.341,1.56495,1.56495,1.56495,1.69567,1.72816,1.72816,1.72816,1.60233,1.76707,1.76707,1.76707,1.71854,1.70336,1.70336,1.70336,1.73013
172.345,1.56657,1.56657,1.56657,1.67927,1.76869,1.76869,1.76869,1.59427,1.76762,1.76762,1.76762,1.71441,1.72634,1.72634,1.72634,1.70349
174.349,1.56939,1.56939,1.56939,1.66489,1.81472,1.81472,1.81472,1.58675,1.76673,1.76673,1.76673,1.7113,1.74736,1.74736,1.74736,1.67805
176.353,1.5792,1.5792,1.5792,1.66216,1.89245,1.89245,1.89245,1.58231,1.7576,1.7576,1.7576,1.71412,1.75709,1.75709,1.75709,1.65957
178.357,1.59475,1.59475,1.59475,1.669,1.99627,1.99627,1.99627,1.58042,1.74168,1.74168,1.74168,1.72182,1.75752,1.75752,1.75752,1.6468
180.361,1.60697,1.60697,1.60697,1.67448,2.07417,2.07417,2.07417,1.57751,1.72694,1.72694,1.72694,1.72655,1.75228,1.75228,1.75228,1.63055
182.365,1.60404,1.60404,1.60404,1.67373,2.03403,2.03403,2.03403,1.56996,1.71761,1.71761,1.71761,1.71782,1.72116,1.72116,1.72116,1.59848
184.369,1.60083,1.60083,1.60083,1.67254,1.99216,1.99216,1.99216,1.56247,1.70836,1.70836,1.70836,1.70905,1.69032,1.69032,1.69032,1.56777
186.373,1.59601,1.59601,1.59601,1.66897,1.94092,1.94092,1.94092,1.55536,1.69961,1.69961,1.69961,1.70012,1.66103,1.66103,1.66103,1.54449
188.377,1.58991,1.58991,1.58991,1.66347,1.88206,1.88206,1.88206,1.54856,1.69125,1.69125,1.69125,1.69106,1.63299,1.63299,1.63299,1.52723
190.381,1.58405,1.58405,1.58405,1.65583,1.82743,1.82743,1.82743,1.54291,1.68269,1.68269,1.68269,1.68379,1.60998,1.60998,1.60998,1.52161
192.385,1.57926,1.57926,1.57926,1.63911,1.79086,1.79086,1.79086,1.54221,1.67327,1.67327,1.67327,1.68414,1.60844,1.60844,1.60844,1.56561
194.389,1.57432,1.57432,1.57432,1.62432,1.75593,1.75593,1.75593,1.54174,1.66405,1.66405,1.66405,1.68427,1.60637,1.60637,1.60637,1.60693
196.393,1.56862,1.56862,1.56862,1.61952,1.72953,1.72953,1.72953,1.54253,1.65591,1.65591,1.65591,1.68327,1.60154,1.60154,1.60154,1.63444
198.397,1.56231,1.56231,1.56231,1.62275,1.70995,1.70995,1.70995,1.54433,1.64864,1.64864,1.64864,1.68137,1.59451,1.59451,1.59451,1.65086
200.401,1.55582,1.55582,1.55582,1.6286,1.69245,1.69245,1.69245,1.54645,1.64164,1.64164,1.64164,1.67918,1.58679,1.58679,1.58679,1.66342
202.405,1.54858,1.54858,1.54858,1.64493,1.6832,1.6832,1.6832,1.54988,1.63575,1.63575,1.63575,1.67584,1.57632,1.57632,1.57632,1.6605
204.409,1.54222,1.54222,1.54222,1.65808,1.67498,1.67498,1.67498,1.5536,1.63056,1.63056,1.63056,1.67316,1.56652,1.56652,1.56652,1.65492
206.413,1.54014,1.54014,1.54014,1.65561,1.67186,1.67186,1.67186,1.55871,1.62875,1.62875,1.62875,1.67374,1.55996,1.55996,1.55996,1.63625
208.417,1.54145,1.54145,1.54145,1.64076,1.67277,1.67277,1.67277,1.56493,1.62964,1.62964,1.62964,1.6769,1.55599,1.55599,1.55599,1.6072
210.421,1.5432,1.5432,1.5432,1.62819,1.67409,1.67409,1.67409,1.57351,1.63039,1.63039,1.63039,1.68268,1.55214,1.55214,1.55214,1.58601
212.425,1.54659,1.54659,1.54659,1.62415,1.67694,1.67694,1.67694,1.59096,1.63063,1.63063,1.63063,1.69831,1.54877,1.54877,1.54877,1.59438
214.429,1.55035,1.55035,1.55035,1.62207,1.68012,1.68012,1.68012,1.61056,1.63075,1.63075,1.63075,1.71631,1.54549,1.54549,1.54549,1.60991
216.433,1.5558,1.5558,1.5558,1.62922,1.68486,1.68486,1.68486,1.64024,1.63027,1.63027,1.63027,1.74539,1.54265,1.54265,1.54265,1.65897
218.437,1.56257,1.56257,1.56257,1.64357,1.69081,1.69081,1.69081,1.67781,1.62933,1.62933,1.62933,1.78315,1.54015,1.54015,1.54015,1.73426
220.441,1.56699,1.56699,1.56699,1.65364,1.69591,1.69591,1.69591,1.70333,1.62908,1.62908,1.62908,1.80853,1.53987,1.53987,1.53987,1.78984
222.445,1.56302,1.56302,1.56302,1.64857,1.698,1.698,1.698,1.68611,1.63131,1.63131,1.63131,1.79004,1.54743,1.54743,1.54743,1.77553
224.449,1.55887,1.55887,1.55887,1.64294,1.69977,1.69977,1.69977,1.66812,1.63359,1.63359,1.63359,1.77078,1.55517,1.55517,1.55517,1.75853
226.453,1.5539,1.5539,1.5539,1.63489,1.70011,1.70011,1.70011,1.64668,1.6361,1.6361,1.6361,1.7481,1.56368,1.56368,1.56368,1.72951
228.457,1.5483,1.5483,1.5483,1.62495,1.69935,1.69935,1.69935,1.62258,1.63878,1.63878,1.63878,1.72279,1.57279,1.57279,1.57279,1.69121
230.461,1.54515,1.54515,1.54515,1.61678,1.69638,1.69638,1.69638,1.61218,1.64067,1.64067,1.64067,1.71184,1.57936,1.57936,1.57936,1.65881
232.465,1.55019,1.55019,1.55019,1.61452,1.68601,1.68601,1.68601,1.64766,1.63989,1.63989,1.63989,1.74895,1.57741,1.57741,1.57741,1.64619
234.469,1.55525,1.55525,1.55525,1.6124,1.67658,1.67658,1.67658,1.67878,1.63853,1.63853,1.63853,1.78112,1.57502,1.57502,1.57502,1.63344
236.473,1.5604,1.5604,1.5604,1.61088,1.67116,1.67116,1.67116,1.69121,1.63468,1.63468,1.63468,1.79206,1.57079,1.57079,1.57079,1.62012
238.477,1.56562,1.56562,1.56562,1.60982,1.66882,1.66882,1.66882,1.68939,1.62894,1.62894,1.62894,1.78682,1.56514,1.56514,1.56514,1.60636
240.481,1.57087,1.57087,1.57087,1.60903,1.66819,1.66819,1.66819,1.67951,1.62215,1.62215,1.62215,1.77256,1.55872,1.55872,1.55872,1.59237
242.485,1.57625,1.57625,1.57625,1.60905,1.67302,1.67302,1.67302,1.64416,1.61205,1.61205,1.61205,1.72977,1.54983,1.54983,1.54983,1.57769
244.489,1.5806,1.5806,1.5806,1.61025,1.67721,1.67721,1.67721,1.61331,1.60367,1.60367,1.60367,1.69178,1.54259,1.54259,1.54259,1.57038
246.493,1.58072,1.58072,1.58072,1.61626,1.67879,1.67879,1.67879,1.60099,1.6024,1.6024,1.6024,1.67353,1.54209,1.54209,1.54209,1.59337
248.497,1.57767,1.57767,1.57767,1.62589,1.6784,1.6784,1.6784,1.60261,1.60648,1.60648,1.60648,1.67013,1.54667,1.54667,1.54667,1.63917
250.501,1.5752,1.5752,1.5752,1.63513,1.67851,1.67851,1.67851,1.60413,1.61073,1.61073,1.61073,1.66736,1.55146,1.55146,1.55146,1.68221
252.505,1.57445,1.57445,1.57445,1.64321,1.68015,1.68015,1.68015,1.6054,1.6155,1.6155,1.6155,1.6665,1.55688,1.55688,1.55688,1.71697
254.509,1.57468,1.57468,1.57468,1.65048,1.68258,1.68258,1.68258,1.60544,1.62004,1.62004,1.62004,1.66526,1.56214,1.56214,1.56214,1.74546
256.513,1.57872,1.57872,1.57872,1.65455,1.68813,1.68813,1.68813,1.60071,1.62367,1.62367,1.62367,1.66252,1.56675,1.56675,1.56675,1.74923
258.517,1.5856,1.5856,1.5856,1.65624,1.69599,1.69599,1.69599,1.59242,1.62663,1.62663,1.62663,1.65866,1.57087,1.57087,1.57087,1.73463
260.521,1.59152,1.59152,1.59152,1.65509,1.70156,1.70156,1.70156,1.58515,1.62855,1.62855,1.62855,1.65512,1.57441,1.57441,1.57441,1.71934
262.525,1.59473,1.59473,1.59473,1.64587,1.70061,1.70061,1.70061,1.58077,1.62752,1.62752,1.62752,1.65253,1.57628,1.57628,1.57628,1.70207
264.529,1.59773,1.59773,1.59773,1.6362,1.69921,1.69921,1.69921,1.57667,1.62628,1.62628,1.62628,1.65,1.57803,1.57803,1.57803,1.68482
266.533,1.59991,1.59991,1.59991,1.62482,1.69611,1.69611,1.69611,1.57361,1.62426,1.62426,1.62426,1.64771,1.57928,1.57928,1.57928,1.66764
268.537,1.60148,1.60148,1.60148,1.61219,1.69178,1.69178,1.69178,1.57132,1.62166,1.62166,1.62166,1.6456,1.58018,1.58018,1.58018,1.65052
270.541,1.60365,1.60365,1.60365,1.60609,1.69096,1.69096,1.69096,1.57009,1.62046,1.62046,1.62046,1.64298,1.58153,1.58153,1.58153,1.63802
272.545,1.6074,1.6074,1.6074,1.61763,1.69962,1.69962,1.69962,1.57171,1.62301,1.62301,1.62301,1.63898,1.58409,1.58409,1.58409,1.63802
274.549,1.61061,1.61061,1.61061,1.6277,1.70754,1.70754,1.70754,1.57357,1.62558,1.62558,1.62558,1.63525,1.5861,1.5861,1.5861,1.63752
276.553,1.61182,1.61182,1.61182,1.63242,1.71273,1.71273,1.71273,1.57633,1.62819,1.62819,1.62819,1.63254,1.58603,1.58603,1.58603,1.63518
278.557,1.61159,1.61159,1.61159,1.63326,1.71596,1.71596,1.71596,1.57975,1.63084,1.63084,1.63084,1.63055,1.58447,1.58447,1.58447,1.6315
280.561,1.60996,1.60996,1.60996,1.63036,1.71725,1.71725,1.71725,1.58381,1.63352,1.63352,1.63352,1.62927,1.58148,1.58148,1.58148,1.62655
282.565,1.60476,1.60476,1.60476,1.61782,1.71359,1.71359,1.71359,1.58951,1.63628,1.63628,1.63628,1.62978,1.5748,1.5748,1.5748,1.61834
284.569,1.59998,1.59998,1.59998,1.60735,1.71083,1.71083,1.71083,1.59336,1.6379,1.6379,1.6379,1.63054,1.56914,1.56914,1.56914,1.61202
286.573,1.59669,1.59669,1.59669,1.60419,1.71126,1.71126,1.71126,1.59066,1.63551,1.63551,1.63551,1.6322,1.56707,1.56707,1.56707,1.61239
288.577,1.59446,1.59446,1.59446,1.60623,1.71395,1.71395,1.71395,1.58329,1.63026,1.63026,1.63026,1.63448,1.56754,1.56754,1.56754,1.61751
290.581,1.59223,1.59223,1.59223,1.60933,1.71575,1.71575,1.71575,1.57648,1.62469,1.62469,1.62469,1.63631,1.56837,1.56837,1.56837,1.6229
292.585,1.59003,1.59003,1.59003,1.61506,1.71538,1.71538,1.71538,1.57103,1.61832,1.61832,1.61832,1.63703,1.57005,1.57005,1.57005,1.62893
294.589,1.5875,1.5875,1.5875,1.62116,1.71264,1.71264,1.71264,1.56805,1.61222,1.61222,1.61222,1.63668,1.57159,1.57159,1.57159,1.6339
296.593,1.58389,1.58389,1.58389,1.62853,1.70184,1.70184,1.70184,1.57352,1.60703,1.60703,1.60703,1.63273,1.57261,1.57261,1.57261,1.63529
298.597,1.57952,1.57952,1.57952,1.63679,1.68537,1.68537,1.68537,1.58492,1.60247,1.60247,1.60247,1.62624,1.57327,1.57327,1.57327,1.63415
300.601,1.57622,1.57622,1.57622,1.64244,1.67218,1.67218,1.67218,1.59398,1.59921,1.59921,1.59921,1.62106,1.57516,1.57516,1.57516,1.63392
302.605,1.57541,1.57541,1.57541,1.64202,1.66667,1.66667,1.66667,1.59761,1.59898,1.59898,1.59898,1.61897,1.57992,1.57992,1.57992,1.63581
304.609,1.57497,1.57497,1.57497,1.64071,1.66226,1.66226,1.66226,1.60042,1.59919,1.59919,1.59919,1.61732,1.58511,1.58511,1.58511,1.63801
306.613,1.57573,1.57573,1.57573,1.63645,1.66148,1.66148,1.66148,1.60054,1.60086,1.60086,1.60086,1.61715,1.59173,1.59173,1.59173,1.64126
308.617,1.57733,1.57733,1.57733,1.63015,1.66322,1.66322,1.66322,1.5988,1.60355,1.60355,1.60355,1.618,1.59934,1.59934,1.59934,1.64522
310.621,1.57856,1.57856,1.57856,1.62695,1.66633,1.66633,1.66633,1.59853,1.60556,1.60556,1.60556,1.62028,1.6033,1.6033,1.6033,1.65557
312.625,1.579,1.579,1.579,1.63062,1.67249,1.67249,1.67249,1.60154,1.60607,1.60607,1.60607,1.62574,1.59913,1.59913,1.59913,1.68011
314.629,1.57947,1.57947,1.57947,1.63407,1.67829,1.67829,1.67829,1.60446,1.60691,1.60691,1.60691,1.63102,1.59511,1.59511,1.59511,1.70169
316.633,1.58008,1.58008,1.58008,1.63679,1.68291,1.68291,1.68291,1.60709,1.60879,1.60879,1.60879,1.63575,1.59158,1.59158,1.59158,1.71382
318.637,1.58077,1.58077,1.58077,1.639,1.68674,1.68674,1.68674,1.60951,1.61139,1.61139,1.61139,1.64009,1.5884,1.5884,1.5884,1.71948
320.641,1.58163,1.58163,1.58163,1.64027,1.68917,1.68917,1.68917,1.61155,1.61518,1.61518,1.61518,1.64374,1.58589,1.58589,1.58589,1.71418
322.645,1.58283,1.58283,1.58283,1.63952,1.68866,1.68866,1.68866,1.61275,1.62154,1.62154,1.62154,1.64591,1.58481,1.58481,1.58481,1.68556
324.649,1.58379,1.58379,1.58379,1.64046,1.68831,1.68831,1.68831,1.61388,1.62669,1.62669,1.62669,1.64823,1.58354,1.58354,1.58354,1.66129
326.653,1.58402,1.58402,1.58402,1.64657,1.68851,1.68851,1.68851,1.61479,1.62811,1.62811,1.62811,1.65102,1.58169,1.58169,1.58169,1.65047
328.657,1.58374,1.58374,1.58374,1.65616,1.68906,1.68906,1.68906,1.61555,1.62703,1.62703,1.62703,1.65413,1.57945,1.57945,1.57945,1.64869
330.661,1.58368,1.58368,1.58368,1.66631,1.69,1.69,1.69,1.61658,1.62544,1.62544,1.62544,1.65721,1.57734,1.57734,1.57734,1.65015
332.665,1.58406,1.58406,1.58406,1.67758,1.69174,1.69174,1.69174,1.61819,1.62279,1.62279,1.62279,1.66027,1.57553,1.57553,1.57553,1.65817
334.669,1.58572,1.58572,1.58572,1.68662,1.69437,1.69437,1.69437,1.62092,1.6212,1.6212,1.6212,1.6629,1.57461,1.57461,1.57461,1.66726
