# Frequency[MHz],ampNF Ch0 [lin],ampNF Ch1 [lin],ampNF Ch2 [lin],ampNF Ch3 [lin],ampNF Ch4 [lin],ampNF Ch5 [lin],ampNF Ch6 [lin],ampNF Ch7 [lin],ampNF Ch8 [lin],ampNF Ch9 [lin],ampNF Ch10 [lin],ampNF Ch11 [lin],ampNF Ch12 [lin],ampNF Ch13 [lin],ampNF Ch14 [lin],ampNF Ch15 [lin]
68.1363,7.06678e+10,7.06678e+10,7.06678e+10,7.06678e+10,7.06678e+10,7.06678e+10,7.06678e+10,7.06678e+10,7.06678e+10,7.06678e+10,7.06678e+10,7.06678e+10,7.06678e+10,7.06678e+10,7.06678e+10,7.06678e+10
70.1403,6.75253e+10,6.75253e+10,6.75253e+10,6.75253e+10,6.75253e+10,6.75253e+10,6.75253e+10,6.75253e+10,6.75253e+10,6.75253e+10,6.75253e+10,6.75253e+10,6.75253e+10,6.75253e+10,6.75253e+10,6.75253e+10
72.1443,7.3672e+10,7.3672e+10,7.3672e+10,7.3672e+10,7.3672e+10,7.3672e+10,7.3672e+10,7.3672e+10,7.3672e+10,7.3672e+10,7.3672e+10,7.3672e+10,7.3672e+10,7.3672e+10,7.3672e+10,7.3672e+10
74.1483,7.98187e+10,7.98187e+10,7.98187e+10,7.98187e+10,7.98187e+10,7.98187e+10,7.98187e+10,7.98187e+10,7.98187e+10,7.98187e+10,7.98187e+10,7.98187e+10,7.98187e+10,7.98187e+10,7.98187e+10,7.98187e+10
76.1523,7.80131e+10,7.80131e+10,7.80131e+10,7.80131e+10,7.80131e+10,7.80131e+10,7.80131e+10,7.80131e+10,7.80131e+10,7.80131e+10,7.80131e+10,7.80131e+10,7.80131e+10,7.80131e+10,7.80131e+10,7.80131e+10
78.1563,7.03297e+10,7.03297e+10,7.03297e+10,7.03297e+10,7.03297e+10,7.03297e+10,7.03297e+10,7.03297e+10,7.03297e+10,7.03297e+10,7.03297e+10,7.03297e+10,7.03297e+10,7.03297e+10,7.03297e+10,7.03297e+10
80.1603,6.30151e+10,6.30151e+10,6.30151e+10,6.30151e+10,6.30151e+10,6.30151e+10,6.30151e+10,6.30151e+10,6.30151e+10,6.30151e+10,6.30151e+10,6.30151e+10,6.30151e+10,6.30151e+10,6.30151e+10,6.30151e+10
82.1643,5.99418e+10,5.99418e+10,5.99418e+10,5.99418e+10,5.99418e+10,5.99418e+10,5.99418e+10,5.99418e+10,5.99418e+10,5.99418e+10,5.99418e+10,5.99418e+10,5.99418e+10,5.99418e+10,5.99418e+10,5.99418e+10
84.1683,5.68684e+10,5.68684e+10,5.68684e+10,5.68684e+10,5.68684e+10,5.68684e+10,5.68684e+10,5.68684e+10,5.68684e+10,5.68684e+10,5.68684e+10,5.68684e+10,5.68684e+10,5.68684e+10,5.68684e+10,5.68684e+10
86.1723,5.4694e+10,5.4694e+10,5.4694e+10,5.4694e+10,5.4694e+10,5.4694e+10,5.4694e+10,5.4694e+10,5.4694e+10,5.4694e+10,5.4694e+10,5.4694e+10,5.4694e+10,5.4694e+10,5.4694e+10,5.4694e+10
88.1764,5.31574e+10,5.31574e+10,5.31574e+10,5.31574e+10,5.31574e+10,5.31574e+10,5.31574e+10,5.31574e+10,5.31574e+10,5.31574e+10,5.31574e+10,5.31574e+10,5.31574e+10,5.31574e+10,5.31574e+10,5.31574e+10
90.1804,5.15515e+10,5.15515e+10,5.15515e+10,5.15515e+10,5.15515e+10,5.15515e+10,5.15515e+10,5.15515e+10,5.15515e+10,5.15515e+10,5.15515e+10,5.15515e+10,5.15515e+10,5.15515e+10,5.15515e+10,5.15515e+10
92.1844,4.92465e+10,4.92465e+10,4.92465e+10,4.92465e+10,4.92465e+10,4.92465e+10,4.92465e+10,4.92465e+10,4.92465e+10,4.92465e+10,4.92465e+10,4.92465e+10,4.92465e+10,4.92465e+10,4.92465e+10,4.92465e+10
94.1884,4.69415e+10,4.69415e+10,4.69415e+10,4.69415e+10,4.69415e+10,4.69415e+10,4.69415e+10,4.69415e+10,4.69415e+10,4.69415e+10,4.69415e+10,4.69415e+10,4.69415e+10,4.69415e+10,4.69415e+10,4.69415e+10
96.1924,4.73795e+10,4.73795e+10,4.73795e+10,4.73795e+10,4.73795e+10,4.73795e+10,4.73795e+10,4.73795e+10,4.73795e+10,4.73795e+10,4.73795e+10,4.73795e+10,4.73795e+10,4.73795e+10,4.73795e+10,4.73795e+10
98.1964,4.96845e+10,4.96845e+10,4.96845e+10,4.96845e+10,4.96845e+10,4.96845e+10,4.96845e+10,4.96845e+10,4.96845e+10,4.96845e+10,4.96845e+10,4.96845e+10,4.96845e+10,4.96845e+10,4.96845e+10,4.96845e+10
100.2,5.21432e+10,5.21432e+10,5.21432e+10,5.21432e+10,5.21432e+10,5.21432e+10,5.21432e+10,5.21432e+10,5.21432e+10,5.21432e+10,5.21432e+10,5.21432e+10,5.21432e+10,5.21432e+10,5.21432e+10,5.21432e+10
102.204,5.59849e+10,5.59849e+10,5.59849e+10,5.59849e+10,5.59849e+10,5.59849e+10,5.59849e+10,5.59849e+10,5.59849e+10,5.59849e+10,5.59849e+10,5.59849e+10,5.59849e+10,5.59849e+10,5.59849e+10,5.59849e+10
104.208,5.98265e+10,5.98265e+10,5.98265e+10,5.98265e+10,5.98265e+10,5.98265e+10,5.98265e+10,5.98265e+10,5.98265e+10,5.98265e+10,5.98265e+10,5.98265e+10,5.98265e+10,5.98265e+10,5.98265e+10,5.98265e+10
106.212,6.22737e+10,6.22737e+10,6.22737e+10,6.22737e+10,6.22737e+10,6.22737e+10,6.22737e+10,6.22737e+10,6.22737e+10,6.22737e+10,6.22737e+10,6.22737e+10,6.22737e+10,6.22737e+10,6.22737e+10,6.22737e+10
108.216,6.38104e+10,6.38104e+10,6.38104e+10,6.38104e+10,6.38104e+10,6.38104e+10,6.38104e+10,6.38104e+10,6.38104e+10,6.38104e+10,6.38104e+10,6.38104e+10,6.38104e+10,6.38104e+10,6.38104e+10,6.38104e+10
110.22,6.52625e+10,6.52625e+10,6.52625e+10,6.52625e+10,6.52625e+10,6.52625e+10,6.52625e+10,6.52625e+10,6.52625e+10,6.52625e+10,6.52625e+10,6.52625e+10,6.52625e+10,6.52625e+10,6.52625e+10,6.52625e+10
112.224,6.60309e+10,6.60309e+10,6.60309e+10,6.60309e+10,6.60309e+10,6.60309e+10,6.60309e+10,6.60309e+10,6.60309e+10,6.60309e+10,6.60309e+10,6.60309e+10,6.60309e+10,6.60309e+10,6.60309e+10,6.60309e+10
114.228,6.67992e+10,6.67992e+10,6.67992e+10,6.67992e+10,6.67992e+10,6.67992e+10,6.67992e+10,6.67992e+10,6.67992e+10,6.67992e+10,6.67992e+10,6.67992e+10,6.67992e+10,6.67992e+10,6.67992e+10,6.67992e+10
116.232,6.94576e+10,6.94576e+10,6.94576e+10,6.94576e+10,6.94576e+10,6.94576e+10,6.94576e+10,6.94576e+10,6.94576e+10,6.94576e+10,6.94576e+10,6.94576e+10,6.94576e+10,6.94576e+10,6.94576e+10,6.94576e+10
118.236,7.32993e+10,7.32993e+10,7.32993e+10,7.32993e+10,7.32993e+10,7.32993e+10,7.32993e+10,7.32993e+10,7.32993e+10,7.32993e+10,7.32993e+10,7.32993e+10,7.32993e+10,7.32993e+10,7.32993e+10,7.32993e+10
120.24,7.64034e+10,7.64034e+10,7.64034e+10,7.64034e+10,7.64034e+10,7.64034e+10,7.64034e+10,7.64034e+10,7.64034e+10,7.64034e+10,7.64034e+10,7.64034e+10,7.64034e+10,7.64034e+10,7.64034e+10,7.64034e+10
122.244,7.40984e+10,7.40984e+10,7.40984e+10,7.40984e+10,7.40984e+10,7.40984e+10,7.40984e+10,7.40984e+10,7.40984e+10,7.40984e+10,7.40984e+10,7.40984e+10,7.40984e+10,7.40984e+10,7.40984e+10,7.40984e+10
124.248,7.17934e+10,7.17934e+10,7.17934e+10,7.17934e+10,7.17934e+10,7.17934e+10,7.17934e+10,7.17934e+10,7.17934e+10,7.17934e+10,7.17934e+10,7.17934e+10,7.17934e+10,7.17934e+10,7.17934e+10,7.17934e+10
126.253,6.22852e+10,6.22852e+10,6.22852e+10,6.22852e+10,6.22852e+10,6.22852e+10,6.22852e+10,6.22852e+10,6.22852e+10,6.22852e+10,6.22852e+10,6.22852e+10,6.22852e+10,6.22852e+10,6.22852e+10,6.22852e+10
128.257,4.84552e+10,4.84552e+10,4.84552e+10,4.84552e+10,4.84552e+10,4.84552e+10,4.84552e+10,4.84552e+10,4.84552e+10,4.84552e+10,4.84552e+10,4.84552e+10,4.84552e+10,4.84552e+10,4.84552e+10,4.84552e+10
130.261,3.45252e+10,3.45252e+10,3.45252e+10,3.45252e+10,3.45252e+10,3.45252e+10,3.45252e+10,3.45252e+10,3.45252e+10,3.45252e+10,3.45252e+10,3.45252e+10,3.45252e+10,3.45252e+10,3.45252e+10,3.45252e+10
132.265,1.99268e+10,1.99268e+10,1.99268e+10,1.99268e+10,1.99268e+10,1.99268e+10,1.99268e+10,1.99268e+10,1.99268e+10,1.99268e+10,1.99268e+10,1.99268e+10,1.99268e+10,1.99268e+10,1.99268e+10,1.99268e+10
134.269,5.32841e+09,5.32841e+09,5.32841e+09,5.32841e+09,5.32841e+09,5.32841e+09,5.32841e+09,5.32841e+09,5.32841e+09,5.32841e+09,5.32841e+09,5.32841e+09,5.32841e+09,5.32841e+09,5.32841e+09,5.32841e+09
136.273,8.65212,8.65212,8.65212,8.65212,8.65212,8.65212,8.65212,8.65212,8.65212,8.65212,8.65212,8.65212,8.65212,8.65212,8.65212,8.65212
138.277,6.16144,6.16144,6.16144,6.16144,6.16144,6.16144,6.16144,6.16144,6.16144,6.16144,6.16144,6.16144,6.16144,6.16144,6.16144,6.16144
140.281,3.94299,3.94299,3.94299,3.94299,3.94299,3.94299,3.94299,3.94299,3.94299,3.94299,3.94299,3.94299,3.94299,3.94299,3.94299,3.94299
142.285,3.39688,3.39688,3.39688,3.39688,3.39688,3.39688,3.39688,3.39688,3.39688,3.39688,3.39688,3.39688,3.39688,3.39688,3.39688,3.39688
144.289,2.85076,2.85076,2.85076,2.85076,2.85076,2.85076,2.85076,2.85076,2.85076,2.85076,2.85076,2.85076,2.85076,2.85076,2.85076,2.85076
146.293,2.58094,2.58094,2.58094,2.58094,2.58094,2.58094,2.58094,2.58094,2.58094,2.58094,2.58094,2.58094,2.58094,2.58094,2.58094,2.58094
148.297,2.4632,2.4632,2.4632,2.4632,2.4632,2.4632,2.4632,2.4632,2.4632,2.4632,2.4632,2.4632,2.4632,2.4632,2.4632,2.4632
150.301,2.35674,2.35674,2.35674,2.35674,2.35674,2.35674,2.35674,2.35674,2.35674,2.35674,2.35674,2.35674,2.35674,2.35674,2.35674,2.35674
152.305,2.31426,2.31426,2.31426,2.31426,2.31426,2.31426,2.31426,2.31426,2.31426,2.31426,2.31426,2.31426,2.31426,2.31426,2.31426,2.31426
154.309,2.27178,2.27178,2.27178,2.27178,2.27178,2.27178,2.27178,2.27178,2.27178,2.27178,2.27178,2.27178,2.27178,2.27178,2.27178,2.27178
156.313,2.23965,2.23965,2.23965,2.23965,2.23965,2.23965,2.23965,2.23965,2.23965,2.23965,2.23965,2.23965,2.23965,2.23965,2.23965,2.23965
158.317,2.21295,2.21295,2.21295,2.21295,2.21295,2.21295,2.21295,2.21295,2.21295,2.21295,2.21295,2.21295,2.21295,2.21295,2.21295,2.21295
160.321,2.18973,2.18973,2.18973,2.18973,2.18973,2.18973,2.18973,2.18973,2.18973,2.18973,2.18973,2.18973,2.18973,2.18973,2.18973,2.18973
162.325,2.18471,2.18471,2.18471,2.18471,2.18471,2.18471,2.18471,2.18471,2.18471,2.18471,2.18471,2.18471,2.18471,2.18471,2.18471,2.18471
164.329,2.1797,2.1797,2.1797,2.1797,2.1797,2.1797,2.1797,2.1797,2.1797,2.1797,2.1797,2.1797,2.1797,2.1797,2.1797,2.1797
166.333,2.1684,2.1684,2.1684,2.1684,2.1684,2.1684,2.1684,2.1684,2.1684,2.1684,2.1684,2.1684,2.1684,2.1684,2.1684,2.1684
168.337,2.15394,2.15394,2.15394,2.15394,2.15394,2.15394,2.15394,2.15394,2.15394,2.15394,2.15394,2.15394,2.15394,2.15394,2.15394,2.15394
170.341,2.13974,2.13974,2.13974,2.13974,2.13974,2.13974,2.13974,2.13974,2.13974,2.13974,2.13974,2.13974,2.13974,2.13974,2.13974,2.13974
172.345,2.12677,2.12677,2.12677,2.12677,2.12677,2.12677,2.12677,2.12677,2.12677,2.12677,2.12677,2.12677,2.12677,2.12677,2.12677,2.12677
174.349,2.11381,2.11381,2.11381,2.11381,2.11381,2.11381,2.11381,2.11381,2.11381,2.11381,2.11381,2.11381,2.11381,2.11381,2.11381,2.11381
176.353,2.11969,2.11969,2.11969,2.11969,2.11969,2.11969,2.11969,2.11969,2.11969,2.11969,2.11969,2.11969,2.11969,2.11969,2.11969,2.11969
178.357,2.13465,2.13465,2.13465,2.13465,2.13465,2.13465,2.13465,2.13465,2.13465,2.13465,2.13465,2.13465,2.13465,2.13465,2.13465,2.13465
180.361,2.14377,2.14377,2.14377,2.14377,2.14377,2.14377,2.14377,2.14377,2.14377,2.14377,2.14377,2.14377,2.14377,2.14377,2.14377,2.14377
182.365,2.1263,2.1263,2.1263,2.1263,2.1263,2.1263,2.1263,2.1263,2.1263,2.1263,2.1263,2.1263,2.1263,2.1263,2.1263,2.1263
184.369,2.10884,2.10884,2.10884,2.10884,2.10884,2.10884,2.10884,2.10884,2.10884,2.10884,2.10884,2.10884,2.10884,2.10884,2.10884,2.10884
186.373,2.10075,2.10075,2.10075,2.10075,2.10075,2.10075,2.10075,2.10075,2.10075,2.10075,2.10075,2.10075,2.10075,2.10075,2.10075,2.10075
188.377,2.09696,2.09696,2.09696,2.09696,2.09696,2.09696,2.09696,2.09696,2.09696,2.09696,2.09696,2.09696,2.09696,2.09696,2.09696,2.09696
190.381,2.09645,2.09645,2.09645,2.09645,2.09645,2.09645,2.09645,2.09645,2.09645,2.09645,2.09645,2.09645,2.09645,2.09645,2.09645,2.09645
192.385,2.1099,2.1099,2.1099,2.1099,2.1099,2.1099,2.1099,2.1099,2.1099,2.1099,2.1099,2.1099,2.1099,2.1099,2.1099,2.1099
194.389,2.12335,2.12335,2.12335,2.12335,2.12335,2.12335,2.12335,2.12335,2.12335,2.12335,2.12335,2.12335,2.12335,2.12335,2.12335,2.12335
196.393,2.13763,2.13763,2.13763,2.13763,2.13763,2.13763,2.13763,2.13763,2.13763,2.13763,2.13763,2.13763,2.13763,2.13763,2.13763,2.13763
198.397,2.15227,2.15227,2.15227,2.15227,2.15227,2.15227,2.15227,2.15227,2.15227,2.15227,2.15227,2.15227,2.15227,2.15227,2.15227,2.15227
200.401,2.16298,2.16298,2.16298,2.16298,2.16298,2.16298,2.16298,2.16298,2.16298,2.16298,2.16298,2.16298,2.16298,2.16298,2.16298,2.16298
202.405,2.15795,2.15795,2.15795,2.15795,2.15795,2.15795,2.15795,2.15795,2.15795,2.15795,2.15795,2.15795,2.15795,2.15795,2.15795,2.15795
204.409,2.15293,2.15293,2.15293,2.15293,2.15293,2.15293,2.15293,2.15293,2.15293,2.15293,2.15293,2.15293,2.15293,2.15293,2.15293,2.15293
206.413,2.16113,2.16113,2.16113,2.16113,2.16113,2.16113,2.16113,2.16113,2.16113,2.16113,2.16113,2.16113,2.16113,2.16113,2.16113,2.16113
208.417,2.17487,2.17487,2.17487,2.17487,2.17487,2.17487,2.17487,2.17487,2.17487,2.17487,2.17487,2.17487,2.17487,2.17487,2.17487,2.17487
210.421,2.18347,2.18347,2.18347,2.18347,2.18347,2.18347,2.18347,2.18347,2.18347,2.18347,2.18347,2.18347,2.18347,2.18347,2.18347,2.18347
212.425,2.17273,2.17273,2.17273,2.17273,2.17273,2.17273,2.17273,2.17273,2.17273,2.17273,2.17273,2.17273,2.17273,2.17273,2.17273,2.17273
214.429,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162
216.433,2.17385,2.17385,2.17385,2.17385,2.17385,2.17385,2.17385,2.17385,2.17385,2.17385,2.17385,2.17385,2.17385,2.17385,2.17385,2.17385
218.437,2.1947,2.1947,2.1947,2.1947,2.1947,2.1947,2.1947,2.1947,2.1947,2.1947,2.1947,2.1947,2.1947,2.1947,2.1947,2.1947
220.441,2.20953,2.20953,2.20953,2.20953,2.20953,2.20953,2.20953,2.20953,2.20953,2.20953,2.20953,2.20953,2.20953,2.20953,2.20953,2.20953
222.445,2.20303,2.20303,2.20303,2.20303,2.20303,2.20303,2.20303,2.20303,2.20303,2.20303,2.20303,2.20303,2.20303,2.20303,2.20303,2.20303
224.449,2.19653,2.19653,2.19653,2.19653,2.19653,2.19653,2.19653,2.19653,2.19653,2.19653,2.19653,2.19653,2.19653,2.19653,2.19653,2.19653
226.453,2.20039,2.20039,2.20039,2.20039,2.20039,2.20039,2.20039,2.20039,2.20039,2.20039,2.20039,2.20039,2.20039,2.20039,2.20039,2.20039
228.457,2.20817,2.20817,2.20817,2.20817,2.20817,2.20817,2.20817,2.20817,2.20817,2.20817,2.20817,2.20817,2.20817,2.20817,2.20817,2.20817
230.461,2.21831,2.21831,2.21831,2.21831,2.21831,2.21831,2.21831,2.21831,2.21831,2.21831,2.21831,2.21831,2.21831,2.21831,2.21831,2.21831
232.465,2.2363,2.2363,2.2363,2.2363,2.2363,2.2363,2.2363,2.2363,2.2363,2.2363,2.2363,2.2363,2.2363,2.2363,2.2363,2.2363
234.469,2.25429,2.25429,2.25429,2.25429,2.25429,2.25429,2.25429,2.25429,2.25429,2.25429,2.25429,2.25429,2.25429,2.25429,2.25429,2.25429
236.473,2.24706,2.24706,2.24706,2.24706,2.24706,2.24706,2.24706,2.24706,2.24706,2.24706,2.24706,2.24706,2.24706,2.24706,2.24706,2.24706
238.477,2.23073,2.23073,2.23073,2.23073,2.23073,2.23073,2.23073,2.23073,2.23073,2.23073,2.23073,2.23073,2.23073,2.23073,2.23073,2.23073
240.481,2.2213,2.2213,2.2213,2.2213,2.2213,2.2213,2.2213,2.2213,2.2213,2.2213,2.2213,2.2213,2.2213,2.2213,2.2213,2.2213
242.485,2.23373,2.23373,2.23373,2.23373,2.23373,2.23373,2.23373,2.23373,2.23373,2.23373,2.23373,2.23373,2.23373,2.23373,2.23373,2.23373
244.489,2.24615,2.24615,2.24615,2.24615,2.24615,2.24615,2.24615,2.24615,2.24615,2.24615,2.24615,2.24615,2.24615,2.24615,2.24615,2.24615
246.493,2.24813,2.24813,2.24813,2.24813,2.24813,2.24813,2.24813,2.24813,2.24813,2.24813,2.24813,2.24813,2.24813,2.24813,2.24813,2.24813
248.497,2.24654,2.24654,2.24654,2.24654,2.24654,2.24654,2.24654,2.24654,2.24654,2.24654,2.24654,2.24654,2.24654,2.24654,2.24654,2.24654
250.501,2.24667,2.24667,2.24667,2.24667,2.24667,2.24667,2.24667,2.24667,2.24667,2.24667,2.24667,2.24667,2.24667,2.24667,2.24667,2.24667
252.505,2.25199,2.25199,2.25199,2.25199,2.25199,2.25199,2.25199,2.25199,2.25199,2.25199,2.25199,2.25199,2.25199,2.25199,2.25199,2.25199
254.509,2.25732,2.25732,2.25732,2.25732,2.25732,2.25732,2.25732,2.25732,2.25732,2.25732,2.25732,2.25732,2.25732,2.25732,2.25732,2.25732
256.513,2.27573,2.27573,2.27573,2.27573,2.27573,2.27573,2.27573,2.27573,2.27573,2.27573,2.27573,2.27573,2.27573,2.27573,2.27573,2.27573
258.517,2.2984,2.2984,2.2984,2.2984,2.2984,2.2984,2.2984,2.2984,2.2984,2.2984,2.2984,2.2984,2.2984,2.2984,2.2984,2.2984
260.521,2.31218,2.31218,2.31218,2.31218,2.31218,2.31218,2.31218,2.31218,2.31218,2.31218,2.31218,2.31218,2.31218,2.31218,2.31218,2.31218
262.525,2.30068,2.30068,2.30068,2.30068,2.30068,2.30068,2.30068,2.30068,2.30068,2.30068,2.30068,2.30068,2.30068,2.30068,2.30068,2.30068
264.529,2.28917,2.28917,2.28917,2.28917,2.28917,2.28917,2.28917,2.28917,2.28917,2.28917,2.28917,2.28917,2.28917,2.28917,2.28917,2.28917
266.533,2.29479,2.29479,2.29479,2.29479,2.29479,2.29479,2.29479,2.29479,2.29479,2.29479,2.29479,2.29479,2.29479,2.29479,2.29479,2.29479
268.537,2.30566,2.30566,2.30566,2.30566,2.30566,2.30566,2.30566,2.30566,2.30566,2.30566,2.30566,2.30566,2.30566,2.30566,2.30566,2.30566
270.541,2.31272,2.31272,2.31272,2.31272,2.31272,2.31272,2.31272,2.31272,2.31272,2.31272,2.31272,2.31272,2.31272,2.31272,2.31272,2.31272
272.545,2.30948,2.30948,2.30948,2.30948,2.30948,2.30948,2.30948,2.30948,2.30948,2.30948,2.30948,2.30948,2.30948,2.30948,2.30948,2.30948
274.549,2.30624,2.30624,2.30624,2.30624,2.30624,2.30624,2.30624,2.30624,2.30624,2.30624,2.30624,2.30624,2.30624,2.30624,2.30624,2.30624
